timestamp,30:87:D9:71:54:**,30:87:D9:F1:76:**,1C:3A:60:02:B2:**,30:87:D9:B1:82:**,30:87:D9:B1:61:**,30:87:D9:B1:9B:**,30:87:D9:71:9B:**,00:24:6C:2D:17:**,08:36:C9:8E:F4:**,30:87:D9:71:61:**,30:87:D9:F1:61:**,30:87:D9:B1:51:**,00:24:6C:26:89:**,30:87:D9:B1:7E:**,30:87:D9:71:51:**,30:87:D9:F1:5C:**,30:87:D9:B1:55:**,30:87:D9:31:5A:**,30:87:D9:31:61:**,E8:48:B8:ED:47:**,00:24:6C:26:8B:**,30:87:D9:F1:7F:**,30:87:D9:F1:7D:**,30:87:D9:71:FC:**,30:87:D9:31:7E:**,30:87:D9:F1:55:**,E4:F0:42:E0:FB:**,0C:51:01:E3:94:**,EC:AD:E0:AE:D5:**,86:2A:FD:F0:89:**,30:87:D9:F1:7E:**,30:87:D9:71:59:**,30:87:D9:31:82:**,30:87:D9:F1:7C:**,30:87:D9:71:82:**,30:87:D9:B1:53:**,30:87:D9:31:55:**,30:87:D9:B1:5C:**,30:87:D9:F1:53:**,30:87:D9:71:D7:**,30:87:D9:B1:FC:**,30:87:D9:31:9A:**,30:87:D9:31:D7:**,30:87:D9:71:5C:**,30:87:D9:31:96:**,30:87:D9:71:96:**,1C:3B:F3:DC:E3:**,30:87:D9:F2:06:**,30:87:D9:71:52:**,30:87:D9:B1:7C:**,04:92:26:53:B7:**,30:87:D9:71:5E:**,30:87:D9:F1:59:**,C0:A0:BB:CF:65:**,30:87:D9:B1:97:**,30:87:D9:F1:5E:**,30:87:D9:F1:95:**,30:87:D9:73:01:**,30:87:D9:B1:58:**,30:87:D9:F1:5A:**,30:87:D9:F1:99:**,34:0A:33:03:77:**,30:87:D9:B1:6B:**,30:87:D9:31:6B:**,00:24:6C:26:87:**,30:87:D9:B1:72:**,30:87:D9:F1:97:**,30:87:D9:71:58:**,30:87:D9:71:77:**,56:13:79:27:1E:**,30:87:D9:F1:5B:**,D6:6A:6A:47:44:**,30:87:D9:31:54:**,FA:DA:0C:48:FB:**,30:87:D9:31:53:**,30:87:D9:F1:77:**,30:87:D9:71:55:**,30:87:D9:F2:38:**,30:87:D9:F2:1E:**,30:87:D9:B1:5B:**,30:87:D9:B1:7F:**,30:87:D9:B2:38:**,30:87:D9:F1:FC:**,30:87:D9:31:58:**,30:87:D9:B1:54:**,30:87:D9:B1:89:**,30:87:D9:F1:58:**,30:87:D9:B1:52:**,30:87:D9:B2:06:**,30:87:D9:32:1E:**,30:87:D9:F1:82:**,30:87:D9:B3:01:**,30:87:D9:71:7D:**,30:87:D9:72:1E:**,30:87:D9:31:52:**,30:87:D9:F1:52:**,00:24:6C:2D:1A:**,30:87:D9:31:5B:**,30:87:D9:31:59:**,30:87:D9:71:72:**,30:87:D9:F1:54:**,30:87:D9:31:99:**,30:87:D9:31:89:**,30:87:D9:71:89:**,30:87:D9:71:97:**,30:87:D9:B1:5E:**,30:87:D9:F3:01:**,30:87:D9:F1:6B:**,30:87:D9:71:9A:**,30:87:D9:71:53:**,30:87:D9:71:76:**,30:87:D9:31:FC:**,E8:37:7A:A5:3A:**,30:87:D9:31:72:**,30:87:D9:B1:77:**,30:87:D9:71:5A:**,C4:E9:0A:1D:37:**,30:87:D9:32:06:**,30:87:D9:71:7C:**,30:87:D9:31:76:**,30:87:D9:B1:63:**,30:87:D9:71:95:**,78:32:1B:CC:37:**,30:87:D9:72:38:**,30:87:D9:F1:72:**,1C:3B:F3:AB:99:**,30:87:D9:71:99:**,30:87:D9:31:77:**,30:87:D9:72:06:**,30:87:D9:31:51:**,30:87:D9:31:9B:**,30:87:D9:31:95:**,30:87:D9:F1:89:**,30:87:D9:31:7F:**,30:87:D9:B1:99:**,30:87:D9:B1:76:**,30:87:D9:33:01:**,30:87:D9:31:97:**,34:97:F6:6B:EB:**,38:D5:47:1E:6C:**,30:87:D9:71:7E:**,30:87:D9:31:7C:**,30:87:D9:31:7D:**,30:87:D9:31:5C:**,30:87:D9:B1:95:**,30:87:D9:71:6B:**,30:87:D9:B1:9A:**,30:87:D9:31:5E:**,30:87:D9:B1:59:**,30:87:D9:B2:1E:**,30:87:D9:71:5B:**,30:87:D9:71:7F:**,30:87:D9:F1:9A:**,30:87:D9:B1:5A:**,30:87:D9:B1:7D:**,30:87:D9:32:38:**
1665322352.587745,-100,-78,-100,-100,-67,-100,-100,-80,-100,-68,-67,-100,-100,-52,-100,-80,-61,-78,-67,-81,-100,-100,-100,-70,-53,-53,-73,-100,-74,-72,-52,-100,-100,-79,-100,-100,-52,-69,-100,-100,-100,-80,-100,-70,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-72,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-77,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-38,-100,-100,-100,-100,-100,-72,-76,-100,-77,-74,-100,-100,-100,-80,-100,-100,-80,-78,-100,-100,-82,-100,-100,-100,-39,-100,-100,-100,-100,-100,-100,-78,-38,-77,-100,-100,-100,-100,-53,-78,-100,-68,-100,-72,-77,-100,-100,-100,-100,-100,-81,-80,-100,-80
1665322353.587668,-100,-84,-100,-64,-77,-100,-100,-100,-60,-76,-76,-100,-100,-76,-100,-100,-78,-100,-71,-72,-100,-100,-100,-100,-77,-43,-100,-67,-64,-70,-76,-79,-64,-51,-65,-65,-43,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-51,-100,-100,-80,-100,-62,-100,-100,-100,-100,-100,-60,-100,-63,-63,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-67,-100,-44,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-63,-100,-100,-100,-71,-66,-100,-100,-100,-100,-100,-60,-75,-70,-63,-100,-100,-63,-100,-65,-81,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-67,-100,-100,-57,-61,-100,-100,-100,-100,-100,-75,-100,-58,-82,-100,-64,-100,-100,-78,-50,-100,-100,-100,-64,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100
1665322354.587450,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-71,-82,-100,-79,-100,-72,-100,-100,-81,-71,-100,-69,-69,-100,-81,-100,-60,-78,-53,-79,-72,-100,-80,-100,-100,-61,-100,-100,-100,-100,-100,-100,-72,-79,-100,-58,-100,-73,-100,-58,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-80,-100,-71,-75,-100,-100,-73,-74,-100,-100,-100,-32,-100,-67,-100,-100,-59,-100,-100,-100,-67,-67,-100,-100,-100,-100,-100,-82,-32,-32,-100,-58,-100,-100,-61,-80,-100,-100,-100,-100,-100,-80,-100,-100,-78,-100,-100,-100,-68,-75,-100,-100,-81,-100,-100,-100,-100,-100,-32,-75,-81,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-60,-58,-100,-100,-100,-74,-61,-81,-100,-75
1665322355.587493,-76,-66,-100,-79,-41,-100,-100,-100,-100,-42,-42,-100,-100,-75,-100,-55,-79,-100,-42,-100,-72,-77,-100,-100,-73,-64,-53,-100,-100,-100,-73,-80,-100,-100,-82,-100,-63,-57,-100,-100,-100,-100,-100,-56,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-74,-100,-47,-100,-100,-100,-100,-63,-100,-71,-100,-100,-100,-100,-72,-100,-100,-100,-64,-100,-68,-100,-78,-100,-100,-75,-68,-76,-75,-100,-100,-77,-82,-100,-100,-70,-100,-100,-100,-100,-100,-72,-70,-68,-71,-67,-100,-100,-100,-100,-77,-100,-65,-100,-100,-72,-100,-100,-100,-100,-100,-66,-100,-100,-82,-100,-67,-100,-60,-100,-100,-100,-100,-100,-69,-78,-62,-66,-100,-100,-100,-100,-72,-100,-100,-56,-100,-100,-80,-100,-81,-77,-100,-79,-81,-100,-100,-100
1665322356.587830,-76,-65,-100,-79,-50,-100,-100,-100,-100,-50,-49,-100,-100,-100,-100,-50,-79,-100,-49,-100,-72,-77,-100,-100,-76,-67,-53,-100,-100,-100,-78,-80,-100,-100,-82,-100,-68,-50,-100,-100,-100,-73,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-73,-100,-48,-100,-75,-77,-100,-63,-100,-75,-100,-100,-100,-100,-72,-100,-100,-100,-67,-100,-70,-100,-79,-100,-100,-75,-68,-76,-77,-100,-100,-71,-82,-100,-100,-69,-100,-100,-100,-100,-100,-65,-70,-67,-75,-75,-100,-100,-100,-78,-77,-100,-66,-100,-100,-66,-100,-100,-100,-100,-100,-65,-100,-100,-80,-100,-67,-100,-67,-100,-100,-100,-100,-100,-74,-78,-58,-67,-100,-100,-100,-100,-100,-100,-100,-50,-100,-78,-80,-100,-81,-69,-100,-79,-81,-100,-100,-100
1665322357.587554,-100,-100,-100,-39,-100,-69,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-66,-100,-77,-100,-100,-100,-77,-100,-66,-68,-100,-100,-100,-39,-59,-32,-57,-75,-100,-57,-100,-100,-65,-100,-100,-100,-100,-100,-71,-54,-58,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-78,-100,-79,-81,-100,-100,-65,-100,-100,-100,-100,-100,-100,-73,-57,-100,-75,-100,-100,-100,-77,-100,-100,-100,-100,-53,-100,-56,-77,-100,-31,-100,-100,-100,-55,-54,-100,-78,-100,-100,-100,-100,-52,-51,-80,-100,-100,-80,-66,-57,-100,-100,-100,-100,-100,-100,-100,-78,-58,-100,-100,-100,-78,-100,-100,-60,-76,-100,-76,-100,-78,-100,-53,-100,-77,-100,-100,-70,-100,-100,-100,-59,-100,-100,-100,-80,-68,-78,-100,-100,-100,-78,-67,-100,-100,-100
1665322358.587414,-100,-100,-100,-65,-79,-100,-100,-74,-100,-71,-80,-100,-100,-75,-100,-100,-76,-76,-72,-100,-100,-34,-100,-74,-73,-75,-100,-100,-78,-100,-74,-78,-66,-100,-75,-100,-79,-100,-100,-100,-77,-37,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-77,-80,-100,-78,-100,-100,-79,-65,-68,-100,-100,-100,-100,-79,-100,-78,-100,-100,-77,-100,-100,-100,-100,-100,-78,-60,-100,-81,-34,-60,-76,-79,-100,-67,-100,-100,-100,-100,-71,-77,-100,-100,-100,-100,-100,-76,-76,-77,-100,-68,-67,-66,-100,-81,-100,-100,-37,-100,-100,-76,-100,-72,-100,-75,-100,-100,-100,-100,-100,-100,-100,-61,-73,-100,-61,-100,-100,-100,-100,-100,-68,-34,-68,-100,-76,-100,-73,-100,-73,-100,-100,-100,-100,-100,-37,-79,-65,-100,-80,-34,-37,-64,-100,-61
1665322359.587524,-100,-100,-86,-66,-100,-100,-100,-100,-64,-100,-100,-100,-100,-77,-100,-100,-62,-100,-100,-70,-80,-100,-100,-100,-75,-45,-100,-67,-71,-74,-77,-100,-64,-37,-59,-65,-46,-100,-68,-100,-100,-100,-100,-100,-100,-100,-73,-100,-67,-34,-100,-100,-100,-100,-54,-100,-56,-100,-100,-100,-70,-100,-71,-71,-56,-100,-54,-100,-54,-100,-100,-100,-100,-100,-66,-64,-46,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-71,-100,-100,-49,-100,-100,-100,-67,-59,-100,-100,-100,-100,-100,-64,-67,-69,-54,-100,-100,-61,-100,-68,-100,-100,-100,-100,-58,-100,-100,-100,-34,-100,-75,-54,-77,-100,-100,-54,-64,-55,-100,-100,-100,-55,-70,-100,-58,-100,-100,-54,-100,-100,-77,-34,-100,-100,-54,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1665322360.587649,-70,-63,-100,-70,-67,-100,-100,-100,-78,-68,-66,-100,-100,-100,-100,-100,-100,-80,-67,-100,-73,-44,-100,-100,-100,-100,-100,-100,-100,-100,-75,-76,-74,-100,-70,-100,-83,-100,-100,-100,-100,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-49,-100,-75,-100,-100,-100,-100,-61,-100,-48,-100,-100,-100,-100,-72,-100,-100,-100,-100,-68,-100,-100,-44,-67,-100,-49,-70,-78,-48,-100,-100,-100,-70,-100,-100,-100,-100,-100,-70,-100,-73,-59,-70,-74,-75,-79,-100,-100,-100,-100,-63,-100,-66,-100,-100,-61,-100,-100,-58,-100,-100,-62,-100,-100,-100,-75,-61,-100,-74,-100,-100,-100,-100,-100,-77,-44,-72,-67,-100,-100,-79,-100,-100,-100,-100,-82,-100,-100,-56,-100,-76,-100,-100,-44,-64,-100,-100,-73
1665322361.587472,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-75,-83,-100,-77,-100,-72,-100,-100,-100,-63,-100,-80,-66,-100,-81,-100,-56,-80,-55,-79,-65,-100,-80,-100,-100,-58,-100,-100,-100,-100,-100,-100,-66,-79,-100,-55,-100,-65,-100,-55,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-78,-100,-75,-78,-100,-100,-71,-78,-100,-100,-100,-34,-100,-73,-100,-100,-55,-100,-100,-100,-74,-66,-100,-100,-100,-100,-100,-100,-35,-35,-100,-46,-100,-100,-57,-80,-100,-100,-100,-100,-100,-80,-100,-100,-78,-100,-100,-100,-66,-78,-100,-74,-80,-100,-100,-100,-100,-100,-35,-74,-80,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-58,-46,-100,-100,-100,-73,-59,-100,-100,-69
1665322362.587609,-100,-100,-100,-64,-77,-100,-100,-100,-60,-76,-76,-100,-100,-76,-100,-100,-74,-100,-71,-65,-100,-100,-100,-100,-77,-48,-100,-81,-73,-74,-76,-79,-71,-53,-62,-75,-48,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-53,-100,-100,-80,-100,-62,-100,-100,-100,-100,-100,-59,-100,-59,-59,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-65,-100,-49,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-62,-100,-100,-100,-71,-73,-100,-100,-100,-100,-100,-59,-75,-72,-68,-100,-100,-61,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-100,-100,-80,-100,-100,-60,-62,-100,-100,-100,-100,-100,-75,-100,-62,-82,-100,-69,-100,-100,-78,-53,-100,-100,-100,-58,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100
1665322363.587492,-100,-79,-100,-74,-76,-100,-100,-76,-100,-79,-78,-100,-100,-78,-100,-100,-75,-70,-77,-100,-100,-37,-100,-74,-78,-76,-100,-100,-100,-100,-75,-58,-76,-100,-75,-100,-78,-100,-100,-100,-77,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-81,-100,-100,-69,-70,-65,-100,-100,-100,-100,-71,-100,-69,-100,-100,-78,-100,-79,-100,-100,-100,-75,-64,-100,-78,-37,-63,-76,-70,-100,-76,-68,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-79,-58,-75,-100,-66,-77,-77,-100,-100,-100,-100,-58,-100,-78,-76,-100,-74,-100,-70,-100,-100,-100,-100,-100,-100,-100,-62,-73,-100,-65,-100,-100,-100,-100,-100,-74,-37,-65,-78,-100,-100,-66,-100,-77,-100,-100,-100,-100,-100,-56,-100,-70,-100,-79,-37,-58,-64,-100,-63
1665322364.587336,-100,-78,-100,-100,-70,-100,-100,-80,-100,-71,-71,-100,-100,-60,-100,-77,-62,-78,-70,-100,-100,-100,-100,-100,-59,-49,-73,-100,-74,-65,-58,-100,-100,-70,-100,-100,-50,-69,-100,-100,-100,-79,-100,-70,-100,-100,-100,-100,-100,-77,-100,-100,-81,-100,-100,-100,-100,-100,-100,-80,-81,-100,-66,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-76,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-39,-100,-100,-100,-100,-100,-66,-79,-100,-79,-100,-100,-100,-100,-80,-100,-100,-80,-81,-100,-100,-82,-100,-100,-100,-42,-100,-100,-100,-100,-100,-100,-78,-39,-76,-100,-100,-100,-100,-57,-75,-100,-68,-100,-69,-76,-100,-100,-100,-100,-100,-73,-79,-100,-80
1665322365.587433,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-74,-67,-100,-75,-100,-65,-100,-100,-100,-74,-100,-69,-75,-100,-74,-100,-59,-77,-60,-100,-75,-100,-100,-100,-100,-56,-100,-100,-100,-100,-100,-100,-69,-80,-100,-58,-100,-66,-100,-58,-100,-100,-100,-76,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-78,-100,-74,-62,-100,-77,-63,-61,-100,-100,-100,-45,-100,-69,-100,-100,-60,-100,-100,-100,-68,-69,-100,-100,-100,-100,-100,-74,-45,-45,-100,-59,-100,-100,-57,-78,-100,-100,-100,-100,-100,-68,-100,-100,-78,-100,-100,-100,-78,-62,-100,-81,-74,-100,-100,-100,-100,-100,-45,-65,-73,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-56,-59,-100,-100,-100,-64,-57,-67,-100,-63
1665322366.587428,-100,-100,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-68,-100,-80,-100,-64,-100,-100,-100,-67,-100,-67,-72,-100,-75,-100,-55,-76,-55,-81,-68,-100,-79,-100,-100,-53,-100,-100,-100,-100,-100,-100,-65,-76,-100,-61,-100,-69,-100,-60,-100,-78,-100,-75,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-79,-100,-76,-63,-100,-100,-73,-68,-100,-100,-100,-43,-100,-67,-100,-100,-69,-100,-100,-100,-67,-65,-100,-100,-100,-100,-100,-71,-46,-43,-100,-62,-100,-100,-54,-81,-100,-100,-100,-100,-100,-74,-100,-100,-81,-100,-100,-100,-74,-70,-100,-79,-69,-100,-100,-100,-100,-100,-45,-73,-70,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-53,-62,-100,-100,-100,-66,-53,-76,-100,-61
1665322367.587438,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-82,-100,-78,-100,-70,-100,-100,-81,-73,-100,-64,-68,-100,-85,-100,-56,-78,-55,-79,-73,-100,-80,-100,-100,-58,-100,-100,-100,-100,-100,-100,-63,-79,-100,-45,-100,-73,-100,-45,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-73,-73,-100,-100,-69,-73,-100,-100,-100,-38,-100,-63,-100,-100,-57,-100,-100,-100,-64,-62,-100,-100,-100,-100,-100,-82,-38,-38,-100,-46,-100,-100,-58,-80,-100,-100,-100,-100,-100,-80,-100,-100,-79,-100,-100,-100,-68,-72,-100,-100,-81,-100,-100,-100,-100,-100,-38,-72,-81,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-56,-45,-100,-100,-100,-74,-56,-81,-100,-74
1665322368.587230,-100,-77,-100,-76,-73,-100,-100,-75,-100,-71,-72,-100,-100,-78,-100,-100,-79,-74,-73,-100,-100,-42,-100,-100,-75,-79,-100,-100,-100,-100,-80,-62,-67,-100,-67,-100,-80,-100,-100,-100,-79,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-61,-100,-100,-79,-100,-76,-77,-79,-65,-100,-100,-100,-100,-79,-100,-75,-100,-100,-77,-100,-100,-100,-100,-100,-78,-60,-100,-76,-42,-61,-100,-74,-100,-76,-76,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-79,-61,-74,-100,-65,-75,-74,-100,-81,-100,-100,-49,-100,-100,-79,-100,-77,-100,-80,-100,-100,-100,-77,-100,-100,-81,-61,-75,-100,-66,-100,-100,-100,-100,-100,-73,-41,-66,-78,-79,-100,-70,-100,-75,-100,-100,-100,-100,-100,-50,-78,-62,-100,-74,-42,-49,-75,-100,-61
1665322369.588794,-100,-79,-100,-76,-76,-100,-100,-76,-100,-79,-78,-100,-100,-76,-100,-100,-75,-70,-77,-100,-100,-38,-100,-74,-73,-76,-100,-100,-100,-100,-75,-58,-76,-100,-75,-100,-78,-100,-100,-100,-77,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-81,-100,-100,-69,-70,-73,-100,-100,-100,-100,-71,-100,-69,-100,-100,-78,-100,-79,-100,-100,-100,-75,-58,-100,-78,-38,-59,-76,-70,-100,-64,-68,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-79,-58,-75,-100,-68,-79,-80,-100,-100,-100,-100,-58,-100,-78,-76,-100,-74,-100,-70,-100,-100,-100,-100,-100,-100,-100,-59,-73,-100,-70,-100,-100,-100,-100,-100,-78,-38,-70,-78,-100,-100,-66,-100,-75,-100,-100,-100,-100,-100,-58,-100,-70,-100,-79,-39,-56,-64,-100,-60
1665322370.587440,-100,-100,-86,-66,-100,-100,-100,-100,-64,-100,-100,-100,-100,-77,-100,-100,-62,-100,-100,-70,-80,-100,-100,-100,-75,-53,-100,-67,-71,-74,-77,-100,-64,-35,-64,-65,-49,-100,-68,-100,-100,-100,-100,-100,-100,-100,-73,-100,-72,-35,-100,-100,-100,-100,-57,-100,-56,-100,-100,-100,-70,-100,-71,-71,-56,-100,-60,-100,-54,-100,-100,-100,-100,-100,-66,-64,-50,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-71,-100,-100,-61,-100,-100,-100,-69,-62,-100,-100,-100,-100,-100,-64,-67,-69,-63,-100,-100,-60,-100,-68,-100,-100,-100,-100,-58,-100,-100,-100,-35,-100,-75,-54,-77,-100,-100,-54,-64,-55,-100,-100,-100,-55,-70,-100,-70,-100,-100,-60,-100,-100,-77,-35,-100,-100,-54,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1665322371.587463,-72,-62,-100,-70,-70,-100,-100,-100,-78,-71,-70,-100,-100,-100,-100,-100,-100,-80,-70,-100,-74,-49,-100,-100,-100,-100,-100,-100,-100,-100,-75,-70,-74,-100,-70,-100,-83,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-57,-100,-67,-100,-100,-100,-100,-61,-100,-53,-100,-100,-100,-100,-72,-100,-100,-100,-100,-65,-100,-100,-52,-65,-100,-56,-71,-77,-56,-100,-100,-100,-70,-100,-100,-100,-100,-100,-74,-100,-68,-62,-71,-68,-72,-77,-100,-100,-100,-100,-59,-100,-67,-100,-100,-62,-100,-100,-58,-100,-100,-63,-100,-100,-100,-68,-62,-100,-68,-100,-100,-100,-100,-100,-76,-51,-66,-69,-100,-100,-79,-100,-100,-100,-100,-82,-100,-100,-58,-100,-69,-100,-100,-48,-61,-100,-100,-68
1665322372.587538,-100,-100,-100,-76,-100,-100,-100,-71,-100,-72,-69,-100,-100,-100,-100,-100,-79,-72,-79,-100,-100,-36,-100,-76,-76,-79,-100,-100,-79,-100,-74,-77,-67,-100,-68,-100,-78,-100,-100,-100,-74,-38,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-77,-100,-100,-79,-100,-76,-78,-72,-68,-100,-100,-100,-100,-75,-100,-78,-100,-100,-81,-100,-100,-100,-100,-100,-78,-51,-100,-78,-36,-51,-75,-100,-100,-68,-79,-100,-100,-100,-68,-78,-100,-100,-100,-100,-100,-78,-77,-75,-100,-67,-67,-67,-100,-81,-80,-100,-40,-100,-100,-79,-100,-72,-100,-77,-100,-100,-100,-100,-100,-100,-100,-51,-75,-100,-68,-100,-100,-100,-100,-100,-69,-36,-68,-80,-79,-100,-68,-100,-73,-100,-100,-100,-100,-100,-39,-78,-76,-100,-80,-36,-41,-72,-100,-50
1665322373.587766,-76,-66,-100,-79,-40,-100,-100,-100,-100,-39,-39,-100,-100,-75,-100,-60,-79,-100,-39,-100,-72,-77,-100,-100,-76,-70,-53,-100,-100,-100,-73,-100,-100,-100,-82,-100,-70,-59,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-44,-100,-100,-100,-100,-63,-100,-71,-100,-100,-100,-100,-72,-100,-100,-100,-71,-100,-68,-100,-78,-100,-100,-75,-68,-76,-75,-100,-100,-72,-82,-100,-100,-70,-100,-100,-100,-100,-100,-70,-70,-68,-76,-67,-100,-100,-100,-100,-100,-100,-67,-100,-100,-73,-100,-100,-100,-100,-100,-67,-100,-100,-82,-100,-73,-100,-60,-100,-100,-100,-100,-100,-76,-78,-62,-67,-100,-100,-100,-100,-72,-100,-100,-60,-100,-100,-80,-100,-100,-77,-100,-79,-81,-100,-100,-100
1665322374.587558,-100,-100,-100,-69,-71,-100,-100,-77,-73,-79,-78,-100,-100,-69,-100,-100,-69,-76,-79,-100,-100,-51,-100,-76,-71,-82,-100,-100,-79,-100,-77,-77,-74,-100,-72,-100,-79,-100,-100,-100,-74,-31,-100,-100,-100,-82,-100,-100,-74,-100,-100,-76,-77,-68,-100,-78,-100,-76,-100,-62,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-68,-53,-100,-80,-50,-53,-75,-100,-100,-63,-78,-75,-100,-100,-76,-78,-100,-100,-74,-75,-100,-74,-77,-100,-100,-69,-72,-71,-100,-76,-80,-100,-31,-100,-100,-74,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-80,-52,-100,-100,-70,-100,-100,-100,-100,-100,-74,-52,-71,-80,-79,-100,-76,-100,-69,-100,-100,-80,-100,-100,-31,-76,-76,-100,-78,-51,-31,-65,-100,-53
1665322375.587578,-100,-100,-100,-67,-75,-100,-100,-73,-100,-71,-75,-100,-100,-76,-100,-100,-76,-69,-72,-100,-100,-47,-100,-74,-76,-75,-100,-100,-78,-100,-78,-78,-66,-100,-70,-100,-78,-100,-100,-100,-77,-40,-100,-100,-79,-78,-100,-100,-100,-100,-100,-78,-77,-80,-100,-78,-100,-79,-100,-66,-76,-100,-100,-100,-100,-79,-100,-79,-100,-100,-78,-100,-100,-100,-100,-100,-78,-54,-100,-81,-47,-53,-76,-80,-100,-76,-100,-100,-100,-100,-71,-77,-100,-100,-100,-100,-100,-100,-73,-77,-100,-75,-76,-75,-100,-81,-80,-100,-40,-100,-100,-76,-100,-78,-100,-65,-100,-100,-100,-100,-100,-100,-100,-53,-77,-100,-69,-100,-100,-100,-100,-100,-75,-46,-69,-100,-76,-100,-100,-100,-76,-100,-100,-100,-100,-100,-39,-79,-71,-100,-80,-47,-38,-66,-100,-54
