timestamp,30:87:D9:71:54:**,30:87:D9:F1:76:**,1C:3A:60:02:B2:**,30:87:D9:B1:82:**,30:87:D9:B1:61:**,30:87:D9:B1:9B:**,30:87:D9:71:9B:**,00:24:6C:2D:17:**,08:36:C9:8E:F4:**,30:87:D9:71:61:**,30:87:D9:F1:61:**,30:87:D9:B1:51:**,00:24:6C:26:89:**,30:87:D9:B1:7E:**,30:87:D9:71:51:**,30:87:D9:F1:5C:**,30:87:D9:B1:55:**,30:87:D9:31:5A:**,30:87:D9:31:61:**,E8:48:B8:ED:47:**,00:24:6C:26:8B:**,30:87:D9:F1:7F:**,30:87:D9:F1:7D:**,30:87:D9:71:FC:**,30:87:D9:31:7E:**,30:87:D9:F1:55:**,E4:F0:42:E0:FB:**,0C:51:01:E3:94:**,EC:AD:E0:AE:D5:**,86:2A:FD:F0:89:**,30:87:D9:F1:7E:**,30:87:D9:71:59:**,30:87:D9:31:82:**,30:87:D9:F1:7C:**,30:87:D9:71:82:**,30:87:D9:B1:53:**,30:87:D9:31:55:**,30:87:D9:B1:5C:**,30:87:D9:F1:53:**,30:87:D9:71:D7:**,30:87:D9:B1:FC:**,30:87:D9:31:9A:**,30:87:D9:31:D7:**,30:87:D9:71:5C:**,30:87:D9:31:96:**,30:87:D9:71:96:**,1C:3B:F3:DC:E3:**,30:87:D9:F2:06:**,30:87:D9:71:52:**,30:87:D9:B1:7C:**,04:92:26:53:B7:**,30:87:D9:71:5E:**,30:87:D9:F1:59:**,C0:A0:BB:CF:65:**,30:87:D9:B1:97:**,30:87:D9:F1:5E:**,30:87:D9:F1:95:**,30:87:D9:73:01:**,30:87:D9:B1:58:**,30:87:D9:F1:5A:**,30:87:D9:F1:99:**,34:0A:33:03:77:**,30:87:D9:B1:6B:**,30:87:D9:31:6B:**,00:24:6C:26:87:**,30:87:D9:B1:72:**,30:87:D9:F1:97:**,30:87:D9:71:58:**,30:87:D9:71:77:**,56:13:79:27:1E:**,30:87:D9:F1:5B:**,D6:6A:6A:47:44:**,30:87:D9:31:54:**,FA:DA:0C:48:FB:**,30:87:D9:31:53:**,30:87:D9:F1:77:**,30:87:D9:71:55:**,30:87:D9:F2:38:**,30:87:D9:F2:1E:**,30:87:D9:B1:5B:**,30:87:D9:B1:7F:**,30:87:D9:B2:38:**,30:87:D9:F1:FC:**,30:87:D9:31:58:**,30:87:D9:B1:54:**,30:87:D9:B1:89:**,30:87:D9:F1:58:**,30:87:D9:B1:52:**,30:87:D9:B2:06:**,30:87:D9:32:1E:**,30:87:D9:F1:82:**,30:87:D9:B3:01:**,30:87:D9:71:7D:**,30:87:D9:72:1E:**,30:87:D9:31:52:**,30:87:D9:F1:52:**,00:24:6C:2D:1A:**,30:87:D9:31:5B:**,30:87:D9:31:59:**,30:87:D9:71:72:**,30:87:D9:F1:54:**,30:87:D9:31:99:**,30:87:D9:31:89:**,30:87:D9:71:89:**,30:87:D9:71:97:**,30:87:D9:B1:5E:**,30:87:D9:F3:01:**,30:87:D9:F1:6B:**,30:87:D9:71:9A:**,30:87:D9:71:53:**,30:87:D9:71:76:**,30:87:D9:31:FC:**,E8:37:7A:A5:3A:**,30:87:D9:31:72:**,30:87:D9:B1:77:**,30:87:D9:71:5A:**,C4:E9:0A:1D:37:**,30:87:D9:32:06:**,30:87:D9:71:7C:**,30:87:D9:31:76:**,30:87:D9:B1:63:**,30:87:D9:71:95:**,78:32:1B:CC:37:**,30:87:D9:72:38:**,30:87:D9:F1:72:**,1C:3B:F3:AB:99:**,30:87:D9:71:99:**,30:87:D9:31:77:**,30:87:D9:72:06:**,30:87:D9:31:51:**,30:87:D9:31:9B:**,30:87:D9:31:95:**,30:87:D9:F1:89:**,30:87:D9:31:7F:**,30:87:D9:B1:99:**,30:87:D9:B1:76:**,30:87:D9:33:01:**,30:87:D9:31:97:**,34:97:F6:6B:EB:**,38:D5:47:1E:6C:**,30:87:D9:71:7E:**,30:87:D9:31:7C:**,30:87:D9:31:7D:**,30:87:D9:31:5C:**,30:87:D9:B1:95:**,30:87:D9:71:6B:**,30:87:D9:B1:9A:**,30:87:D9:31:5E:**,30:87:D9:B1:59:**,30:87:D9:B2:1E:**,30:87:D9:71:5B:**,30:87:D9:71:7F:**,30:87:D9:F1:9A:**,30:87:D9:B1:5A:**,30:87:D9:B1:7D:**,30:87:D9:32:38:**
1665322161.588175,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-78,-62,-100,-80,-100,-67,-100,-100,-100,-79,-100,-73,-72,-100,-76,-100,-65,-100,-63,-81,-68,-100,-79,-100,-100,-50,-100,-100,-100,-100,-100,-100,-79,-100,-100,-62,-100,-67,-100,-61,-100,-76,-100,-62,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-78,-79,-100,-70,-57,-100,-100,-72,-57,-100,-100,-100,-50,-100,-76,-100,-100,-64,-100,-100,-100,-77,-78,-100,-77,-100,-100,-100,-67,-49,-50,-100,-61,-78,-100,-48,-81,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-82,-58,-100,-79,-66,-100,-100,-100,-100,-100,-49,-69,-68,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-62,-100,-100,-100,-68,-49,-60,-100,-57
1665322162.588072,-63,-59,-100,-72,-63,-100,-100,-100,-78,-63,-64,-100,-100,-100,-100,-76,-100,-100,-64,-100,-71,-50,-100,-100,-100,-100,-100,-100,-100,-100,-75,-76,-71,-100,-72,-100,-83,-75,-100,-100,-100,-58,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-50,-76,-75,-100,-100,-100,-100,-53,-100,-51,-100,-100,-100,-100,-65,-100,-100,-100,-100,-65,-100,-100,-50,-65,-100,-52,-63,-78,-51,-100,-100,-78,-71,-100,-100,-100,-100,-100,-74,-100,-68,-53,-62,-79,-69,-70,-100,-100,-100,-100,-57,-100,-59,-100,-100,-54,-100,-100,-58,-100,-100,-58,-100,-100,-100,-66,-53,-100,-74,-100,-100,-100,-100,-100,-77,-51,-72,-58,-100,-100,-79,-100,-100,-100,-100,-76,-100,-100,-57,-100,-69,-100,-100,-49,-55,-100,-100,-65
1665322163.588603,-100,-84,-100,-64,-77,-100,-100,-100,-60,-76,-76,-100,-100,-76,-100,-100,-78,-100,-71,-72,-100,-100,-100,-100,-77,-42,-100,-77,-73,-70,-76,-79,-77,-50,-59,-75,-41,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-50,-100,-100,-80,-100,-62,-100,-100,-100,-100,-100,-60,-100,-58,-59,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-67,-100,-42,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-59,-100,-100,-100,-71,-73,-100,-100,-100,-100,-100,-67,-75,-72,-63,-100,-100,-60,-100,-74,-81,-100,-100,-100,-100,-100,-100,-100,-49,-100,-100,-100,-80,-100,-100,-70,-61,-100,-100,-100,-100,-100,-75,-100,-58,-82,-100,-64,-100,-100,-78,-51,-100,-100,-100,-58,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100
1665322164.588963,-76,-61,-100,-79,-36,-100,-100,-100,-100,-36,-36,-100,-100,-77,-100,-50,-76,-100,-37,-100,-76,-70,-100,-100,-76,-100,-66,-100,-100,-100,-76,-80,-77,-100,-81,-100,-76,-49,-100,-100,-100,-73,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-68,-100,-76,-100,-75,-77,-100,-64,-100,-69,-100,-100,-79,-100,-79,-100,-100,-100,-77,-100,-69,-100,-67,-100,-72,-69,-81,-68,-68,-100,-100,-69,-75,-100,-100,-69,-100,-100,-78,-100,-80,-64,-76,-70,-70,-70,-100,-100,-100,-78,-77,-100,-61,-81,-100,-64,-100,-100,-100,-100,-100,-63,-100,-100,-80,-100,-65,-100,-73,-100,-100,-100,-100,-100,-67,-74,-69,-61,-100,-100,-100,-100,-100,-100,-100,-49,-100,-78,-77,-100,-81,-68,-100,-75,-77,-100,-100,-100
1665322165.588166,-100,-78,-100,-100,-67,-100,-100,-80,-100,-62,-64,-100,-100,-67,-100,-80,-65,-77,-63,-81,-100,-100,-100,-70,-67,-54,-73,-100,-74,-72,-68,-100,-100,-79,-100,-100,-56,-69,-100,-100,-100,-80,-100,-70,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-81,-100,-72,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-77,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-34,-100,-100,-100,-100,-100,-72,-76,-100,-77,-74,-100,-100,-100,-78,-100,-100,-80,-78,-100,-100,-82,-100,-100,-100,-34,-100,-100,-100,-100,-100,-100,-78,-34,-77,-100,-100,-100,-100,-66,-78,-100,-68,-100,-72,-77,-100,-80,-100,-100,-100,-81,-76,-100,-80
1665322166.588119,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-78,-65,-100,-80,-100,-67,-100,-100,-100,-79,-100,-80,-72,-100,-76,-100,-64,-100,-63,-81,-79,-100,-79,-100,-100,-49,-100,-100,-100,-100,-100,-100,-66,-100,-100,-62,-100,-67,-100,-63,-100,-76,-100,-76,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-78,-79,-100,-79,-61,-100,-100,-65,-60,-100,-100,-100,-52,-100,-66,-100,-100,-63,-100,-100,-100,-66,-67,-100,-77,-100,-100,-100,-75,-50,-52,-100,-63,-78,-100,-51,-81,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-82,-61,-100,-79,-74,-100,-100,-100,-100,-100,-51,-64,-73,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-63,-100,-100,-100,-64,-49,-77,-100,-64
1665322167.587661,-100,-77,-100,-76,-71,-100,-100,-75,-100,-70,-70,-100,-100,-78,-100,-100,-79,-74,-72,-100,-100,-37,-100,-100,-75,-79,-100,-100,-100,-100,-80,-62,-78,-100,-67,-100,-80,-100,-100,-100,-79,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-61,-100,-100,-79,-100,-100,-77,-79,-65,-100,-100,-100,-100,-73,-100,-75,-100,-100,-77,-100,-100,-100,-100,-100,-78,-67,-100,-76,-37,-66,-100,-74,-100,-71,-76,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-79,-62,-73,-100,-65,-70,-70,-100,-81,-100,-100,-54,-100,-100,-79,-100,-73,-100,-80,-100,-100,-100,-77,-100,-100,-81,-68,-74,-100,-69,-100,-100,-100,-100,-100,-71,-37,-66,-78,-100,-100,-70,-100,-75,-100,-100,-100,-100,-100,-54,-78,-62,-100,-74,-37,-53,-75,-100,-67
1665322168.587916,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-71,-82,-100,-79,-100,-72,-100,-100,-81,-71,-100,-69,-63,-100,-81,-100,-55,-78,-54,-79,-72,-100,-80,-100,-100,-59,-100,-100,-100,-100,-100,-100,-65,-79,-100,-46,-100,-73,-100,-46,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-80,-100,-71,-75,-100,-100,-69,-74,-100,-100,-100,-52,-100,-67,-100,-100,-54,-100,-100,-100,-65,-66,-100,-100,-100,-100,-100,-82,-53,-53,-100,-46,-100,-100,-59,-80,-100,-100,-100,-100,-100,-80,-100,-100,-78,-100,-100,-100,-68,-75,-100,-100,-81,-100,-100,-100,-100,-100,-53,-75,-81,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-59,-46,-100,-100,-100,-74,-59,-81,-100,-75
1665322169.588019,-100,-100,-100,-69,-71,-100,-100,-77,-73,-79,-100,-100,-100,-69,-100,-100,-69,-77,-79,-100,-100,-49,-100,-76,-76,-82,-100,-100,-79,-100,-77,-77,-75,-100,-75,-100,-79,-100,-100,-100,-74,-35,-100,-100,-100,-82,-100,-100,-74,-100,-100,-76,-77,-68,-100,-78,-100,-76,-100,-63,-71,-100,-100,-100,-100,-77,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-68,-58,-100,-80,-50,-57,-75,-100,-100,-71,-78,-75,-100,-100,-73,-78,-100,-100,-74,-75,-100,-74,-77,-77,-100,-67,-70,-62,-100,-76,-80,-100,-38,-100,-100,-74,-100,-80,-100,-76,-100,-100,-100,-100,-100,-100,-100,-58,-78,-100,-70,-100,-100,-100,-100,-100,-63,-50,-71,-80,-79,-100,-80,-100,-74,-100,-100,-80,-100,-100,-35,-79,-76,-100,-78,-50,-35,-75,-100,-58
1665322170.588292,-100,-100,-100,-67,-79,-100,-100,-72,-100,-71,-80,-100,-100,-75,-100,-100,-76,-73,-72,-100,-100,-41,-100,-74,-73,-75,-100,-100,-78,-100,-74,-78,-66,-100,-75,-100,-79,-100,-100,-100,-77,-47,-100,-100,-79,-78,-100,-100,-100,-100,-100,-78,-77,-80,-100,-78,-100,-79,-79,-76,-64,-100,-100,-100,-100,-79,-100,-78,-100,-100,-77,-100,-100,-100,-100,-100,-78,-59,-100,-81,-42,-60,-76,-79,-100,-71,-100,-100,-100,-100,-71,-77,-100,-100,-100,-100,-100,-76,-68,-77,-100,-64,-67,-66,-100,-81,-80,-100,-47,-100,-100,-76,-100,-78,-100,-73,-100,-100,-100,-100,-100,-100,-100,-59,-79,-100,-61,-100,-100,-100,-100,-100,-71,-42,-64,-100,-76,-100,-78,-100,-73,-100,-100,-100,-100,-100,-47,-79,-72,-100,-80,-41,-47,-77,-100,-60
1665322171.587775,-76,-66,-100,-79,-35,-100,-100,-100,-100,-35,-35,-100,-100,-77,-100,-52,-76,-100,-35,-100,-72,-77,-100,-100,-76,-100,-62,-100,-100,-100,-78,-80,-100,-100,-82,-100,-76,-52,-100,-100,-100,-73,-100,-53,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-75,-100,-46,-100,-75,-77,-100,-65,-100,-77,-100,-100,-100,-100,-68,-100,-100,-100,-77,-100,-73,-100,-77,-100,-72,-74,-67,-71,-76,-100,-100,-68,-82,-100,-100,-68,-100,-100,-78,-100,-100,-65,-76,-60,-72,-72,-100,-100,-100,-78,-77,-100,-66,-81,-100,-67,-100,-100,-100,-100,-100,-67,-100,-100,-80,-100,-66,-100,-60,-100,-100,-100,-100,-100,-69,-79,-64,-66,-100,-100,-100,-100,-100,-100,-100,-52,-100,-78,-80,-100,-81,-69,-100,-79,-81,-100,-100,-100
1665322172.587775,-100,-100,-100,-65,-100,-100,-100,-80,-100,-81,-100,-100,-100,-77,-100,-100,-79,-64,-100,-80,-100,-66,-100,-100,-100,-84,-100,-70,-72,-100,-76,-100,-73,-100,-65,-81,-78,-100,-79,-100,-100,-44,-100,-100,-100,-100,-100,-100,-70,-100,-100,-63,-100,-69,-100,-67,-100,-76,-100,-64,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-79,-51,-100,-79,-63,-50,-100,-100,-100,-57,-100,-70,-100,-100,-67,-100,-100,-100,-69,-73,-100,-79,-100,-100,-100,-79,-57,-58,-100,-65,-78,-100,-44,-81,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-82,-50,-100,-79,-72,-100,-100,-100,-100,-100,-56,-63,-78,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-45,-66,-100,-100,-80,-63,-45,-68,-100,-51
1665322173.588328,-100,-100,-100,-76,-76,-100,-100,-71,-100,-75,-78,-100,-100,-78,-100,-100,-79,-71,-76,-100,-100,-34,-100,-76,-75,-79,-100,-100,-79,-100,-80,-77,-67,-100,-65,-100,-78,-100,-100,-100,-79,-44,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-77,-100,-100,-79,-100,-76,-76,-67,-69,-100,-100,-100,-100,-76,-100,-76,-100,-100,-77,-100,-100,-100,-100,-100,-78,-60,-100,-76,-33,-61,-75,-75,-100,-74,-77,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-74,-77,-70,-100,-66,-74,-74,-100,-81,-100,-100,-44,-100,-100,-79,-100,-66,-100,-67,-100,-100,-100,-100,-100,-100,-81,-60,-75,-100,-67,-100,-100,-100,-100,-100,-73,-35,-69,-76,-79,-100,-70,-100,-75,-100,-100,-100,-100,-100,-44,-78,-76,-100,-74,-34,-45,-69,-100,-60
1665322174.588756,-100,-77,-100,-76,-71,-100,-100,-75,-100,-70,-70,-100,-100,-78,-100,-100,-79,-74,-72,-100,-100,-40,-100,-100,-75,-79,-100,-100,-100,-100,-80,-61,-69,-100,-68,-100,-80,-100,-100,-100,-79,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-62,-100,-100,-79,-100,-100,-77,-79,-64,-100,-100,-100,-100,-73,-100,-75,-100,-100,-77,-100,-100,-100,-100,-100,-78,-66,-100,-76,-41,-67,-100,-74,-100,-71,-76,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-79,-61,-73,-100,-66,-70,-70,-100,-81,-100,-100,-46,-100,-100,-79,-100,-73,-100,-80,-100,-100,-100,-77,-100,-100,-81,-65,-70,-100,-63,-100,-100,-100,-100,-100,-71,-40,-64,-78,-100,-100,-67,-100,-75,-100,-100,-100,-100,-100,-45,-78,-61,-100,-74,-41,-46,-75,-100,-65
1665322175.587756,-64,-62,-100,-67,-65,-100,-100,-100,-78,-65,-74,-100,-100,-100,-100,-77,-100,-80,-64,-100,-73,-49,-100,-100,-100,-100,-100,-100,-100,-100,-75,-76,-64,-100,-66,-100,-83,-78,-100,-100,-100,-58,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-50,-76,-75,-100,-100,-100,-100,-62,-100,-50,-100,-100,-100,-100,-59,-100,-100,-100,-100,-68,-100,-100,-49,-67,-100,-50,-63,-78,-49,-100,-100,-100,-66,-100,-100,-100,-100,-100,-70,-100,-68,-61,-64,-79,-69,-79,-100,-100,-100,-100,-59,-100,-61,-100,-100,-64,-100,-100,-58,-100,-100,-62,-100,-100,-100,-65,-62,-100,-74,-100,-100,-100,-100,-100,-77,-49,-72,-61,-100,-100,-79,-100,-100,-100,-100,-74,-100,-100,-58,-100,-76,-100,-100,-49,-58,-100,-100,-73
1665322176.587639,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-82,-100,-78,-100,-71,-100,-100,-81,-74,-100,-70,-69,-100,-85,-100,-57,-80,-57,-79,-74,-100,-80,-100,-100,-57,-100,-100,-100,-100,-100,-100,-61,-79,-100,-45,-100,-68,-100,-46,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-74,-72,-100,-100,-69,-74,-100,-100,-100,-35,-100,-61,-100,-100,-58,-100,-100,-100,-61,-61,-100,-100,-100,-100,-100,-82,-36,-36,-100,-46,-100,-100,-57,-80,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-67,-74,-100,-100,-83,-100,-100,-100,-100,-100,-35,-72,-81,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-56,-44,-100,-100,-100,-74,-57,-81,-100,-74
1665322177.587893,-100,-100,-100,-48,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-62,-100,-100,-100,-100,-100,-74,-100,-35,-66,-100,-100,-100,-48,-46,-34,-57,-75,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-71,-47,-47,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-78,-100,-79,-81,-100,-100,-65,-100,-100,-100,-100,-100,-100,-74,-56,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-47,-77,-100,-35,-100,-100,-100,-47,-48,-100,-100,-100,-100,-100,-73,-63,-63,-80,-100,-100,-80,-100,-59,-100,-100,-100,-100,-100,-100,-100,-78,-46,-100,-100,-100,-59,-100,-100,-57,-76,-100,-76,-100,-100,-100,-62,-100,-77,-100,-100,-65,-100,-75,-100,-47,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1665322178.587698,-100,-100,-86,-60,-69,-100,-100,-100,-64,-100,-100,-100,-100,-77,-100,-100,-62,-100,-100,-56,-80,-100,-100,-100,-75,-65,-100,-56,-70,-74,-77,-100,-59,-42,-57,-53,-54,-100,-54,-100,-100,-100,-100,-100,-100,-100,-73,-100,-73,-42,-100,-100,-100,-100,-65,-100,-56,-100,-100,-100,-58,-100,-69,-70,-56,-100,-65,-100,-54,-100,-100,-100,-100,-100,-55,-64,-54,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-70,-70,-100,-44,-100,-100,-100,-67,-58,-100,-100,-100,-100,-100,-59,-69,-74,-66,-100,-100,-58,-100,-55,-100,-100,-100,-100,-58,-100,-100,-100,-42,-100,-75,-54,-75,-100,-100,-49,-66,-55,-100,-100,-100,-55,-71,-100,-58,-100,-100,-65,-100,-75,-77,-41,-100,-100,-54,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1665322179.587696,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-79,-74,-100,-75,-100,-66,-100,-100,-100,-79,-100,-78,-70,-100,-78,-100,-66,-100,-64,-100,-80,-100,-100,-100,-100,-47,-100,-100,-100,-100,-100,-100,-71,-80,-100,-64,-100,-69,-100,-65,-100,-100,-100,-73,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-77,-78,-100,-78,-66,-100,-75,-66,-65,-100,-100,-100,-47,-100,-73,-100,-100,-62,-100,-100,-100,-73,-71,-100,-79,-100,-100,-100,-67,-49,-48,-100,-65,-100,-100,-48,-78,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-78,-66,-100,-81,-74,-100,-100,-100,-100,-100,-48,-67,-66,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-48,-65,-100,-100,-79,-69,-47,-67,-100,-65
1665322180.587783,-100,-100,-100,-69,-76,-100,-100,-75,-100,-75,-77,-100,-100,-76,-100,-100,-76,-69,-74,-100,-100,-47,-100,-80,-76,-75,-100,-100,-78,-78,-78,-78,-69,-100,-70,-100,-78,-100,-100,-100,-80,-42,-100,-100,-79,-78,-100,-100,-100,-100,-100,-78,-77,-80,-100,-78,-100,-79,-100,-69,-76,-100,-100,-100,-80,-80,-100,-79,-100,-100,-78,-100,-100,-100,-100,-100,-78,-51,-100,-81,-47,-51,-75,-80,-100,-62,-100,-100,-100,-100,-71,-77,-100,-100,-100,-100,-100,-100,-73,-79,-100,-75,-64,-65,-100,-81,-80,-100,-41,-100,-100,-79,-100,-82,-100,-65,-100,-100,-100,-100,-100,-100,-100,-51,-81,-100,-73,-100,-100,-100,-100,-100,-63,-47,-76,-100,-76,-100,-100,-100,-76,-100,-100,-100,-100,-100,-41,-79,-60,-100,-80,-47,-41,-70,-100,-51
1665322181.587805,-100,-100,-100,-76,-100,-100,-100,-69,-73,-72,-100,-100,-100,-69,-100,-100,-69,-65,-74,-100,-100,-45,-100,-76,-76,-79,-100,-100,-79,-100,-77,-77,-73,-100,-73,-100,-70,-100,-100,-100,-74,-37,-100,-100,-100,-82,-100,-100,-100,-100,-100,-76,-77,-100,-100,-78,-100,-76,-100,-66,-70,-100,-100,-100,-100,-79,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-68,-52,-100,-80,-45,-53,-75,-100,-100,-65,-78,-100,-100,-100,-73,-78,-100,-100,-100,-100,-100,-74,-77,-78,-100,-70,-73,-64,-100,-77,-80,-100,-37,-100,-100,-79,-100,-81,-100,-68,-100,-100,-100,-100,-100,-100,-100,-53,-79,-100,-70,-100,-100,-100,-100,-100,-70,-45,-72,-80,-79,-100,-80,-100,-73,-100,-100,-80,-100,-100,-37,-80,-76,-100,-78,-44,-37,-67,-100,-53
1665322182.587549,-100,-100,-100,-28,-100,-67,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-59,-100,-77,-100,-100,-100,-77,-100,-52,-75,-100,-100,-100,-28,-57,-30,-60,-67,-100,-61,-100,-100,-65,-100,-100,-100,-100,-100,-71,-49,-57,-100,-63,-100,-78,-79,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-62,-100,-100,-83,-58,-100,-68,-100,-100,-64,-79,-100,-100,-100,-100,-57,-100,-49,-100,-100,-31,-100,-100,-100,-48,-49,-100,-78,-100,-100,-100,-100,-57,-57,-74,-63,-100,-100,-66,-61,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-100,-64,-100,-100,-67,-100,-100,-100,-100,-67,-100,-57,-79,-100,-100,-100,-72,-100,-100,-100,-56,-100,-100,-100,-100,-68,-64,-100,-100,-100,-79,-67,-100,-100,-100
1665322183.588047,-100,-78,-100,-100,-69,-100,-100,-80,-52,-68,-67,-100,-100,-52,-100,-77,-50,-78,-69,-100,-100,-100,-100,-100,-52,-45,-73,-100,-70,-65,-52,-100,-100,-74,-100,-100,-46,-69,-100,-100,-100,-79,-100,-70,-100,-100,-100,-100,-100,-69,-100,-100,-81,-100,-100,-100,-100,-100,-100,-80,-81,-100,-71,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-46,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-34,-100,-100,-100,-82,-100,-66,-79,-100,-79,-100,-100,-100,-100,-80,-100,-100,-74,-81,-100,-100,-82,-100,-100,-100,-34,-100,-100,-100,-100,-100,-100,-78,-34,-76,-100,-100,-100,-100,-52,-75,-100,-68,-100,-72,-76,-100,-100,-100,-100,-100,-73,-79,-100,-80
1665322184.587547,-100,-100,-100,-65,-100,-100,-100,-80,-100,-81,-100,-100,-100,-77,-100,-100,-78,-64,-100,-80,-100,-63,-100,-100,-100,-84,-100,-73,-72,-100,-76,-100,-68,-100,-71,-81,-68,-100,-79,-100,-100,-41,-100,-100,-100,-100,-100,-100,-70,-100,-100,-65,-100,-67,-100,-67,-100,-76,-100,-64,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-77,-56,-100,-79,-64,-57,-100,-100,-100,-54,-100,-70,-100,-100,-71,-100,-100,-100,-69,-73,-100,-79,-100,-100,-100,-79,-55,-55,-100,-66,-78,-100,-42,-81,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-82,-55,-100,-79,-72,-100,-100,-100,-100,-100,-54,-63,-78,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-42,-66,-100,-100,-100,-63,-42,-65,-100,-57
