timestamp,x,z,30:87:D9:F1:76:**,30:87:D9:B1:82:**,78:D2:94:7F:EB:**,30:87:D9:71:F0:**,30:87:D9:71:61:**,30:87:D9:B1:7E:**,30:87:D9:F1:F0:**,30:87:D9:31:77:**,30:87:D9:B1:81:**,30:87:D9:31:61:**,00:24:6C:26:8B:**,30:87:D9:31:95:**,30:87:D9:F1:7D:**,30:87:D9:71:FC:**,30:87:D9:31:7E:**,30:87:D9:71:7E:**,30:87:D9:F1:7E:**,30:87:D9:71:59:**,30:87:D9:31:82:**,30:87:D9:71:82:**,30:87:D9:31:55:**,30:87:D9:B1:FC:**,30:87:D9:B1:54:**,30:87:D9:71:5C:**,30:87:D9:F2:06:**,30:87:D9:B1:7C:**,04:92:26:53:B7:**,30:87:D9:B1:97:**,30:87:D9:F1:95:**,30:87:D9:F1:99:**,30:87:D9:F1:97:**,30:87:D9:B1:7D:**,00:24:6C:26:87:**,30:87:D9:71:58:**,30:87:D9:71:77:**,30:87:D9:71:55:**,30:87:D9:F2:38:**,30:87:D9:31:97:**,30:87:D9:71:81:**,30:87:D9:B1:7F:**,30:87:D9:B2:38:**,30:87:D9:F1:FC:**,30:87:D9:B1:89:**,30:87:D9:B2:06:**,30:87:D9:31:81:**,30:87:D9:F1:82:**,30:87:D9:71:7D:**,00:24:6C:2D:1A:**,30:87:D9:31:59:**,30:87:D9:71:72:**,30:87:D9:F1:54:**,30:87:D9:31:89:**,30:87:D9:71:89:**,30:87:D9:71:97:**,30:87:D9:F1:7C:**,30:87:D9:71:9A:**,30:87:D9:71:76:**,30:87:D9:31:FC:**,30:87:D9:31:72:**,30:87:D9:32:06:**,30:87:D9:71:7C:**,30:87:D9:31:76:**,30:87:D9:71:95:**,30:87:D9:F1:81:**,30:87:D9:72:38:**,30:87:D9:31:9A:**,30:87:D9:71:99:**,30:87:D9:72:06:**,30:87:D9:31:F0:**,30:87:D9:F1:7F:**,30:87:D9:F1:89:**,30:87:D9:31:7F:**,30:87:D9:B1:99:**,30:87:D9:B1:76:**,34:97:F6:6B:EB:**,30:87:D9:B1:F0:**,30:87:D9:31:7C:**,30:87:D9:31:7D:**,30:87:D9:B1:95:**,30:87:D9:71:7F:**,30:87:D9:F1:9A:**,B0:6E:BF:3B:A8:**,30:87:D9:32:38:**
1662467776,1.1160069,20.4784355,-53,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-79,-77,-100,-80,-75,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-78,-77,-77,-100,-75,-100,-100,-100,-100,-100,-81,-80,-100,-100,-53,-81,-100,-76,-100,-53,-100,-78,-100,-100,-45,-81,-77,-100,-79,-100,-100,-53,-100,-100,-100,-75,-100,-100,-100,-100,-100
1662467777,1.1169548,20.4779663,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-79,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-75,-74,-80,-100,-100,-50,-100,-100,-100,-100,-50,-100,-100,-100,-100,-44,-100,-100,-100,-67,-100,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100
1662467778,1.1187344,20.4765568,-60,-100,-100,-79,-100,-100,-100,-100,-100,-100,-72,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-73,-100,-100,-73,-78,-100,-100,-100,-100,-100,-72,-100,-79,-100,-100,-100,-69,-100,-100,-79,-100,-100,-100,-100,-100,-100,-73,-100,-100,-60,-100,-100,-70,-100,-60,-100,-100,-100,-100,-45,-69,-100,-79,-100,-78,-100,-61,-100,-100,-100,-78,-100,-78,-100,-77,-100
1662467779,1.1184368,20.4791946,-50,-100,-100,-100,-47,-100,-100,-100,-100,-100,-74,-100,-61,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-63,-100,-100,-100,-79,-100,-47,-79,-61,-100,-85,-100,-80,-100,-77,-100,-100,-100,-100,-72,-100,-100,-100,-67,-86,-100,-61,-100,-73,-73,-79,-100,-81,-56,-100,-61,-100,-52,-50,-100,-100,-100,-100,-55,-100,-100,-100,-73,-100,-48,-50,-100,-100,-52,-67,-100,-71,-100,-100,-100
1662467780,1.1155128,20.4760399,-48,-100,-100,-100,-47,-100,-100,-100,-100,-100,-74,-100,-61,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-63,-78,-100,-100,-79,-100,-47,-79,-61,-100,-85,-100,-80,-100,-77,-100,-100,-100,-100,-73,-80,-100,-100,-67,-86,-100,-61,-100,-73,-71,-79,-100,-81,-56,-100,-61,-100,-52,-48,-100,-100,-100,-100,-55,-77,-100,-100,-68,-100,-48,-47,-100,-100,-52,-67,-100,-71,-100,-100,-100
1662467781,1.1167278,20.4772358,-50,-100,-100,-100,-47,-100,-100,-100,-100,-100,-74,-100,-61,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-63,-100,-100,-100,-80,-100,-47,-79,-61,-100,-85,-100,-80,-100,-78,-100,-100,-100,-100,-68,-100,-100,-100,-67,-86,-100,-61,-100,-70,-71,-77,-100,-81,-56,-100,-61,-100,-52,-50,-100,-100,-100,-100,-55,-100,-100,-100,-74,-100,-48,-50,-100,-100,-52,-67,-100,-71,-100,-100,-100
1662467782,1.1136513,20.477869,-63,-68,-100,-100,-72,-80,-100,-100,-100,-100,-64,-100,-76,-100,-100,-79,-77,-100,-71,-70,-87,-100,-100,-100,-64,-100,-100,-62,-100,-100,-63,-77,-100,-100,-100,-87,-72,-63,-100,-100,-67,-100,-78,-63,-68,-72,-76,-57,-100,-100,-100,-78,-76,-64,-100,-100,-64,-100,-100,-63,-100,-62,-100,-80,-73,-100,-45,-63,-100,-100,-79,-100,-100,-64,-100,-100,-100,-76,-100,-100,-100,-68,-73
1662467783,1.1191578,20.4796391,-50,-100,-100,-100,-47,-100,-100,-100,-100,-100,-74,-100,-61,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-63,-100,-100,-100,-80,-100,-47,-79,-61,-100,-85,-100,-80,-100,-77,-100,-100,-100,-100,-72,-100,-100,-100,-67,-86,-100,-61,-100,-74,-73,-80,-100,-81,-57,-100,-61,-100,-52,-50,-100,-100,-100,-100,-55,-100,-100,-100,-74,-100,-48,-49,-100,-100,-52,-67,-100,-71,-100,-100,-100
1662467784,1.1181374,20.4734554,-50,-100,-100,-100,-47,-100,-100,-100,-100,-100,-74,-100,-61,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-63,-100,-100,-100,-79,-100,-47,-79,-61,-100,-85,-100,-80,-100,-77,-100,-100,-100,-100,-73,-80,-100,-100,-67,-86,-100,-61,-100,-73,-72,-79,-100,-81,-57,-100,-61,-100,-52,-49,-100,-100,-100,-100,-55,-100,-100,-100,-73,-100,-48,-50,-100,-100,-52,-67,-100,-71,-100,-100,-100
1662467785,1.1191807,20.4771614,-65,-100,-100,-78,-100,-100,-77,-100,-79,-100,-69,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-73,-100,-100,-72,-75,-100,-100,-100,-100,-72,-72,-70,-100,-72,-100,-74,-66,-69,-100,-78,-100,-100,-100,-100,-76,-73,-73,-100,-100,-66,-100,-100,-65,-100,-67,-100,-80,-71,-100,-45,-66,-77,-100,-76,-100,-100,-66,-100,-78,-100,-77,-100,-100,-100,-77,-73
1662467786,1.1182556,20.4793377,-59,-100,-100,-79,-100,-100,-100,-100,-78,-100,-72,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-64,-100,-100,-73,-77,-100,-100,-100,-100,-76,-72,-78,-100,-77,-100,-100,-70,-78,-100,-79,-100,-100,-100,-100,-100,-100,-73,-100,-100,-59,-100,-100,-70,-100,-59,-100,-78,-76,-100,-45,-71,-77,-100,-100,-100,-100,-59,-100,-100,-100,-76,-100,-78,-100,-78,-77
1662467787,1.1238003,20.4740314,-70,-75,-100,-100,-100,-100,-78,-100,-76,-100,-72,-100,-100,-100,-100,-100,-100,-100,-77,-78,-100,-100,-100,-100,-64,-100,-100,-63,-100,-100,-64,-100,-78,-100,-100,-100,-67,-65,-74,-100,-72,-100,-75,-64,-75,-78,-100,-100,-100,-100,-100,-75,-75,-64,-100,-100,-75,-100,-100,-64,-100,-77,-100,-76,-68,-100,-40,-64,-81,-100,-74,-100,-100,-74,-81,-100,-100,-100,-100,-100,-100,-77,-70
1662467788,1.1248398,20.471365,-58,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-69,-77,-100,-68,-64,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-78,-78,-100,-100,-65,-100,-100,-100,-100,-77,-78,-68,-100,-100,-59,-100,-100,-78,-100,-57,-100,-100,-100,-100,-45,-77,-100,-100,-77,-100,-100,-57,-100,-100,-100,-65,-100,-100,-100,-100,-100
1662467789,1.1205463,20.4738121,-56,-100,-100,-81,-100,-100,-80,-100,-80,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-74,-80,-100,-77,-70,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-77,-75,-80,-100,-71,-100,-100,-100,-100,-79,-78,-73,-100,-100,-56,-100,-100,-79,-100,-56,-100,-79,-100,-100,-45,-75,-100,-100,-76,-100,-100,-56,-100,-100,-100,-71,-100,-100,-100,-100,-100
1662467790,1.1198387,20.4750614,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-74,-71,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-75,-100,-100,-74,-76,-100,-74,-73,-75,-100,-100,-100,-100,-75,-80,-100,-100,-73,-100,-76,-100,-100,-74,-100,-100,-100,-100,-100,-100,-74,-100,-100,-58,-73,-100,-79,-100,-58,-75,-100,-100,-100,-45,-79,-100,-100,-100,-78,-100,-58,-100,-100,-100,-73,-77,-100,-100,-76,-100
1662467791,1.1199207,20.4790821,-55,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-76,-100,-100,-75,-70,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-77,-78,-100,-100,-69,-100,-100,-100,-100,-79,-77,-73,-100,-100,-55,-81,-100,-76,-100,-54,-100,-79,-100,-100,-45,-76,-100,-100,-78,-100,-100,-55,-100,-100,-100,-70,-100,-100,-100,-100,-100
1662467792,1.1184978,20.4824467,-66,-100,-100,-78,-100,-100,-77,-100,-79,-100,-66,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-72,-100,-100,-74,-75,-100,-100,-100,-100,-67,-74,-70,-100,-72,-100,-74,-67,-69,-100,-78,-100,-100,-100,-100,-76,-73,-72,-100,-100,-66,-100,-100,-68,-100,-66,-100,-80,-71,-100,-45,-65,-77,-100,-76,-100,-100,-67,-100,-78,-100,-77,-100,-100,-100,-77,-73
1662467793,1.1158886,20.4778824,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-68,-100,-100,-79,-64,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-78,-78,-100,-100,-63,-100,-100,-100,-100,-76,-77,-68,-100,-100,-57,-100,-100,-79,-100,-56,-100,-100,-100,-100,-45,-77,-100,-100,-78,-100,-100,-56,-100,-100,-100,-64,-100,-100,-100,-100,-100
1662467794,1.1179218,20.4765854,-48,-100,-100,-100,-47,-100,-100,-100,-100,-100,-74,-100,-61,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-63,-78,-100,-100,-79,-100,-47,-79,-61,-100,-85,-100,-80,-100,-77,-100,-100,-100,-100,-73,-80,-100,-100,-67,-86,-100,-61,-100,-73,-72,-79,-100,-81,-56,-100,-61,-100,-52,-48,-100,-100,-100,-100,-55,-77,-100,-100,-73,-100,-48,-48,-100,-100,-52,-67,-100,-71,-100,-100,-100
1662467795,1.1162968,20.4772415,-58,-100,-100,-79,-100,-100,-77,-100,-78,-100,-69,-79,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-66,-100,-100,-66,-67,-100,-100,-100,-100,-76,-64,-78,-100,-77,-100,-76,-69,-78,-100,-66,-100,-100,-100,-100,-77,-74,-66,-100,-100,-59,-100,-100,-74,-100,-58,-100,-78,-76,-100,-45,-69,-79,-100,-76,-100,-100,-59,-100,-77,-100,-67,-100,-100,-100,-76,-77
1662467796,1.1120968,20.4767246,-55,-100,-100,-79,-100,-100,-80,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-74,-80,-100,-77,-70,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-80,-75,-80,-100,-71,-100,-100,-100,-100,-79,-78,-73,-100,-100,-56,-100,-100,-77,-100,-55,-100,-79,-100,-100,-45,-75,-100,-100,-78,-100,-100,-55,-100,-100,-100,-70,-100,-100,-100,-100,-100
1662467797,1.1252651,20.4763794,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-79,-61,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-73,-100,-100,-100,-62,-100,-100,-100,-100,-67,-75,-80,-100,-100,-49,-100,-100,-100,-100,-48,-100,-100,-100,-100,-44,-100,-100,-100,-73,-100,-100,-49,-100,-100,-100,-62,-100,-100,-100,-100,-100
1662467798,1.1170673,20.4709225,-67,-100,-100,-79,-100,-100,-79,-100,-72,-100,-71,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-62,-100,-100,-63,-78,-100,-100,-100,-100,-73,-63,-70,-100,-76,-100,-75,-71,-72,-100,-76,-100,-100,-100,-100,-75,-73,-63,-100,-100,-67,-100,-100,-66,-100,-66,-100,-72,-67,-100,-45,-70,-100,-100,-74,-100,-100,-67,-100,-79,-100,-76,-100,-100,-100,-82,-69
1662467799,1.1217308,20.4755363,-53,-100,-100,-80,-100,-78,-77,-100,-100,-100,-100,-76,-68,-72,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-67,-78,-100,-73,-68,-79,-100,-100,-100,-100,-69,-100,-100,-100,-72,-100,-75,-100,-100,-67,-100,-100,-100,-100,-100,-77,-73,-100,-100,-53,-71,-100,-78,-100,-54,-78,-100,-100,-100,-45,-100,-79,-100,-100,-100,-100,-53,-100,-77,-100,-68,-77,-100,-100,-74,-100
1662467800,1.1165695,20.4777489,-72,-68,-100,-100,-100,-80,-100,-100,-77,-100,-66,-100,-78,-100,-100,-79,-77,-100,-71,-70,-100,-100,-100,-100,-67,-100,-100,-65,-100,-100,-62,-75,-100,-100,-100,-100,-67,-63,-100,-100,-68,-100,-74,-65,-77,-72,-78,-100,-100,-100,-100,-75,-76,-64,-100,-100,-71,-100,-100,-65,-100,-71,-100,-77,-70,-100,-45,-66,-78,-100,-74,-100,-100,-66,-100,-100,-100,-77,-100,-100,-100,-76,-74
1662467801,1.1170845,20.4802971,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-65,-73,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-75,-100,-100,-74,-75,-100,-74,-64,-75,-100,-100,-100,-100,-72,-80,-100,-100,-70,-100,-76,-100,-100,-65,-100,-100,-100,-100,-100,-100,-74,-100,-100,-56,-73,-100,-79,-100,-56,-75,-100,-100,-100,-45,-79,-100,-100,-100,-78,-100,-56,-100,-100,-100,-65,-77,-100,-100,-76,-100
1662467802,1.1209183,20.4765778,-61,-100,-100,-79,-100,-100,-100,-100,-100,-100,-72,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-63,-100,-100,-72,-78,-100,-100,-100,-100,-100,-64,-100,-79,-100,-100,-100,-71,-100,-100,-79,-100,-100,-100,-100,-100,-100,-64,-100,-100,-61,-100,-100,-71,-100,-60,-100,-100,-100,-100,-45,-71,-100,-79,-100,-78,-100,-60,-100,-100,-100,-78,-100,-78,-100,-77,-100
1662467803,1.1164989,20.4767265,-59,-100,-100,-79,-100,-100,-77,-100,-78,-100,-69,-79,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-64,-100,-100,-63,-76,-100,-100,-100,-100,-76,-64,-78,-100,-77,-100,-76,-68,-78,-100,-77,-100,-100,-100,-100,-77,-74,-64,-100,-100,-59,-100,-100,-70,-100,-59,-100,-78,-76,-100,-45,-70,-77,-100,-76,-100,-100,-59,-100,-77,-100,-74,-100,-100,-100,-77,-77
1662467804,1.114769,20.4739189,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-68,-100,-100,-68,-65,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-78,-78,-100,-100,-63,-100,-100,-100,-100,-77,-78,-79,-100,-100,-57,-100,-100,-79,-100,-56,-100,-100,-100,-100,-45,-77,-100,-100,-77,-100,-100,-56,-100,-100,-100,-65,-100,-100,-100,-100,-100
1662467805,1.1179581,20.4705276,-65,-74,-64,-100,-72,-78,-100,-78,-76,-74,-76,-100,-100,-100,-78,-77,-100,-75,-85,-100,-87,-100,-72,-100,-68,-39,-81,-69,-100,-100,-68,-100,-100,-79,-77,-87,-74,-69,-74,-100,-75,-100,-76,-66,-75,-75,-100,-57,-74,-64,-71,-77,-78,-67,-40,-57,-65,-100,-100,-70,-44,-66,-100,-80,-76,-57,-49,-70,-100,-51,-76,-100,-100,-65,-81,-100,-44,-100,-100,-52,-57,-81,-75
1662467806,1.1170444,20.4772148,-65,-68,-64,-100,-72,-80,-100,-78,-100,-74,-69,-100,-100,-100,-78,-79,-77,-75,-78,-70,-87,-100,-72,-100,-67,-39,-81,-71,-100,-100,-70,-100,-100,-79,-77,-87,-72,-71,-100,-100,-71,-100,-76,-67,-100,-72,-77,-57,-74,-64,-71,-70,-76,-72,-40,-57,-65,-100,-100,-70,-44,-66,-100,-80,-76,-57,-45,-70,-100,-51,-76,-100,-100,-64,-100,-100,-44,-76,-100,-52,-57,-68,-73
1662467807,1.1215878,20.4744034,-70,-74,-64,-100,-72,-78,-100,-78,-76,-74,-74,-100,-100,-100,-78,-77,-100,-75,-85,-100,-87,-100,-72,-100,-67,-39,-81,-68,-100,-100,-67,-100,-78,-79,-77,-87,-74,-69,-74,-100,-73,-100,-76,-67,-75,-75,-100,-57,-74,-64,-71,-77,-77,-68,-40,-57,-69,-100,-100,-70,-44,-70,-100,-76,-75,-57,-49,-71,-100,-51,-76,-100,-100,-72,-81,-100,-44,-100,-100,-52,-57,-81,-74
1662467808,1.1991158,20.466114,-54,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-69,-100,-100,-69,-62,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-77,-78,-81,-100,-64,-100,-100,-100,-100,-79,-77,-67,-100,-100,-54,-81,-100,-76,-100,-55,-100,-79,-100,-100,-45,-76,-100,-100,-78,-100,-100,-55,-100,-100,-100,-62,-100,-100,-100,-100,-100
1662467809,1.3199844,20.4548626,-54,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-75,-80,-100,-72,-63,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-77,-78,-80,-100,-63,-100,-100,-100,-100,-79,-77,-75,-100,-100,-54,-100,-100,-75,-100,-54,-100,-79,-100,-100,-45,-75,-100,-100,-78,-100,-100,-56,-100,-100,-100,-65,-100,-100,-100,-100,-100
1662467810,1.4457169,20.4685173,-62,-100,-100,-79,-100,-100,-77,-100,-78,-100,-67,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-58,-100,-100,-59,-78,-100,-100,-100,-100,-80,-59,-78,-100,-79,-100,-76,-69,-78,-100,-80,-100,-100,-100,-100,-77,-74,-59,-100,-100,-63,-100,-100,-69,-100,-62,-100,-78,-67,-100,-45,-69,-79,-100,-76,-100,-100,-63,-100,-77,-100,-76,-100,-100,-100,-82,-68
1662467811,1.5650997,20.4565334,-57,-100,-100,-78,-100,-100,-77,-100,-100,-100,-100,-76,-73,-72,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-75,-100,-100,-74,-74,-100,-73,-71,-77,-100,-100,-100,-100,-74,-100,-100,-100,-72,-100,-76,-100,-100,-72,-100,-100,-100,-100,-100,-100,-74,-100,-100,-56,-71,-100,-79,-100,-57,-77,-100,-100,-100,-45,-79,-78,-100,-100,-100,-100,-57,-100,-78,-100,-70,-76,-100,-100,-76,-100
1662467812,1.7505054,20.4760227,-58,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-80,-77,-100,-68,-72,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-78,-78,-77,-100,-71,-100,-100,-100,-100,-100,-77,-79,-100,-100,-58,-81,-100,-76,-100,-57,-100,-78,-100,-100,-45,-81,-77,-100,-100,-100,-100,-55,-100,-100,-100,-72,-100,-100,-100,-100,-100
1662467813,1.9674377,20.4633217,-63,-100,-100,-79,-100,-100,-77,-100,-78,-100,-69,-79,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-75,-100,-100,-76,-77,-100,-100,-100,-100,-76,-75,-78,-100,-77,-100,-76,-69,-78,-100,-79,-100,-100,-100,-100,-77,-74,-74,-100,-100,-64,-100,-100,-74,-100,-63,-100,-78,-76,-100,-45,-69,-77,-100,-76,-100,-100,-62,-100,-77,-100,-74,-100,-100,-100,-80,-77
1662467814,2.1569023,20.482069,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-75,-65,-73,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-75,-100,-100,-70,-77,-100,-77,-64,-75,-100,-100,-100,-100,-71,-80,-79,-100,-77,-100,-76,-100,-100,-64,-100,-100,-100,-100,-100,-100,-71,-100,-100,-55,-75,-100,-79,-100,-56,-76,-100,-100,-100,-45,-72,-100,-79,-100,-78,-100,-56,-100,-100,-100,-64,-77,-78,-100,-76,-100
1662467815,2.353054,20.4674702,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-69,-100,-100,-69,-64,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-78,-78,-100,-100,-65,-100,-100,-100,-100,-78,-78,-68,-100,-100,-57,-100,-100,-79,-100,-56,-100,-100,-100,-100,-45,-77,-100,-100,-78,-100,-100,-56,-100,-100,-100,-63,-100,-100,-100,-100,-100
1662467816,2.545517,20.4661484,-56,-100,-100,-78,-100,-100,-77,-100,-100,-100,-100,-76,-64,-72,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-75,-100,-100,-74,-74,-100,-73,-64,-77,-100,-100,-100,-100,-74,-100,-100,-100,-72,-100,-76,-100,-100,-64,-100,-100,-100,-100,-100,-100,-74,-100,-100,-55,-71,-100,-79,-100,-57,-77,-100,-100,-100,-45,-79,-78,-100,-100,-100,-100,-56,-100,-78,-100,-63,-76,-100,-100,-76,-100
1662467817,2.7154808,20.4657726,-64,-100,-100,-78,-100,-100,-77,-100,-77,-100,-65,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-62,-100,-100,-61,-75,-100,-100,-100,-100,-70,-61,-70,-100,-72,-100,-74,-67,-69,-100,-78,-100,-100,-100,-100,-76,-73,-62,-100,-100,-66,-100,-100,-68,-100,-67,-100,-77,-72,-100,-45,-66,-77,-100,-76,-100,-100,-63,-100,-78,-100,-77,-100,-100,-100,-77,-73
1662467818,2.89151,20.439024,-56,-100,-100,-78,-100,-100,-77,-100,-100,-100,-100,-78,-65,-72,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-73,-77,-100,-74,-66,-79,-100,-100,-100,-100,-75,-100,-100,-100,-70,-100,-75,-100,-100,-64,-100,-100,-100,-100,-100,-100,-74,-100,-100,-56,-69,-100,-78,-100,-56,-78,-100,-100,-100,-45,-79,-78,-100,-100,-100,-100,-57,-100,-78,-100,-74,-75,-100,-100,-74,-100
1662467819,3.0659485,20.4314919,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-75,-74,-75,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-75,-100,-100,-70,-75,-100,-77,-72,-75,-100,-100,-100,-100,-71,-80,-79,-100,-77,-100,-76,-100,-100,-73,-100,-100,-100,-100,-100,-100,-71,-100,-100,-58,-75,-100,-79,-100,-57,-74,-100,-100,-100,-45,-72,-100,-79,-100,-78,-100,-57,-100,-100,-100,-72,-76,-78,-100,-76,-100
1662467820,3.1610222,20.4236794,-54,-100,-100,-79,-100,-100,-80,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-77,-80,-100,-77,-69,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-77,-75,-80,-100,-69,-100,-100,-100,-100,-79,-77,-78,-100,-100,-56,-100,-100,-74,-100,-55,-100,-79,-100,-100,-45,-75,-100,-100,-78,-100,-100,-56,-100,-100,-100,-70,-100,-100,-100,-100,-100
1662467821,3.1583004,20.4200878,-74,-76,-100,-79,-100,-79,-78,-100,-100,-100,-79,-100,-100,-100,-100,-80,-100,-100,-77,-78,-100,-100,-100,-100,-61,-100,-100,-74,-100,-100,-77,-100,-77,-100,-100,-100,-66,-74,-82,-100,-65,-100,-75,-62,-100,-73,-100,-100,-100,-100,-100,-77,-75,-75,-100,-100,-73,-100,-100,-61,-100,-76,-100,-100,-67,-100,-40,-62,-81,-100,-77,-100,-100,-77,-81,-79,-100,-100,-100,-100,-100,-81,-66
1662467822,3.1667366,20.4237251,-63,-100,-100,-79,-100,-100,-79,-100,-72,-100,-68,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-64,-100,-100,-62,-76,-100,-100,-100,-100,-73,-77,-70,-100,-73,-100,-75,-70,-72,-100,-75,-100,-100,-100,-100,-75,-73,-75,-100,-100,-65,-100,-100,-71,-100,-65,-100,-72,-67,-100,-45,-71,-77,-100,-74,-100,-100,-64,-100,-79,-100,-100,-100,-100,-100,-82,-69
1662467823,3.167429,20.4269028,-57,-100,-100,-100,-100,-100,-77,-100,-78,-100,-69,-79,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-63,-100,-100,-64,-78,-100,-100,-100,-100,-76,-72,-78,-100,-77,-100,-76,-69,-78,-100,-77,-100,-100,-100,-100,-77,-74,-72,-100,-100,-59,-100,-100,-68,-100,-59,-100,-78,-76,-100,-45,-70,-77,-100,-76,-100,-100,-60,-100,-77,-100,-78,-100,-100,-100,-78,-77
