timestamp,30:87:D9:F1:76:**,30:87:D9:B1:82:**,78:D2:94:7F:EB:**,30:87:D9:71:F0:**,30:87:D9:71:61:**,30:87:D9:B1:7E:**,30:87:D9:F1:F0:**,30:87:D9:31:77:**,30:87:D9:B1:81:**,30:87:D9:31:61:**,00:24:6C:26:8B:**,30:87:D9:31:95:**,30:87:D9:F1:7D:**,30:87:D9:71:FC:**,30:87:D9:31:7E:**,30:87:D9:71:7E:**,30:87:D9:F1:7E:**,30:87:D9:71:59:**,30:87:D9:31:82:**,30:87:D9:71:82:**,30:87:D9:31:55:**,30:87:D9:B1:FC:**,30:87:D9:B1:54:**,30:87:D9:71:5C:**,30:87:D9:F2:06:**,30:87:D9:B1:7C:**,04:92:26:53:B7:**,30:87:D9:B1:97:**,30:87:D9:F1:95:**,30:87:D9:F1:99:**,30:87:D9:F1:97:**,30:87:D9:B1:7D:**,00:24:6C:26:87:**,30:87:D9:71:58:**,30:87:D9:71:77:**,30:87:D9:71:55:**,30:87:D9:F2:38:**,30:87:D9:31:97:**,30:87:D9:71:81:**,30:87:D9:B1:7F:**,30:87:D9:B2:38:**,30:87:D9:F1:FC:**,30:87:D9:B1:89:**,30:87:D9:B2:06:**,30:87:D9:31:81:**,30:87:D9:F1:82:**,30:87:D9:71:7D:**,00:24:6C:2D:1A:**,30:87:D9:31:59:**,30:87:D9:71:72:**,30:87:D9:F1:54:**,30:87:D9:31:89:**,30:87:D9:71:89:**,30:87:D9:71:97:**,30:87:D9:F1:7C:**,30:87:D9:71:9A:**,30:87:D9:71:76:**,30:87:D9:31:FC:**,30:87:D9:31:72:**,30:87:D9:32:06:**,30:87:D9:71:7C:**,30:87:D9:31:76:**,30:87:D9:71:95:**,30:87:D9:F1:81:**,30:87:D9:72:38:**,30:87:D9:31:9A:**,30:87:D9:71:99:**,30:87:D9:72:06:**,30:87:D9:31:F0:**,30:87:D9:F1:7F:**,30:87:D9:F1:89:**,30:87:D9:31:7F:**,30:87:D9:B1:99:**,30:87:D9:B1:76:**,34:97:F6:6B:EB:**,30:87:D9:B1:F0:**,30:87:D9:31:7C:**,30:87:D9:31:7D:**,30:87:D9:B1:95:**,30:87:D9:71:7F:**,30:87:D9:F1:9A:**,B0:6E:BF:3B:A8:**,30:87:D9:32:38:**
1662467782.269465,-63,-68,-100,-100,-72,-80,-100,-100,-100,-100,-64,-100,-76,-100,-100,-79,-77,-100,-71,-70,-87,-100,-100,-100,-64,-100,-100,-62,-100,-100,-63,-77,-100,-100,-100,-87,-72,-63,-100,-100,-67,-100,-78,-63,-68,-72,-76,-57,-100,-100,-100,-78,-76,-64,-100,-100,-64,-100,-100,-63,-100,-62,-100,-80,-73,-100,-45,-63,-100,-100,-79,-100,-100,-64,-100,-100,-100,-76,-100,-100,-100,-68,-73
1662467783.269356,-50,-100,-100,-100,-47,-100,-100,-100,-100,-100,-74,-100,-61,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-63,-100,-100,-100,-80,-100,-47,-79,-61,-100,-85,-100,-80,-100,-77,-100,-100,-100,-100,-72,-100,-100,-100,-67,-86,-100,-61,-100,-74,-73,-80,-100,-81,-57,-100,-61,-100,-52,-50,-100,-100,-100,-100,-55,-100,-100,-100,-74,-100,-48,-49,-100,-100,-52,-67,-100,-71,-100,-100,-100
1662467784.269525,-50,-100,-100,-100,-47,-100,-100,-100,-100,-100,-74,-100,-61,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-63,-100,-100,-100,-79,-100,-47,-79,-61,-100,-85,-100,-80,-100,-77,-100,-100,-100,-100,-73,-80,-100,-100,-67,-86,-100,-61,-100,-73,-72,-79,-100,-81,-57,-100,-61,-100,-52,-49,-100,-100,-100,-100,-55,-100,-100,-100,-73,-100,-48,-50,-100,-100,-52,-67,-100,-71,-100,-100,-100
1662467785.269608,-65,-100,-100,-78,-100,-100,-77,-100,-79,-100,-69,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-73,-100,-100,-72,-75,-100,-100,-100,-100,-72,-72,-70,-100,-72,-100,-74,-66,-69,-100,-78,-100,-100,-100,-100,-76,-73,-73,-100,-100,-66,-100,-100,-65,-100,-67,-100,-80,-71,-100,-45,-66,-77,-100,-76,-100,-100,-66,-100,-78,-100,-77,-100,-100,-100,-77,-73
1662467786.269456,-59,-100,-100,-79,-100,-100,-100,-100,-78,-100,-72,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-64,-100,-100,-73,-77,-100,-100,-100,-100,-76,-72,-78,-100,-77,-100,-100,-70,-78,-100,-79,-100,-100,-100,-100,-100,-100,-73,-100,-100,-59,-100,-100,-70,-100,-59,-100,-78,-76,-100,-45,-71,-77,-100,-100,-100,-100,-59,-100,-100,-100,-76,-100,-78,-100,-78,-77
1662467787.269582,-70,-75,-100,-100,-100,-100,-78,-100,-76,-100,-72,-100,-100,-100,-100,-100,-100,-100,-77,-78,-100,-100,-100,-100,-64,-100,-100,-63,-100,-100,-64,-100,-78,-100,-100,-100,-67,-65,-74,-100,-72,-100,-75,-64,-75,-78,-100,-100,-100,-100,-100,-75,-75,-64,-100,-100,-75,-100,-100,-64,-100,-77,-100,-76,-68,-100,-40,-64,-81,-100,-74,-100,-100,-74,-81,-100,-100,-100,-100,-100,-100,-77,-70
1662467788.269563,-58,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-69,-77,-100,-68,-64,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-78,-78,-100,-100,-65,-100,-100,-100,-100,-77,-78,-68,-100,-100,-59,-100,-100,-78,-100,-57,-100,-100,-100,-100,-45,-77,-100,-100,-77,-100,-100,-57,-100,-100,-100,-65,-100,-100,-100,-100,-100
1662467789.269854,-56,-100,-100,-81,-100,-100,-80,-100,-80,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-74,-80,-100,-77,-70,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-77,-75,-80,-100,-71,-100,-100,-100,-100,-79,-78,-73,-100,-100,-56,-100,-100,-79,-100,-56,-100,-79,-100,-100,-45,-75,-100,-100,-76,-100,-100,-56,-100,-100,-100,-71,-100,-100,-100,-100,-100
1662467790.270187,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-74,-71,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-75,-100,-100,-74,-76,-100,-74,-73,-75,-100,-100,-100,-100,-75,-80,-100,-100,-73,-100,-76,-100,-100,-74,-100,-100,-100,-100,-100,-100,-74,-100,-100,-58,-73,-100,-79,-100,-58,-75,-100,-100,-100,-45,-79,-100,-100,-100,-78,-100,-58,-100,-100,-100,-73,-77,-100,-100,-76,-100
1662467791.269378,-55,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-76,-100,-100,-75,-70,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-77,-78,-100,-100,-69,-100,-100,-100,-100,-79,-77,-73,-100,-100,-55,-81,-100,-76,-100,-54,-100,-79,-100,-100,-45,-76,-100,-100,-78,-100,-100,-55,-100,-100,-100,-70,-100,-100,-100,-100,-100
1662467792.269620,-66,-100,-100,-78,-100,-100,-77,-100,-79,-100,-66,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-72,-100,-100,-74,-75,-100,-100,-100,-100,-67,-74,-70,-100,-72,-100,-74,-67,-69,-100,-78,-100,-100,-100,-100,-76,-73,-72,-100,-100,-66,-100,-100,-68,-100,-66,-100,-80,-71,-100,-45,-65,-77,-100,-76,-100,-100,-67,-100,-78,-100,-77,-100,-100,-100,-77,-73
1662467793.269764,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-68,-100,-100,-79,-64,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-78,-78,-100,-100,-63,-100,-100,-100,-100,-76,-77,-68,-100,-100,-57,-100,-100,-79,-100,-56,-100,-100,-100,-100,-45,-77,-100,-100,-78,-100,-100,-56,-100,-100,-100,-64,-100,-100,-100,-100,-100
1662467794.270083,-48,-100,-100,-100,-47,-100,-100,-100,-100,-100,-74,-100,-61,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-63,-78,-100,-100,-79,-100,-47,-79,-61,-100,-85,-100,-80,-100,-77,-100,-100,-100,-100,-73,-80,-100,-100,-67,-86,-100,-61,-100,-73,-72,-79,-100,-81,-56,-100,-61,-100,-52,-48,-100,-100,-100,-100,-55,-77,-100,-100,-73,-100,-48,-48,-100,-100,-52,-67,-100,-71,-100,-100,-100
1662467795.269601,-58,-100,-100,-79,-100,-100,-77,-100,-78,-100,-69,-79,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-66,-100,-100,-66,-67,-100,-100,-100,-100,-76,-64,-78,-100,-77,-100,-76,-69,-78,-100,-66,-100,-100,-100,-100,-77,-74,-66,-100,-100,-59,-100,-100,-74,-100,-58,-100,-78,-76,-100,-45,-69,-79,-100,-76,-100,-100,-59,-100,-77,-100,-67,-100,-100,-100,-76,-77
1662467796.270382,-55,-100,-100,-79,-100,-100,-80,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-74,-80,-100,-77,-70,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-80,-75,-80,-100,-71,-100,-100,-100,-100,-79,-78,-73,-100,-100,-56,-100,-100,-77,-100,-55,-100,-79,-100,-100,-45,-75,-100,-100,-78,-100,-100,-55,-100,-100,-100,-70,-100,-100,-100,-100,-100
1662467797.270744,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-79,-61,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-73,-100,-100,-100,-62,-100,-100,-100,-100,-67,-75,-80,-100,-100,-49,-100,-100,-100,-100,-48,-100,-100,-100,-100,-44,-100,-100,-100,-73,-100,-100,-49,-100,-100,-100,-62,-100,-100,-100,-100,-100
1662467798.270205,-67,-100,-100,-79,-100,-100,-79,-100,-72,-100,-71,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-62,-100,-100,-63,-78,-100,-100,-100,-100,-73,-63,-70,-100,-76,-100,-75,-71,-72,-100,-76,-100,-100,-100,-100,-75,-73,-63,-100,-100,-67,-100,-100,-66,-100,-66,-100,-72,-67,-100,-45,-70,-100,-100,-74,-100,-100,-67,-100,-79,-100,-76,-100,-100,-100,-82,-69
1662467799.269571,-53,-100,-100,-80,-100,-78,-77,-100,-100,-100,-100,-76,-68,-72,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-67,-78,-100,-73,-68,-79,-100,-100,-100,-100,-69,-100,-100,-100,-72,-100,-75,-100,-100,-67,-100,-100,-100,-100,-100,-77,-73,-100,-100,-53,-71,-100,-78,-100,-54,-78,-100,-100,-100,-45,-100,-79,-100,-100,-100,-100,-53,-100,-77,-100,-68,-77,-100,-100,-74,-100
1662467800.269357,-72,-68,-100,-100,-100,-80,-100,-100,-77,-100,-66,-100,-78,-100,-100,-79,-77,-100,-71,-70,-100,-100,-100,-100,-67,-100,-100,-65,-100,-100,-62,-75,-100,-100,-100,-100,-67,-63,-100,-100,-68,-100,-74,-65,-77,-72,-78,-100,-100,-100,-100,-75,-76,-64,-100,-100,-71,-100,-100,-65,-100,-71,-100,-77,-70,-100,-45,-66,-78,-100,-74,-100,-100,-66,-100,-100,-100,-77,-100,-100,-100,-76,-74
1662467801.269428,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-65,-73,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-75,-100,-100,-74,-75,-100,-74,-64,-75,-100,-100,-100,-100,-72,-80,-100,-100,-70,-100,-76,-100,-100,-65,-100,-100,-100,-100,-100,-100,-74,-100,-100,-56,-73,-100,-79,-100,-56,-75,-100,-100,-100,-45,-79,-100,-100,-100,-78,-100,-56,-100,-100,-100,-65,-77,-100,-100,-76,-100
1662467802.269749,-61,-100,-100,-79,-100,-100,-100,-100,-100,-100,-72,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-63,-100,-100,-72,-78,-100,-100,-100,-100,-100,-64,-100,-79,-100,-100,-100,-71,-100,-100,-79,-100,-100,-100,-100,-100,-100,-64,-100,-100,-61,-100,-100,-71,-100,-60,-100,-100,-100,-100,-45,-71,-100,-79,-100,-78,-100,-60,-100,-100,-100,-78,-100,-78,-100,-77,-100
1662467803.269594,-59,-100,-100,-79,-100,-100,-77,-100,-78,-100,-69,-79,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-64,-100,-100,-63,-76,-100,-100,-100,-100,-76,-64,-78,-100,-77,-100,-76,-68,-78,-100,-77,-100,-100,-100,-100,-77,-74,-64,-100,-100,-59,-100,-100,-70,-100,-59,-100,-78,-76,-100,-45,-70,-77,-100,-76,-100,-100,-59,-100,-77,-100,-74,-100,-100,-100,-77,-77
1662467804.269535,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-68,-100,-100,-68,-65,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-78,-78,-100,-100,-63,-100,-100,-100,-100,-77,-78,-79,-100,-100,-57,-100,-100,-79,-100,-56,-100,-100,-100,-100,-45,-77,-100,-100,-77,-100,-100,-56,-100,-100,-100,-65,-100,-100,-100,-100,-100
1662467805.269823,-65,-74,-64,-100,-72,-78,-100,-78,-76,-74,-76,-100,-100,-100,-78,-77,-100,-75,-85,-100,-87,-100,-72,-100,-68,-39,-81,-69,-100,-100,-68,-100,-100,-79,-77,-87,-74,-69,-74,-100,-75,-100,-76,-66,-75,-75,-100,-57,-74,-64,-71,-77,-78,-67,-40,-57,-65,-100,-100,-70,-44,-66,-100,-80,-76,-57,-49,-70,-100,-51,-76,-100,-100,-65,-81,-100,-44,-100,-100,-52,-57,-81,-75
1662467806.269614,-65,-68,-64,-100,-72,-80,-100,-78,-100,-74,-69,-100,-100,-100,-78,-79,-77,-75,-78,-70,-87,-100,-72,-100,-67,-39,-81,-71,-100,-100,-70,-100,-100,-79,-77,-87,-72,-71,-100,-100,-71,-100,-76,-67,-100,-72,-77,-57,-74,-64,-71,-70,-76,-72,-40,-57,-65,-100,-100,-70,-44,-66,-100,-80,-76,-57,-45,-70,-100,-51,-76,-100,-100,-64,-100,-100,-44,-76,-100,-52,-57,-68,-73
1662467807.269911,-70,-74,-64,-100,-72,-78,-100,-78,-76,-74,-74,-100,-100,-100,-78,-77,-100,-75,-85,-100,-87,-100,-72,-100,-67,-39,-81,-68,-100,-100,-67,-100,-78,-79,-77,-87,-74,-69,-74,-100,-73,-100,-76,-67,-75,-75,-100,-57,-74,-64,-71,-77,-77,-68,-40,-57,-69,-100,-100,-70,-44,-70,-100,-76,-75,-57,-49,-71,-100,-51,-76,-100,-100,-72,-81,-100,-44,-100,-100,-52,-57,-81,-74
1662467808.269387,-54,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-69,-100,-100,-69,-62,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-77,-78,-81,-100,-64,-100,-100,-100,-100,-79,-77,-67,-100,-100,-54,-81,-100,-76,-100,-55,-100,-79,-100,-100,-45,-76,-100,-100,-78,-100,-100,-55,-100,-100,-100,-62,-100,-100,-100,-100,-100
1662467809.269330,-54,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-75,-80,-100,-72,-63,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-77,-78,-80,-100,-63,-100,-100,-100,-100,-79,-77,-75,-100,-100,-54,-100,-100,-75,-100,-54,-100,-79,-100,-100,-45,-75,-100,-100,-78,-100,-100,-56,-100,-100,-100,-65,-100,-100,-100,-100,-100
1662467810.269344,-62,-100,-100,-79,-100,-100,-77,-100,-78,-100,-67,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-58,-100,-100,-59,-78,-100,-100,-100,-100,-80,-59,-78,-100,-79,-100,-76,-69,-78,-100,-80,-100,-100,-100,-100,-77,-74,-59,-100,-100,-63,-100,-100,-69,-100,-62,-100,-78,-67,-100,-45,-69,-79,-100,-76,-100,-100,-63,-100,-77,-100,-76,-100,-100,-100,-82,-68
1662467811.269919,-57,-100,-100,-78,-100,-100,-77,-100,-100,-100,-100,-76,-73,-72,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-75,-100,-100,-74,-74,-100,-73,-71,-77,-100,-100,-100,-100,-74,-100,-100,-100,-72,-100,-76,-100,-100,-72,-100,-100,-100,-100,-100,-100,-74,-100,-100,-56,-71,-100,-79,-100,-57,-77,-100,-100,-100,-45,-79,-78,-100,-100,-100,-100,-57,-100,-78,-100,-70,-76,-100,-100,-76,-100
1662467812.269630,-58,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-80,-77,-100,-68,-72,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-78,-78,-77,-100,-71,-100,-100,-100,-100,-100,-77,-79,-100,-100,-58,-81,-100,-76,-100,-57,-100,-78,-100,-100,-45,-81,-77,-100,-100,-100,-100,-55,-100,-100,-100,-72,-100,-100,-100,-100,-100
1662467813.269828,-63,-100,-100,-79,-100,-100,-77,-100,-78,-100,-69,-79,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-75,-100,-100,-76,-77,-100,-100,-100,-100,-76,-75,-78,-100,-77,-100,-76,-69,-78,-100,-79,-100,-100,-100,-100,-77,-74,-74,-100,-100,-64,-100,-100,-74,-100,-63,-100,-78,-76,-100,-45,-69,-77,-100,-76,-100,-100,-62,-100,-77,-100,-74,-100,-100,-100,-80,-77
1662467814.269722,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-75,-65,-73,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-75,-100,-100,-70,-77,-100,-77,-64,-75,-100,-100,-100,-100,-71,-80,-79,-100,-77,-100,-76,-100,-100,-64,-100,-100,-100,-100,-100,-100,-71,-100,-100,-55,-75,-100,-79,-100,-56,-76,-100,-100,-100,-45,-72,-100,-79,-100,-78,-100,-56,-100,-100,-100,-64,-77,-78,-100,-76,-100
1662467815.269921,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-69,-100,-100,-69,-64,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-78,-78,-100,-100,-65,-100,-100,-100,-100,-78,-78,-68,-100,-100,-57,-100,-100,-79,-100,-56,-100,-100,-100,-100,-45,-77,-100,-100,-78,-100,-100,-56,-100,-100,-100,-63,-100,-100,-100,-100,-100
1662467816.269996,-56,-100,-100,-78,-100,-100,-77,-100,-100,-100,-100,-76,-64,-72,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-75,-100,-100,-74,-74,-100,-73,-64,-77,-100,-100,-100,-100,-74,-100,-100,-100,-72,-100,-76,-100,-100,-64,-100,-100,-100,-100,-100,-100,-74,-100,-100,-55,-71,-100,-79,-100,-57,-77,-100,-100,-100,-45,-79,-78,-100,-100,-100,-100,-56,-100,-78,-100,-63,-76,-100,-100,-76,-100
1662467817.269294,-64,-100,-100,-78,-100,-100,-77,-100,-77,-100,-65,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-62,-100,-100,-61,-75,-100,-100,-100,-100,-70,-61,-70,-100,-72,-100,-74,-67,-69,-100,-78,-100,-100,-100,-100,-76,-73,-62,-100,-100,-66,-100,-100,-68,-100,-67,-100,-77,-72,-100,-45,-66,-77,-100,-76,-100,-100,-63,-100,-78,-100,-77,-100,-100,-100,-77,-73
1662467818.270106,-56,-100,-100,-78,-100,-100,-77,-100,-100,-100,-100,-78,-65,-72,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-73,-77,-100,-74,-66,-79,-100,-100,-100,-100,-75,-100,-100,-100,-70,-100,-75,-100,-100,-64,-100,-100,-100,-100,-100,-100,-74,-100,-100,-56,-69,-100,-78,-100,-56,-78,-100,-100,-100,-45,-79,-78,-100,-100,-100,-100,-57,-100,-78,-100,-74,-75,-100,-100,-74,-100
1662467819.269644,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-75,-74,-75,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-75,-100,-100,-70,-75,-100,-77,-72,-75,-100,-100,-100,-100,-71,-80,-79,-100,-77,-100,-76,-100,-100,-73,-100,-100,-100,-100,-100,-100,-71,-100,-100,-58,-75,-100,-79,-100,-57,-74,-100,-100,-100,-45,-72,-100,-79,-100,-78,-100,-57,-100,-100,-100,-72,-76,-78,-100,-76,-100
1662467820.270318,-54,-100,-100,-79,-100,-100,-80,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-77,-80,-100,-77,-69,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-77,-75,-80,-100,-69,-100,-100,-100,-100,-79,-77,-78,-100,-100,-56,-100,-100,-74,-100,-55,-100,-79,-100,-100,-45,-75,-100,-100,-78,-100,-100,-56,-100,-100,-100,-70,-100,-100,-100,-100,-100
1662467821.269580,-74,-76,-100,-79,-100,-79,-78,-100,-100,-100,-79,-100,-100,-100,-100,-80,-100,-100,-77,-78,-100,-100,-100,-100,-61,-100,-100,-74,-100,-100,-77,-100,-77,-100,-100,-100,-66,-74,-82,-100,-65,-100,-75,-62,-100,-73,-100,-100,-100,-100,-100,-77,-75,-75,-100,-100,-73,-100,-100,-61,-100,-76,-100,-100,-67,-100,-40,-62,-81,-100,-77,-100,-100,-77,-81,-79,-100,-100,-100,-100,-100,-81,-66
1662467822.269689,-63,-100,-100,-79,-100,-100,-79,-100,-72,-100,-68,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-64,-100,-100,-62,-76,-100,-100,-100,-100,-73,-77,-70,-100,-73,-100,-75,-70,-72,-100,-75,-100,-100,-100,-100,-75,-73,-75,-100,-100,-65,-100,-100,-71,-100,-65,-100,-72,-67,-100,-45,-71,-77,-100,-74,-100,-100,-64,-100,-79,-100,-100,-100,-100,-100,-82,-69
1662467823.270414,-57,-100,-100,-100,-100,-100,-77,-100,-78,-100,-69,-79,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-63,-100,-100,-64,-78,-100,-100,-100,-100,-76,-72,-78,-100,-77,-100,-76,-69,-78,-100,-77,-100,-100,-100,-100,-77,-74,-72,-100,-100,-59,-100,-100,-68,-100,-59,-100,-78,-76,-100,-45,-70,-77,-100,-76,-100,-100,-60,-100,-77,-100,-78,-100,-100,-100,-78,-77
1662467824.270472,-48,-100,-100,-100,-47,-100,-100,-100,-100,-100,-74,-100,-61,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-63,-100,-100,-100,-80,-100,-47,-79,-61,-100,-85,-100,-80,-100,-77,-100,-100,-100,-100,-74,-100,-100,-100,-67,-86,-100,-61,-100,-74,-75,-79,-100,-81,-56,-100,-61,-100,-52,-48,-100,-100,-100,-100,-55,-100,-100,-100,-74,-100,-48,-48,-100,-100,-52,-67,-100,-71,-100,-100,-100
1662467825.270072,-63,-68,-64,-100,-72,-80,-100,-78,-100,-74,-69,-100,-76,-100,-100,-79,-77,-75,-78,-70,-87,-100,-72,-100,-68,-39,-81,-63,-100,-100,-62,-75,-100,-79,-77,-87,-72,-62,-100,-100,-67,-100,-78,-69,-68,-72,-76,-57,-74,-64,-71,-78,-77,-62,-40,-57,-65,-100,-100,-72,-44,-65,-100,-67,-76,-57,-45,-71,-100,-51,-79,-100,-100,-64,-100,-100,-44,-76,-100,-52,-57,-68,-73
1662467826.269561,-66,-75,-100,-100,-100,-100,-78,-100,-76,-100,-70,-100,-100,-100,-100,-100,-100,-100,-77,-78,-100,-100,-100,-100,-64,-100,-100,-75,-100,-100,-77,-100,-78,-100,-100,-100,-72,-74,-74,-100,-71,-100,-75,-63,-75,-78,-100,-100,-100,-100,-100,-75,-75,-76,-100,-100,-68,-100,-100,-63,-100,-70,-100,-76,-71,-100,-40,-63,-81,-100,-77,-100,-100,-67,-81,-100,-100,-100,-100,-100,-100,-78,-71
1662467827.270256,-54,-100,-100,-81,-100,-78,-77,-100,-80,-100,-100,-78,-72,-72,-80,-78,-100,-100,-100,-100,-100,-74,-100,-100,-79,-100,-100,-73,-78,-100,-74,-71,-78,-100,-100,-100,-100,-73,-100,-100,-100,-76,-77,-75,-79,-100,-72,-100,-100,-100,-100,-100,-77,-74,-100,-100,-54,-71,-100,-75,-100,-54,-79,-78,-100,-100,-45,-75,-79,-100,-100,-100,-100,-54,-100,-77,-100,-71,-75,-100,-100,-100,-100
1662467828.269895,-74,-74,-64,-100,-72,-100,-100,-78,-76,-74,-74,-100,-100,-100,-78,-100,-100,-75,-81,-78,-87,-100,-72,-100,-60,-39,-81,-72,-100,-100,-70,-100,-78,-79,-77,-87,-66,-76,-74,-100,-66,-100,-75,-60,-75,-75,-100,-57,-74,-64,-71,-75,-77,-76,-40,-57,-64,-100,-100,-67,-44,-77,-100,-76,-74,-57,-49,-67,-100,-51,-77,-100,-100,-76,-81,-100,-44,-100,-100,-52,-57,-78,-67
1662467829.269608,-49,-100,-100,-100,-47,-100,-100,-100,-100,-100,-74,-100,-61,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-63,-100,-100,-100,-80,-100,-47,-79,-61,-100,-85,-100,-80,-100,-78,-100,-100,-100,-100,-73,-100,-100,-100,-67,-86,-100,-61,-100,-72,-72,-80,-100,-81,-56,-100,-61,-100,-52,-48,-100,-100,-100,-100,-55,-100,-100,-100,-71,-100,-48,-48,-100,-100,-52,-67,-100,-71,-100,-100,-100
1662467830.269496,-56,-100,-100,-80,-100,-100,-77,-100,-100,-100,-100,-78,-73,-72,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-73,-76,-100,-73,-73,-79,-100,-100,-100,-100,-74,-100,-100,-100,-72,-100,-75,-100,-100,-64,-100,-100,-100,-100,-100,-100,-74,-100,-100,-56,-71,-100,-78,-100,-57,-76,-100,-100,-100,-45,-100,-77,-100,-100,-100,-100,-56,-100,-78,-100,-73,-76,-100,-100,-74,-100
