timestamp,30:87:D9:F1:76:**,30:87:D9:B1:82:**,78:D2:94:7F:EB:**,30:87:D9:71:F0:**,30:87:D9:71:61:**,30:87:D9:B1:7E:**,30:87:D9:F1:F0:**,30:87:D9:31:77:**,30:87:D9:B1:81:**,30:87:D9:31:61:**,00:24:6C:26:8B:**,30:87:D9:31:95:**,30:87:D9:F1:7D:**,30:87:D9:71:FC:**,30:87:D9:31:7E:**,30:87:D9:71:7E:**,30:87:D9:F1:7E:**,30:87:D9:71:59:**,30:87:D9:31:82:**,30:87:D9:71:82:**,30:87:D9:31:55:**,30:87:D9:B1:FC:**,30:87:D9:B1:54:**,30:87:D9:71:5C:**,30:87:D9:F2:06:**,30:87:D9:B1:7C:**,04:92:26:53:B7:**,30:87:D9:B1:97:**,30:87:D9:F1:95:**,30:87:D9:F1:99:**,30:87:D9:F1:97:**,30:87:D9:B1:7D:**,00:24:6C:26:87:**,30:87:D9:71:58:**,30:87:D9:71:77:**,30:87:D9:71:55:**,30:87:D9:F2:38:**,30:87:D9:31:97:**,30:87:D9:71:81:**,30:87:D9:B1:7F:**,30:87:D9:B2:38:**,30:87:D9:F1:FC:**,30:87:D9:B1:89:**,30:87:D9:B2:06:**,30:87:D9:31:81:**,30:87:D9:F1:82:**,30:87:D9:71:7D:**,00:24:6C:2D:1A:**,30:87:D9:31:59:**,30:87:D9:71:72:**,30:87:D9:F1:54:**,30:87:D9:31:89:**,30:87:D9:71:89:**,30:87:D9:71:97:**,30:87:D9:F1:7C:**,30:87:D9:71:9A:**,30:87:D9:71:76:**,30:87:D9:31:FC:**,30:87:D9:31:72:**,30:87:D9:32:06:**,30:87:D9:71:7C:**,30:87:D9:31:76:**,30:87:D9:71:95:**,30:87:D9:F1:81:**,30:87:D9:72:38:**,30:87:D9:31:9A:**,30:87:D9:71:99:**,30:87:D9:72:06:**,30:87:D9:31:F0:**,30:87:D9:F1:7F:**,30:87:D9:F1:89:**,30:87:D9:31:7F:**,30:87:D9:B1:99:**,30:87:D9:B1:76:**,34:97:F6:6B:EB:**,30:87:D9:B1:F0:**,30:87:D9:31:7C:**,30:87:D9:31:7D:**,30:87:D9:B1:95:**,30:87:D9:71:7F:**,30:87:D9:F1:9A:**,B0:6E:BF:3B:A8:**,30:87:D9:32:38:**
1662467733.269909,-73,-100,-100,-78,-100,-100,-77,-100,-77,-100,-65,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-73,-100,-100,-74,-75,-100,-100,-100,-100,-70,-74,-100,-100,-69,-100,-76,-66,-77,-100,-78,-100,-100,-100,-100,-76,-73,-71,-100,-100,-66,-100,-100,-66,-100,-74,-100,-77,-72,-100,-45,-69,-77,-100,-76,-100,-100,-73,-100,-78,-100,-77,-100,-100,-100,-77,-75
1662467734.270521,-73,-75,-100,-100,-100,-100,-78,-100,-76,-100,-70,-100,-100,-100,-78,-100,-100,-100,-77,-78,-100,-100,-100,-100,-65,-100,-100,-75,-100,-100,-77,-100,-78,-100,-100,-100,-69,-74,-74,-100,-71,-100,-75,-64,-75,-78,-100,-100,-100,-100,-100,-75,-75,-76,-100,-100,-68,-100,-100,-66,-100,-74,-100,-76,-71,-100,-40,-65,-100,-100,-77,-100,-100,-68,-81,-100,-100,-100,-100,-100,-100,-78,-72
1662467735.269932,-77,-77,-100,-79,-100,-100,-78,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-77,-78,-100,-100,-100,-100,-67,-100,-100,-75,-100,-100,-74,-100,-78,-100,-100,-100,-66,-75,-82,-100,-67,-100,-75,-66,-100,-77,-100,-100,-100,-100,-100,-76,-75,-75,-100,-100,-76,-100,-100,-66,-100,-76,-100,-100,-73,-100,-40,-67,-81,-100,-76,-100,-100,-76,-81,-79,-100,-100,-100,-100,-100,-81,-74
1662467736.269836,-60,-100,-100,-79,-100,-100,-100,-100,-100,-100,-72,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-64,-100,-100,-64,-77,-100,-100,-100,-100,-100,-64,-100,-79,-100,-100,-100,-68,-100,-100,-75,-100,-100,-100,-100,-100,-100,-64,-100,-100,-61,-100,-100,-70,-100,-61,-100,-100,-100,-100,-45,-70,-100,-79,-100,-75,-100,-59,-100,-100,-100,-76,-100,-78,-100,-77,-100
1662467737.270866,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-69,-77,-100,-68,-70,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-78,-78,-100,-100,-70,-100,-100,-100,-100,-77,-78,-68,-100,-100,-54,-100,-100,-78,-100,-54,-100,-100,-100,-100,-45,-77,-100,-100,-77,-100,-100,-53,-100,-100,-100,-69,-100,-100,-100,-100,-100
1662467738.270430,-57,-100,-100,-78,-100,-100,-77,-100,-100,-100,-100,-78,-76,-72,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-73,-77,-100,-72,-73,-79,-100,-100,-100,-100,-74,-100,-100,-100,-70,-100,-75,-100,-100,-73,-100,-100,-100,-100,-100,-100,-73,-100,-100,-57,-73,-100,-78,-100,-59,-78,-100,-100,-100,-45,-100,-78,-100,-100,-100,-100,-59,-100,-78,-100,-75,-75,-100,-100,-74,-100
1662467739.270223,-56,-100,-100,-81,-100,-78,-80,-100,-80,-100,-100,-78,-63,-72,-80,-78,-100,-100,-100,-100,-100,-74,-100,-100,-73,-100,-100,-74,-80,-100,-77,-64,-100,-100,-100,-100,-100,-74,-100,-100,-100,-76,-77,-73,-80,-100,-63,-100,-100,-100,-100,-76,-77,-73,-100,-100,-55,-71,-100,-73,-100,-57,-79,-78,-100,-100,-45,-75,-79,-100,-78,-100,-100,-54,-100,-77,-100,-64,-75,-100,-100,-100,-100
1662467740.269610,-56,-100,-100,-81,-100,-78,-80,-100,-80,-100,-100,-78,-62,-72,-80,-78,-100,-100,-100,-100,-100,-74,-100,-100,-74,-100,-100,-74,-78,-100,-77,-68,-78,-100,-100,-100,-100,-74,-100,-100,-100,-76,-77,-74,-79,-100,-69,-100,-100,-100,-100,-76,-77,-73,-100,-100,-55,-71,-100,-76,-100,-56,-79,-78,-100,-100,-45,-75,-79,-100,-78,-100,-100,-55,-100,-77,-100,-70,-75,-100,-100,-100,-100
1662467741.269445,-54,-100,-100,-80,-100,-78,-77,-100,-100,-100,-100,-78,-62,-72,-80,-78,-100,-100,-100,-100,-100,-74,-100,-100,-74,-100,-100,-74,-78,-100,-74,-61,-79,-100,-100,-100,-100,-69,-100,-100,-100,-76,-100,-76,-100,-100,-62,-100,-100,-100,-100,-100,-77,-73,-100,-100,-54,-71,-100,-78,-100,-54,-79,-78,-100,-100,-45,-100,-79,-100,-100,-100,-100,-54,-100,-77,-100,-62,-75,-100,-100,-74,-100
1662467742.270217,-64,-68,-100,-100,-100,-80,-100,-100,-77,-100,-63,-100,-76,-100,-100,-79,-77,-100,-71,-70,-100,-100,-100,-100,-65,-100,-100,-65,-100,-100,-62,-75,-100,-100,-100,-100,-67,-63,-100,-100,-68,-100,-78,-65,-77,-72,-78,-100,-100,-100,-100,-75,-76,-64,-100,-100,-63,-100,-100,-65,-100,-64,-100,-77,-70,-100,-45,-66,-78,-100,-79,-100,-100,-64,-100,-100,-100,-76,-100,-100,-100,-76,-68
1662467743.270732,-65,-68,-100,-100,-100,-80,-100,-100,-77,-100,-65,-100,-76,-100,-100,-79,-77,-100,-71,-70,-100,-100,-100,-100,-73,-100,-100,-62,-100,-100,-69,-77,-100,-100,-100,-100,-72,-63,-100,-100,-67,-100,-78,-70,-77,-72,-76,-100,-100,-100,-100,-78,-76,-69,-100,-100,-63,-100,-100,-69,-100,-65,-100,-77,-73,-100,-45,-73,-100,-100,-79,-100,-100,-64,-100,-100,-100,-76,-100,-100,-100,-68,-73
1662467744.270617,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-64,-72,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-75,-100,-100,-74,-75,-100,-74,-64,-75,-100,-100,-100,-100,-76,-80,-100,-100,-74,-100,-76,-100,-100,-64,-100,-100,-100,-100,-100,-100,-75,-100,-100,-56,-72,-100,-79,-100,-56,-76,-100,-100,-100,-45,-79,-100,-100,-100,-100,-100,-55,-100,-100,-100,-65,-77,-100,-100,-76,-100
1662467745.269947,-56,-100,-100,-80,-100,-78,-77,-100,-80,-100,-100,-78,-63,-72,-80,-78,-100,-100,-100,-100,-100,-74,-100,-100,-75,-100,-100,-74,-78,-100,-75,-66,-78,-100,-100,-100,-100,-73,-100,-100,-100,-76,-77,-76,-79,-100,-64,-100,-100,-100,-100,-100,-77,-74,-100,-100,-56,-71,-100,-74,-100,-57,-79,-78,-100,-100,-45,-75,-79,-100,-100,-100,-100,-57,-100,-77,-100,-64,-75,-100,-100,-74,-100
1662467746.269989,-55,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-76,-100,-100,-75,-63,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-77,-78,-80,-100,-64,-100,-100,-100,-100,-79,-77,-73,-100,-100,-56,-81,-100,-75,-100,-55,-100,-79,-100,-100,-45,-76,-100,-100,-78,-100,-100,-54,-100,-100,-100,-65,-100,-100,-100,-100,-100
1662467747.269567,-56,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-77,-80,-100,-72,-71,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-77,-78,-80,-100,-71,-100,-100,-100,-100,-79,-77,-78,-100,-100,-56,-100,-100,-75,-100,-56,-100,-79,-100,-100,-45,-75,-100,-100,-78,-100,-100,-55,-100,-100,-100,-65,-100,-100,-100,-100,-100
1662467748.269529,-63,-100,-100,-80,-100,-78,-77,-100,-80,-100,-100,-78,-67,-72,-80,-78,-100,-100,-100,-100,-100,-74,-100,-100,-74,-100,-100,-74,-78,-100,-74,-67,-79,-100,-100,-100,-100,-69,-100,-100,-100,-76,-77,-76,-79,-100,-67,-100,-100,-100,-100,-100,-77,-73,-100,-100,-63,-71,-100,-78,-100,-63,-79,-78,-100,-100,-45,-100,-79,-100,-100,-100,-100,-63,-100,-77,-100,-66,-75,-100,-100,-74,-100
1662467749.269453,-70,-68,-100,-100,-100,-80,-100,-100,-77,-100,-67,-100,-78,-100,-100,-79,-77,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-72,-100,-100,-62,-75,-100,-100,-100,-100,-69,-63,-100,-100,-68,-100,-75,-66,-77,-72,-78,-100,-100,-100,-100,-76,-76,-74,-100,-100,-68,-100,-100,-67,-100,-68,-100,-77,-67,-100,-45,-66,-77,-100,-76,-100,-100,-69,-100,-100,-100,-77,-100,-100,-100,-76,-66
1662467750.269695,-55,-100,-100,-81,-100,-78,-80,-100,-80,-100,-100,-78,-70,-72,-80,-78,-100,-100,-100,-100,-100,-74,-100,-100,-73,-100,-100,-74,-80,-100,-77,-69,-100,-100,-100,-100,-100,-74,-100,-100,-100,-76,-77,-73,-80,-100,-70,-100,-100,-100,-100,-76,-77,-73,-100,-100,-55,-71,-100,-73,-100,-55,-79,-78,-100,-100,-45,-75,-79,-100,-78,-100,-100,-55,-100,-77,-100,-71,-75,-100,-100,-100,-100
1662467751.269980,-50,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-76,-77,-100,-78,-70,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-78,-78,-77,-100,-70,-100,-100,-100,-100,-79,-77,-77,-100,-100,-51,-81,-100,-76,-100,-49,-100,-78,-100,-100,-45,-76,-77,-100,-78,-100,-100,-50,-100,-100,-100,-71,-100,-100,-100,-100,-100
1662467752.269912,-56,-100,-100,-79,-100,-100,-80,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-77,-80,-100,-72,-64,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-77,-76,-80,-100,-63,-100,-100,-100,-100,-79,-77,-78,-100,-100,-55,-100,-100,-75,-100,-54,-100,-79,-100,-100,-45,-75,-100,-100,-78,-100,-100,-55,-100,-100,-100,-65,-100,-100,-100,-100,-100
1662467753.270070,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-69,-100,-100,-69,-69,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-78,-80,-100,-100,-67,-100,-100,-100,-100,-78,-79,-68,-100,-100,-54,-100,-100,-79,-100,-54,-100,-100,-100,-100,-45,-77,-100,-100,-79,-100,-100,-54,-100,-100,-100,-66,-100,-100,-100,-100,-100
1662467754.269796,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-78,-100,-100,-69,-65,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-78,-80,-100,-100,-66,-100,-100,-100,-100,-77,-79,-68,-100,-100,-55,-100,-100,-79,-100,-57,-100,-100,-100,-100,-45,-77,-100,-100,-79,-100,-100,-55,-100,-100,-100,-66,-100,-100,-100,-100,-100
1662467755.270195,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-69,-100,-100,-68,-68,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-78,-78,-100,-100,-69,-100,-100,-100,-100,-77,-78,-79,-100,-100,-54,-100,-100,-79,-100,-55,-100,-100,-100,-100,-45,-77,-100,-100,-77,-100,-100,-55,-100,-100,-100,-68,-100,-100,-100,-100,-100
1662467756.270063,-67,-100,-100,-78,-100,-100,-77,-100,-77,-100,-63,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-61,-100,-100,-63,-75,-100,-100,-100,-100,-67,-62,-70,-100,-67,-100,-76,-66,-69,-100,-78,-100,-100,-100,-100,-76,-73,-64,-100,-100,-66,-100,-100,-64,-100,-57,-100,-77,-67,-100,-45,-66,-77,-100,-76,-100,-100,-66,-100,-78,-100,-77,-100,-100,-100,-77,-66
1662467757.269748,-56,-100,-100,-79,-100,-100,-80,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-74,-80,-100,-77,-63,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-80,-75,-80,-100,-63,-100,-100,-100,-100,-79,-78,-73,-100,-100,-55,-100,-100,-77,-100,-56,-100,-79,-100,-100,-45,-75,-100,-100,-78,-100,-100,-55,-100,-100,-100,-65,-100,-100,-100,-100,-100
1662467758.269634,-48,-100,-100,-100,-47,-100,-100,-100,-100,-100,-74,-100,-61,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-63,-100,-100,-100,-79,-100,-47,-79,-61,-100,-85,-100,-80,-100,-77,-100,-100,-100,-100,-72,-80,-100,-100,-67,-86,-100,-61,-100,-73,-73,-79,-100,-81,-56,-100,-61,-100,-52,-49,-100,-100,-100,-100,-55,-100,-100,-100,-73,-100,-48,-49,-100,-100,-52,-67,-100,-71,-100,-100,-100
1662467759.269739,-57,-100,-100,-78,-100,-100,-77,-100,-100,-100,-100,-77,-63,-72,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-72,-74,-100,-73,-64,-78,-100,-100,-100,-100,-76,-100,-100,-100,-72,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-74,-100,-100,-57,-69,-100,-77,-100,-56,-76,-100,-100,-100,-45,-79,-78,-100,-100,-100,-100,-56,-100,-78,-100,-78,-76,-100,-100,-74,-100
1662467760.269754,-54,-100,-100,-80,-100,-78,-77,-100,-80,-100,-100,-78,-65,-72,-80,-78,-100,-100,-100,-100,-100,-74,-100,-100,-79,-100,-100,-73,-78,-100,-74,-66,-78,-100,-100,-100,-100,-73,-100,-100,-100,-76,-77,-75,-79,-100,-64,-100,-100,-100,-100,-100,-77,-74,-100,-100,-54,-71,-100,-74,-100,-55,-79,-78,-100,-100,-45,-75,-79,-100,-100,-100,-100,-53,-100,-77,-100,-63,-75,-100,-100,-100,-100
1662467761.269513,-63,-68,-64,-100,-72,-80,-100,-78,-100,-74,-64,-100,-100,-100,-78,-79,-77,-75,-78,-70,-87,-100,-72,-100,-65,-39,-81,-64,-100,-100,-63,-100,-100,-79,-77,-87,-72,-64,-100,-100,-71,-100,-76,-64,-100,-72,-77,-57,-74,-64,-71,-70,-76,-65,-40,-57,-62,-100,-100,-68,-44,-60,-100,-80,-75,-57,-45,-69,-100,-51,-76,-100,-100,-62,-100,-100,-44,-76,-100,-52,-57,-68,-72
1662467762.269520,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-78,-100,-100,-69,-63,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-78,-80,-100,-100,-63,-100,-100,-100,-100,-77,-79,-68,-100,-100,-51,-100,-100,-79,-100,-51,-100,-100,-100,-100,-45,-77,-100,-100,-79,-100,-100,-51,-100,-100,-100,-63,-100,-100,-100,-100,-100
1662467763.269852,-59,-100,-100,-80,-100,-78,-77,-100,-80,-100,-100,-78,-70,-72,-80,-78,-100,-100,-100,-100,-100,-74,-100,-100,-79,-100,-100,-74,-78,-100,-76,-71,-78,-100,-100,-100,-100,-73,-100,-100,-100,-76,-77,-76,-79,-100,-70,-100,-100,-100,-100,-100,-77,-76,-100,-100,-57,-71,-100,-74,-100,-58,-79,-78,-100,-100,-45,-75,-79,-100,-100,-100,-100,-59,-100,-77,-100,-71,-75,-100,-100,-100,-100
1662467764.269544,-60,-100,-100,-79,-100,-100,-100,-100,-100,-100,-72,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-64,-100,-100,-63,-77,-100,-100,-100,-100,-100,-64,-100,-79,-100,-100,-100,-69,-100,-100,-75,-100,-100,-100,-100,-100,-100,-66,-100,-100,-60,-100,-100,-70,-100,-60,-100,-100,-100,-100,-45,-70,-100,-79,-100,-75,-100,-60,-100,-100,-100,-76,-100,-78,-100,-77,-100
1662467765.269856,-59,-100,-100,-79,-100,-100,-77,-100,-78,-100,-67,-79,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-71,-100,-100,-72,-67,-100,-100,-100,-100,-76,-72,-77,-100,-77,-100,-76,-69,-78,-100,-66,-100,-100,-100,-100,-77,-74,-71,-100,-100,-59,-100,-100,-68,-100,-58,-100,-76,-76,-100,-45,-69,-79,-100,-76,-100,-100,-58,-100,-77,-100,-67,-100,-100,-100,-76,-77
1662467766.269372,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-78,-100,-100,-78,-65,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-77,-80,-100,-100,-64,-100,-100,-100,-100,-75,-77,-79,-100,-100,-50,-100,-100,-79,-100,-50,-100,-100,-100,-100,-45,-77,-100,-100,-77,-100,-100,-49,-100,-100,-100,-65,-100,-100,-100,-100,-100
1662467767.269378,-63,-68,-64,-100,-72,-80,-100,-78,-100,-74,-68,-100,-100,-100,-78,-79,-77,-75,-78,-70,-87,-100,-72,-100,-62,-39,-81,-74,-100,-100,-73,-100,-100,-79,-77,-87,-72,-75,-100,-100,-71,-100,-76,-61,-100,-72,-77,-57,-74,-64,-71,-70,-76,-75,-40,-57,-64,-100,-100,-68,-44,-64,-100,-80,-75,-57,-45,-68,-100,-51,-76,-100,-100,-64,-100,-100,-44,-76,-100,-52,-57,-68,-72
1662467768.269403,-56,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-80,-77,-100,-68,-63,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-78,-78,-77,-100,-65,-100,-100,-100,-100,-100,-77,-79,-100,-100,-54,-81,-100,-76,-100,-55,-100,-78,-100,-100,-45,-79,-77,-100,-100,-100,-100,-55,-100,-100,-100,-65,-100,-100,-100,-100,-100
1662467769.269525,-56,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-80,-77,-100,-80,-71,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-78,-77,-77,-100,-72,-100,-100,-100,-100,-78,-78,-70,-100,-100,-56,-81,-100,-76,-100,-55,-100,-78,-100,-100,-45,-80,-77,-100,-79,-100,-100,-57,-100,-100,-100,-69,-100,-100,-100,-100,-100
1662467770.269585,-54,-100,-100,-81,-100,-78,-80,-100,-80,-100,-100,-78,-63,-72,-80,-78,-100,-100,-100,-100,-100,-74,-100,-100,-74,-100,-100,-74,-80,-100,-77,-62,-78,-100,-100,-100,-100,-74,-100,-100,-100,-76,-77,-72,-79,-100,-63,-100,-100,-100,-100,-76,-77,-73,-100,-100,-55,-71,-100,-74,-100,-55,-79,-78,-100,-100,-45,-74,-79,-100,-78,-100,-100,-54,-100,-77,-100,-63,-75,-100,-100,-100,-100
1662467771.270605,-65,-68,-64,-100,-72,-80,-100,-78,-100,-74,-69,-100,-100,-100,-78,-79,-77,-75,-78,-70,-87,-100,-72,-100,-68,-39,-81,-63,-100,-100,-64,-100,-100,-79,-77,-87,-72,-71,-100,-100,-71,-100,-76,-67,-68,-72,-77,-57,-74,-64,-71,-70,-76,-64,-40,-57,-63,-100,-100,-70,-44,-60,-100,-67,-76,-57,-45,-71,-100,-51,-76,-100,-100,-64,-100,-100,-44,-76,-100,-52,-57,-68,-73
1662467772.270303,-58,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-68,-77,-100,-68,-64,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-78,-77,-77,-100,-64,-100,-100,-100,-100,-78,-78,-70,-100,-100,-57,-81,-100,-76,-100,-57,-100,-78,-100,-100,-45,-80,-77,-100,-79,-100,-100,-56,-100,-100,-100,-64,-100,-100,-100,-100,-100
1662467773.270681,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-78,-100,-100,-78,-62,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-73,-80,-100,-100,-60,-100,-100,-100,-100,-72,-73,-79,-100,-100,-49,-100,-100,-79,-100,-49,-100,-100,-100,-100,-45,-77,-100,-100,-71,-100,-100,-49,-100,-100,-100,-60,-100,-100,-100,-100,-100
1662467774.269369,-57,-100,-100,-79,-100,-100,-100,-100,-78,-100,-72,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-72,-100,-100,-74,-77,-100,-100,-100,-100,-100,-73,-78,-100,-100,-100,-100,-70,-78,-100,-79,-100,-100,-100,-100,-100,-100,-72,-100,-100,-58,-100,-100,-70,-100,-58,-100,-78,-100,-100,-45,-71,-77,-100,-100,-100,-100,-59,-100,-100,-100,-76,-100,-78,-100,-77,-100
1662467775.269352,-54,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-79,-100,-100,-81,-66,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-78,-78,-77,-100,-66,-100,-100,-100,-100,-79,-77,-77,-100,-100,-54,-81,-100,-76,-100,-54,-100,-78,-100,-100,-45,-76,-77,-100,-78,-100,-100,-54,-100,-100,-100,-62,-100,-100,-100,-100,-100
1662467776.269615,-53,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-79,-77,-100,-80,-75,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-78,-77,-77,-100,-75,-100,-100,-100,-100,-100,-81,-80,-100,-100,-53,-81,-100,-76,-100,-53,-100,-78,-100,-100,-45,-81,-77,-100,-79,-100,-100,-53,-100,-100,-100,-75,-100,-100,-100,-100,-100
1662467777.269606,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-79,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-75,-74,-80,-100,-100,-50,-100,-100,-100,-100,-50,-100,-100,-100,-100,-44,-100,-100,-100,-67,-100,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100
1662467778.269660,-60,-100,-100,-79,-100,-100,-100,-100,-100,-100,-72,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-73,-100,-100,-73,-78,-100,-100,-100,-100,-100,-72,-100,-79,-100,-100,-100,-69,-100,-100,-79,-100,-100,-100,-100,-100,-100,-73,-100,-100,-60,-100,-100,-70,-100,-60,-100,-100,-100,-100,-45,-69,-100,-79,-100,-78,-100,-61,-100,-100,-100,-78,-100,-78,-100,-77,-100
1662467779.269303,-50,-100,-100,-100,-47,-100,-100,-100,-100,-100,-74,-100,-61,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-63,-100,-100,-100,-79,-100,-47,-79,-61,-100,-85,-100,-80,-100,-77,-100,-100,-100,-100,-72,-100,-100,-100,-67,-86,-100,-61,-100,-73,-73,-79,-100,-81,-56,-100,-61,-100,-52,-50,-100,-100,-100,-100,-55,-100,-100,-100,-73,-100,-48,-50,-100,-100,-52,-67,-100,-71,-100,-100,-100
1662467780.269692,-48,-100,-100,-100,-47,-100,-100,-100,-100,-100,-74,-100,-61,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-63,-78,-100,-100,-79,-100,-47,-79,-61,-100,-85,-100,-80,-100,-77,-100,-100,-100,-100,-73,-80,-100,-100,-67,-86,-100,-61,-100,-73,-71,-79,-100,-81,-56,-100,-61,-100,-52,-48,-100,-100,-100,-100,-55,-77,-100,-100,-68,-100,-48,-47,-100,-100,-52,-67,-100,-71,-100,-100,-100
1662467781.269635,-50,-100,-100,-100,-47,-100,-100,-100,-100,-100,-74,-100,-61,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-63,-100,-100,-100,-80,-100,-47,-79,-61,-100,-85,-100,-80,-100,-78,-100,-100,-100,-100,-68,-100,-100,-100,-67,-86,-100,-61,-100,-70,-71,-77,-100,-81,-56,-100,-61,-100,-52,-50,-100,-100,-100,-100,-55,-100,-100,-100,-74,-100,-48,-50,-100,-100,-52,-67,-100,-71,-100,-100,-100
