timestamp,30:87:D9:71:54:**,30:87:D9:F1:76:**,30:87:D9:B1:82:**,78:D2:94:7F:EB:**,30:87:D9:71:F0:**,30:87:D9:71:61:**,00:24:6C:26:89:**,00:24:6C:26:87:**,30:87:D9:F1:F0:**,30:87:D9:31:77:**,30:87:D9:B1:55:**,30:87:D9:B1:81:**,30:87:D9:B1:77:**,30:87:D9:31:95:**,30:87:D9:B1:5B:**,30:87:D9:71:FC:**,30:87:D9:B1:5C:**,30:87:D9:71:59:**,30:87:D9:31:82:**,30:87:D9:71:82:**,30:87:D9:31:55:**,30:87:D9:B1:FC:**,30:87:D9:B1:54:**,30:87:D9:71:5C:**,30:87:D9:F2:06:**,08:36:C9:8E:F4:**,30:87:D9:F1:59:**,30:87:D9:F1:95:**,30:87:D9:F1:99:**,30:87:D9:B1:7D:**,30:87:D9:71:58:**,30:87:D9:71:77:**,30:87:D9:F1:5B:**,30:87:D9:71:55:**,30:87:D9:F1:7D:**,30:87:D9:71:81:**,30:87:D9:B1:7F:**,30:87:D9:F1:FC:**,30:87:D9:B1:89:**,A8:5E:45:1B:B8:**,30:87:D9:B2:06:**,30:87:D9:31:81:**,30:87:D9:F1:82:**,30:87:D9:71:7D:**,00:24:6C:2D:1A:**,30:87:D9:31:5B:**,30:87:D9:31:59:**,30:87:D9:71:72:**,30:87:D9:31:99:**,30:87:D9:31:89:**,30:87:D9:71:89:**,30:87:D9:71:9A:**,30:87:D9:71:76:**,30:87:D9:31:FC:**,30:87:D9:31:72:**,30:87:D9:32:06:**,30:87:D9:71:7C:**,30:87:D9:31:76:**,30:87:D9:71:95:**,30:87:D9:F1:81:**,30:87:D9:31:9A:**,30:87:D9:71:99:**,30:87:D9:72:06:**,30:87:D9:F1:7F:**,30:87:D9:F1:89:**,30:87:D9:31:7F:**,30:87:D9:B1:99:**,30:87:D9:B1:76:**,34:97:F6:6B:EB:**,30:87:D9:B1:F0:**,30:87:D9:31:7C:**,30:87:D9:31:7D:**,30:87:D9:31:5C:**,30:87:D9:B1:95:**,30:87:D9:B1:9A:**,30:87:D9:B1:59:**,30:87:D9:71:5B:**,30:87:D9:71:7F:**,30:87:D9:F1:9A:**
1662476961.541586,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-77,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-80,-51,-100,-100,-100,-100,-100,-100,-100,-100,-77,-80,-100,-100,-100,-100,-100,-76,-100,-100,-100,-50,-78,-77,-79,-63,-78,-100,-100,-100,-65,-82,-100,-78,-47,-100,-100,-77,-100,-50,-64,-100,-100,-100,-100,-100,-81,-76,-100,-100,-100,-77
1662476962.540796,-100,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-45,-100,-100,-100,-100,-100,-100,-78,-73,-100,-100,-100,-80,-100,-100,-100,-72,-100,-100,-100,-46,-100,-100,-70,-56,-100,-100,-81,-100,-56,-100,-81,-72,-45,-80,-72,-100,-70,-46,-55,-100,-100,-100,-100,-100,-100,-70,-100,-100,-69,-72
1662476963.541374,-100,-68,-71,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-78,-80,-100,-100,-100,-100,-59,-100,-100,-100,-58,-100,-100,-100,-100,-100,-100,-80,-100,-100,-73,-100,-58,-80,-71,-100,-57,-100,-100,-100,-58,-75,-71,-56,-68,-100,-100,-57,-100,-68,-100,-100,-56,-58,-58,-100,-77,-100,-57,-68,-76,-100,-100,-100,-100,-100,-55,-100,-100,-53,-55
1662476964.540890,-100,-50,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-74,-82,-77,-100,-100,-100,-100,-100,-75,-100,-100,-78,-100,-100,-76,-25,-100,-100,-100,-100,-100,-100,-100,-73,-75,-80,-100,-79,-100,-100,-100,-74,-82,-100,-100,-24,-79,-79,-78,-50,-70,-100,-78,-100,-50,-100,-81,-77,-35,-77,-73,-77,-72,-25,-50,-100,-100,-100,-100,-100,-75,-77,-100,-100,-71,-76
1662476965.541547,-100,-68,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-83,-100,-100,-100,-52,-68,-72,-100,-68,-100,-100,-100,-100,-70,-100,-100,-100,-48,-100,-100,-73,-100,-51,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1662476966.541404,-100,-41,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-78,-100,-100,-100,-100,-100,-78,-100,-100,-79,-100,-100,-100,-46,-100,-100,-100,-100,-100,-100,-80,-80,-77,-76,-100,-79,-100,-100,-100,-75,-100,-100,-100,-46,-78,-77,-76,-43,-77,-100,-78,-100,-59,-100,-100,-80,-45,-79,-82,-76,-81,-46,-42,-100,-100,-100,-100,-100,-100,-79,-100,-100,-80,-75
1662476967.541813,-100,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-66,-100,-100,-100,-100,-100,-67,-100,-100,-79,-100,-100,-79,-28,-100,-100,-100,-100,-100,-100,-100,-77,-67,-80,-100,-80,-100,-100,-100,-72,-100,-100,-100,-28,-77,-78,-78,-57,-66,-100,-76,-100,-57,-76,-100,-77,-40,-79,-77,-79,-81,-28,-57,-100,-100,-100,-100,-100,-79,-77,-81,-100,-76,-78
1662476968.541190,-100,-71,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-82,-100,-100,-100,-51,-74,-74,-100,-70,-100,-100,-100,-100,-71,-100,-100,-100,-48,-100,-100,-75,-100,-51,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1662476969.542235,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-76,-100,-100,-100,-100,-100,-75,-100,-100,-79,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-80,-80,-76,-76,-100,-79,-100,-100,-100,-74,-100,-100,-100,-52,-76,-77,-78,-62,-76,-100,-78,-100,-61,-100,-100,-78,-48,-79,-100,-78,-81,-51,-61,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-78
1662476970.541672,-100,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-73,-100,-100,-100,-100,-100,-76,-100,-100,-77,-100,-100,-100,-44,-100,-100,-100,-100,-100,-100,-78,-71,-75,-100,-100,-78,-81,-100,-100,-72,-100,-100,-100,-45,-100,-100,-73,-54,-74,-100,-76,-100,-55,-100,-81,-75,-45,-76,-71,-100,-73,-44,-54,-100,-100,-100,-100,-100,-100,-76,-100,-100,-62,-75
1662476971.541213,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-71,-78,-100,-100,-100,-100,-66,-100,-100,-100,-44,-100,-100,-100,-100,-100,-100,-77,-100,-100,-76,-100,-67,-76,-100,-100,-58,-100,-100,-100,-43,-78,-74,-72,-63,-100,-100,-67,-100,-62,-100,-77,-71,-44,-67,-100,-78,-100,-44,-62,-100,-100,-100,-100,-100,-100,-71,-100,-100,-53,-69
1662476972.541156,-100,-61,-71,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-78,-80,-100,-100,-100,-100,-55,-100,-100,-100,-58,-100,-100,-100,-100,-100,-100,-80,-100,-100,-70,-100,-54,-80,-71,-100,-59,-100,-100,-100,-58,-80,-71,-49,-60,-100,-100,-55,-100,-61,-100,-100,-48,-58,-55,-100,-68,-100,-58,-61,-76,-100,-100,-100,-100,-100,-49,-100,-100,-53,-49
1662476973.541279,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-81,-100,-100,-100,-78,-100,-100,-79,-100,-100,-100,-27,-100,-100,-100,-100,-100,-100,-100,-79,-80,-77,-100,-74,-100,-100,-100,-72,-100,-100,-100,-26,-76,-79,-77,-51,-77,-100,-76,-100,-51,-100,-100,-79,-36,-76,-81,-79,-80,-27,-51,-100,-100,-100,-100,-100,-100,-79,-100,-100,-80,-78
1662476974.540915,-100,-63,-71,-100,-100,-100,-100,-78,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-78,-80,-100,-100,-100,-100,-67,-100,-100,-100,-48,-100,-100,-100,-100,-100,-100,-76,-100,-100,-76,-100,-68,-79,-71,-100,-55,-100,-100,-100,-48,-70,-75,-62,-74,-100,-100,-68,-100,-74,-100,-74,-62,-48,-68,-100,-75,-100,-48,-62,-78,-100,-100,-100,-100,-100,-62,-100,-100,-53,-63
1662476975.540734,-100,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-83,-69,-100,-100,-100,-100,-100,-69,-100,-100,-77,-100,-100,-79,-29,-100,-100,-100,-100,-100,-100,-100,-77,-67,-80,-100,-78,-100,-100,-100,-72,-80,-100,-100,-29,-77,-78,-78,-54,-68,-100,-78,-100,-54,-77,-100,-76,-37,-77,-78,-79,-81,-28,-54,-100,-100,-100,-100,-100,-78,-76,-100,-81,-78,-77
1662476976.540823,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-71,-78,-100,-100,-100,-100,-68,-100,-100,-100,-42,-100,-100,-100,-100,-100,-100,-75,-100,-100,-73,-100,-68,-74,-100,-100,-57,-100,-100,-100,-43,-75,-72,-65,-61,-100,-100,-68,-100,-61,-100,-72,-63,-43,-69,-100,-71,-100,-43,-61,-100,-100,-100,-100,-100,-100,-63,-100,-100,-53,-63
1662476977.540788,-100,-53,-100,-100,-100,-100,-80,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-47,-100,-100,-100,-100,-100,-100,-79,-100,-100,-74,-100,-68,-78,-100,-100,-70,-100,-100,-100,-48,-74,-77,-61,-53,-100,-100,-69,-100,-51,-100,-78,-61,-47,-67,-100,-75,-100,-47,-54,-100,-100,-100,-100,-100,-100,-59,-100,-100,-53,-59
1662476978.541226,-80,-53,-100,-89,-77,-60,-100,-77,-77,-83,-89,-77,-84,-74,-83,-69,-84,-100,-100,-100,-89,-70,-80,-84,-78,-88,-79,-76,-28,-73,-75,-84,-100,-88,-73,-79,-78,-69,-81,-76,-78,-81,-100,-73,-77,-80,-100,-60,-41,-78,-78,-73,-59,-69,-59,-79,-48,-62,-76,-78,-70,-50,-77,-76,-79,-79,-37,-61,-100,-78,-43,-74,-84,-73,-70,-100,-81,-76,-78
1662476979.540689,-80,-53,-100,-89,-77,-60,-100,-77,-77,-83,-89,-77,-84,-75,-83,-70,-84,-100,-100,-100,-89,-70,-80,-84,-78,-88,-79,-76,-34,-73,-75,-84,-100,-88,-73,-79,-78,-69,-81,-76,-78,-81,-100,-73,-77,-80,-100,-60,-39,-78,-78,-73,-58,-70,-59,-79,-48,-60,-77,-78,-70,-52,-77,-76,-79,-79,-39,-60,-100,-78,-43,-74,-84,-75,-70,-100,-81,-76,-78
1662476980.540777,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-83,-100,-100,-100,-52,-76,-74,-100,-72,-100,-100,-100,-100,-72,-100,-100,-100,-49,-100,-100,-73,-100,-52,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1662476981.540745,-100,-73,-71,-100,-100,-100,-100,-78,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-78,-80,-100,-100,-100,-100,-59,-100,-100,-100,-47,-100,-100,-100,-100,-100,-100,-76,-100,-100,-76,-100,-58,-79,-71,-100,-53,-100,-100,-100,-46,-70,-75,-58,-74,-100,-100,-58,-100,-64,-100,-74,-59,-46,-59,-100,-75,-100,-48,-73,-78,-100,-100,-100,-100,-100,-58,-100,-100,-53,-59
1662476982.540985,-100,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-69,-100,-100,-100,-100,-100,-67,-100,-100,-79,-100,-100,-79,-33,-100,-100,-100,-100,-100,-100,-100,-77,-67,-80,-100,-80,-100,-100,-100,-72,-100,-100,-100,-33,-77,-78,-78,-54,-69,-100,-76,-100,-53,-76,-100,-77,-40,-79,-77,-79,-81,-34,-53,-100,-100,-100,-100,-100,-79,-77,-81,-100,-76,-78
1662476983.540646,-100,-64,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-82,-100,-100,-100,-49,-71,-70,-100,-64,-100,-100,-100,-100,-66,-100,-100,-100,-46,-100,-100,-71,-100,-48,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1662476984.541079,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-73,-100,-100,-100,-100,-100,-76,-100,-100,-76,-100,-82,-100,-42,-100,-100,-100,-81,-100,-100,-78,-73,-75,-75,-100,-76,-81,-100,-100,-70,-81,-100,-100,-43,-75,-76,-74,-64,-74,-100,-69,-100,-63,-100,-81,-73,-43,-75,-69,-100,-72,-44,-64,-100,-100,-100,-100,-100,-100,-73,-100,-100,-62,-75
1662476985.541130,-100,-57,-100,-100,-100,-100,-100,-78,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-71,-72,-100,-100,-100,-100,-60,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-78,-100,-100,-73,-100,-61,-78,-100,-100,-48,-100,-100,-100,-58,-70,-72,-59,-70,-100,-100,-61,-100,-71,-100,-79,-60,-58,-61,-100,-72,-100,-61,-71,-78,-100,-100,-100,-100,-100,-59,-100,-100,-53,-59
1662476986.541390,-100,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-73,-100,-100,-100,-100,-100,-76,-100,-100,-77,-100,-82,-100,-46,-100,-100,-100,-81,-100,-100,-80,-73,-75,-75,-100,-76,-81,-100,-100,-70,-81,-100,-100,-44,-75,-76,-77,-55,-74,-100,-69,-100,-55,-100,-78,-77,-45,-75,-72,-100,-73,-45,-56,-100,-100,-100,-100,-100,-100,-73,-100,-100,-63,-75
1662476987.541655,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-81,-100,-100,-100,-46,-82,-80,-100,-63,-100,-100,-100,-100,-63,-100,-100,-100,-45,-100,-100,-80,-100,-46,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1662476988.541226,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-43,-100,-100,-100,-100,-100,-100,-78,-73,-100,-100,-100,-77,-100,-100,-100,-75,-100,-100,-100,-44,-100,-100,-70,-63,-100,-100,-81,-100,-62,-100,-81,-72,-43,-77,-72,-100,-70,-43,-62,-100,-100,-100,-100,-100,-100,-70,-100,-100,-69,-72
1662476989.541207,-100,-53,-100,-100,-100,-100,-100,-78,-100,-100,-100,-78,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-44,-100,-100,-100,-100,-100,-100,-80,-100,-100,-76,-100,-70,-79,-100,-100,-65,-100,-82,-100,-44,-76,-77,-59,-53,-100,-100,-69,-100,-53,-100,-77,-60,-44,-69,-100,-75,-100,-44,-52,-100,-100,-100,-100,-100,-100,-59,-100,-100,-53,-59
1662476990.540552,-100,-48,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-74,-82,-77,-100,-100,-100,-100,-100,-75,-100,-100,-78,-100,-100,-76,-30,-100,-100,-100,-100,-100,-100,-100,-73,-75,-80,-100,-79,-100,-100,-100,-74,-82,-100,-100,-31,-79,-79,-78,-48,-70,-100,-78,-100,-48,-100,-81,-77,-38,-77,-73,-77,-72,-31,-48,-100,-100,-100,-100,-100,-75,-77,-100,-100,-71,-76
1662476991.541230,-100,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-74,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-80,-39,-100,-100,-100,-100,-100,-100,-100,-100,-77,-75,-100,-100,-100,-100,-100,-73,-100,-100,-100,-38,-79,-77,-75,-55,-76,-100,-100,-100,-54,-82,-100,-77,-42,-100,-100,-77,-100,-39,-55,-100,-100,-100,-100,-100,-81,-75,-100,-100,-100,-79
1662476992.541212,-100,-70,-71,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-78,-80,-100,-100,-100,-100,-61,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-74,-100,-100,-70,-100,-58,-73,-71,-100,-53,-100,-100,-100,-50,-80,-71,-61,-70,-100,-100,-59,-100,-70,-100,-100,-60,-50,-60,-100,-68,-100,-51,-70,-76,-100,-100,-100,-100,-100,-60,-100,-100,-53,-60
1662476993.541409,-100,-64,-100,-100,-100,-100,-100,-78,-100,-100,-100,-78,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-43,-100,-100,-100,-100,-100,-100,-79,-100,-100,-76,-100,-67,-79,-100,-100,-68,-100,-82,-100,-43,-76,-77,-70,-53,-100,-100,-65,-100,-63,-100,-77,-70,-43,-65,-100,-75,-100,-43,-52,-100,-100,-100,-100,-100,-100,-69,-100,-100,-53,-69
1662476994.541639,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-83,-100,-100,-100,-49,-68,-68,-100,-64,-100,-100,-100,-100,-63,-100,-100,-100,-47,-100,-100,-70,-100,-49,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1662476995.541809,-80,-53,-100,-89,-77,-60,-100,-77,-77,-83,-89,-77,-84,-77,-100,-70,-84,-100,-100,-100,-89,-70,-80,-84,-79,-88,-79,-77,-34,-73,-75,-84,-100,-88,-73,-79,-78,-69,-100,-76,-78,-81,-100,-73,-77,-100,-100,-60,-39,-100,-100,-73,-58,-70,-59,-81,-48,-60,-79,-78,-76,-53,-77,-79,-100,-75,-39,-59,-100,-78,-43,-74,-84,-76,-76,-100,-100,-76,-74
1662476996.541167,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-81,-100,-100,-100,-45,-69,-68,-100,-71,-100,-100,-100,-100,-70,-100,-100,-100,-46,-100,-100,-80,-100,-47,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1662476997.541464,-100,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-81,-71,-78,-100,-100,-100,-100,-62,-100,-100,-100,-43,-100,-100,-100,-100,-100,-100,-77,-100,-100,-75,-100,-65,-76,-100,-100,-52,-100,-100,-100,-44,-74,-74,-68,-55,-100,-100,-64,-100,-55,-100,-77,-67,-42,-66,-100,-75,-100,-43,-53,-100,-100,-100,-100,-100,-100,-68,-100,-100,-53,-67
1662476998.540581,-100,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-73,-100,-100,-100,-100,-100,-76,-100,-100,-76,-100,-82,-100,-46,-100,-100,-100,-81,-100,-100,-78,-73,-75,-75,-100,-76,-81,-100,-100,-71,-81,-100,-100,-45,-75,-76,-74,-56,-74,-100,-69,-100,-54,-100,-81,-73,-45,-75,-69,-100,-72,-45,-55,-100,-100,-100,-100,-100,-100,-73,-100,-100,-62,-75
1662476999.540570,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-76,-100,-100,-100,-100,-100,-77,-100,-100,-79,-100,-100,-100,-34,-100,-100,-100,-100,-100,-100,-80,-80,-76,-78,-100,-79,-100,-100,-100,-76,-100,-100,-100,-34,-77,-77,-77,-62,-80,-100,-78,-100,-62,-100,-100,-77,-39,-79,-82,-75,-81,-34,-60,-100,-100,-100,-100,-100,-100,-80,-100,-100,-80,-78
1662477000.540539,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-76,-100,-100,-100,-100,-100,-76,-100,-100,-79,-100,-100,-100,-34,-100,-100,-100,-100,-100,-100,-80,-80,-74,-76,-100,-79,-100,-100,-100,-74,-100,-100,-100,-35,-79,-76,-80,-60,-76,-100,-78,-100,-64,-100,-100,-79,-40,-79,-100,-76,-81,-34,-62,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-77
1662477001.540802,-100,-64,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-82,-100,-100,-100,-48,-71,-69,-100,-63,-100,-100,-100,-100,-64,-100,-100,-100,-46,-100,-100,-69,-100,-48,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1662477002.540877,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-78,-80,-100,-100,-100,-100,-57,-100,-100,-100,-49,-100,-100,-100,-100,-100,-100,-74,-100,-100,-70,-100,-57,-73,-71,-100,-55,-100,-100,-100,-52,-69,-69,-60,-58,-100,-100,-56,-100,-58,-100,-100,-60,-51,-57,-100,-69,-100,-50,-57,-76,-100,-100,-100,-100,-100,-61,-100,-100,-53,-59
1662477003.540759,-100,-52,-100,-100,-100,-100,-80,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-43,-100,-100,-100,-100,-100,-100,-79,-100,-100,-72,-100,-63,-82,-100,-100,-66,-100,-100,-100,-43,-74,-74,-61,-65,-100,-100,-66,-100,-65,-100,-79,-61,-43,-65,-100,-72,-100,-43,-52,-100,-100,-100,-100,-100,-100,-60,-100,-100,-53,-60
1662477004.540748,-100,-71,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-82,-100,-100,-100,-51,-74,-75,-100,-71,-100,-100,-100,-100,-71,-100,-100,-100,-48,-100,-100,-74,-100,-51,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1662477005.540829,-100,-43,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-78,-100,-100,-100,-100,-100,-78,-100,-100,-79,-100,-100,-100,-34,-100,-100,-100,-100,-100,-100,-80,-80,-77,-76,-100,-79,-100,-100,-100,-75,-100,-100,-100,-34,-78,-77,-76,-43,-77,-100,-78,-100,-43,-100,-100,-80,-39,-79,-82,-76,-81,-34,-43,-100,-100,-100,-100,-100,-100,-79,-100,-100,-80,-75
1662477006.540692,-100,-64,-100,-100,-100,-100,-80,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-42,-100,-100,-100,-100,-100,-100,-79,-100,-100,-74,-100,-67,-79,-100,-100,-69,-100,-100,-100,-42,-74,-74,-69,-64,-100,-100,-65,-100,-64,-100,-77,-69,-43,-68,-100,-74,-100,-42,-64,-100,-100,-100,-100,-100,-100,-70,-100,-100,-53,-69
1662477007.540936,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-78,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-80,-47,-100,-100,-100,-100,-100,-100,-100,-100,-78,-79,-100,-100,-100,-100,-100,-76,-100,-100,-100,-46,-76,-78,-81,-61,-76,-100,-100,-100,-60,-82,-100,-81,-45,-100,-100,-78,-100,-46,-60,-100,-100,-100,-100,-100,-81,-76,-100,-100,-100,-74
1662477008.540918,-100,-65,-100,-100,-100,-100,-100,-78,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-71,-72,-100,-100,-100,-100,-63,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-69,-100,-100,-70,-100,-63,-67,-100,-100,-57,-100,-100,-100,-51,-68,-67,-63,-64,-100,-100,-64,-100,-65,-100,-79,-64,-52,-63,-100,-74,-100,-51,-65,-78,-100,-100,-100,-100,-100,-63,-100,-100,-53,-66
1662477009.540847,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-78,-100,-100,-100,-100,-100,-77,-100,-100,-79,-100,-100,-100,-36,-100,-100,-100,-100,-100,-100,-80,-80,-76,-75,-100,-79,-100,-100,-100,-75,-100,-100,-100,-36,-78,-77,-79,-62,-80,-100,-78,-100,-61,-100,-100,-80,-40,-79,-82,-77,-81,-36,-61,-100,-100,-100,-100,-100,-100,-79,-100,-100,-80,-78
1662477010.541224,-100,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-69,-100,-100,-100,-100,-100,-69,-100,-100,-77,-100,-100,-78,-34,-100,-100,-100,-100,-100,-100,-100,-78,-68,-77,-100,-80,-100,-100,-100,-73,-100,-100,-100,-35,-79,-79,-78,-54,-69,-100,-76,-100,-53,-76,-100,-77,-39,-79,-78,-79,-81,-35,-54,-100,-100,-100,-100,-100,-81,-77,-81,-100,-79,-77
1662477011.541022,-100,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-42,-100,-100,-100,-100,-100,-100,-78,-73,-100,-100,-100,-80,-100,-100,-100,-72,-100,-100,-100,-42,-100,-100,-73,-53,-100,-100,-76,-100,-53,-100,-81,-75,-42,-77,-72,-100,-71,-42,-54,-100,-100,-100,-100,-100,-100,-73,-100,-100,-69,-74
1662477012.541271,-100,-52,-100,-100,-100,-100,-80,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-47,-100,-100,-100,-100,-100,-100,-79,-100,-100,-75,-100,-69,-82,-100,-100,-65,-100,-100,-100,-47,-75,-75,-61,-52,-100,-100,-69,-100,-53,-100,-78,-59,-47,-70,-100,-75,-100,-47,-53,-100,-100,-100,-100,-100,-100,-60,-100,-100,-53,-60
