timestamp,x,z,30:87:D9:71:54:**,30:87:D9:F1:76:**,30:87:D9:B1:82:**,78:D2:94:7F:EB:**,30:87:D9:71:F0:**,30:87:D9:71:61:**,00:24:6C:26:87:**,30:87:D9:F1:F0:**,30:87:D9:B1:55:**,30:87:D9:B1:81:**,30:87:D9:B1:77:**,30:87:D9:F1:7F:**,30:87:D9:31:7E:**,30:87:D9:F1:55:**,30:87:D9:71:7E:**,30:87:D9:F1:7E:**,30:87:D9:71:59:**,30:87:D9:31:82:**,30:87:D9:71:82:**,30:87:D9:31:55:**,30:87:D9:B1:5C:**,30:87:D9:B1:54:**,30:87:D9:71:5C:**,30:87:D9:F2:06:**,08:36:C9:8E:F4:**,30:87:D9:B1:7C:**,30:87:D9:F1:59:**,30:87:D9:B1:97:**,30:87:D9:F1:95:**,30:87:D9:F1:99:**,30:87:D9:F1:97:**,30:87:D9:B1:7E:**,30:87:D9:71:58:**,30:87:D9:71:77:**,30:87:D9:F1:82:**,30:87:D9:31:54:**,00:24:6C:2D:17:**,30:87:D9:F1:77:**,30:87:D9:71:55:**,30:87:D9:F2:38:**,30:87:D9:31:97:**,30:87:D9:71:81:**,30:87:D9:B1:7F:**,30:87:D9:B2:38:**,30:87:D9:B1:89:**,30:87:D9:B2:06:**,30:87:D9:31:81:**,00:24:6C:2D:1A:**,30:87:D9:71:72:**,30:87:D9:F1:54:**,30:87:D9:31:89:**,30:87:D9:71:89:**,30:87:D9:71:97:**,30:87:D9:F1:7C:**,30:87:D9:71:9A:**,30:87:D9:71:76:**,30:87:D9:32:06:**,30:87:D9:71:7C:**,30:87:D9:71:95:**,30:87:D9:F1:81:**,30:87:D9:72:38:**,30:87:D9:71:99:**,30:87:D9:72:06:**,30:87:D9:31:F0:**,30:87:D9:31:95:**,30:87:D9:F1:89:**,30:87:D9:31:7F:**,30:87:D9:B1:99:**,30:87:D9:B1:76:**,34:97:F6:6B:EB:**,30:87:D9:B1:F0:**,30:87:D9:31:7C:**,30:87:D9:B1:95:**,30:87:D9:B1:59:**,30:87:D9:71:7F:**,30:87:D9:31:76:**,30:87:D9:32:38:**
1662468630,1.0715885,20.333313,-75,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-75,-100,-100,-100,-67,-100,-100,-67,-78,-100,-100,-100,-68,-100,-100,-100,-100,-67,-100,-100,-100,-69,-76,-100,-100,-100,-75,-68,-67,-68,-100,-100,-54,-76,-100,-100,-100,-100,-35,-77,-100,-100,-67,-100,-100,-54,-100,-100,-100,-100,-100,-100,-54,-100
1662468631,1.0605907,20.3337555,-75,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-75,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-73,-100,-100,-100,-100,-76,-100,-100,-100,-74,-100,-100,-100,-100,-100,-55,-76,-100,-100,-100,-100,-35,-77,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-100,-55,-100
1662468632,1.0621281,20.3344841,-67,-63,-100,-100,-76,-100,-100,-77,-100,-78,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-65,-100,-67,-100,-100,-100,-64,-100,-100,-65,-100,-100,-100,-100,-66,-100,-100,-100,-68,-64,-77,-100,-76,-100,-67,-72,-74,-100,-65,-100,-100,-64,-100,-100,-62,-67,-100,-100,-77,-75,-100,-66,-77,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-48,-63,-75
1662468633,1.0646992,20.3306847,-64,-65,-100,-100,-76,-100,-100,-77,-100,-76,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-65,-100,-68,-100,-100,-100,-59,-100,-100,-59,-100,-100,-100,-100,-64,-100,-100,-100,-68,-59,-77,-100,-66,-100,-71,-72,-77,-100,-65,-100,-100,-60,-100,-100,-67,-75,-100,-100,-77,-67,-100,-76,-77,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-48,-65,-67
1662468634,1.0608368,20.331604,-100,-72,-74,-100,-80,-100,-100,-100,-100,-79,-100,-100,-79,-100,-79,-78,-100,-75,-77,-100,-100,-100,-100,-67,-100,-100,-100,-74,-100,-100,-75,-100,-100,-100,-75,-100,-100,-100,-100,-68,-73,-76,-100,-70,-74,-65,-78,-71,-100,-100,-76,-76,-73,-100,-100,-70,-67,-100,-100,-100,-72,-100,-65,-81,-100,-75,-100,-100,-71,-78,-100,-100,-100,-100,-48,-75,-69
1662468635,1.0634823,20.3348408,-63,-65,-100,-100,-78,-100,-100,-74,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-61,-100,-100,-100,-59,-79,-100,-59,-100,-100,-100,-100,-65,-100,-100,-100,-66,-58,-76,-100,-66,-77,-69,-78,-75,-100,-66,-100,-100,-57,-100,-100,-65,-63,-100,-100,-80,-69,-100,-65,-74,-78,-100,-100,-100,-65,-100,-75,-100,-78,-100,-48,-65,-68
1662468636,1.0603218,20.3333855,-74,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-68,-100,-75,-100,-100,-100,-69,-100,-100,-68,-78,-100,-100,-100,-77,-100,-100,-100,-100,-76,-100,-100,-100,-69,-100,-100,-100,-100,-75,-76,-78,-68,-100,-100,-51,-76,-100,-100,-100,-100,-35,-100,-100,-100,-77,-100,-100,-51,-100,-100,-100,-100,-100,-100,-51,-100
1662468637,1.0624294,20.3370094,-69,-52,-100,-100,-75,-100,-79,-77,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-67,-77,-100,-67,-100,-100,-100,-100,-73,-80,-100,-100,-100,-74,-100,-77,-100,-100,-100,-100,-100,-100,-73,-100,-100,-67,-100,-100,-51,-78,-100,-76,-76,-100,-41,-76,-78,-77,-100,-100,-100,-52,-100,-77,-100,-77,-80,-100,-51,-100
1662468638,1.0577145,20.3340454,-74,-52,-100,-100,-78,-100,-79,-77,-100,-100,-100,-77,-78,-100,-75,-77,-100,-100,-100,-100,-100,-73,-100,-75,-100,-100,-100,-67,-75,-100,-66,-73,-100,-100,-100,-72,-80,-100,-100,-100,-67,-100,-78,-76,-100,-77,-100,-74,-100,-73,-100,-100,-67,-100,-100,-53,-75,-100,-100,-100,-77,-41,-78,-78,-80,-100,-100,-100,-53,-100,-78,-100,-100,-100,-100,-54,-78
1662468639,1.0632229,20.3329048,-77,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-79,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-75,-100,-100,-69,-100,-100,-100,-100,-75,-100,-100,-100,-100,-76,-100,-100,-100,-78,-100,-100,-100,-100,-68,-77,-76,-74,-100,-100,-57,-100,-100,-100,-100,-100,-35,-100,-100,-100,-75,-100,-100,-57,-100,-100,-100,-100,-100,-100,-57,-100
1662468640,1.065918,20.3338318,-77,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-77,-100,-100,-77,-100,-100,-100,-100,-78,-100,-100,-100,-100,-78,-100,-100,-100,-76,-100,-100,-100,-100,-79,-77,-75,-78,-100,-100,-47,-100,-100,-100,-100,-100,-35,-100,-100,-100,-75,-100,-100,-46,-100,-100,-100,-100,-100,-100,-45,-100
1662468641,1.0606003,20.3374195,-78,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-77,-100,-100,-76,-100,-100,-100,-100,-78,-100,-100,-100,-100,-78,-100,-100,-100,-77,-100,-100,-100,-100,-68,-70,-76,-79,-100,-100,-47,-100,-100,-100,-100,-100,-35,-100,-100,-100,-70,-100,-100,-47,-100,-100,-100,-100,-100,-100,-47,-100
1662468642,1.0616837,20.3347168,-75,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-79,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-75,-100,-100,-69,-100,-100,-100,-100,-78,-100,-100,-100,-100,-76,-100,-100,-100,-66,-100,-100,-100,-100,-67,-66,-68,-74,-100,-100,-51,-100,-100,-100,-100,-100,-35,-100,-100,-100,-69,-100,-100,-51,-100,-100,-100,-100,-100,-100,-51,-100
1662468643,1.0621929,20.3329945,-72,-58,-100,-100,-75,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-77,-77,-100,-77,-100,-100,-100,-100,-71,-100,-100,-100,-100,-72,-100,-77,-100,-75,-73,-100,-100,-100,-73,-76,-78,-71,-100,-100,-58,-78,-100,-100,-100,-100,-35,-76,-78,-77,-100,-76,-100,-58,-100,-77,-100,-100,-80,-100,-58,-100
1662468644,1.0631733,20.3341942,-73,-53,-100,-100,-78,-100,-79,-77,-100,-100,-100,-77,-78,-100,-75,-77,-100,-100,-100,-100,-100,-73,-100,-75,-100,-100,-100,-66,-100,-100,-67,-73,-100,-100,-100,-73,-80,-100,-100,-100,-66,-100,-78,-76,-100,-77,-100,-71,-100,-73,-100,-100,-67,-100,-100,-53,-75,-100,-100,-100,-77,-41,-78,-78,-80,-100,-100,-100,-54,-100,-78,-100,-100,-100,-75,-52,-78
1662468645,1.0610905,20.3365707,-100,-65,-70,-100,-77,-100,-100,-74,-100,-77,-100,-100,-77,-100,-100,-100,-100,-66,-69,-100,-100,-100,-100,-63,-100,-100,-100,-58,-79,-100,-60,-100,-100,-100,-70,-100,-100,-100,-100,-73,-59,-77,-100,-73,-70,-66,-78,-75,-100,-100,-77,-72,-60,-100,-100,-65,-64,-100,-78,-76,-73,-100,-65,-77,-78,-75,-100,-100,-66,-100,-75,-100,-79,-100,-48,-68,-72
1662468646,1.0568237,20.3307457,-77,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-77,-100,-100,-77,-100,-100,-100,-100,-78,-100,-100,-100,-100,-78,-100,-100,-100,-68,-100,-100,-100,-100,-79,-77,-75,-78,-100,-100,-49,-100,-100,-100,-100,-100,-35,-100,-100,-100,-68,-100,-100,-49,-100,-100,-100,-100,-100,-100,-49,-100
1662468647,1.0611725,20.3331337,-73,-59,-77,-75,-77,-64,-100,-77,-76,-78,-100,-74,-75,-79,-78,-100,-81,-75,-77,-100,-68,-66,-66,-69,-87,-49,-100,-66,-100,-100,-66,-76,-72,-82,-78,-75,-100,-100,-80,-68,-73,-77,-76,-76,-100,-69,-72,-71,-60,-66,-100,-100,-67,-100,-71,-64,-73,-48,-100,-77,-75,-41,-69,-77,-100,-100,-100,-100,-59,-100,-100,-48,-100,-100,-62,-58,-75
1662468648,1.0658169,20.3343143,-75,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-79,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-76,-100,-100,-100,-100,-79,-100,-100,-100,-75,-100,-100,-100,-100,-74,-78,-79,-78,-100,-100,-47,-100,-100,-100,-100,-100,-35,-100,-100,-100,-68,-100,-100,-48,-100,-100,-100,-100,-100,-100,-49,-100
1662468649,1.0610771,20.3335819,-77,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-79,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-75,-100,-100,-69,-100,-100,-100,-100,-75,-100,-100,-100,-100,-76,-100,-100,-100,-78,-100,-100,-100,-100,-68,-79,-78,-74,-100,-100,-51,-100,-100,-100,-100,-100,-35,-100,-100,-100,-78,-100,-100,-53,-100,-100,-100,-100,-100,-100,-54,-100
1662468650,1.0606117,20.3343525,-100,-68,-74,-100,-80,-100,-100,-100,-100,-79,-100,-100,-79,-100,-79,-78,-100,-77,-77,-100,-100,-100,-100,-58,-100,-100,-100,-72,-100,-100,-68,-100,-100,-100,-73,-100,-100,-100,-100,-73,-71,-74,-100,-66,-74,-59,-81,-75,-100,-100,-76,-76,-68,-100,-100,-66,-60,-100,-100,-100,-66,-100,-60,-81,-100,-75,-100,-100,-67,-78,-78,-100,-100,-100,-48,-68,-78
1662468651,1.0594387,20.3335495,-67,-54,-100,-100,-75,-100,-79,-77,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-73,-77,-100,-74,-100,-100,-100,-100,-68,-80,-100,-100,-100,-72,-100,-77,-100,-75,-100,-100,-100,-100,-66,-76,-78,-71,-100,-100,-54,-78,-100,-76,-76,-100,-41,-76,-78,-77,-100,-76,-100,-54,-100,-77,-100,-77,-80,-100,-54,-100
1662468652,1.0610085,20.3350849,-74,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-74,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-35,-77,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-100,-55,-100
1662468653,1.0622826,20.3343334,-77,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-77,-100,-100,-77,-100,-100,-100,-100,-78,-100,-100,-100,-100,-78,-100,-100,-100,-76,-100,-100,-100,-100,-79,-77,-75,-78,-100,-100,-50,-100,-100,-100,-100,-100,-35,-100,-100,-100,-75,-100,-100,-51,-100,-100,-100,-100,-100,-100,-51,-100
1662468654,1.0673046,20.3369141,-78,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-79,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-77,-100,-100,-100,-100,-79,-100,-100,-100,-78,-100,-100,-100,-100,-74,-77,-77,-78,-100,-100,-47,-100,-100,-100,-100,-100,-35,-100,-100,-100,-77,-100,-100,-48,-100,-100,-100,-100,-100,-100,-47,-100
1662468655,1.0604382,20.3330421,-75,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-75,-100,-100,-100,-78,-100,-100,-69,-100,-100,-100,-100,-76,-100,-100,-100,-100,-73,-100,-100,-100,-100,-76,-100,-100,-100,-74,-100,-100,-100,-100,-100,-55,-76,-100,-100,-100,-100,-35,-77,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-100,-56,-100
1662468656,1.0661087,20.3305779,-74,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-75,-100,-75,-100,-100,-100,-78,-100,-100,-66,-78,-100,-100,-100,-77,-100,-100,-100,-100,-76,-100,-100,-100,-69,-100,-100,-100,-100,-75,-68,-76,-69,-100,-100,-54,-76,-100,-100,-100,-100,-35,-100,-100,-100,-78,-100,-100,-54,-100,-100,-100,-100,-100,-100,-52,-100
1662468657,1.0528927,20.3314304,-73,-59,-77,-75,-77,-64,-100,-100,-76,-75,-100,-76,-80,-79,-76,-77,-100,-75,-77,-100,-68,-70,-66,-71,-87,-49,-100,-66,-100,-100,-66,-77,-72,-82,-78,-73,-100,-100,-80,-78,-65,-77,-77,-78,-100,-72,-77,-72,-60,-68,-100,-100,-64,-100,-71,-64,-71,-48,-100,-78,-76,-41,-72,-100,-100,-100,-76,-100,-58,-100,-100,-48,-100,-100,-69,-59,-78
1662468658,1.0589027,20.3337288,-73,-62,-100,-100,-100,-100,-100,-100,-100,-75,-100,-77,-78,-100,-77,-76,-100,-100,-100,-100,-100,-73,-100,-70,-87,-100,-100,-66,-100,-100,-65,-78,-100,-100,-100,-72,-100,-100,-100,-78,-71,-77,-78,-78,-100,-69,-77,-74,-100,-74,-100,-100,-73,-100,-100,-63,-72,-100,-100,-78,-76,-41,-72,-100,-100,-100,-76,-100,-62,-100,-100,-100,-100,-100,-77,-64,-78
1662468659,1.0765991,20.3359928,-72,-54,-100,-100,-75,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-77,-77,-100,-77,-100,-100,-100,-100,-71,-100,-100,-100,-100,-72,-100,-77,-100,-75,-73,-100,-100,-100,-73,-76,-78,-71,-100,-100,-54,-78,-100,-100,-100,-100,-35,-76,-78,-77,-100,-76,-100,-53,-100,-77,-100,-100,-80,-100,-53,-100
1662468660,1.2346401,20.3291931,-77,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-79,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-75,-100,-100,-69,-100,-100,-100,-100,-75,-100,-100,-100,-100,-76,-100,-100,-100,-78,-100,-100,-100,-100,-68,-79,-78,-74,-100,-100,-52,-100,-100,-100,-100,-100,-35,-100,-100,-100,-78,-100,-100,-52,-100,-100,-100,-100,-100,-100,-53,-100
1662468661,1.4032669,20.3226795,-75,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-77,-100,-100,-77,-100,-100,-100,-100,-75,-100,-100,-100,-100,-72,-100,-77,-100,-75,-73,-100,-100,-100,-73,-76,-78,-71,-100,-100,-54,-78,-100,-100,-100,-100,-35,-76,-100,-77,-100,-76,-100,-52,-100,-100,-100,-100,-100,-100,-53,-100
1662468662,1.6627502,20.3519363,-77,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-77,-100,-100,-77,-100,-100,-100,-100,-78,-100,-100,-100,-100,-78,-100,-100,-100,-76,-100,-100,-100,-100,-79,-77,-75,-78,-100,-100,-49,-100,-100,-100,-100,-100,-35,-100,-100,-100,-77,-100,-100,-49,-100,-100,-100,-100,-100,-100,-49,-100
1662468663,1.8973598,20.3919353,-68,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-75,-100,-100,-100,-67,-100,-100,-66,-78,-100,-100,-100,-67,-100,-100,-100,-100,-67,-100,-100,-100,-76,-76,-100,-100,-100,-67,-76,-78,-67,-100,-100,-57,-76,-100,-100,-100,-100,-35,-77,-100,-100,-76,-100,-100,-57,-100,-100,-100,-100,-100,-100,-56,-100
1662468664,2.0919342,20.4080715,-100,-77,-74,-100,-80,-100,-76,-100,-100,-76,-100,-100,-79,-100,-79,-78,-100,-77,-77,-100,-100,-100,-100,-64,-100,-100,-100,-73,-100,-100,-72,-100,-100,-100,-75,-100,-100,-100,-100,-68,-68,-78,-100,-70,-74,-66,-78,-64,-100,-100,-76,-76,-69,-100,-100,-70,-64,-100,-100,-77,-71,-100,-67,-81,-100,-75,-100,-100,-71,-78,-100,-100,-100,-100,-48,-75,-73
1662468665,2.3183937,20.4336281,-74,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-77,-100,-100,-77,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-74,-100,-100,-100,-100,-100,-57,-100,-100,-100,-100,-100,-35,-77,-100,-100,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-57,-100
1662468666,2.5300636,20.4204788,-100,-64,-70,-100,-76,-100,-100,-74,-100,-77,-100,-100,-77,-100,-100,-100,-100,-66,-69,-100,-100,-100,-100,-68,-100,-100,-100,-58,-79,-100,-60,-100,-100,-100,-70,-100,-100,-100,-100,-76,-59,-77,-100,-76,-77,-69,-78,-75,-100,-100,-77,-72,-60,-100,-100,-65,-69,-100,-78,-76,-77,-100,-68,-77,-78,-75,-100,-100,-65,-100,-75,-100,-78,-100,-48,-64,-72
1662468667,2.7507362,20.4220181,-63,-65,-100,-100,-78,-100,-100,-74,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-68,-100,-100,-100,-72,-79,-100,-71,-100,-100,-100,-100,-65,-100,-100,-100,-67,-75,-76,-100,-66,-77,-69,-78,-75,-100,-66,-100,-100,-72,-100,-100,-64,-63,-100,-100,-80,-69,-100,-70,-74,-78,-100,-100,-100,-63,-100,-75,-100,-78,-100,-48,-64,-68
1662468668,2.971138,20.4284058,-62,-64,-100,-100,-78,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-68,-100,-100,-100,-59,-79,-100,-57,-100,-100,-100,-100,-63,-100,-100,-100,-67,-59,-76,-100,-66,-77,-66,-78,-76,-100,-64,-100,-100,-59,-100,-100,-63,-63,-100,-100,-80,-66,-100,-64,-74,-78,-100,-100,-100,-62,-100,-75,-100,-78,-100,-48,-65,-66
1662468669,3.1375561,20.4188175,-69,-53,-100,-100,-76,-100,-79,-77,-100,-100,-100,-100,-78,-100,-75,-100,-100,-100,-100,-100,-100,-69,-100,-75,-100,-100,-100,-69,-75,-100,-66,-73,-100,-100,-100,-67,-80,-100,-100,-100,-65,-100,-78,-76,-100,-77,-100,-74,-100,-70,-100,-100,-67,-100,-100,-52,-75,-100,-75,-76,-77,-41,-78,-78,-80,-100,-100,-100,-52,-100,-78,-100,-77,-100,-100,-52,-78
1662468670,3.1562042,20.4190426,-75,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-75,-100,-100,-100,-78,-100,-100,-69,-100,-100,-100,-100,-76,-100,-100,-100,-100,-78,-100,-100,-100,-76,-76,-100,-100,-100,-74,-76,-78,-100,-100,-100,-51,-76,-100,-100,-100,-100,-35,-77,-100,-100,-76,-100,-100,-51,-100,-100,-100,-100,-100,-100,-52,-100
1662468673,3.1748676,20.420063,-72,-58,-77,-75,-77,-64,-100,-77,-76,-75,-100,-77,-78,-79,-78,-100,-81,-75,-77,-100,-68,-67,-66,-69,-87,-49,-100,-65,-100,-100,-66,-76,-72,-82,-78,-75,-100,-100,-80,-78,-64,-75,-76,-76,-100,-69,-77,-72,-60,-65,-100,-100,-64,-100,-71,-64,-71,-48,-100,-77,-78,-41,-70,-77,-100,-100,-100,-100,-58,-100,-100,-48,-100,-100,-69,-59,-75
1662468674,3.1776257,20.4227161,-68,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-77,-100,-100,-76,-100,-100,-100,-100,-67,-100,-100,-100,-100,-78,-100,-100,-100,-77,-100,-100,-100,-100,-68,-75,-76,-79,-100,-100,-47,-100,-100,-100,-100,-100,-35,-100,-100,-100,-76,-100,-100,-47,-100,-100,-100,-100,-100,-100,-46,-100
1662468675,3.1734352,20.419405,-69,-58,-100,-100,-75,-100,-79,-77,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-67,-77,-100,-67,-100,-100,-100,-100,-73,-80,-100,-100,-100,-74,-100,-77,-100,-100,-100,-100,-100,-100,-73,-100,-100,-67,-100,-100,-58,-78,-100,-76,-76,-100,-41,-76,-78,-77,-100,-100,-100,-58,-100,-77,-100,-77,-80,-100,-57,-100
1662468676,3.1757221,20.4232254,-74,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-68,-100,-75,-100,-100,-100,-76,-100,-100,-75,-78,-100,-100,-100,-77,-100,-100,-100,-100,-76,-100,-100,-100,-69,-100,-100,-100,-100,-75,-76,-78,-76,-100,-100,-55,-76,-100,-100,-100,-100,-35,-100,-100,-100,-77,-100,-100,-55,-100,-100,-100,-100,-100,-100,-53,-100
1662468677,3.1640148,20.4171562,-100,-67,-70,-100,-100,-100,-76,-100,-100,-74,-100,-100,-77,-100,-80,-100,-100,-66,-69,-100,-100,-100,-100,-65,-100,-100,-100,-67,-100,-100,-68,-79,-100,-100,-70,-100,-100,-100,-100,-68,-75,-75,-100,-69,-70,-65,-81,-68,-100,-100,-77,-72,-68,-100,-100,-67,-65,-100,-100,-79,-69,-100,-64,-100,-100,-75,-100,-100,-67,-78,-100,-100,-100,-100,-48,-64,-69
1662468678,3.172308,20.4205952,-75,-62,-77,-75,-77,-64,-100,-77,-76,-78,-100,-74,-75,-79,-78,-100,-81,-75,-77,-100,-68,-70,-66,-70,-87,-49,-100,-65,-100,-100,-65,-76,-72,-82,-78,-75,-100,-100,-80,-68,-64,-77,-76,-76,-100,-62,-72,-71,-60,-70,-100,-100,-65,-100,-71,-65,-70,-48,-100,-77,-75,-41,-71,-77,-100,-100,-100,-100,-62,-100,-100,-48,-100,-100,-62,-62,-75
1662468679,3.1697998,20.4185429,-73,-62,-77,-75,-77,-64,-100,-100,-76,-75,-100,-75,-80,-79,-76,-76,-100,-75,-77,-100,-68,-72,-66,-71,-87,-49,-100,-72,-100,-100,-74,-77,-72,-82,-78,-73,-100,-100,-80,-78,-70,-77,-76,-78,-100,-72,-77,-74,-60,-71,-100,-100,-74,-100,-71,-65,-70,-48,-100,-78,-76,-41,-71,-100,-100,-100,-76,-100,-61,-100,-100,-48,-100,-100,-69,-62,-78
1662468680,3.1713123,20.4183445,-75,-60,-77,-75,-77,-64,-100,-77,-76,-75,-100,-76,-80,-79,-78,-100,-81,-75,-77,-100,-68,-71,-66,-73,-87,-49,-100,-64,-100,-100,-64,-76,-72,-82,-78,-75,-100,-100,-80,-80,-66,-77,-77,-77,-100,-69,-77,-71,-60,-71,-100,-100,-65,-100,-71,-65,-74,-48,-100,-78,-75,-41,-72,-77,-100,-100,-77,-100,-61,-100,-100,-48,-100,-100,-70,-60,-78
1662468681,3.1711903,20.4184837,-74,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-74,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-35,-77,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-100,-53,-100
1662468682,3.1729012,20.4223652,-72,-54,-100,-100,-75,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-74,-77,-100,-76,-100,-100,-100,-100,-71,-100,-100,-100,-100,-72,-100,-77,-100,-75,-76,-100,-100,-100,-73,-76,-78,-71,-100,-100,-54,-78,-100,-76,-76,-100,-35,-76,-78,-77,-100,-76,-100,-54,-100,-77,-100,-77,-80,-100,-53,-100
1662468683,3.1725616,20.4170971,-75,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-79,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-75,-100,-100,-69,-100,-100,-100,-100,-78,-100,-100,-100,-100,-76,-100,-100,-100,-66,-100,-100,-100,-100,-76,-66,-68,-74,-100,-100,-53,-100,-100,-100,-100,-100,-35,-100,-100,-100,-69,-100,-100,-53,-100,-100,-100,-100,-100,-100,-53,-100
