timestamp,x,z,30:87:D9:71:54:**,30:87:D9:F1:76:**,30:87:D9:B1:82:**,78:D2:94:7F:EB:**,30:87:D9:71:F0:**,30:87:D9:71:61:**,00:24:6C:26:87:**,30:87:D9:F1:F0:**,30:87:D9:B1:55:**,30:87:D9:B1:81:**,30:87:D9:B1:77:**,30:87:D9:F1:7F:**,30:87:D9:31:7E:**,30:87:D9:F1:55:**,30:87:D9:71:7E:**,30:87:D9:F1:7E:**,30:87:D9:71:59:**,30:87:D9:31:82:**,30:87:D9:71:82:**,30:87:D9:31:55:**,30:87:D9:B1:5C:**,30:87:D9:B1:54:**,30:87:D9:71:5C:**,30:87:D9:F2:06:**,08:36:C9:8E:F4:**,30:87:D9:B1:7C:**,30:87:D9:F1:59:**,30:87:D9:B1:97:**,30:87:D9:F1:95:**,30:87:D9:F1:99:**,30:87:D9:F1:97:**,30:87:D9:B1:7E:**,30:87:D9:71:58:**,30:87:D9:71:77:**,30:87:D9:F1:82:**,30:87:D9:31:54:**,00:24:6C:2D:17:**,30:87:D9:F1:77:**,30:87:D9:71:55:**,30:87:D9:F2:38:**,30:87:D9:31:97:**,30:87:D9:71:81:**,30:87:D9:B1:7F:**,30:87:D9:B2:38:**,30:87:D9:B1:89:**,30:87:D9:B2:06:**,30:87:D9:31:81:**,00:24:6C:2D:1A:**,30:87:D9:71:72:**,30:87:D9:F1:54:**,30:87:D9:31:89:**,30:87:D9:71:89:**,30:87:D9:71:97:**,30:87:D9:F1:7C:**,30:87:D9:71:9A:**,30:87:D9:71:76:**,30:87:D9:32:06:**,30:87:D9:71:7C:**,30:87:D9:71:95:**,30:87:D9:F1:81:**,30:87:D9:72:38:**,30:87:D9:71:99:**,30:87:D9:72:06:**,30:87:D9:31:F0:**,30:87:D9:31:95:**,30:87:D9:F1:89:**,30:87:D9:31:7F:**,30:87:D9:B1:99:**,30:87:D9:B1:76:**,34:97:F6:6B:EB:**,30:87:D9:B1:F0:**,30:87:D9:31:7C:**,30:87:D9:B1:95:**,30:87:D9:B1:59:**,30:87:D9:71:7F:**,30:87:D9:31:76:**,30:87:D9:32:38:**
1662468684,3.1694908,20.4197159,-67,-52,-100,-100,-76,-100,-79,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-75,-100,-100,-100,-66,-75,-100,-65,-100,-100,-100,-100,-66,-80,-100,-100,-100,-67,-100,-100,-76,-100,-77,-100,-100,-100,-73,-100,-100,-67,-100,-100,-53,-78,-100,-76,-76,-77,-41,-76,-78,-76,-100,-100,-100,-53,-100,-78,-100,-77,-80,-100,-54,-78
1662468685,3.1681728,20.4181499,-74,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-77,-100,-100,-77,-100,-100,-100,-100,-76,-100,-100,-100,-100,-72,-100,-100,-100,-75,-73,-100,-100,-100,-75,-76,-78,-71,-100,-100,-53,-100,-100,-100,-100,-100,-35,-78,-100,-100,-100,-76,-100,-53,-100,-100,-100,-100,-100,-100,-54,-100
1662468686,3.167387,20.418642,-100,-65,-70,-100,-77,-100,-76,-100,-100,-77,-100,-100,-77,-100,-80,-100,-100,-66,-69,-100,-100,-100,-100,-66,-100,-100,-100,-58,-80,-100,-58,-79,-100,-100,-70,-100,-100,-100,-100,-76,-58,-75,-100,-78,-70,-67,-78,-72,-100,-100,-77,-72,-58,-100,-100,-64,-67,-100,-78,-76,-73,-100,-66,-77,-79,-75,-100,-100,-65,-78,-77,-100,-79,-100,-48,-65,-73
1662468687,3.1659851,20.4173794,-71,-60,-100,-100,-100,-100,-100,-100,-100,-75,-100,-77,-77,-100,-77,-76,-100,-100,-100,-100,-100,-71,-100,-71,-100,-100,-100,-66,-100,-100,-65,-76,-100,-100,-100,-69,-100,-100,-100,-78,-66,-77,-75,-78,-100,-69,-77,-74,-100,-72,-100,-100,-66,-100,-100,-59,-73,-100,-100,-78,-76,-41,-72,-100,-100,-100,-76,-100,-59,-100,-100,-100,-100,-100,-75,-60,-78
1662468688,3.1711617,20.4190922,-78,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-79,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-77,-100,-100,-100,-100,-79,-100,-100,-100,-75,-100,-100,-100,-100,-74,-76,-76,-77,-100,-100,-48,-100,-100,-100,-100,-100,-35,-100,-100,-100,-77,-100,-100,-47,-100,-100,-100,-100,-100,-100,-48,-100
1662468689,3.1721001,20.4187851,-73,-58,-100,-100,-78,-100,-100,-77,-100,-100,-100,-77,-78,-100,-75,-77,-100,-100,-100,-100,-100,-73,-100,-75,-100,-100,-100,-65,-100,-100,-75,-73,-100,-100,-100,-73,-80,-100,-100,-100,-77,-100,-78,-76,-100,-77,-100,-71,-100,-73,-100,-100,-76,-100,-100,-57,-75,-100,-100,-100,-77,-41,-78,-78,-79,-100,-100,-100,-57,-100,-78,-100,-100,-100,-75,-57,-78
1662468690,3.1670265,20.4153576,-74,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-68,-100,-75,-100,-100,-100,-75,-100,-100,-77,-78,-100,-100,-100,-77,-100,-100,-100,-100,-76,-100,-100,-100,-69,-100,-100,-100,-100,-75,-76,-78,-74,-100,-100,-51,-76,-100,-100,-100,-100,-35,-100,-100,-100,-77,-100,-100,-51,-100,-100,-100,-100,-100,-100,-51,-100
1662468691,3.1707897,20.4210453,-100,-72,-79,-100,-100,-100,-76,-100,-100,-76,-100,-100,-100,-100,-100,-78,-100,-77,-77,-100,-100,-100,-100,-65,-100,-100,-100,-71,-100,-100,-72,-79,-100,-100,-79,-100,-100,-100,-100,-73,-73,-78,-100,-73,-74,-65,-82,-63,-100,-100,-76,-76,-74,-100,-100,-72,-66,-100,-100,-77,-72,-100,-65,-100,-100,-76,-100,-100,-72,-80,-100,-100,-100,-100,-48,-71,-68
1662468692,3.1712208,20.4202766,-77,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-77,-100,-100,-77,-100,-100,-100,-100,-78,-100,-100,-100,-100,-78,-100,-100,-100,-68,-100,-100,-100,-100,-79,-77,-75,-78,-100,-100,-45,-100,-100,-100,-100,-100,-35,-100,-100,-100,-68,-100,-100,-45,-100,-100,-100,-100,-100,-100,-45,-100
1662468693,3.1634693,20.4165783,-100,-63,-70,-100,-77,-100,-76,-100,-100,-77,-100,-100,-77,-100,-80,-100,-100,-66,-69,-100,-100,-100,-100,-64,-100,-100,-100,-58,-80,-100,-59,-79,-100,-100,-70,-100,-100,-100,-100,-76,-58,-75,-100,-78,-70,-66,-78,-72,-100,-100,-77,-72,-58,-100,-100,-63,-66,-100,-78,-76,-73,-100,-64,-77,-79,-75,-100,-100,-64,-78,-77,-100,-79,-100,-48,-65,-69
1662468694,3.1691475,20.4161606,-75,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-77,-100,-100,-77,-100,-100,-100,-100,-73,-100,-100,-100,-100,-72,-100,-77,-100,-75,-73,-100,-100,-100,-74,-76,-78,-71,-100,-100,-53,-78,-100,-100,-100,-100,-35,-76,-100,-77,-100,-76,-100,-53,-100,-100,-100,-100,-100,-100,-53,-100
1662468695,3.1674004,20.4133396,-75,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-75,-100,-100,-100,-78,-100,-100,-69,-100,-100,-100,-100,-76,-100,-100,-100,-100,-78,-100,-100,-100,-78,-76,-100,-100,-100,-75,-100,-100,-100,-100,-100,-54,-76,-100,-100,-100,-100,-35,-77,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-100,-54,-100
1662468696,3.1725731,20.4158096,-75,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-79,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-75,-100,-100,-69,-100,-100,-100,-100,-78,-100,-100,-100,-100,-76,-100,-100,-100,-77,-100,-100,-100,-100,-76,-77,-76,-74,-100,-100,-49,-100,-100,-100,-100,-100,-35,-100,-100,-100,-77,-100,-100,-49,-100,-100,-100,-100,-100,-100,-50,-100
1662468697,3.1677666,20.4154949,-100,-72,-74,-100,-80,-100,-100,-100,-100,-79,-100,-100,-79,-100,-79,-78,-100,-73,-74,-100,-100,-100,-100,-59,-100,-100,-100,-75,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-70,-74,-76,-100,-70,-74,-59,-75,-78,-100,-100,-76,-76,-75,-100,-100,-70,-60,-100,-100,-100,-67,-100,-59,-81,-100,-75,-100,-100,-71,-78,-100,-100,-100,-100,-48,-73,-66
1662468698,3.1742458,20.4175606,-72,-57,-100,-100,-75,-100,-79,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-74,-77,-100,-76,-100,-100,-100,-100,-68,-80,-100,-100,-100,-72,-100,-77,-100,-75,-100,-100,-100,-100,-71,-76,-78,-71,-100,-100,-56,-78,-100,-76,-76,-100,-41,-76,-78,-77,-100,-76,-100,-57,-100,-77,-100,-77,-80,-100,-58,-100
1662468699,3.1659565,20.4176445,-70,-52,-100,-100,-78,-100,-100,-79,-100,-100,-100,-77,-78,-100,-75,-77,-100,-100,-100,-100,-100,-71,-100,-75,-100,-100,-100,-67,-100,-100,-66,-73,-100,-100,-100,-69,-80,-100,-100,-78,-69,-100,-78,-76,-100,-74,-100,-71,-100,-70,-100,-100,-66,-100,-100,-53,-75,-100,-100,-100,-77,-41,-75,-74,-100,-100,-76,-100,-53,-100,-78,-100,-100,-100,-75,-52,-78
1662468700,3.173502,20.416048,-100,-65,-70,-100,-100,-100,-76,-100,-100,-77,-100,-100,-77,-100,-80,-100,-100,-66,-69,-100,-100,-100,-100,-66,-100,-100,-100,-58,-80,-100,-58,-79,-100,-100,-70,-100,-100,-100,-100,-74,-58,-75,-100,-69,-70,-66,-76,-68,-100,-100,-77,-72,-58,-100,-100,-63,-68,-100,-78,-79,-73,-100,-66,-100,-79,-75,-100,-100,-64,-78,-100,-100,-79,-100,-48,-63,-73
1662468701,3.1703262,20.4157257,-78,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-77,-100,-100,-76,-100,-100,-100,-100,-78,-100,-100,-100,-100,-78,-100,-100,-100,-77,-100,-100,-100,-100,-69,-75,-76,-79,-100,-100,-50,-100,-100,-100,-100,-100,-35,-100,-100,-100,-78,-100,-100,-50,-100,-100,-100,-100,-100,-100,-50,-100
1662468702,3.1716042,20.4154987,-68,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-75,-100,-100,-100,-67,-100,-100,-66,-78,-100,-100,-100,-67,-100,-100,-100,-100,-67,-100,-100,-100,-76,-76,-100,-100,-100,-67,-76,-78,-67,-100,-100,-52,-76,-100,-100,-100,-100,-35,-77,-100,-100,-76,-100,-100,-51,-100,-100,-100,-100,-100,-100,-52,-100
1662468703,3.173933,20.4159431,-69,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-77,-100,-100,-76,-100,-100,-100,-100,-68,-100,-100,-100,-100,-78,-100,-100,-100,-76,-100,-100,-100,-100,-67,-70,-68,-78,-100,-100,-46,-100,-100,-100,-100,-100,-35,-100,-100,-100,-76,-100,-100,-47,-100,-100,-100,-100,-100,-100,-46,-100
1662468704,3.1744289,20.4164505,-69,-66,-100,-100,-76,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-70,-100,-68,-100,-100,-100,-70,-100,-100,-70,-100,-100,-100,-100,-70,-100,-100,-100,-68,-72,-77,-100,-66,-77,-68,-76,-77,-100,-69,-100,-100,-70,-100,-100,-67,-67,-100,-100,-77,-67,-100,-64,-80,-100,-100,-100,-100,-68,-100,-100,-100,-78,-100,-48,-67,-67
1662468705,3.171484,20.4146481,-75,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-79,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-75,-100,-100,-69,-100,-100,-100,-100,-78,-100,-100,-100,-100,-76,-100,-100,-100,-66,-100,-100,-100,-100,-76,-66,-68,-74,-100,-100,-55,-100,-100,-100,-100,-100,-35,-100,-100,-100,-69,-100,-100,-55,-100,-100,-100,-100,-100,-100,-53,-100
1662468706,3.1734104,20.4183655,-100,-73,-78,-100,-80,-100,-100,-100,-100,-79,-100,-100,-79,-100,-79,-78,-100,-77,-77,-100,-100,-100,-100,-56,-100,-100,-100,-77,-100,-100,-76,-100,-100,-100,-73,-100,-100,-100,-100,-65,-74,-79,-100,-75,-76,-57,-81,-75,-100,-100,-76,-75,-78,-100,-100,-72,-57,-100,-100,-100,-66,-100,-57,-81,-100,-74,-100,-100,-74,-78,-78,-100,-100,-100,-48,-73,-62
1662468707,3.1859207,20.4184265,-69,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-75,-100,-100,-77,-78,-100,-100,-100,-67,-100,-100,-100,-100,-76,-100,-100,-100,-69,-100,-100,-100,-100,-75,-76,-78,-74,-100,-100,-53,-100,-100,-100,-100,-100,-35,-100,-100,-100,-77,-100,-100,-52,-100,-100,-100,-100,-100,-100,-54,-100
1662468708,3.3025322,20.4000473,-66,-66,-100,-100,-76,-100,-100,-77,-100,-76,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-69,-100,-68,-100,-100,-100,-73,-100,-100,-72,-100,-100,-100,-100,-66,-100,-100,-100,-68,-61,-77,-100,-66,-100,-71,-72,-77,-100,-68,-100,-100,-62,-100,-100,-66,-75,-100,-100,-77,-67,-100,-76,-77,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-48,-65,-67
1662468709,3.5147228,20.4046669,-74,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-77,-100,-100,-77,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-74,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-35,-77,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-53,-100
1662468710,3.7388363,20.4101257,-100,-73,-78,-100,-80,-100,-100,-100,-100,-79,-100,-100,-79,-100,-79,-78,-100,-77,-77,-100,-100,-100,-100,-59,-100,-100,-100,-67,-100,-100,-76,-100,-100,-100,-73,-100,-100,-100,-100,-65,-69,-79,-100,-76,-76,-59,-81,-75,-100,-100,-76,-75,-78,-100,-100,-75,-59,-100,-100,-100,-75,-100,-59,-81,-100,-74,-100,-100,-74,-78,-78,-100,-100,-100,-48,-76,-76
1662468711,3.9806347,20.405201,-75,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-75,-100,-100,-100,-67,-100,-100,-67,-78,-100,-100,-100,-68,-100,-100,-100,-100,-67,-100,-100,-100,-69,-76,-100,-100,-100,-75,-68,-67,-68,-100,-100,-53,-76,-100,-100,-100,-100,-35,-77,-100,-100,-67,-100,-100,-52,-100,-100,-100,-100,-100,-100,-52,-100
1662468712,4.2540417,20.4157467,-64,-65,-100,-100,-76,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-64,-100,-100,-100,-58,-79,-100,-59,-100,-100,-100,-100,-64,-100,-100,-100,-67,-59,-77,-100,-66,-77,-64,-78,-77,-100,-64,-100,-100,-58,-100,-100,-63,-65,-100,-100,-78,-66,-100,-64,-77,-100,-100,-100,-100,-64,-100,-75,-100,-78,-100,-48,-64,-66
1662468713,4.540411,20.4169769,-67,-65,-100,-100,-76,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-63,-100,-100,-100,-75,-79,-100,-59,-100,-100,-100,-100,-65,-100,-100,-100,-66,-58,-77,-100,-67,-77,-65,-78,-77,-100,-66,-100,-100,-74,-100,-100,-65,-65,-100,-100,-78,-65,-100,-64,-77,-100,-100,-100,-100,-64,-100,-75,-100,-78,-100,-48,-66,-66
1662468714,4.7954063,20.4347458,-77,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-77,-100,-100,-77,-100,-100,-100,-100,-78,-100,-100,-100,-100,-78,-100,-100,-100,-68,-100,-100,-100,-100,-79,-77,-75,-78,-100,-100,-47,-100,-100,-100,-100,-100,-35,-100,-100,-100,-68,-100,-100,-48,-100,-100,-100,-100,-100,-100,-48,-100
1662468715,5.0400143,20.4526215,-100,-71,-79,-100,-100,-100,-76,-100,-100,-79,-100,-100,-100,-100,-80,-78,-100,-77,-77,-100,-100,-100,-100,-68,-100,-100,-100,-66,-100,-100,-67,-79,-100,-100,-76,-100,-100,-100,-100,-68,-66,-80,-100,-68,-74,-68,-81,-63,-100,-100,-76,-76,-67,-100,-100,-72,-69,-100,-100,-78,-67,-100,-68,-100,-100,-76,-100,-100,-71,-78,-100,-100,-100,-100,-48,-70,-66
1662468716,5.2106876,20.4586411,-66,-52,-100,-100,-75,-100,-79,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-67,-77,-100,-66,-100,-100,-100,-100,-69,-80,-100,-100,-100,-65,-100,-100,-100,-100,-77,-100,-100,-100,-68,-100,-100,-67,-100,-100,-52,-75,-100,-76,-76,-100,-41,-76,-78,-76,-100,-100,-100,-52,-100,-77,-100,-77,-80,-100,-52,-100
1662468717,5.2215176,20.4596939,-74,-58,-100,-100,-78,-100,-79,-77,-100,-100,-100,-77,-78,-100,-75,-77,-100,-100,-100,-100,-100,-73,-100,-75,-100,-100,-100,-74,-75,-100,-75,-73,-100,-100,-100,-72,-80,-100,-100,-100,-66,-100,-78,-76,-100,-77,-100,-71,-100,-73,-100,-100,-75,-100,-100,-57,-75,-100,-100,-100,-77,-41,-78,-78,-80,-100,-100,-100,-58,-100,-78,-100,-100,-100,-100,-58,-78
1662468718,5.2193069,20.4600716,-73,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-79,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-77,-100,-100,-76,-100,-100,-100,-100,-73,-100,-100,-100,-100,-75,-100,-100,-100,-70,-100,-100,-100,-100,-72,-75,-75,-78,-100,-100,-49,-100,-100,-100,-100,-100,-35,-100,-100,-100,-74,-100,-100,-48,-100,-100,-100,-100,-100,-100,-48,-100
1662468719,5.2183132,20.458952,-74,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-79,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-77,-100,-100,-76,-100,-100,-100,-100,-73,-100,-100,-100,-100,-75,-100,-100,-100,-74,-100,-100,-100,-100,-71,-74,-76,-78,-100,-100,-48,-100,-100,-100,-100,-100,-35,-100,-100,-100,-75,-100,-100,-49,-100,-100,-100,-100,-100,-100,-48,-100
1662468720,5.2223511,20.4607849,-72,-61,-77,-75,-77,-64,-100,-77,-76,-75,-100,-77,-80,-79,-76,-79,-100,-75,-77,-100,-68,-71,-66,-70,-87,-49,-100,-66,-100,-100,-73,-77,-72,-82,-78,-73,-100,-100,-80,-78,-72,-77,-77,-78,-100,-72,-77,-70,-60,-69,-100,-100,-73,-100,-71,-65,-71,-48,-100,-78,-76,-41,-71,-77,-100,-100,-76,-100,-61,-100,-100,-48,-100,-100,-69,-47,-78
1662468721,5.2209949,20.4608955,-100,-66,-100,-100,-76,-100,-100,-74,-100,-77,-100,-100,-77,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-69,-100,-100,-100,-75,-79,-100,-77,-100,-100,-100,-70,-100,-100,-100,-100,-78,-58,-77,-100,-75,-77,-68,-78,-75,-100,-100,-77,-72,-75,-100,-100,-65,-68,-100,-78,-76,-77,-100,-70,-77,-78,-75,-100,-100,-66,-100,-75,-100,-78,-100,-48,-66,-72
1662468722,5.2220364,20.4616203,-65,-53,-100,-100,-75,-100,-100,-77,-100,-100,-100,-77,-78,-100,-75,-77,-100,-100,-100,-100,-100,-65,-100,-75,-100,-100,-100,-66,-100,-100,-65,-73,-100,-100,-100,-67,-100,-100,-100,-78,-68,-100,-78,-76,-100,-74,-100,-71,-100,-66,-100,-100,-68,-100,-100,-53,-75,-100,-100,-100,-77,-41,-75,-74,-100,-100,-76,-100,-53,-100,-73,-100,-100,-100,-75,-52,-78
1662468723,5.2201023,20.4591446,-72,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-77,-100,-100,-77,-100,-100,-100,-100,-71,-100,-100,-100,-100,-72,-100,-77,-100,-75,-73,-100,-100,-100,-73,-76,-78,-71,-100,-100,-53,-78,-100,-100,-100,-100,-35,-76,-100,-77,-100,-76,-100,-54,-100,-100,-100,-100,-100,-100,-54,-100
1662468724,5.2199001,20.4608154,-100,-66,-70,-100,-77,-100,-100,-74,-100,-77,-100,-100,-77,-100,-80,-100,-100,-66,-69,-100,-100,-100,-100,-67,-100,-100,-100,-58,-80,-100,-59,-100,-100,-100,-70,-100,-100,-100,-100,-68,-60,-77,-100,-76,-70,-65,-78,-76,-100,-100,-77,-72,-59,-100,-100,-68,-67,-100,-78,-76,-68,-100,-66,-78,-78,-75,-100,-100,-66,-78,-77,-100,-79,-100,-48,-65,-68
1662468725,5.2215557,20.4618359,-100,-72,-74,-100,-80,-100,-100,-100,-100,-79,-100,-100,-79,-100,-79,-78,-100,-75,-77,-100,-100,-100,-100,-56,-100,-100,-100,-74,-100,-100,-75,-100,-100,-100,-75,-100,-100,-100,-100,-68,-73,-76,-100,-70,-74,-56,-78,-71,-100,-100,-76,-76,-73,-100,-100,-70,-57,-100,-100,-100,-72,-100,-57,-81,-100,-75,-100,-100,-71,-78,-100,-100,-100,-100,-48,-75,-69
1662468726,5.2207108,20.4593296,-100,-71,-79,-100,-100,-100,-76,-100,-100,-79,-100,-100,-100,-100,-80,-100,-100,-77,-77,-100,-100,-100,-100,-64,-100,-100,-100,-74,-100,-100,-72,-79,-100,-100,-76,-100,-100,-100,-100,-71,-73,-80,-100,-70,-74,-64,-81,-66,-100,-100,-76,-76,-74,-100,-100,-70,-65,-100,-100,-78,-72,-100,-64,-100,-100,-76,-100,-100,-70,-78,-100,-100,-100,-100,-48,-70,-68
1662468727,5.221117,20.4603672,-76,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-75,-100,-100,-77,-78,-100,-100,-100,-74,-100,-100,-100,-100,-76,-100,-100,-100,-79,-100,-100,-100,-100,-68,-76,-78,-74,-100,-100,-51,-100,-100,-100,-100,-100,-35,-100,-100,-100,-77,-100,-100,-50,-100,-100,-100,-100,-100,-100,-50,-100
1662468728,5.2216892,20.4604263,-76,-57,-100,-100,-100,-64,-100,-100,-100,-75,-100,-77,-78,-100,-77,-76,-100,-100,-100,-100,-100,-73,-100,-70,-87,-49,-100,-66,-100,-100,-65,-78,-100,-100,-100,-74,-100,-100,-85,-78,-64,-77,-78,-78,-100,-72,-77,-73,-60,-67,-100,-100,-65,-100,-71,-67,-72,-48,-100,-78,-76,-41,-72,-100,-100,-100,-76,-100,-56,-100,-100,-48,-100,-100,-69,-58,-78
1662468729,5.2240295,20.4614792,-74,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-77,-100,-100,-77,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-74,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-35,-78,-100,-100,-100,-100,-100,-53,-100,-100,-100,-100,-100,-100,-53,-100
1662468730,5.219677,20.4602375,-74,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-79,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-77,-100,-100,-76,-100,-100,-100,-100,-73,-100,-100,-100,-100,-75,-100,-100,-100,-68,-100,-100,-100,-100,-71,-66,-68,-78,-100,-100,-47,-100,-100,-100,-100,-100,-35,-100,-100,-100,-68,-100,-100,-46,-100,-100,-100,-100,-100,-100,-47,-100
1662468731,5.2260513,20.4616547,-100,-65,-70,-100,-100,-100,-76,-100,-100,-74,-100,-100,-100,-100,-80,-100,-100,-66,-69,-100,-100,-100,-100,-64,-100,-100,-100,-72,-100,-100,-66,-79,-100,-100,-70,-100,-100,-100,-100,-66,-72,-75,-100,-70,-70,-64,-81,-69,-100,-100,-71,-72,-66,-100,-100,-67,-64,-100,-100,-80,-66,-100,-64,-100,-100,-73,-100,-100,-65,-78,-100,-100,-100,-100,-48,-66,-68
1662468732,5.2184086,20.4594383,-72,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-77,-100,-100,-76,-100,-100,-100,-100,-76,-100,-100,-100,-100,-78,-100,-100,-100,-76,-100,-100,-100,-100,-77,-77,-73,-78,-100,-100,-50,-100,-100,-100,-100,-100,-35,-100,-100,-100,-76,-100,-100,-50,-100,-100,-100,-100,-100,-100,-49,-100
1662468733,5.2223701,20.459013,-100,-65,-79,-100,-100,-100,-76,-100,-100,-79,-100,-100,-100,-100,-80,-100,-100,-77,-77,-100,-100,-100,-100,-62,-100,-100,-100,-74,-100,-100,-68,-79,-100,-100,-76,-100,-100,-100,-100,-71,-66,-80,-100,-70,-74,-63,-81,-66,-100,-100,-76,-76,-66,-100,-100,-70,-62,-100,-100,-78,-72,-100,-61,-100,-100,-76,-100,-100,-63,-78,-100,-100,-100,-100,-48,-70,-68
1662468734,5.2213535,20.4604034,-100,-73,-74,-100,-100,-100,-76,-100,-100,-76,-100,-100,-100,-100,-79,-78,-100,-77,-77,-100,-100,-100,-100,-62,-100,-100,-100,-73,-100,-100,-72,-79,-100,-100,-75,-100,-100,-100,-100,-70,-68,-78,-100,-73,-75,-63,-78,-63,-100,-100,-76,-76,-66,-100,-100,-74,-63,-100,-100,-77,-68,-100,-66,-100,-100,-77,-100,-100,-74,-78,-100,-100,-100,-100,-48,-73,-68
1662468735,5.2238941,20.4619827,-74,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-75,-100,-75,-100,-100,-100,-77,-100,-100,-78,-78,-100,-100,-100,-77,-100,-100,-100,-100,-76,-100,-100,-100,-69,-100,-100,-100,-100,-75,-77,-76,-69,-100,-100,-52,-76,-100,-100,-100,-100,-35,-100,-100,-100,-78,-100,-100,-52,-100,-100,-100,-100,-100,-100,-53,-100
