timestamp,3087D97197A8,3087D9316B48,3087D9315A88,3087D9B189C8,3087D9B17F28,3087D9315E88,3087D9B15C08,3087D9318248,3087D9720648,3087D97195E8,3087D9319A68,3087D9B17C4C,3087D97189CC,3087D972388C,3087D9717DC8,3087D9715E88,3087D9B19A68,3087D931D728,784476F094A8,3087D9317D08,3087D9715C0C,3087D9317768,3087D93153CC,3087D9B16B48,E8377AA53A64,3087D93197A8,001132535E07,3087D9717CEC,3087D9715A88,3087D97176AC,3087D93195E8,3087D971724C,3087D9317C4C,3087D97158AC,3087D9B159A8,3087D931724C,3087D9717F6C,3087D9B176A8,3087D93189C8,3087D97159C8,D66A6A4744A7,3087D972064C,3087D9B195E8,3087D971D728,3087D9B15128,3087D9B1D728,3087D97182AC,3087D9B155C8,3087D93159C8,3087D9319C0C,3087D9B197A8,3087D97153CC,3087D9B1614C,001132844802,3087D93155C8,3087D9715588,3087D9315588,3087D9717C4C,3087D971992C,3087D9317DC8,3087D9317FC8,3087D97155C8,3087D9316148,3087D9320648,C0A0BBCF658C,3087D97159A8,3087D931614C,3087D9719C0C,3087D931824C,3087D93159A8,3087D9719A68,3087D971614C,38D5471E6C00,3087D9B15A88,3087D9B17768,3497F66BEBA0,00246C2D1701,3087D9717D08,3087D9B17FC8,3087D9B16148,3087D9B17DC8,3087D9B15588,1C3A6002B2FC,3087D93176AC,3087D9B15E88,3087D9B1724C,3087D9717768,3087D9721E68,3087D9716B48,3087D93152CC,3087D9319908,3087D9719908,3087D9717D0C,3087D971548C,3087D9717E6C,3087D97152CC,3087D9B19908,3087D9323888,3087D9317F28
1660221629.692241,0,-72,-67,0,0,-62,0,0,0,-75,-55,0,-51,0,-79,-64,-55,0,0,0,0,-72,0,-73,-65,0,0,0,-68,0,-67,0,0,0,0,0,0,0,0,0,-68,0,-76,0,0,0,0,-77,0,0,0,0,0,0,-78,0,0,0,0,-80,0,-79,0,0,-65,0,0,0,0,0,-55,0,0,-68,-72,0,0,0,0,0,-80,0,0,0,-62,0,-70,0,-74,0,-81,-81,0,0,0,0,-79,0,0
1660221630.692288,0,-63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-76,0,0,0,-77,0,-59,0,0,-77,0,0,0,0,0,0,0,0,0,0,0,0,0,-78,0,-43,-75,0,-75,0,0,0,0,0,0,0,-66,-70,0,0,0,-79,0,0,0,0,0,0,0,0,0,0,0,0,0,-67,0,-76,0,0,0,0,0,0,-78,-84,0,-78,0,0,0,-63,-63,0,0,0,0,0,-63,0,0,0
1660221631.692383,0,0,0,0,0,0,0,0,0,-79,0,0,0,0,0,0,0,0,0,-60,-70,-58,0,0,0,0,0,0,0,0,-77,-75,0,0,0,0,0,0,0,0,0,0,-79,0,0,0,0,-61,0,0,0,0,-48,0,-60,0,0,-69,0,0,0,0,0,0,0,0,-48,0,0,0,0,-59,0,0,-58,0,0,0,0,0,0,0,0,0,0,0,-58,-72,0,0,0,0,-78,0,0,0,0,0,0
1660221632.692101,0,0,-82,0,0,-80,0,0,0,-79,-51,0,0,0,0,-80,-51,0,0,0,0,-70,0,0,0,0,0,0,-80,0,-84,0,0,0,-67,0,0,0,0,0,0,0,-79,0,0,0,0,0,0,0,0,0,0,0,0,0,-77,0,0,0,0,-79,0,0,0,-64,0,0,0,-68,0,0,0,-80,-77,-68,0,0,0,0,0,-78,0,0,0,0,-74,0,0,0,-56,-56,0,0,0,0,-56,0,0
1660221633.691661,0,0,-78,0,0,-80,0,0,0,-79,-57,0,0,0,0,0,-58,0,0,0,0,0,0,0,0,0,0,0,-80,0,-84,0,0,0,-78,0,0,0,0,0,0,0,-79,0,0,0,0,0,0,0,0,0,0,0,0,-80,-77,0,0,0,0,0,0,0,0,-78,0,0,0,-79,0,0,0,-80,-77,-68,0,0,0,0,0,-79,0,0,0,0,-74,0,0,0,-47,-46,0,0,0,0,-47,0,0
1660221634.691728,0,0,-80,0,0,0,0,0,0,-66,-81,0,0,0,0,0,-80,0,0,0,0,-43,0,0,0,0,0,0,-82,-77,-69,0,0,0,-81,0,0,0,0,0,0,0,-67,0,0,0,0,0,0,0,0,0,0,0,-51,0,0,0,0,0,0,0,-55,0,0,0,0,0,0,0,0,0,0,-80,-45,0,-80,0,0,-55,-80,-60,0,0,0,0,-46,0,0,0,-75,0,0,0,-79,0,-75,0,-79
1660221635.692243,0,-51,0,0,0,0,0,0,0,0,0,0,-51,0,-74,0,-54,-72,0,0,0,0,0,-51,-59,0,0,-79,0,0,-71,0,0,0,0,0,-82,0,0,0,-68,0,-70,-71,0,-71,-54,-67,0,0,0,0,0,-57,-65,0,0,0,0,-77,0,0,0,0,0,0,0,0,0,0,0,0,-81,0,-77,0,0,0,0,0,-76,0,0,0,0,0,0,0,-51,0,0,0,0,0,0,-68,0,0,0
1660221636.691862,0,0,0,0,0,0,0,0,0,-80,0,0,0,0,0,0,0,0,0,0,0,-69,0,0,0,0,0,0,0,0,-79,0,0,0,0,0,0,0,0,0,0,0,-80,0,0,0,0,-71,0,0,0,0,0,0,-72,0,0,-61,0,0,0,-72,0,0,0,0,0,0,0,0,0,0,0,0,-68,0,0,0,0,0,0,0,0,0,0,0,-68,0,0,0,-60,-59,0,0,0,0,-59,0,0
1660221637.691906,0,-72,0,0,0,0,0,0,0,-36,0,0,0,0,0,0,0,0,0,0,0,-54,0,-75,-80,0,0,0,0,0,-36,0,0,0,0,0,0,0,0,0,0,0,-36,0,0,0,0,-51,0,0,0,0,0,0,-52,0,0,0,-38,0,0,-49,0,0,0,0,0,0,0,0,0,0,0,0,-63,0,0,0,0,0,0,0,0,0,0,0,-63,0,-72,0,0,0,0,0,0,0,0,0,0
1660221638.691747,0,-69,0,0,0,0,0,0,0,-37,0,0,0,0,0,0,0,-78,0,0,0,-64,0,-69,-80,0,0,0,0,0,-37,0,0,0,0,0,0,0,0,0,0,0,-37,0,0,0,0,-59,0,0,0,0,0,0,-58,0,0,0,-38,0,0,-59,0,0,0,0,0,0,0,0,0,0,0,0,-62,0,0,0,0,0,0,0,0,0,0,0,-65,0,-69,0,0,0,0,0,0,0,0,0,0
1660221639.691709,0,-70,0,0,0,0,0,0,0,0,0,0,-82,0,0,0,0,-76,0,0,0,-75,-78,-70,-80,0,0,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-47,-77,0,-77,-55,-70,0,0,0,-78,0,-67,-72,0,0,0,-68,0,0,0,0,0,0,0,0,0,0,0,0,0,-78,0,-80,0,0,0,0,0,0,0,-87,0,0,0,0,0,-70,-67,0,0,0,0,0,-67,0,0,0
1660221640.692397,0,0,-81,0,0,0,0,0,0,-68,-81,0,0,0,0,0,-80,0,0,0,0,-42,0,0,0,0,0,0,-81,0,-68,0,0,0,0,0,0,0,0,-81,0,0,-66,0,-78,0,0,-44,0,0,0,0,0,0,-44,0,0,0,0,0,-79,-43,0,0,0,0,0,0,0,-80,-78,0,0,-81,-42,0,0,0,-79,0,0,0,0,0,0,0,-41,0,0,0,-76,0,0,0,0,0,-76,0,0
1660221641.691835,0,0,-76,0,0,0,0,0,0,0,-61,0,0,0,0,0,-59,0,0,0,0,0,0,0,0,0,0,0,-76,0,0,0,0,0,-75,0,0,0,0,0,0,0,0,0,0,0,0,-75,0,0,0,0,0,0,-77,0,0,0,0,0,0,-77,0,0,0,-75,0,0,0,-76,0,0,0,-77,-78,-69,0,0,0,0,0,0,0,0,0,0,-78,0,0,0,-45,-46,0,0,0,0,-45,0,0
1660221644.894775,0,0,0,0,0,0,0,0,0,0,-71,0,0,0,0,0,-72,0,0,0,0,-75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65,0,0,0,0,0,0,-65,0,0,-49,0,0,0,-67,0,0,0,0,0,0,0,0,-71,0,0,0,-74,0,0,0,0,0,0,0,0,0,0,0,-64,0,0,0,-51,-51,0,0,0,0,-51,0,-76
1660221645.396798,0,-60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-68,0,0,0,-77,0,-59,0,0,-77,0,0,0,0,0,0,0,0,0,0,0,0,0,-78,0,-44,-68,0,-68,0,0,0,0,0,0,0,-66,-73,0,0,0,-79,0,0,0,0,0,0,0,0,0,0,0,0,0,-67,0,-76,0,0,0,0,0,0,-78,-84,0,-78,0,0,0,-60,-63,0,0,0,0,0,-63,0,0,0
1660221646.396467,0,-65,0,0,0,0,0,0,0,0,0,0,-82,0,0,-77,0,-74,0,0,0,-77,-78,-65,-69,0,0,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-44,-74,0,-73,-55,-66,0,0,0,-78,0,-63,-76,0,0,0,-68,0,0,0,0,0,0,0,0,0,0,0,0,0,-78,0,-80,0,0,0,0,0,0,0,-87,0,0,0,0,0,-65,-67,0,0,0,0,0,-67,0,0,0
1660221647.396828,0,0,-64,-56,0,0,0,0,0,0,0,0,0,-57,-78,0,-35,0,0,0,0,-69,0,-78,-80,0,0,0,0,0,0,-75,0,0,-67,0,-59,0,-56,0,-79,-82,-82,0,0,0,-82,-80,0,0,0,0,-89,0,-79,0,0,-76,0,-80,0,0,0,0,-81,-66,-89,0,0,-67,0,-88,0,-63,-77,-81,0,0,0,0,0,0,0,0,0,0,-76,0,-78,-84,0,0,0,0,0,-84,0,0,0
1660221648.396785,0,-82,0,0,0,0,0,0,0,-47,0,0,0,0,0,0,0,0,0,0,0,-60,0,0,-80,0,0,0,0,0,-47,0,0,0,0,0,0,0,0,0,0,0,-46,0,0,0,0,-45,0,0,0,0,0,0,-41,0,0,0,-38,0,0,-44,0,0,0,0,0,0,0,0,0,0,0,0,-58,0,0,0,0,0,0,0,0,0,0,0,-60,0,-83,0,0,0,0,0,0,0,0,0,0
1660221649.396613,0,0,0,0,0,0,0,0,0,-82,-75,0,0,0,0,0,-77,0,0,0,0,-75,0,0,0,0,0,0,0,0,-82,0,0,0,0,0,0,0,0,0,0,0,-81,0,0,0,0,-78,0,0,0,0,0,0,-68,0,0,-44,0,0,0,-67,0,0,0,0,0,0,0,0,-76,0,0,0,-80,0,0,0,0,0,0,0,0,0,0,0,-79,0,0,0,-49,-50,0,0,0,0,-49,0,-80
1660221650.396716,0,-76,0,0,0,0,0,0,0,-42,0,0,0,0,0,0,0,0,0,0,0,-56,0,-79,0,0,0,0,0,0,-40,0,0,0,0,0,0,0,0,-78,0,0,-43,0,0,0,0,0,-78,0,0,0,0,-82,-44,0,0,0,0,0,0,-44,0,0,0,0,0,0,0,0,0,0,0,0,-57,0,0,0,0,0,0,-78,0,0,0,0,-56,0,0,0,-82,0,0,0,0,0,0,0,0
1660221651.397433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71,-70,0,0,0,0,0,0,0,-55,-80,-72,0,-89,0,0,0,0,0,0,0,0,-81,0,0,0,0,-69,0,0,0,0,0,0,-63,0,0,-73,0,0,0,0,-55,0,0,0,0,0,0,0,0,0,0,0,-69,0,0,0,0,-54,0,0,0,-55,0,0,0,0,0,0,-59,0,-78,0,-80,0,-59,0,0
1660221652.397415,0,-62,0,0,0,0,0,0,0,0,0,0,-82,0,0,0,0,-75,0,0,0,-68,-78,-64,-81,0,0,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-31,0,0,-69,-55,-63,0,0,0,-78,0,-78,-63,0,0,0,-68,0,0,0,0,0,0,0,0,0,0,0,0,0,-82,0,-70,0,0,0,0,0,0,0,-87,0,0,0,0,0,-64,-67,0,0,0,0,0,-67,0,0,0
1660221653.396675,0,-64,0,0,0,0,0,0,0,0,-83,0,0,0,0,-77,-80,-66,0,0,0,-81,-78,-67,-65,0,0,0,0,0,-55,0,0,0,0,0,0,0,0,0,-68,0,-53,-66,0,-59,0,-70,0,0,0,-78,0,-63,-76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-78,0,-78,0,-80,0,0,0,0,0,0,0,-87,0,-75,0,-77,0,-64,0,0,0,0,0,0,0,0,0,0
1660221654.396435,0,-80,0,0,0,0,0,0,0,-53,0,0,0,0,0,0,0,0,0,0,0,-56,0,0,-80,0,0,0,0,0,-53,0,0,0,0,0,0,0,0,0,0,0,-52,0,0,0,0,-56,0,0,0,0,0,0,-55,0,0,0,-38,0,0,-57,0,0,0,0,0,0,0,0,0,0,0,0,-65,0,0,0,0,0,0,0,0,0,0,0,-65,0,-81,0,0,0,0,0,0,0,0,0,0
1660221655.396663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71,-60,0,0,0,0,0,0,0,-55,-80,-72,0,-89,0,0,0,0,0,0,0,0,-81,0,0,0,0,-61,0,0,0,0,0,0,-60,0,0,-73,0,0,0,0,-55,0,0,0,0,0,0,0,0,0,0,0,-60,0,0,0,0,-54,0,0,0,-55,0,0,0,0,0,0,-63,0,-78,0,-80,0,-63,0,0
1660221656.397695,0,0,-77,0,0,0,0,0,0,-53,-80,0,0,0,0,0,-74,0,0,0,0,-57,0,0,0,0,0,0,0,0,-53,0,0,0,0,0,0,0,0,-78,0,0,-53,0,0,0,0,0,-78,0,0,0,0,0,-53,0,0,0,0,0,0,-54,0,0,0,0,0,0,0,0,-79,0,0,0,-57,0,0,0,0,0,0,-75,0,0,0,0,-57,0,0,0,-77,0,0,0,0,0,-79,0,0
1660221657.396666,0,-60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-77,0,0,0,-77,0,-66,0,0,-77,0,0,0,0,0,0,0,0,0,0,0,0,0,-78,0,-45,-78,0,-77,0,0,0,0,0,0,0,-66,-70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-67,0,-76,0,0,0,0,0,0,-78,-84,0,0,0,0,0,-67,-63,-82,0,0,0,0,-63,0,0,0
1660221658.396581,0,-67,0,0,0,0,0,0,0,0,0,0,-51,0,-80,0,-60,-74,0,0,0,0,0,-63,-59,0,0,-79,0,0,-66,0,0,0,0,0,-82,0,0,0,-70,0,-67,-74,0,-75,-54,-70,0,0,0,0,0,0,-64,0,0,0,0,-80,0,0,0,0,-73,0,0,0,0,0,0,0,-81,0,-77,0,0,0,0,0,-81,0,0,0,0,0,0,0,-66,0,-81,-81,0,0,0,-68,-79,0,0
1660221659.397002,0,-81,-79,0,0,-79,0,0,0,0,-51,0,0,0,0,-78,-51,0,0,0,0,-77,0,0,0,0,0,0,-64,0,0,0,0,0,-66,0,0,0,0,0,0,0,0,0,0,0,0,-79,0,0,0,0,0,0,-79,0,0,0,0,0,0,-81,0,0,0,-66,0,0,0,-66,0,0,0,-76,-76,-74,0,0,0,0,0,0,0,0,-75,0,-75,0,-79,0,-67,-66,0,0,0,0,-68,0,0
1660221660.396898,0,-55,0,0,0,-65,0,0,0,0,-60,0,0,0,0,-68,-61,-59,0,0,0,-79,0,-54,-62,0,0,0,0,0,-56,0,0,0,0,0,0,0,0,0,-67,0,-56,-60,0,-59,0,-78,0,0,0,0,0,-57,-76,0,0,0,0,0,0,-69,0,0,0,0,0,0,0,0,-61,0,-79,0,-78,0,0,0,0,0,0,0,0,0,-73,0,-80,0,-55,0,0,0,0,0,0,0,0,0,0
1660221661.396964,-69,0,0,0,-79,0,-73,0,-71,0,-71,0,0,0,0,0,-72,0,0,-76,0,-76,0,0,0,-71,0,0,0,0,0,-57,0,-75,-79,-57,0,-61,0,0,0,0,0,0,0,0,0,0,-80,0,-69,0,-65,0,0,0,0,-49,0,0,0,0,0,-71,0,-78,-65,0,0,0,0,-64,0,0,-72,0,0,-77,0,0,0,0,0,0,0,-57,0,-78,0,0,-50,0,0,-76,0,0,-49,0,-76
1660221662.396966,0,0,-72,0,0,0,0,0,0,-76,-80,0,0,0,0,-78,0,0,0,0,0,-44,0,0,0,0,0,0,-78,0,-75,0,0,0,0,0,0,0,0,0,0,0,-75,0,-81,0,0,-42,0,0,0,0,0,0,-41,0,0,0,0,0,0,-42,0,0,0,0,0,0,0,0,-80,0,0,-79,-41,0,0,0,0,0,0,0,0,0,-79,0,-41,0,0,0,-80,0,0,0,0,0,-80,0,0
1660221663.396726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71,-76,0,0,0,0,0,0,0,-55,-79,-72,0,-89,0,0,0,0,0,0,0,0,-80,0,0,0,0,-72,0,0,0,0,0,0,-72,0,0,-73,0,0,0,0,-55,0,0,0,0,0,0,0,0,0,0,0,-71,0,0,0,0,-54,0,0,0,-55,0,0,0,0,0,0,-61,0,-78,0,-80,0,-61,0,0
1660221664.397162,0,0,-77,0,0,0,0,0,0,-69,-80,0,0,0,0,0,-80,0,0,0,0,-45,0,0,0,0,0,0,-77,0,-66,0,0,0,0,0,0,0,0,-80,0,0,-70,0,0,0,0,0,-79,0,0,0,0,0,-35,0,0,0,0,0,0,-34,0,0,0,0,0,0,0,0,-79,0,0,-77,-45,0,0,0,-78,0,0,-71,0,0,0,0,-44,0,0,0,-77,0,0,0,0,0,-79,0,0
1660221665.396864,0,-65,0,0,0,0,0,0,0,0,0,0,-82,0,0,0,0,-76,0,0,0,-75,-78,-75,-80,0,0,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-55,-75,0,-75,-55,-71,0,0,0,-78,0,-67,-64,0,0,0,-68,0,0,0,0,0,0,0,0,0,0,0,0,0,-78,0,-80,0,0,0,0,0,0,0,-87,0,0,0,0,0,-65,-67,0,0,0,0,0,-67,0,0,0
1660221666.397087,0,0,-79,0,0,0,0,0,0,0,-52,0,0,0,0,0,-52,0,0,0,0,-76,0,0,0,0,0,0,-75,0,0,0,0,0,-68,0,0,0,0,0,0,0,0,0,0,0,0,-79,0,0,0,0,0,0,-81,0,0,0,0,0,0,-81,0,0,0,-65,0,0,0,-66,0,0,0,-77,-76,-73,0,0,0,0,0,0,0,0,0,0,-77,0,0,0,-52,-52,0,0,0,0,-53,0,0
1660221667.396826,0,0,-79,0,0,0,0,0,0,-58,-79,0,0,0,0,0,0,0,0,0,0,-49,0,0,-81,0,0,0,-79,0,-59,0,0,0,0,0,0,0,0,0,0,0,-58,0,0,0,0,-41,0,0,0,0,0,0,-41,0,0,0,0,0,0,-41,0,0,0,0,0,0,0,0,-75,0,0,-83,-49,0,0,0,0,0,0,0,0,0,0,0,-49,0,0,0,-80,0,0,0,0,0,-81,0,0
1660221668.396751,0,-59,0,0,0,-56,0,0,0,0,0,0,-55,0,0,0,-54,-77,-82,0,0,0,0,-58,-66,0,0,0,0,0,-64,0,0,0,0,0,-74,0,0,0,-66,0,-64,-77,0,-77,-55,-67,0,0,0,0,0,-65,-68,0,0,-80,0,0,0,0,0,0,-78,0,0,0,-52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-57,-62,0,0,0,0,0,-62,0,0,0
1660221669.396559,0,-71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-76,0,0,0,-75,-84,-72,0,0,0,-46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-34,-74,0,-75,-53,-64,0,0,0,-82,0,0,-65,0,0,0,-75,0,0,0,0,0,0,0,0,0,0,0,0,0,-79,0,-73,0,0,0,0,0,0,0,0,0,0,0,0,0,-71,-64,0,0,0,0,0,-64,0,0,0
1660221670.397103,0,-72,-74,0,0,-56,0,0,0,-75,-47,0,-51,0,-70,-57,-47,-74,0,0,0,-75,0,-73,-65,0,0,0,-71,0,-67,0,0,0,0,0,0,0,0,0,-65,0,-76,-74,0,-75,0,-68,0,0,0,0,0,0,-70,0,0,0,0,-80,0,-68,0,0,-69,0,0,0,0,0,-47,0,0,-72,-76,0,0,0,0,0,-75,0,0,0,-56,0,-76,0,-74,0,-81,-81,0,0,0,0,-79,0,0
1660221671.396662,0,0,-79,0,0,0,0,0,0,-53,-79,0,0,0,0,0,0,0,0,0,0,-49,0,0,-81,0,0,0,-79,0,-53,0,0,0,0,0,0,0,0,0,0,0,-54,0,0,0,0,-39,0,0,0,0,0,0,-38,0,0,0,0,0,0,-39,0,0,0,0,0,0,0,0,-75,0,0,-83,-51,0,0,0,0,0,0,0,0,0,0,0,-50,0,0,0,-80,0,0,0,0,0,-81,0,0
