timestamp,3087D97197A8,3087D9316B48,3087D9315A88,3087D9B189C8,3087D9B17F28,3087D9315E88,3087D9B15C08,3087D9318248,3087D9720648,3087D97195E8,3087D9319A68,3087D9B17C4C,3087D97189CC,3087D972388C,3087D9717DC8,3087D9715E88,3087D9B19A68,3087D931D728,784476F094A8,3087D9317D08,3087D9715C0C,3087D9317768,3087D93153CC,3087D9B16B48,E8377AA53A64,3087D93197A8,001132535E07,3087D9717CEC,3087D9715A88,3087D97176AC,3087D93195E8,3087D971724C,3087D9317C4C,3087D97158AC,3087D9B159A8,3087D931724C,3087D9717F6C,3087D9B176A8,3087D93189C8,3087D97159C8,D66A6A4744A7,3087D972064C,3087D9B195E8,3087D971D728,3087D9B15128,3087D9B1D728,3087D97182AC,3087D9B155C8,3087D93159C8,3087D9319C0C,3087D9B197A8,3087D97153CC,3087D9B1614C,001132844802,3087D93155C8,3087D9715588,3087D9315588,3087D9717C4C,3087D971992C,3087D9317DC8,3087D9317FC8,3087D97155C8,3087D9316148,3087D9320648,C0A0BBCF658C,3087D97159A8,3087D931614C,3087D9719C0C,3087D931824C,3087D93159A8,3087D9719A68,3087D971614C,38D5471E6C00,3087D9B15A88,3087D9B17768,3497F66BEBA0,00246C2D1701,3087D9717D08,3087D9B17FC8,3087D9B16148,3087D9B17DC8,3087D9B15588,1C3A6002B2FC,3087D93176AC,3087D9B15E88,3087D9B1724C,3087D9717768,3087D9721E68,3087D9716B48,3087D93152CC,3087D9319908,3087D9719908,3087D9717D0C,3087D971548C,3087D9717E6C,3087D97152CC,3087D9B19908,3087D9323888,3087D9317F28
1660221823.501754,0,-64,0,0,0,0,0,0,0,0,0,0,-82,0,0,0,0,-67,0,0,0,-75,-78,-65,-80,0,0,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-47,-77,0,-77,-55,-70,0,0,0,-78,0,-67,-72,0,0,0,-68,0,0,0,0,0,0,0,0,0,0,0,0,0,-78,0,-80,0,0,0,0,0,0,0,-87,0,0,0,0,0,-64,-67,0,0,0,0,0,-67,0,0,0
1660221824.501628,0,0,-78,0,0,0,0,0,0,0,-64,0,0,0,0,0,-61,0,0,0,0,0,0,0,0,0,0,0,-78,0,0,0,0,0,-75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82,0,0,0,0,0,0,-80,0,0,0,-75,0,0,0,-73,0,0,0,0,-74,-82,0,0,0,0,0,0,0,0,0,0,-76,0,0,0,-40,-40,0,0,0,0,-41,0,0
1660221825.501415,0,0,-78,0,0,0,0,0,0,-60,-81,0,0,0,0,0,-80,0,0,0,0,-34,0,0,0,0,0,0,-78,0,-62,0,0,0,-81,0,0,0,0,0,0,0,-61,0,0,0,0,0,0,0,0,0,0,0,-57,0,0,0,0,0,0,-56,0,0,0,0,0,0,0,0,-81,0,0,-80,-35,0,-80,0,-79,0,0,-44,0,0,0,0,-34,0,0,0,-81,0,0,0,0,0,-78,0,0
1660221826.502199,0,-54,0,0,0,-68,0,0,0,0,-83,0,0,0,0,-69,-80,-64,0,0,0,-81,0,-55,-60,0,0,0,0,0,-52,0,0,0,0,0,0,0,0,0,-68,0,-51,-64,0,-65,0,-70,0,0,0,0,0,-66,-76,0,0,0,0,0,0,-67,0,0,0,0,0,0,0,0,-78,0,-78,0,-80,0,0,0,0,0,0,0,0,0,-75,0,-77,0,-54,0,0,0,0,0,0,0,0,0,0
1660221827.501706,0,0,0,0,0,0,0,0,0,-80,0,-68,0,0,0,0,0,0,0,0,0,-62,0,0,0,0,0,0,0,-60,-80,-82,-68,0,0,0,0,0,0,0,0,0,-79,0,0,0,0,0,0,0,0,0,-51,0,-64,0,0,-77,0,0,0,0,0,0,0,0,-51,0,-90,0,0,-56,0,0,-62,0,0,0,0,0,0,-79,0,-59,0,0,0,-71,0,0,0,0,-77,0,-79,0,0,0,0
1660221828.502023,-68,0,-78,0,-76,0,-68,0,0,0,-77,0,0,0,0,0,-76,0,0,-73,0,0,0,0,0,-66,0,0,-78,0,0,0,0,-69,-76,-56,0,-59,0,0,0,-85,-79,0,0,0,-88,0,0,0,0,0,0,0,0,0,0,-43,0,0,0,0,0,0,0,-75,0,0,0,-77,0,-58,0,0,0,-86,0,0,0,0,0,-75,0,0,0,0,0,0,0,0,-29,0,0,-77,0,0,-29,0,-76
1660221829.502275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71,-64,0,0,0,0,0,0,0,-55,-79,-72,0,-89,0,0,0,0,0,0,0,0,-80,0,0,0,0,-60,0,0,0,0,0,0,-61,0,0,-73,0,0,0,0,-55,0,0,0,0,0,0,0,0,0,0,0,-65,0,0,0,0,-54,0,0,0,-55,0,0,0,0,0,0,-52,0,-78,0,-80,0,-51,0,0
1660221830.501796,0,-69,-66,-33,0,-62,0,0,0,0,0,0,0,-79,0,0,0,-77,0,0,0,-78,0,-72,-64,0,0,-83,0,0,0,0,0,0,0,0,0,0,-33,0,-73,0,-74,-79,0,-72,-68,-72,0,0,0,0,0,0,-73,0,0,0,0,0,0,0,0,0,-74,0,0,0,0,0,0,0,0,0,-75,0,0,0,0,0,0,0,0,0,0,0,-79,0,-69,-80,0,0,0,0,0,-79,0,0,0
1660221831.501754,0,0,-77,0,0,0,0,0,0,0,-81,0,0,0,0,0,-82,0,0,0,0,-48,0,0,0,0,0,0,-75,-77,0,0,0,0,0,0,0,0,0,0,0,0,-65,0,0,0,0,0,0,0,0,0,0,0,-57,0,0,0,0,0,0,0,-55,0,0,0,0,0,0,0,0,0,0,-75,-48,0,0,0,0,-55,0,-71,0,-72,0,0,0,0,0,0,0,0,-85,0,-79,0,0,0,-79
1660221832.501698,0,-79,0,0,0,0,0,0,0,-41,0,0,0,0,0,0,0,0,0,0,0,-56,0,-68,-80,0,0,0,0,0,-41,0,0,0,0,0,0,0,0,0,0,0,-41,0,0,0,0,-43,0,0,0,0,0,0,-41,0,0,0,-38,0,0,-43,0,0,0,0,0,0,0,0,0,0,0,0,-56,0,0,0,0,0,0,0,0,0,0,0,-55,0,-68,0,0,0,0,0,0,0,0,0,0
1660221833.501524,0,0,-72,0,0,0,0,0,0,-67,-80,0,0,0,0,0,-78,0,0,0,0,-40,0,0,0,0,0,0,-78,0,-67,0,0,0,0,0,0,0,0,0,0,0,-69,0,0,0,0,-52,0,0,0,0,0,0,-54,0,0,0,0,0,0,-54,0,0,0,0,0,0,0,0,-80,0,0,-80,-41,0,0,0,0,0,-80,0,0,0,0,0,-40,0,0,0,-80,0,0,0,0,0,-80,0,0
1660221834.501571,-69,0,-79,0,-79,0,-73,0,-71,0,-71,0,0,0,0,0,-72,0,0,-76,0,-76,0,0,0,-71,0,0,-76,0,0,-57,0,-75,-79,-57,0,-61,0,0,0,0,0,0,0,0,0,0,0,0,-69,0,-65,0,0,0,0,-49,0,0,0,0,0,-71,0,-78,-65,0,0,-69,0,-64,0,0,-72,-77,0,-77,0,0,0,0,0,0,0,-57,0,-78,0,0,-30,0,0,-76,0,0,-30,0,-76
1660221835.501789,0,-81,-79,0,0,-79,0,0,0,0,-52,0,0,0,0,-78,-51,0,0,0,0,-77,0,0,0,0,0,0,-75,0,0,0,0,0,-74,0,0,0,0,0,0,0,0,0,0,0,0,-79,0,0,0,0,0,0,-79,0,0,0,0,0,0,-81,0,0,0,-67,0,0,0,-66,0,0,0,-77,-76,-74,0,0,0,0,0,0,0,0,0,0,-75,0,-79,0,-53,-54,0,0,0,0,-53,0,0
1660221836.501620,0,0,-82,0,-73,0,0,0,0,-80,-76,0,0,0,0,0,-76,0,0,-71,0,-77,0,0,0,0,0,0,-77,-55,-81,-59,0,-73,-72,0,0,0,0,0,0,-83,-82,0,0,0,0,-78,0,-90,-67,0,0,0,0,0,0,-44,0,0,-81,0,0,0,0,-73,0,-91,0,-72,0,-67,0,0,-73,-79,0,-70,0,0,0,0,0,0,0,0,0,0,0,0,-27,0,0,-81,0,0,-27,0,0
1660221837.501805,0,0,-76,0,0,0,0,0,0,-67,-79,0,0,0,0,0,-78,0,0,0,0,-34,0,0,0,0,0,0,-78,0,-66,0,0,0,0,0,0,0,0,0,0,0,-66,0,0,0,0,-46,0,0,0,0,0,0,-45,0,0,0,0,0,0,-46,0,0,0,0,0,0,0,-80,-78,0,0,-73,-33,0,0,0,0,0,0,0,0,0,0,0,-33,0,0,0,-82,0,0,0,0,0,-76,0,-80
1660221838.502365,0,0,0,0,-73,0,0,0,0,-82,-75,0,0,0,0,0,-77,0,0,0,0,-77,0,0,0,0,0,0,0,0,-82,0,0,0,0,0,0,0,0,0,0,0,-81,0,0,0,0,-78,0,0,0,0,0,0,0,-77,0,-44,0,0,0,0,0,0,0,0,0,0,0,0,-76,0,0,0,-77,0,0,0,0,0,0,0,0,0,0,0,-79,0,0,0,-44,-45,0,0,0,0,-45,0,-80
1660221839.501746,-69,0,0,0,-79,0,-73,0,-71,0,-71,0,0,0,0,0,-72,0,0,-76,0,-76,0,0,0,-71,0,0,0,0,0,-57,0,-75,-79,-57,0,-61,0,0,0,0,0,0,0,0,0,0,-80,0,-69,0,-65,0,0,0,0,-49,0,0,0,0,0,-71,0,-78,-65,0,0,0,0,-64,0,0,-72,0,0,-77,0,0,0,0,0,0,0,-57,0,-78,0,0,-45,0,0,-76,0,0,-45,0,-76
1660221840.501628,0,-78,0,0,0,0,0,0,0,-55,-79,0,0,0,0,0,-77,0,0,0,0,-56,0,-78,0,0,0,0,-82,0,-55,0,0,0,0,0,0,0,0,0,0,0,-55,0,0,0,0,-48,-67,0,0,0,0,0,-48,0,0,0,0,0,0,-47,0,0,0,0,0,0,0,0,-77,0,0,-81,-57,0,0,0,0,0,0,0,0,0,0,0,-58,0,-79,0,-79,0,0,0,0,0,-80,0,0
1660221841.501932,0,-69,-67,0,0,-69,0,0,0,-78,-44,0,-46,0,0,-70,-44,0,0,0,0,-75,0,-77,-78,0,0,0,-68,0,-75,0,0,0,-80,0,0,0,0,0,-80,0,-81,0,0,0,0,-78,0,0,0,0,0,0,-77,0,0,0,0,0,0,-78,0,0,-69,0,0,0,0,0,-44,0,0,-69,-75,0,-79,0,0,0,0,0,0,0,-69,0,-74,0,-76,0,-76,-74,0,0,0,0,-72,0,0
1660221842.501541,0,-77,-74,0,0,-60,0,0,0,0,0,0,-56,0,0,-60,-62,-69,-72,0,0,-78,0,-68,-64,0,0,0,-76,0,-67,0,0,0,0,0,-79,0,0,0,-67,0,-72,-69,0,-78,-51,-62,0,0,0,0,0,0,-79,0,0,0,0,0,0,-72,0,0,-61,0,0,0,0,0,0,0,0,-76,-77,0,0,0,0,0,0,0,0,0,-60,0,-76,0,-73,-69,0,0,0,0,0,-70,0,0,0
1660221843.501999,0,0,-79,0,0,0,0,0,0,0,-54,0,0,0,0,0,-58,0,0,0,0,-76,0,0,0,0,0,0,-75,0,0,0,0,0,-68,0,0,0,0,0,0,0,0,0,0,0,0,-79,0,0,0,0,0,0,-81,0,0,0,0,0,0,-81,0,0,0,-65,0,0,0,-66,0,0,0,-77,-76,-73,0,0,0,0,0,0,0,0,0,0,-77,0,0,0,-44,-44,0,0,0,0,-43,0,0
1660221844.501702,0,-75,0,0,0,0,0,0,0,-36,0,0,0,0,0,0,0,0,0,0,0,-59,0,-73,0,0,0,0,0,0,-36,0,0,0,0,0,0,0,0,0,0,0,-37,0,0,0,0,-51,-67,0,0,0,0,-75,-52,0,0,0,-51,0,0,-53,0,0,0,0,0,0,0,0,0,0,0,0,-57,0,0,0,0,0,0,0,0,0,0,0,-58,0,-73,0,0,0,0,0,0,0,0,0,0
1660221845.501830,0,0,-78,0,0,0,0,0,0,-69,-79,0,0,0,0,0,-77,0,0,0,0,-40,0,0,0,0,0,0,-78,0,-70,0,0,0,0,0,0,0,0,0,0,0,-69,0,0,0,0,-55,0,0,0,0,0,0,-57,0,0,0,0,0,0,-55,0,0,0,0,0,0,0,0,-78,0,0,-79,-40,0,0,0,0,0,0,0,0,0,0,0,-40,0,0,0,-81,0,0,0,0,0,-76,0,-80
1660221846.501642,0,-79,-58,-59,0,0,0,0,0,-78,0,0,0,-72,0,0,-45,0,0,0,0,-76,0,-79,-75,0,0,0,-59,0,-75,-84,0,0,-80,0,-65,0,0,0,-80,0,-81,0,0,0,0,-79,0,0,0,0,0,0,-78,0,0,0,0,0,0,-78,0,0,-82,0,0,0,-76,-65,0,0,0,-58,-67,0,-79,0,0,0,-79,0,0,0,-74,0,-67,0,-81,0,-77,-77,0,0,0,0,-76,0,0
1660221847.501958,0,0,-82,0,0,0,0,0,0,-68,-79,0,0,0,0,0,-78,0,0,0,0,-46,0,0,0,0,0,0,-81,0,-66,0,0,0,0,0,0,0,0,0,0,0,-67,0,0,0,0,-56,0,0,0,0,0,0,-56,0,0,0,0,0,0,-56,0,0,0,0,0,0,0,0,-79,0,0,-84,-45,0,0,0,0,0,-80,0,0,0,0,0,-45,0,0,0,-67,0,0,0,0,0,-78,0,0
1660221848.501848,0,0,0,0,0,0,0,0,0,-79,-73,0,0,0,0,0,-74,0,0,0,0,-69,0,0,0,0,0,0,0,0,-80,0,0,0,0,0,0,0,0,0,0,0,-77,0,0,0,0,0,0,0,0,0,0,0,-71,0,0,-43,0,0,0,-69,0,0,0,0,0,0,0,0,-74,0,0,0,-69,0,0,0,0,0,0,-79,0,0,0,0,-70,0,0,0,-55,-54,0,0,0,0,-54,0,0
1660221849.501654,0,-66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-69,0,0,0,-77,0,-66,0,0,-77,0,0,0,-48,0,0,0,0,0,0,0,0,0,-75,0,-57,-69,0,-68,0,-74,0,0,0,0,0,-66,-73,0,0,0,-79,0,0,-73,0,0,0,0,0,0,0,0,0,0,-67,0,-76,0,0,0,0,0,0,0,-84,0,-78,0,-78,0,-66,0,0,0,0,0,0,0,0,0,0
1660221850.501565,0,0,-82,0,0,0,0,0,0,0,-70,0,0,0,0,0,-76,0,0,-71,0,-77,0,0,0,0,0,0,-77,-55,0,-59,0,-73,-72,0,0,0,0,0,0,-83,0,0,0,0,0,0,0,-90,-67,0,0,0,0,0,0,-44,0,0,-81,0,0,0,0,-73,0,-91,0,-72,0,-67,0,0,-73,-79,0,-70,0,0,0,-78,0,0,0,0,0,0,0,0,-32,0,0,-81,0,0,-32,0,0
1660221851.501664,0,-78,0,0,0,0,0,0,0,-50,0,0,0,0,0,0,0,0,0,0,0,-58,0,-79,-80,0,0,0,0,0,-50,0,0,0,0,0,0,0,0,0,0,0,-50,0,0,0,0,-50,0,0,0,0,0,0,-48,0,0,0,-38,0,0,-50,0,0,0,0,0,0,0,0,0,0,0,0,-59,0,0,0,0,0,0,0,0,0,0,0,-58,0,-79,0,0,0,0,0,0,0,0,0,0
1660221852.502315,0,-69,-64,0,0,-67,0,0,0,-77,-50,0,-46,0,0,-66,-49,-69,0,0,0,-73,0,-77,-73,0,0,0,-79,0,-75,0,0,0,-80,0,0,0,0,0,-78,0,-77,-69,0,-78,0,-79,0,0,0,0,0,0,-75,0,0,0,0,0,0,-78,0,0,-79,0,0,0,0,0,-50,0,0,-77,-73,0,-79,0,0,0,0,0,0,0,-66,0,-66,0,-76,0,0,0,0,0,0,0,-77,0,0
1660221853.502234,0,-68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-76,0,0,0,-66,-84,-67,-80,0,0,-46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-31,-74,0,-75,-53,-69,0,0,0,-82,0,0,-57,0,0,0,-75,0,0,0,0,0,0,0,0,0,0,0,0,0,-79,0,-66,0,0,0,0,0,0,0,0,0,0,0,0,0,-68,-64,0,0,0,0,0,-64,0,0,0
1660221854.502199,0,-55,0,0,0,-73,0,0,0,0,-74,0,0,0,0,-72,0,-65,0,0,0,-79,0,-56,-67,0,0,0,0,0,-53,0,0,0,0,0,0,0,0,0,-76,0,-53,-63,0,-63,0,-78,0,0,0,0,0,-70,-76,0,0,0,0,0,0,-69,0,0,0,0,0,0,0,0,0,0,-79,0,-78,0,0,0,0,0,0,0,0,0,-73,0,-80,0,-56,0,0,0,0,0,0,0,0,0,0
1660221855.501884,0,0,-80,0,0,0,0,0,0,-75,-81,0,0,0,0,0,-80,0,0,0,0,-46,0,0,0,0,0,0,-82,0,-72,0,0,0,-81,0,0,0,0,0,0,0,-73,0,0,0,0,0,0,0,0,0,0,0,-62,0,0,0,0,0,0,-61,0,0,0,0,0,0,0,0,-81,0,0,-80,-45,0,-80,0,0,0,-80,-66,0,0,0,0,-45,0,0,0,-75,0,0,0,0,0,-75,0,-79
1660221856.501752,0,-75,-61,0,0,0,0,-70,-73,-78,0,-78,-69,0,0,0,-35,0,0,0,0,-66,0,-80,-75,0,0,0,-59,0,-78,0,-78,0,-68,0,-64,0,0,0,-80,0,-78,0,0,0,0,-77,0,-87,0,0,0,0,-79,0,0,-78,0,0,0,-77,0,-75,-75,-67,0,-88,0,-78,0,0,0,-61,-75,0,0,0,0,0,0,0,0,0,0,0,-66,0,-75,0,0,0,0,0,0,0,0,-52,0
1660221857.501719,0,0,-77,0,0,0,0,0,0,-71,0,0,0,0,0,0,-79,0,0,0,0,-41,0,0,0,0,0,0,-77,0,-74,0,0,0,0,0,0,0,0,-80,0,0,-70,0,0,0,0,0,0,0,0,0,0,0,-43,0,0,0,0,0,0,-43,0,0,0,0,0,0,0,0,-80,0,0,-77,-41,0,0,0,-78,0,0,-62,0,0,0,0,-41,0,0,0,-80,0,0,0,0,0,-79,0,0
1660221858.501795,0,0,-81,0,0,0,0,0,0,-55,-79,0,0,0,0,0,-77,0,0,0,0,-57,0,0,0,0,0,0,-82,0,-54,0,0,0,0,0,0,0,0,-81,0,0,-56,0,-78,0,0,-44,-67,0,0,0,0,0,-45,0,0,0,0,0,0,-45,0,0,0,0,0,0,0,0,-77,0,0,-81,-58,0,0,0,0,0,0,0,0,0,0,0,-58,0,0,0,-79,0,0,0,0,0,-80,0,0
1660221859.501758,0,-63,0,0,0,0,0,0,0,0,0,0,-82,0,0,0,0,-76,0,0,0,-75,-78,-64,-81,0,0,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-39,-76,0,-76,-55,-66,0,0,0,-78,0,-67,-64,0,0,0,-68,0,0,0,0,0,0,0,0,0,0,0,0,0,-71,0,-76,0,0,0,0,0,0,0,-87,0,0,0,0,0,-65,-67,0,0,0,0,0,-67,0,0,0
1660221860.501580,0,0,-77,0,0,-80,0,0,0,0,-61,0,0,0,0,0,-69,0,0,0,0,0,0,0,0,0,0,0,-77,0,-84,0,0,0,-70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-75,-80,0,0,0,0,0,0,0,0,-65,0,0,0,-70,0,0,0,-80,-77,-78,0,0,0,0,0,-78,0,0,0,0,-74,0,0,0,-39,-38,0,0,0,0,-39,0,0
1660221861.502402,0,0,-79,0,0,0,0,0,0,-57,-77,0,0,0,0,-78,0,0,0,0,0,-51,0,0,0,0,0,0,-79,0,-57,0,0,0,0,0,0,0,0,0,0,0,-57,0,-81,0,0,-34,0,0,0,0,0,0,-34,0,0,0,0,0,0,-33,0,0,0,0,0,0,0,0,-76,0,0,-79,-51,0,-83,0,0,0,0,0,0,0,-79,0,-51,0,0,0,-80,0,0,0,0,0,-80,0,0
1660221862.501940,0,0,0,0,0,0,0,0,0,-80,0,-68,0,0,0,0,0,0,0,0,0,-60,0,0,0,0,0,0,0,-60,-80,-82,-68,0,0,0,0,0,0,0,0,0,-79,0,0,0,0,0,0,0,0,0,-51,0,-70,0,0,-77,0,0,0,0,0,0,0,0,-51,0,-90,0,0,-56,0,0,-65,0,0,0,0,0,0,-75,0,-59,0,0,0,-71,0,0,0,0,-77,0,-79,0,0,0,0
1660221863.501800,0,0,-78,0,0,0,0,0,0,-67,0,0,0,0,0,0,-78,0,0,0,0,-39,0,0,0,0,0,0,-77,0,-67,0,0,0,-81,0,0,0,0,-80,0,0,-67,0,0,0,0,0,0,0,0,0,0,0,-44,0,0,0,0,0,0,-44,0,0,0,0,0,0,0,0,-81,0,0,-77,-38,0,-80,0,-78,0,0,-63,0,0,0,0,-38,0,0,0,-78,0,0,0,0,0,-80,0,0
1660221864.501560,0,0,0,-63,0,-80,0,-77,0,-79,-60,0,-71,0,0,-80,-60,0,0,0,0,-70,0,0,-80,0,0,0,-77,0,-81,-80,0,0,-67,-80,-48,0,0,0,0,0,-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-68,0,0,0,-79,0,-63,0,-65,0,0,0,-69,0,0,0,-79,-72,-68,0,0,0,0,-82,-78,0,0,-78,-80,-72,0,0,0,-58,0,0,0,0,0,-59,-56,0
1660221865.501714,0,0,-76,0,0,0,0,0,0,0,0,-68,0,0,0,0,-77,0,0,0,0,-60,0,0,0,0,0,0,-76,-77,0,-82,-68,0,0,0,0,0,0,0,0,0,-66,0,0,0,0,0,0,0,0,0,0,0,-64,0,0,-77,0,0,0,0,0,0,0,0,0,0,-90,0,0,0,0,-76,-60,0,0,0,0,0,0,-69,0,-72,0,0,0,0,0,0,0,0,-85,0,-79,0,0,0,-79
1660221866.501666,0,0,-79,0,0,0,0,0,0,-58,-79,0,0,0,0,0,0,0,0,0,0,-47,0,0,0,0,0,0,-79,0,-57,0,0,0,0,0,0,0,0,0,0,0,-58,0,-81,0,0,-34,0,0,0,0,0,0,-33,0,0,0,0,0,0,-34,0,0,0,0,0,0,0,0,-75,0,0,-83,-49,0,0,0,0,0,0,0,0,0,0,0,-49,0,0,0,-80,0,0,0,0,0,-81,0,0
1660221867.501673,0,-76,0,0,0,0,0,0,0,-42,0,0,0,0,0,0,0,0,0,0,0,-59,0,-79,0,0,0,0,0,0,-43,0,0,0,0,0,0,0,0,-78,0,0,-44,0,0,0,0,0,-78,0,0,0,0,-82,-47,0,0,0,0,0,0,-47,0,0,0,0,0,0,0,0,0,0,0,0,-60,0,0,0,0,0,0,-78,0,0,0,0,-59,0,0,0,-82,0,0,0,0,0,0,0,0
1660221868.501519,0,0,-71,0,0,0,0,-70,-73,-78,0,-78,-69,0,0,0,-30,0,0,0,0,-75,0,-80,-75,0,0,0,-72,0,-78,0,-78,0,-65,0,-64,0,0,0,-80,0,-78,0,0,0,0,-77,0,-87,0,0,0,0,-78,0,0,-78,0,0,0,-79,0,-75,-75,-64,0,-88,0,-66,0,0,0,-73,-75,0,0,0,0,0,0,0,0,0,0,0,-73,0,0,0,0,0,0,0,0,0,0,-52,0
1660221869.501733,0,-75,0,0,0,0,0,0,0,0,0,0,-82,0,0,0,0,0,0,0,0,-69,-78,-75,-81,0,0,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-34,0,0,0,-55,-62,0,0,0,-78,0,-78,-63,0,0,0,-68,0,0,0,0,0,0,0,0,0,0,0,0,0,-82,0,-68,0,0,0,0,0,0,0,-87,0,0,0,0,0,-74,-67,0,0,0,0,0,-67,0,0,0
1660221870.501884,0,0,-81,0,0,0,0,0,0,-55,-79,0,0,0,0,0,-77,0,0,0,0,-44,0,0,0,0,0,0,-82,0,-56,0,0,0,0,0,0,0,0,-81,0,0,-56,0,-78,0,0,-37,-67,0,0,0,0,0,-38,0,0,0,0,0,-79,-37,0,0,0,0,0,0,0,0,-77,0,0,-81,-44,0,0,0,-79,0,0,0,0,0,0,0,-44,0,0,0,-79,0,0,0,0,0,-80,0,0
1660221871.501654,0,-58,0,0,0,-82,0,0,0,0,-80,0,0,0,0,-79,0,-68,0,0,0,-79,0,-57,-67,0,-80,0,0,0,-46,0,0,0,0,0,0,0,0,0,-79,0,-47,-67,0,-57,0,-78,0,0,0,0,0,-70,-76,0,0,0,0,0,0,-69,0,0,0,0,0,0,0,0,0,0,-79,0,-78,0,0,0,0,0,0,0,0,0,-78,0,-80,0,-57,0,0,0,0,0,0,0,0,0,0
1660221872.501688,0,-79,0,0,0,0,0,0,0,-48,0,0,0,0,0,0,0,0,0,0,0,-48,0,-79,-80,0,0,0,0,0,-46,0,0,0,0,0,0,0,0,0,0,0,-48,0,0,0,0,-40,0,0,0,0,0,0,-41,0,0,0,-38,0,0,-41,0,0,0,0,0,0,0,0,0,0,0,0,-49,0,0,0,0,0,0,0,0,0,0,0,-49,0,-78,0,0,0,0,0,0,0,0,0,0
1660221873.501797,0,-67,0,0,0,0,0,0,0,-38,0,0,0,0,0,0,0,0,0,0,0,-52,0,-75,-80,0,0,0,0,0,-39,0,0,0,0,0,0,0,0,0,0,0,-38,0,0,0,0,-50,0,0,0,0,0,0,-51,0,0,0,-38,0,0,-52,0,0,0,0,0,0,0,0,0,0,0,0,-52,0,0,0,0,0,0,0,0,0,0,0,-52,0,-73,0,0,0,0,0,0,0,0,0,0
1660221874.501898,0,-66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-77,0,0,0,-73,0,-66,0,0,-77,0,0,0,0,0,0,0,0,0,0,0,0,0,-78,0,-48,-78,0,-77,0,0,0,0,0,0,0,-66,-65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-67,0,-76,0,0,0,0,0,0,-78,-84,0,0,0,0,0,-65,-63,-82,0,0,0,0,-63,0,0,0
1660221875.502006,0,0,-82,0,0,0,0,0,0,0,-70,0,0,0,0,0,-69,0,0,-71,0,0,0,0,0,0,0,0,-77,-55,0,-59,0,-73,-72,0,0,0,0,0,0,-83,0,0,0,0,0,0,0,-90,-67,0,0,0,0,0,0,-44,0,0,-81,0,0,0,0,-73,0,-91,0,-72,0,-67,0,0,-73,-79,0,-70,0,0,0,-78,0,0,0,0,0,0,0,0,-40,0,0,-81,0,0,-40,0,0
1660221876.501563,0,0,0,0,0,0,0,0,0,-79,0,-68,0,0,0,0,0,0,0,0,0,-64,0,0,0,0,0,0,0,-60,-78,-82,-68,0,0,0,0,0,0,0,0,0,-81,0,0,0,0,0,0,0,0,0,-51,0,-65,0,0,-77,0,0,0,0,0,0,0,0,-51,0,-90,0,0,-56,0,0,-65,0,0,0,0,0,0,-78,0,-59,0,0,0,-71,0,0,0,0,-77,0,-79,0,0,0,0
1660221877.502102,0,-77,0,0,0,-54,0,0,0,0,0,0,-56,0,0,-56,-57,-69,-72,0,0,-72,0,-68,-54,0,0,0,0,0,-67,0,0,0,0,0,-79,0,0,0,-63,0,-72,-69,0,-78,-51,-67,0,0,0,0,0,-72,-71,0,0,0,0,0,0,-66,0,0,-61,0,0,0,0,0,0,0,0,0,-72,0,0,0,0,0,0,0,0,0,-54,0,-71,0,-76,-69,0,0,0,0,0,-70,0,0,0
1660221878.501573,0,-53,0,0,0,-57,0,0,0,0,0,0,-55,0,0,0,-57,-75,-82,0,0,0,0,-59,-62,0,0,0,0,0,-69,0,0,0,0,0,-74,0,0,0,-68,0,-70,-74,0,-72,-55,-69,0,0,0,0,0,0,-69,0,0,-80,0,0,0,0,0,0,-67,0,0,0,-52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-60,-62,0,0,0,0,0,-62,0,0,0
1660221879.502201,0,0,0,0,0,0,0,0,0,-79,0,0,0,0,0,0,0,0,0,0,0,-70,0,0,0,0,0,0,0,0,-78,0,0,0,0,0,0,0,0,0,0,0,-79,0,0,0,0,0,0,0,0,0,0,0,-76,0,0,-43,0,0,0,-75,0,0,0,0,0,0,0,0,0,0,0,0,-70,0,0,0,0,0,0,-79,0,0,0,0,-72,0,0,0,-51,-51,0,0,0,0,-50,0,0
