timestamp,x,z,30:87:D9:71:54:**,30:87:D9:F1:76:**,1C:3A:60:02:B2:**,30:87:D9:B1:82:**,30:87:D9:B1:61:**,30:87:D9:B1:9B:**,30:87:D9:71:9B:**,00:24:6C:2D:17:**,08:36:C9:8E:F4:**,30:87:D9:71:61:**,30:87:D9:F1:61:**,30:87:D9:B1:51:**,00:24:6C:26:89:**,30:87:D9:B1:7E:**,30:87:D9:71:51:**,30:87:D9:F1:5C:**,30:87:D9:B1:55:**,30:87:D9:31:5A:**,30:87:D9:31:61:**,E8:48:B8:ED:47:**,00:24:6C:26:8B:**,30:87:D9:F1:7F:**,30:87:D9:F1:7D:**,30:87:D9:71:FC:**,30:87:D9:31:7E:**,30:87:D9:F1:55:**,E4:F0:42:E0:FB:**,0C:51:01:E3:94:**,EC:AD:E0:AE:D5:**,86:2A:FD:F0:89:**,30:87:D9:F1:7E:**,30:87:D9:71:59:**,30:87:D9:31:82:**,30:87:D9:F1:7C:**,30:87:D9:71:82:**,30:87:D9:B1:53:**,30:87:D9:31:55:**,30:87:D9:B1:5C:**,30:87:D9:F1:53:**,30:87:D9:71:D7:**,30:87:D9:B1:FC:**,30:87:D9:31:9A:**,30:87:D9:31:D7:**,30:87:D9:71:5C:**,30:87:D9:31:96:**,30:87:D9:71:96:**,1C:3B:F3:DC:E3:**,30:87:D9:F2:06:**,30:87:D9:71:52:**,30:87:D9:B1:7C:**,04:92:26:53:B7:**,30:87:D9:71:5E:**,30:87:D9:F1:59:**,C0:A0:BB:CF:65:**,30:87:D9:B1:97:**,30:87:D9:F1:5E:**,30:87:D9:F1:95:**,30:87:D9:73:01:**,30:87:D9:B1:58:**,30:87:D9:F1:5A:**,30:87:D9:F1:99:**,34:0A:33:03:77:**,30:87:D9:B1:6B:**,30:87:D9:31:6B:**,00:24:6C:26:87:**,30:87:D9:B1:72:**,30:87:D9:F1:97:**,30:87:D9:71:58:**,30:87:D9:71:77:**,56:13:79:27:1E:**,30:87:D9:F1:5B:**,D6:6A:6A:47:44:**,30:87:D9:31:54:**,FA:DA:0C:48:FB:**,30:87:D9:31:53:**,30:87:D9:F1:77:**,30:87:D9:71:55:**,30:87:D9:F2:38:**,30:87:D9:F2:1E:**,30:87:D9:B1:5B:**,30:87:D9:B1:7F:**,30:87:D9:B2:38:**,30:87:D9:F1:FC:**,30:87:D9:31:58:**,30:87:D9:B1:54:**,30:87:D9:B1:89:**,30:87:D9:F1:58:**,30:87:D9:B1:52:**,30:87:D9:B2:06:**,30:87:D9:32:1E:**,30:87:D9:F1:82:**,30:87:D9:B3:01:**,30:87:D9:71:7D:**,30:87:D9:72:1E:**,30:87:D9:31:52:**,30:87:D9:F1:52:**,00:24:6C:2D:1A:**,30:87:D9:31:5B:**,30:87:D9:31:59:**,30:87:D9:71:72:**,30:87:D9:F1:54:**,30:87:D9:31:99:**,30:87:D9:31:89:**,30:87:D9:71:89:**,30:87:D9:71:97:**,30:87:D9:B1:5E:**,30:87:D9:F3:01:**,30:87:D9:F1:6B:**,30:87:D9:71:9A:**,30:87:D9:71:53:**,30:87:D9:71:76:**,30:87:D9:31:FC:**,E8:37:7A:A5:3A:**,30:87:D9:31:72:**,30:87:D9:B1:77:**,30:87:D9:71:5A:**,C4:E9:0A:1D:37:**,30:87:D9:32:06:**,30:87:D9:71:7C:**,30:87:D9:31:76:**,30:87:D9:B1:63:**,30:87:D9:71:95:**,78:32:1B:CC:37:**,30:87:D9:72:38:**,30:87:D9:F1:72:**,1C:3B:F3:AB:99:**,30:87:D9:71:99:**,30:87:D9:31:77:**,30:87:D9:72:06:**,30:87:D9:31:51:**,30:87:D9:31:9B:**,30:87:D9:31:95:**,30:87:D9:F1:89:**,30:87:D9:31:7F:**,30:87:D9:B1:99:**,30:87:D9:B1:76:**,30:87:D9:33:01:**,30:87:D9:31:97:**,34:97:F6:6B:EB:**,38:D5:47:1E:6C:**,30:87:D9:71:7E:**,30:87:D9:31:7C:**,30:87:D9:31:7D:**,30:87:D9:31:5C:**,30:87:D9:B1:95:**,30:87:D9:71:6B:**,30:87:D9:B1:9A:**,30:87:D9:31:5E:**,30:87:D9:B1:59:**,30:87:D9:B2:1E:**,30:87:D9:71:5B:**,30:87:D9:71:7F:**,30:87:D9:F1:9A:**,30:87:D9:B1:5A:**,30:87:D9:B1:7D:**,30:87:D9:32:38:**
1665322369,17.5929947,7.6127186,-100,-77,-100,-76,-73,-100,-100,-75,-100,-71,-72,-100,-100,-78,-100,-100,-79,-74,-73,-100,-100,-42,-100,-100,-75,-79,-100,-100,-100,-100,-80,-62,-67,-100,-67,-100,-80,-100,-100,-100,-79,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-61,-100,-100,-79,-100,-76,-77,-79,-65,-100,-100,-100,-100,-79,-100,-75,-100,-100,-77,-100,-100,-100,-100,-100,-78,-60,-100,-76,-42,-61,-100,-74,-100,-76,-76,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-79,-61,-74,-100,-65,-75,-74,-100,-81,-100,-100,-49,-100,-100,-79,-100,-77,-100,-80,-100,-100,-100,-77,-100,-100,-81,-61,-75,-100,-66,-100,-100,-100,-100,-100,-73,-41,-66,-78,-79,-100,-70,-100,-75,-100,-100,-100,-100,-100,-50,-78,-62,-100,-74,-42,-49,-75,-100,-61
1665322370,17.5353127,7.0589409,-100,-79,-100,-76,-76,-100,-100,-76,-100,-79,-78,-100,-100,-76,-100,-100,-75,-70,-77,-100,-100,-38,-100,-74,-73,-76,-100,-100,-100,-100,-75,-58,-76,-100,-75,-100,-78,-100,-100,-100,-77,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-81,-100,-100,-69,-70,-73,-100,-100,-100,-100,-71,-100,-69,-100,-100,-78,-100,-79,-100,-100,-100,-75,-58,-100,-78,-38,-59,-76,-70,-100,-64,-68,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-79,-58,-75,-100,-68,-79,-80,-100,-100,-100,-100,-58,-100,-78,-76,-100,-74,-100,-70,-100,-100,-100,-100,-100,-100,-100,-59,-73,-100,-70,-100,-100,-100,-100,-100,-78,-38,-70,-78,-100,-100,-66,-100,-75,-100,-100,-100,-100,-100,-58,-100,-70,-100,-79,-39,-56,-64,-100,-60
1665322371,17.4986172,6.6643162,-100,-100,-86,-66,-100,-100,-100,-100,-64,-100,-100,-100,-100,-77,-100,-100,-62,-100,-100,-70,-80,-100,-100,-100,-75,-53,-100,-67,-71,-74,-77,-100,-64,-35,-64,-65,-49,-100,-68,-100,-100,-100,-100,-100,-100,-100,-73,-100,-72,-35,-100,-100,-100,-100,-57,-100,-56,-100,-100,-100,-70,-100,-71,-71,-56,-100,-60,-100,-54,-100,-100,-100,-100,-100,-66,-64,-50,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-71,-100,-100,-61,-100,-100,-100,-69,-62,-100,-100,-100,-100,-100,-64,-67,-69,-63,-100,-100,-60,-100,-68,-100,-100,-100,-100,-58,-100,-100,-100,-35,-100,-75,-54,-77,-100,-100,-54,-64,-55,-100,-100,-100,-55,-70,-100,-70,-100,-100,-60,-100,-100,-77,-35,-100,-100,-54,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1665322372,17.4752731,6.2383699,-72,-62,-100,-70,-70,-100,-100,-100,-78,-71,-70,-100,-100,-100,-100,-100,-100,-80,-70,-100,-74,-49,-100,-100,-100,-100,-100,-100,-100,-100,-75,-70,-74,-100,-70,-100,-83,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-57,-100,-67,-100,-100,-100,-100,-61,-100,-53,-100,-100,-100,-100,-72,-100,-100,-100,-100,-65,-100,-100,-52,-65,-100,-56,-71,-77,-56,-100,-100,-100,-70,-100,-100,-100,-100,-100,-74,-100,-68,-62,-71,-68,-72,-77,-100,-100,-100,-100,-59,-100,-67,-100,-100,-62,-100,-100,-58,-100,-100,-63,-100,-100,-100,-68,-62,-100,-68,-100,-100,-100,-100,-100,-76,-51,-66,-69,-100,-100,-79,-100,-100,-100,-100,-82,-100,-100,-58,-100,-69,-100,-100,-48,-61,-100,-100,-68
1665322373,17.4482956,6.0697088,-100,-100,-100,-76,-100,-100,-100,-71,-100,-72,-69,-100,-100,-100,-100,-100,-79,-72,-79,-100,-100,-36,-100,-76,-76,-79,-100,-100,-79,-100,-74,-77,-67,-100,-68,-100,-78,-100,-100,-100,-74,-38,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-77,-100,-100,-79,-100,-76,-78,-72,-68,-100,-100,-100,-100,-75,-100,-78,-100,-100,-81,-100,-100,-100,-100,-100,-78,-51,-100,-78,-36,-51,-75,-100,-100,-68,-79,-100,-100,-100,-68,-78,-100,-100,-100,-100,-100,-78,-77,-75,-100,-67,-67,-67,-100,-81,-80,-100,-40,-100,-100,-79,-100,-72,-100,-77,-100,-100,-100,-100,-100,-100,-100,-51,-75,-100,-68,-100,-100,-100,-100,-100,-69,-36,-68,-80,-79,-100,-68,-100,-73,-100,-100,-100,-100,-100,-39,-78,-76,-100,-80,-36,-41,-72,-100,-50
1665322374,17.3746128,5.4810658,-76,-66,-100,-79,-40,-100,-100,-100,-100,-39,-39,-100,-100,-75,-100,-60,-79,-100,-39,-100,-72,-77,-100,-100,-76,-70,-53,-100,-100,-100,-73,-100,-100,-100,-82,-100,-70,-59,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-44,-100,-100,-100,-100,-63,-100,-71,-100,-100,-100,-100,-72,-100,-100,-100,-71,-100,-68,-100,-78,-100,-100,-75,-68,-76,-75,-100,-100,-72,-82,-100,-100,-70,-100,-100,-100,-100,-100,-70,-70,-68,-76,-67,-100,-100,-100,-100,-100,-100,-67,-100,-100,-73,-100,-100,-100,-100,-100,-67,-100,-100,-82,-100,-73,-100,-60,-100,-100,-100,-100,-100,-76,-78,-62,-67,-100,-100,-100,-100,-72,-100,-100,-60,-100,-100,-80,-100,-100,-77,-100,-79,-81,-100,-100,-100
1665322375,17.3477726,5.2169971,-100,-100,-100,-69,-71,-100,-100,-77,-73,-79,-78,-100,-100,-69,-100,-100,-69,-76,-79,-100,-100,-51,-100,-76,-71,-82,-100,-100,-79,-100,-77,-77,-74,-100,-72,-100,-79,-100,-100,-100,-74,-31,-100,-100,-100,-82,-100,-100,-74,-100,-100,-76,-77,-68,-100,-78,-100,-76,-100,-62,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-68,-53,-100,-80,-50,-53,-75,-100,-100,-63,-78,-75,-100,-100,-76,-78,-100,-100,-74,-75,-100,-74,-77,-100,-100,-69,-72,-71,-100,-76,-80,-100,-31,-100,-100,-74,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-80,-52,-100,-100,-70,-100,-100,-100,-100,-100,-74,-52,-71,-80,-79,-100,-76,-100,-69,-100,-100,-80,-100,-100,-31,-76,-76,-100,-78,-51,-31,-65,-100,-53
1665322376,17.3312626,4.6692247,-100,-100,-100,-67,-75,-100,-100,-73,-100,-71,-75,-100,-100,-76,-100,-100,-76,-69,-72,-100,-100,-47,-100,-74,-76,-75,-100,-100,-78,-100,-78,-78,-66,-100,-70,-100,-78,-100,-100,-100,-77,-40,-100,-100,-79,-78,-100,-100,-100,-100,-100,-78,-77,-80,-100,-78,-100,-79,-100,-66,-76,-100,-100,-100,-100,-79,-100,-79,-100,-100,-78,-100,-100,-100,-100,-100,-78,-54,-100,-81,-47,-53,-76,-80,-100,-76,-100,-100,-100,-100,-71,-77,-100,-100,-100,-100,-100,-100,-73,-77,-100,-75,-76,-75,-100,-81,-80,-100,-40,-100,-100,-76,-100,-78,-100,-65,-100,-100,-100,-100,-100,-100,-100,-53,-77,-100,-69,-100,-100,-100,-100,-100,-75,-46,-69,-100,-76,-100,-100,-100,-76,-100,-100,-100,-100,-100,-39,-79,-71,-100,-80,-47,-38,-66,-100,-54
1665322379,17.1818466,3.3370585,-61,-57,-100,-72,-63,-100,-100,-100,-78,-63,-64,-100,-100,-100,-100,-74,-100,-100,-64,-100,-69,-43,-100,-100,-100,-100,-100,-100,-100,-100,-75,-76,-68,-100,-66,-100,-83,-75,-100,-100,-100,-52,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-52,-76,-75,-100,-100,-100,-100,-56,-100,-52,-100,-100,-100,-100,-59,-100,-100,-100,-100,-69,-100,-100,-45,-68,-100,-51,-63,-67,-51,-100,-100,-78,-71,-100,-100,-100,-100,-100,-74,-100,-68,-56,-62,-79,-69,-70,-100,-100,-100,-100,-52,-100,-57,-100,-100,-58,-100,-100,-58,-100,-100,-56,-100,-100,-100,-67,-56,-100,-74,-100,-100,-100,-100,-100,-66,-45,-72,-58,-100,-100,-79,-100,-100,-100,-100,-69,-100,-100,-52,-100,-69,-100,-100,-44,-53,-100,-100,-65
1665322407,16.1140423,-6.7665119,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-78,-66,-100,-82,-100,-66,-100,-100,-100,-76,-100,-67,-72,-100,-76,-100,-57,-100,-58,-81,-77,-100,-79,-100,-100,-55,-100,-100,-100,-100,-100,-100,-65,-100,-100,-64,-100,-74,-100,-64,-100,-77,-100,-73,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-79,-100,-79,-68,-100,-100,-67,-66,-100,-100,-100,-44,-100,-69,-100,-100,-58,-100,-100,-100,-63,-63,-100,-100,-100,-100,-100,-72,-45,-44,-100,-65,-100,-100,-56,-81,-100,-100,-100,-100,-100,-65,-100,-100,-81,-100,-100,-100,-68,-66,-100,-79,-70,-100,-100,-100,-100,-100,-43,-68,-71,-100,-79,-100,-100,-100,-100,-81,-100,-100,-100,-100,-56,-64,-100,-100,-100,-64,-56,-79,-100,-68
1665322408,16.0567017,-7.0296063,-100,-100,-100,-62,-100,-100,-100,-80,-100,-81,-100,-100,-100,-77,-100,-100,-78,-65,-100,-80,-100,-64,-100,-100,-100,-78,-100,-73,-72,-100,-76,-100,-62,-100,-71,-81,-68,-100,-79,-100,-100,-47,-100,-100,-100,-100,-100,-100,-73,-100,-100,-58,-100,-69,-100,-67,-100,-76,-100,-66,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-77,-59,-100,-100,-65,-59,-100,-100,-100,-55,-100,-73,-100,-100,-71,-100,-100,-100,-77,-75,-100,-77,-100,-100,-100,-70,-57,-55,-100,-67,-78,-100,-47,-81,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-82,-58,-100,-79,-72,-100,-100,-100,-100,-100,-55,-65,-76,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-58,-100,-100,-100,-65,-46,-75,-100,-58
1665322409,16.0051689,-7.4393725,-100,-100,-86,-50,-69,-100,-100,-100,-66,-100,-100,-100,-100,-77,-100,-100,-74,-100,-100,-53,-100,-100,-100,-100,-75,-74,-100,-63,-70,-100,-77,-100,-50,-48,-39,-49,-73,-100,-49,-100,-100,-100,-100,-100,-100,-100,-100,-75,-55,-53,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-78,-100,-79,-81,-55,-100,-65,-100,-100,-100,-100,-100,-100,-100,-49,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-57,-77,-100,-40,-100,-100,-100,-57,-56,-100,-100,-100,-100,-100,-73,-64,-63,-69,-100,-100,-80,-100,-50,-100,-100,-100,-100,-100,-100,-100,-78,-55,-100,-75,-100,-63,-100,-100,-54,-76,-100,-76,-100,-100,-100,-64,-100,-77,-100,-100,-65,-100,-75,-77,-55,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1665322410,15.9799232,-7.6391954,-76,-67,-100,-79,-39,-100,-100,-100,-100,-39,-38,-100,-100,-100,-100,-44,-79,-100,-37,-100,-72,-77,-100,-100,-76,-63,-62,-100,-100,-100,-78,-80,-100,-100,-82,-100,-65,-45,-100,-100,-100,-73,-100,-45,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-73,-100,-54,-100,-75,-77,-100,-68,-100,-75,-100,-100,-100,-100,-72,-100,-100,-100,-62,-100,-70,-100,-79,-100,-100,-75,-68,-62,-77,-100,-100,-70,-82,-100,-100,-69,-100,-100,-100,-100,-100,-69,-70,-61,-70,-62,-100,-100,-100,-78,-77,-100,-66,-81,-100,-68,-100,-100,-100,-100,-100,-66,-100,-100,-80,-100,-62,-100,-63,-100,-100,-100,-100,-100,-74,-78,-59,-67,-100,-100,-100,-100,-100,-100,-100,-45,-100,-78,-80,-100,-81,-69,-100,-78,-81,-100,-100,-100
1665322411,15.9404068,-8.155633,-100,-100,-86,-60,-69,-100,-100,-100,-64,-100,-100,-100,-100,-77,-100,-100,-62,-100,-100,-46,-80,-100,-100,-100,-75,-64,-100,-62,-71,-100,-77,-100,-60,-51,-56,-51,-56,-100,-52,-100,-100,-100,-100,-100,-100,-100,-73,-75,-66,-51,-100,-100,-100,-100,-64,-100,-56,-100,-100,-100,-78,-100,-80,-80,-56,-100,-65,-100,-54,-100,-100,-100,-100,-100,-52,-64,-57,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-66,-77,-100,-40,-100,-100,-100,-66,-57,-100,-100,-100,-100,-100,-66,-72,-72,-69,-100,-100,-58,-100,-51,-100,-100,-100,-100,-58,-100,-100,-78,-50,-100,-75,-54,-61,-100,-100,-48,-67,-55,-76,-100,-100,-55,-70,-100,-77,-100,-100,-65,-100,-75,-77,-50,-100,-100,-54,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1665322412,15.9099503,-8.5111704,-76,-63,-100,-79,-39,-100,-100,-100,-100,-40,-42,-100,-100,-77,-100,-56,-76,-100,-39,-100,-76,-77,-100,-100,-76,-100,-60,-100,-100,-100,-76,-80,-77,-100,-82,-100,-76,-56,-100,-100,-100,-73,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-68,-100,-57,-100,-75,-77,-100,-67,-100,-69,-100,-100,-100,-100,-70,-100,-100,-100,-77,-100,-69,-100,-78,-100,-72,-69,-69,-73,-68,-100,-100,-69,-82,-100,-100,-73,-100,-100,-78,-100,-80,-64,-76,-67,-75,-74,-100,-100,-100,-78,-77,-100,-61,-81,-100,-65,-100,-100,-100,-100,-100,-62,-100,-100,-80,-100,-64,-100,-70,-100,-100,-100,-100,-100,-76,-77,-69,-61,-100,-100,-100,-100,-100,-100,-100,-56,-100,-78,-77,-100,-81,-72,-100,-78,-77,-100,-100,-100
1665322413,15.8998337,-8.8269215,-100,-78,-100,-100,-66,-100,-100,-80,-100,-67,-67,-100,-100,-61,-100,-80,-68,-78,-67,-81,-100,-78,-100,-70,-62,-57,-73,-100,-74,-74,-59,-100,-100,-79,-100,-100,-58,-69,-100,-100,-100,-80,-100,-70,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-73,-100,-75,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-77,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-100,-100,-100,-100,-100,-78,-76,-100,-77,-74,-100,-100,-100,-79,-100,-100,-80,-78,-100,-100,-82,-100,-100,-100,-49,-100,-100,-100,-100,-100,-100,-78,-48,-77,-100,-100,-100,-100,-62,-78,-100,-68,-100,-77,-77,-100,-80,-100,-100,-100,-81,-79,-100,-80
1665322414,15.8630352,-9.2253113,-100,-100,-100,-68,-100,-100,-100,-80,-100,-81,-100,-100,-100,-77,-100,-100,-78,-65,-100,-80,-100,-67,-100,-100,-100,-79,-100,-73,-72,-100,-76,-100,-65,-100,-66,-81,-68,-100,-79,-100,-100,-52,-100,-100,-100,-100,-100,-100,-79,-100,-100,-62,-100,-67,-100,-68,-100,-76,-100,-62,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-70,-63,-100,-100,-72,-65,-100,-100,-100,-49,-100,-76,-100,-100,-66,-100,-100,-100,-77,-74,-100,-77,-100,-100,-100,-70,-48,-49,-100,-66,-78,-100,-52,-81,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-82,-66,-100,-79,-72,-100,-100,-100,-100,-100,-49,-67,-68,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-62,-100,-100,-100,-63,-52,-60,-100,-65
1665322416,15.8711796,-9.8224621,-100,-100,-100,-65,-79,-100,-100,-72,-100,-71,-80,-100,-100,-75,-100,-100,-76,-66,-72,-100,-100,-38,-100,-74,-73,-75,-100,-100,-78,-100,-74,-78,-65,-100,-75,-100,-79,-100,-100,-100,-77,-35,-100,-100,-79,-78,-100,-100,-100,-100,-100,-78,-77,-80,-100,-78,-100,-79,-79,-65,-64,-100,-100,-100,-100,-79,-100,-78,-100,-100,-77,-100,-100,-100,-100,-100,-78,-52,-100,-81,-38,-52,-76,-79,-100,-71,-100,-100,-100,-100,-71,-77,-100,-100,-100,-100,-100,-76,-66,-77,-100,-64,-67,-66,-100,-81,-80,-100,-35,-100,-100,-76,-100,-78,-100,-65,-100,-100,-100,-100,-100,-100,-100,-52,-79,-100,-61,-100,-100,-100,-100,-100,-71,-38,-64,-100,-76,-100,-78,-100,-73,-100,-100,-100,-100,-100,-34,-79,-72,-100,-80,-36,-34,-64,-100,-54
1665322417,15.8594246,-10.3330898,-100,-100,-86,-59,-69,-100,-100,-100,-64,-100,-100,-100,-100,-77,-100,-100,-62,-100,-100,-54,-80,-100,-100,-100,-75,-61,-100,-61,-73,-100,-77,-100,-60,-46,-57,-61,-55,-100,-60,-100,-100,-100,-100,-100,-100,-100,-73,-100,-66,-46,-100,-100,-100,-100,-64,-100,-56,-100,-100,-100,-71,-100,-80,-80,-56,-100,-65,-100,-54,-100,-100,-100,-100,-100,-60,-64,-55,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-66,-70,-100,-41,-100,-100,-100,-68,-56,-100,-100,-100,-100,-100,-66,-69,-72,-62,-100,-100,-58,-100,-61,-100,-100,-100,-100,-58,-100,-100,-74,-46,-100,-75,-54,-72,-100,-100,-47,-65,-55,-100,-100,-100,-55,-72,-100,-72,-100,-100,-63,-100,-75,-77,-47,-100,-100,-54,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1665322418,15.8631535,-10.3771935,-100,-100,-100,-30,-100,-67,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-68,-100,-77,-100,-100,-100,-77,-100,-47,-69,-100,-100,-100,-30,-57,-32,-65,-67,-100,-67,-100,-100,-65,-100,-100,-100,-100,-100,-71,-47,-57,-100,-68,-100,-81,-79,-100,-100,-100,-100,-100,-100,-100,-79,-81,-100,-100,-73,-100,-100,-100,-62,-100,-100,-75,-63,-100,-68,-100,-100,-64,-77,-100,-100,-100,-100,-45,-100,-49,-100,-100,-33,-100,-100,-100,-47,-47,-100,-78,-100,-100,-100,-100,-44,-45,-74,-100,-100,-80,-66,-63,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-100,-100,-74,-100,-100,-64,-100,-100,-100,-100,-67,-100,-44,-100,-100,-100,-100,-70,-100,-100,-100,-58,-100,-100,-100,-80,-68,-78,-100,-100,-100,-78,-67,-100,-100,-100
1665322423,15.8575783,-10.1977882,-69,-63,-100,-70,-68,-100,-100,-100,-78,-69,-70,-100,-100,-100,-100,-100,-100,-80,-69,-100,-74,-50,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-74,-100,-70,-100,-83,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-57,-100,-67,-100,-100,-100,-100,-61,-100,-61,-100,-100,-100,-100,-67,-100,-100,-100,-100,-70,-100,-100,-50,-74,-100,-61,-70,-77,-56,-100,-100,-100,-70,-100,-100,-100,-100,-100,-70,-100,-73,-62,-68,-70,-79,-77,-100,-100,-100,-100,-54,-100,-67,-100,-100,-62,-100,-100,-58,-100,-100,-67,-100,-100,-100,-70,-60,-100,-68,-100,-100,-100,-100,-100,-76,-49,-69,-63,-100,-100,-79,-100,-100,-100,-100,-82,-100,-100,-54,-100,-73,-100,-100,-48,-54,-100,-100,-69
1665322436,15.9983692,-10.1893272,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-69,-100,-67,-100,-100,-100,-68,-100,-66,-65,-100,-78,-100,-52,-76,-61,-81,-81,-100,-79,-100,-100,-54,-100,-100,-100,-100,-100,-100,-61,-76,-100,-51,-100,-62,-100,-51,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-79,-100,-72,-74,-100,-100,-70,-67,-100,-100,-100,-40,-100,-61,-100,-100,-62,-100,-100,-100,-62,-59,-100,-100,-100,-100,-100,-80,-42,-41,-100,-51,-100,-100,-55,-81,-100,-100,-100,-100,-100,-68,-100,-100,-81,-100,-100,-100,-79,-66,-100,-79,-77,-100,-100,-100,-100,-100,-41,-76,-70,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-50,-52,-100,-100,-100,-71,-53,-81,-100,-66
1665322437,15.997797,-10.1839075,-76,-66,-100,-79,-35,-100,-100,-100,-100,-34,-34,-100,-100,-100,-100,-55,-76,-100,-34,-100,-72,-77,-100,-100,-76,-76,-58,-100,-100,-100,-78,-80,-100,-100,-82,-100,-76,-57,-100,-100,-100,-73,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-73,-100,-55,-100,-75,-77,-100,-69,-100,-72,-100,-100,-100,-100,-68,-100,-100,-100,-77,-100,-65,-100,-77,-100,-72,-73,-67,-62,-76,-100,-100,-74,-82,-100,-100,-65,-100,-100,-78,-100,-100,-65,-76,-60,-57,-59,-100,-100,-100,-78,-77,-100,-67,-81,-100,-64,-100,-100,-100,-100,-100,-66,-100,-100,-80,-100,-64,-100,-60,-100,-100,-100,-100,-100,-62,-79,-64,-65,-100,-100,-100,-100,-100,-100,-100,-55,-100,-78,-80,-100,-81,-74,-100,-79,-81,-100,-100,-100
1665322438,15.9996481,-10.1815796,-100,-100,-100,-58,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-82,-100,-78,-100,-65,-100,-100,-81,-72,-100,-79,-68,-100,-85,-100,-55,-80,-65,-100,-67,-100,-80,-100,-100,-60,-100,-100,-100,-100,-100,-100,-69,-77,-100,-56,-100,-75,-100,-55,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-66,-71,-100,-100,-70,-72,-100,-100,-100,-32,-100,-70,-100,-100,-65,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-82,-32,-32,-100,-55,-100,-100,-60,-80,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-73,-75,-100,-100,-83,-100,-100,-100,-100,-100,-32,-71,-83,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-61,-56,-100,-100,-100,-68,-60,-81,-100,-73
