timestamp,x,z,30:87:D9:71:54:**,30:87:D9:F1:76:**,1C:3A:60:02:B2:**,30:87:D9:B1:82:**,30:87:D9:B1:61:**,30:87:D9:B1:9B:**,30:87:D9:71:9B:**,00:24:6C:2D:17:**,08:36:C9:8E:F4:**,30:87:D9:71:61:**,30:87:D9:F1:61:**,30:87:D9:B1:51:**,00:24:6C:26:89:**,30:87:D9:B1:7E:**,30:87:D9:71:51:**,30:87:D9:F1:5C:**,30:87:D9:B1:55:**,30:87:D9:31:5A:**,30:87:D9:31:61:**,E8:48:B8:ED:47:**,00:24:6C:26:8B:**,30:87:D9:F1:7F:**,30:87:D9:F1:7D:**,30:87:D9:71:FC:**,30:87:D9:31:7E:**,30:87:D9:F1:55:**,E4:F0:42:E0:FB:**,0C:51:01:E3:94:**,EC:AD:E0:AE:D5:**,86:2A:FD:F0:89:**,30:87:D9:F1:7E:**,30:87:D9:71:59:**,30:87:D9:31:82:**,30:87:D9:F1:7C:**,30:87:D9:71:82:**,30:87:D9:B1:53:**,30:87:D9:31:55:**,30:87:D9:B1:5C:**,30:87:D9:F1:53:**,30:87:D9:71:D7:**,30:87:D9:B1:FC:**,30:87:D9:31:9A:**,30:87:D9:31:D7:**,30:87:D9:71:5C:**,30:87:D9:31:96:**,30:87:D9:71:96:**,1C:3B:F3:DC:E3:**,30:87:D9:F2:06:**,30:87:D9:71:52:**,30:87:D9:B1:7C:**,04:92:26:53:B7:**,30:87:D9:71:5E:**,30:87:D9:F1:59:**,C0:A0:BB:CF:65:**,30:87:D9:B1:97:**,30:87:D9:F1:5E:**,30:87:D9:F1:95:**,30:87:D9:73:01:**,30:87:D9:B1:58:**,30:87:D9:F1:5A:**,30:87:D9:F1:99:**,34:0A:33:03:77:**,30:87:D9:B1:6B:**,30:87:D9:31:6B:**,00:24:6C:26:87:**,30:87:D9:B1:72:**,30:87:D9:F1:97:**,30:87:D9:71:58:**,30:87:D9:71:77:**,56:13:79:27:1E:**,30:87:D9:F1:5B:**,D6:6A:6A:47:44:**,30:87:D9:31:54:**,FA:DA:0C:48:FB:**,30:87:D9:31:53:**,30:87:D9:F1:77:**,30:87:D9:71:55:**,30:87:D9:F2:38:**,30:87:D9:F2:1E:**,30:87:D9:B1:5B:**,30:87:D9:B1:7F:**,30:87:D9:B2:38:**,30:87:D9:F1:FC:**,30:87:D9:31:58:**,30:87:D9:B1:54:**,30:87:D9:B1:89:**,30:87:D9:F1:58:**,30:87:D9:B1:52:**,30:87:D9:B2:06:**,30:87:D9:32:1E:**,30:87:D9:F1:82:**,30:87:D9:B3:01:**,30:87:D9:71:7D:**,30:87:D9:72:1E:**,30:87:D9:31:52:**,30:87:D9:F1:52:**,00:24:6C:2D:1A:**,30:87:D9:31:5B:**,30:87:D9:31:59:**,30:87:D9:71:72:**,30:87:D9:F1:54:**,30:87:D9:31:99:**,30:87:D9:31:89:**,30:87:D9:71:89:**,30:87:D9:71:97:**,30:87:D9:B1:5E:**,30:87:D9:F3:01:**,30:87:D9:F1:6B:**,30:87:D9:71:9A:**,30:87:D9:71:53:**,30:87:D9:71:76:**,30:87:D9:31:FC:**,E8:37:7A:A5:3A:**,30:87:D9:31:72:**,30:87:D9:B1:77:**,30:87:D9:71:5A:**,C4:E9:0A:1D:37:**,30:87:D9:32:06:**,30:87:D9:71:7C:**,30:87:D9:31:76:**,30:87:D9:B1:63:**,30:87:D9:71:95:**,78:32:1B:CC:37:**,30:87:D9:72:38:**,30:87:D9:F1:72:**,1C:3B:F3:AB:99:**,30:87:D9:71:99:**,30:87:D9:31:77:**,30:87:D9:72:06:**,30:87:D9:31:51:**,30:87:D9:31:9B:**,30:87:D9:31:95:**,30:87:D9:F1:89:**,30:87:D9:31:7F:**,30:87:D9:B1:99:**,30:87:D9:B1:76:**,30:87:D9:33:01:**,30:87:D9:31:97:**,34:97:F6:6B:EB:**,38:D5:47:1E:6C:**,30:87:D9:71:7E:**,30:87:D9:31:7C:**,30:87:D9:31:7D:**,30:87:D9:31:5C:**,30:87:D9:B1:95:**,30:87:D9:71:6B:**,30:87:D9:B1:9A:**,30:87:D9:31:5E:**,30:87:D9:B1:59:**,30:87:D9:B2:1E:**,30:87:D9:71:5B:**,30:87:D9:71:7F:**,30:87:D9:F1:9A:**,30:87:D9:B1:5A:**,30:87:D9:B1:7D:**,30:87:D9:32:38:**
1665322237,2.816509,32.3370667,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-65,-82,-100,-77,-100,-72,-100,-100,-81,-67,-100,-69,-71,-100,-81,-100,-52,-79,-53,-79,-66,-100,-80,-100,-100,-58,-100,-100,-100,-100,-100,-100,-75,-79,-100,-46,-100,-68,-100,-45,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-80,-100,-65,-78,-100,-100,-73,-76,-100,-100,-100,-43,-100,-69,-100,-100,-52,-100,-100,-100,-65,-69,-100,-100,-100,-100,-100,-100,-41,-42,-100,-44,-100,-100,-58,-80,-100,-100,-100,-100,-100,-80,-100,-100,-78,-100,-100,-100,-67,-69,-100,-100,-81,-100,-100,-100,-100,-100,-42,-74,-78,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-59,-44,-100,-100,-100,-74,-58,-81,-100,-70
1665322238,2.8941483,32.5339813,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-75,-83,-100,-77,-100,-72,-100,-100,-100,-77,-100,-80,-67,-100,-81,-100,-62,-78,-62,-79,-65,-100,-80,-100,-100,-59,-100,-100,-100,-100,-100,-100,-75,-79,-100,-54,-100,-65,-100,-55,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-78,-100,-75,-78,-100,-100,-71,-76,-100,-100,-100,-33,-100,-73,-100,-100,-62,-100,-100,-100,-74,-76,-100,-100,-100,-100,-100,-100,-32,-33,-100,-55,-100,-100,-60,-80,-100,-100,-100,-100,-100,-80,-100,-100,-78,-100,-100,-100,-66,-78,-100,-100,-80,-100,-100,-100,-100,-100,-32,-74,-80,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-60,-55,-100,-100,-100,-73,-53,-82,-100,-69
1665322239,2.9134297,32.565403,-100,-100,-100,-75,-100,-100,-100,-80,-100,-81,-78,-100,-100,-75,-100,-100,-79,-60,-80,-80,-100,-62,-100,-100,-77,-79,-100,-70,-72,-100,-73,-100,-74,-75,-74,-100,-83,-100,-100,-100,-100,-43,-100,-100,-100,-100,-100,-67,-72,-76,-84,-68,-100,-69,-100,-67,-100,-76,-100,-58,-70,-100,-100,-100,-78,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-83,-50,-100,-79,-64,-58,-100,-100,-100,-68,-100,-78,-100,-100,-67,-100,-100,-100,-76,-73,-50,-79,-100,-100,-100,-76,-68,-66,-100,-67,-78,-100,-41,-100,-100,-100,-100,-100,-100,-60,-100,-67,-75,-100,-100,-100,-82,-57,-100,-100,-76,-100,-100,-100,-100,-100,-68,-65,-73,-100,-76,-100,-100,-100,-100,-76,-100,-100,-100,-100,-43,-69,-100,-100,-80,-65,-42,-60,-100,-57
1665322240,3.1316414,32.9638062,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-74,-65,-100,-75,-100,-66,-100,-100,-100,-73,-100,-67,-67,-100,-74,-100,-56,-77,-57,-76,-72,-100,-100,-100,-100,-58,-100,-100,-100,-100,-100,-100,-64,-80,-100,-60,-100,-65,-100,-60,-100,-100,-100,-62,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-78,-100,-74,-68,-100,-77,-67,-67,-100,-100,-100,-38,-100,-65,-100,-100,-56,-100,-100,-100,-65,-64,-100,-100,-100,-100,-100,-68,-39,-38,-100,-60,-100,-100,-59,-78,-100,-100,-100,-100,-100,-76,-100,-100,-78,-100,-100,-100,-74,-67,-100,-81,-68,-100,-100,-100,-100,-100,-38,-69,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-60,-100,-100,-100,-67,-57,-65,-100,-70
1665322242,3.3338623,33.1283607,-100,-84,-100,-71,-78,-100,-100,-100,-60,-66,-75,-100,-100,-76,-100,-100,-68,-100,-70,-72,-100,-100,-100,-100,-77,-44,-100,-82,-64,-71,-76,-79,-72,-53,-69,-74,-43,-100,-75,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-53,-100,-100,-80,-100,-68,-100,-100,-100,-100,-100,-64,-100,-65,-65,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-79,-100,-44,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-64,-100,-100,-100,-76,-100,-100,-100,-70,-100,-100,-60,-77,-76,-69,-100,-100,-60,-80,-75,-81,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-75,-100,-100,-68,-65,-100,-100,-100,-100,-100,-75,-100,-60,-82,-100,-68,-100,-100,-78,-57,-100,-100,-100,-67,-100,-100,-77,-100,-100,-100,-80,-100,-100,-100
1665322243,3.572506,33.260994,-62,-57,-100,-72,-59,-100,-100,-100,-100,-60,-58,-100,-100,-100,-100,-74,-100,-100,-58,-100,-72,-52,-100,-100,-100,-100,-100,-100,-82,-100,-100,-69,-68,-100,-66,-100,-100,-75,-100,-100,-100,-56,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-60,-76,-75,-100,-100,-100,-100,-58,-100,-60,-100,-100,-100,-100,-60,-100,-100,-100,-100,-63,-77,-100,-52,-62,-100,-60,-64,-69,-60,-100,-100,-78,-71,-100,-100,-100,-100,-100,-78,-100,-74,-58,-64,-79,-70,-70,-100,-100,-100,-100,-55,-100,-58,-100,-100,-58,-100,-100,-58,-100,-100,-62,-100,-100,-100,-63,-59,-100,-74,-100,-100,-100,-100,-100,-69,-53,-72,-59,-100,-100,-79,-100,-100,-100,-100,-69,-100,-100,-56,-100,-70,-76,-100,-53,-56,-100,-100,-60
1665322244,3.7963676,33.2741661,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-76,-81,-100,-78,-85,-66,-100,-100,-82,-69,-100,-78,-65,-100,-100,-100,-59,-77,-59,-100,-78,-100,-85,-100,-100,-56,-100,-100,-100,-100,-100,-100,-67,-77,-100,-59,-100,-66,-100,-56,-70,-100,-100,-100,-80,-100,-100,-100,-100,-87,-100,-100,-100,-69,-100,-59,-100,-100,-100,-100,-79,-71,-100,-100,-69,-78,-100,-100,-100,-35,-100,-67,-100,-100,-60,-100,-100,-100,-68,-62,-73,-100,-100,-85,-100,-100,-37,-35,-100,-63,-100,-100,-57,-84,-100,-100,-55,-85,-100,-100,-100,-87,-78,-100,-100,-72,-67,-76,-100,-74,-80,-100,-88,-100,-100,-70,-35,-69,-80,-100,-100,-100,-100,-100,-100,-79,-100,-100,-71,-100,-57,-59,-100,-100,-100,-72,-57,-100,-100,-80
1665322245,3.8188171,33.2819443,-100,-78,-100,-100,-68,-100,-100,-80,-52,-67,-70,-100,-100,-62,-100,-77,-61,-78,-68,-100,-100,-100,-100,-100,-62,-51,-73,-100,-74,-65,-62,-100,-100,-70,-100,-100,-52,-69,-100,-100,-100,-79,-100,-70,-100,-100,-100,-100,-100,-77,-100,-100,-81,-100,-100,-100,-100,-100,-100,-80,-81,-100,-66,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-76,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-35,-100,-100,-100,-100,-100,-66,-79,-100,-79,-100,-100,-100,-100,-80,-100,-100,-80,-81,-100,-100,-82,-100,-100,-100,-35,-100,-100,-100,-100,-100,-100,-78,-33,-76,-100,-100,-100,-100,-61,-75,-100,-68,-100,-69,-76,-100,-100,-100,-100,-100,-73,-79,-100,-80
1665322246,4.1350498,33.4492111,-100,-100,-100,-68,-100,-100,-100,-80,-100,-81,-100,-100,-100,-77,-100,-100,-79,-57,-100,-80,-100,-62,-100,-100,-100,-79,-100,-70,-72,-100,-76,-100,-73,-100,-66,-100,-78,-100,-100,-100,-100,-38,-100,-100,-100,-100,-100,-100,-72,-100,-100,-68,-100,-69,-100,-67,-100,-76,-100,-59,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-79,-54,-100,-79,-62,-55,-100,-100,-100,-55,-100,-77,-100,-100,-67,-100,-100,-100,-76,-73,-100,-79,-100,-100,-100,-69,-60,-55,-100,-67,-78,-100,-39,-100,-100,-100,-100,-100,-100,-60,-100,-100,-100,-100,-100,-100,-82,-55,-100,-100,-67,-100,-100,-100,-100,-100,-55,-61,-70,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-39,-69,-100,-100,-80,-60,-39,-60,-100,-55
1665322247,4.5011787,33.5397072,-100,-100,-100,-35,-100,-67,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-66,-100,-77,-100,-100,-100,-77,-100,-47,-70,-100,-100,-100,-36,-58,-41,-65,-67,-100,-62,-100,-100,-66,-100,-100,-100,-100,-100,-71,-52,-61,-100,-67,-100,-78,-79,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-66,-100,-100,-83,-64,-100,-68,-100,-100,-64,-79,-100,-100,-100,-100,-48,-100,-51,-100,-100,-44,-100,-100,-100,-52,-52,-100,-78,-100,-100,-100,-100,-48,-48,-74,-68,-100,-100,-67,-65,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-100,-64,-100,-100,-67,-100,-100,-100,-100,-67,-100,-48,-79,-100,-100,-100,-72,-100,-100,-100,-60,-100,-100,-100,-100,-68,-68,-100,-100,-100,-79,-67,-100,-100,-100
1665322248,4.7781105,33.567337,-76,-59,-100,-79,-37,-100,-100,-100,-100,-37,-37,-100,-100,-77,-100,-44,-76,-100,-37,-100,-72,-77,-100,-100,-76,-100,-59,-100,-100,-100,-78,-80,-100,-100,-82,-100,-76,-45,-100,-100,-100,-73,-100,-45,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-69,-100,-42,-100,-75,-77,-100,-62,-100,-76,-100,-100,-100,-100,-68,-100,-100,-100,-77,-100,-64,-100,-78,-100,-72,-70,-67,-71,-69,-100,-100,-68,-82,-100,-100,-68,-100,-100,-78,-100,-80,-61,-76,-62,-68,-69,-100,-100,-100,-78,-77,-100,-69,-81,-100,-64,-100,-100,-100,-100,-100,-65,-100,-100,-80,-100,-62,-100,-69,-100,-100,-100,-100,-100,-69,-79,-64,-64,-100,-100,-100,-100,-100,-100,-100,-44,-100,-78,-80,-100,-81,-69,-100,-80,-81,-100,-100,-100
1665322249,5.0991802,33.5629768,-100,-78,-100,-100,-77,-100,-100,-80,-52,-75,-76,-100,-100,-66,-81,-77,-57,-78,-76,-100,-100,-100,-100,-100,-65,-48,-73,-100,-70,-59,-68,-100,-100,-67,-79,-100,-47,-69,-100,-100,-100,-73,-100,-70,-100,-100,-100,-100,-100,-76,-100,-100,-81,-100,-100,-100,-100,-100,-100,-80,-74,-100,-71,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-79,-100,-100,-76,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-37,-100,-100,-100,-82,-100,-69,-74,-100,-79,-100,-100,-100,-100,-81,-100,-100,-77,-81,-100,-100,-100,-100,-100,-76,-37,-100,-100,-81,-100,-100,-100,-77,-36,-76,-100,-100,-100,-100,-67,-77,-100,-68,-100,-70,-76,-100,-100,-100,-100,-100,-73,-80,-100,-80
1665322250,5.3892879,33.5415306,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-66,-100,-80,-100,-67,-100,-100,-100,-66,-100,-74,-68,-100,-100,-100,-56,-77,-62,-76,-67,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-69,-77,-100,-51,-100,-64,-100,-52,-100,-100,-100,-66,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-74,-100,-67,-67,-100,-100,-65,-65,-100,-100,-100,-37,-100,-70,-100,-100,-63,-100,-100,-100,-69,-60,-100,-100,-100,-100,-100,-72,-37,-36,-100,-51,-100,-100,-50,-76,-100,-100,-100,-100,-100,-63,-100,-100,-78,-100,-100,-100,-69,-66,-100,-77,-70,-100,-100,-100,-100,-100,-37,-68,-75,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-50,-52,-100,-100,-100,-64,-51,-76,-100,-66
1665322282,16.5054054,32.5251083,-100,-84,-100,-64,-77,-100,-100,-100,-60,-76,-76,-100,-100,-76,-100,-100,-78,-100,-71,-72,-100,-100,-100,-100,-77,-47,-100,-77,-73,-70,-76,-79,-77,-52,-59,-75,-48,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-52,-100,-100,-80,-100,-62,-100,-100,-100,-100,-100,-59,-100,-61,-62,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-71,-100,-42,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-63,-100,-100,-100,-71,-73,-100,-100,-100,-100,-100,-57,-75,-72,-63,-100,-100,-62,-100,-74,-81,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-80,-100,-100,-60,-58,-100,-100,-100,-100,-100,-75,-100,-59,-82,-100,-64,-100,-100,-78,-52,-100,-100,-100,-63,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100
1665322283,16.7197475,32.4682236,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-82,-100,-78,-100,-71,-100,-100,-81,-72,-100,-67,-68,-100,-85,-100,-58,-80,-58,-79,-66,-100,-80,-100,-100,-56,-100,-100,-100,-100,-100,-100,-67,-80,-100,-45,-100,-66,-100,-47,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-65,-74,-100,-100,-69,-72,-100,-100,-100,-37,-100,-60,-100,-100,-57,-100,-100,-100,-62,-62,-100,-100,-100,-100,-100,-82,-37,-37,-100,-46,-100,-100,-56,-80,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-67,-74,-100,-100,-83,-100,-100,-100,-100,-100,-36,-73,-81,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-57,-45,-100,-100,-100,-68,-57,-81,-100,-73
1665322284,17.0194969,32.3913765,-100,-100,-86,-59,-69,-100,-100,-100,-64,-100,-100,-100,-100,-77,-100,-100,-61,-100,-100,-51,-80,-100,-100,-100,-75,-74,-100,-64,-69,-100,-77,-100,-59,-55,-56,-65,-61,-100,-64,-100,-100,-100,-100,-100,-100,-100,-73,-75,-69,-56,-100,-100,-100,-100,-64,-100,-56,-100,-100,-100,-78,-100,-80,-81,-56,-100,-65,-100,-54,-100,-100,-100,-100,-100,-66,-64,-57,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-70,-77,-100,-40,-100,-100,-100,-68,-61,-100,-100,-100,-100,-100,-66,-62,-64,-69,-100,-100,-80,-100,-66,-100,-100,-100,-100,-58,-100,-100,-78,-54,-100,-75,-54,-67,-100,-100,-52,-67,-55,-76,-100,-100,-55,-68,-100,-77,-100,-100,-65,-100,-75,-77,-54,-100,-100,-54,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1665322285,17.2268715,32.3565445,-76,-65,-100,-79,-34,-100,-100,-100,-100,-34,-33,-100,-100,-77,-100,-51,-76,-100,-33,-100,-76,-70,-100,-100,-76,-100,-66,-100,-100,-100,-76,-80,-77,-100,-81,-100,-76,-51,-100,-100,-100,-73,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-68,-100,-76,-100,-75,-77,-100,-67,-100,-69,-100,-100,-79,-100,-79,-100,-100,-100,-77,-100,-64,-100,-67,-100,-72,-68,-81,-69,-68,-100,-100,-68,-75,-100,-100,-71,-100,-100,-71,-100,-80,-67,-76,-70,-67,-68,-100,-100,-100,-78,-77,-100,-64,-81,-100,-67,-100,-100,-100,-100,-100,-62,-100,-100,-80,-100,-65,-100,-73,-100,-100,-100,-100,-100,-67,-74,-69,-65,-100,-100,-100,-100,-100,-100,-100,-50,-100,-78,-77,-100,-81,-72,-100,-75,-77,-100,-100,-100
1665322286,17.4849586,32.272686,-100,-100,-86,-64,-100,-100,-100,-100,-64,-100,-100,-100,-100,-79,-100,-100,-62,-100,-100,-70,-80,-100,-100,-100,-100,-39,-100,-67,-71,-74,-80,-100,-64,-38,-63,-69,-43,-100,-64,-100,-100,-100,-100,-100,-100,-100,-73,-100,-72,-38,-100,-100,-100,-100,-61,-100,-56,-100,-100,-100,-59,-100,-71,-71,-56,-100,-61,-100,-54,-100,-100,-100,-100,-100,-66,-64,-43,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-71,-100,-100,-60,-100,-100,-100,-69,-62,-100,-100,-100,-100,-100,-59,-67,-69,-63,-100,-100,-60,-100,-69,-100,-100,-100,-100,-58,-100,-100,-100,-39,-100,-100,-54,-77,-100,-100,-54,-60,-55,-100,-100,-100,-55,-70,-100,-59,-100,-100,-62,-100,-100,-81,-38,-100,-100,-54,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1665322287,17.7140465,32.1550827,-100,-100,-100,-47,-100,-67,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-70,-57,-77,-100,-100,-100,-80,-100,-65,-72,-100,-100,-100,-45,-77,-45,-73,-77,-100,-59,-67,-100,-65,-62,-100,-100,-100,-100,-100,-57,-82,-100,-61,-100,-70,-100,-62,-57,-100,-100,-100,-100,-100,-48,-48,-100,-100,-73,-100,-100,-58,-66,-68,-100,-62,-66,-100,-77,-100,-100,-64,-78,-100,-100,-100,-100,-48,-100,-54,-100,-100,-48,-100,-100,-100,-56,-54,-79,-78,-100,-100,-100,-100,-48,-48,-77,-62,-100,-48,-65,-72,-100,-100,-67,-100,-100,-100,-100,-100,-75,-100,-100,-51,-68,-100,-100,-67,-100,-100,-100,-100,-67,-51,-48,-78,-100,-100,-100,-72,-100,-100,-100,-76,-100,-100,-52,-48,-65,-62,-100,-100,-100,-78,-60,-100,-100,-100
1665322288,17.8862267,32.0405807,-100,-78,-100,-100,-76,-100,-100,-80,-100,-76,-75,-100,-100,-65,-100,-77,-59,-78,-75,-100,-100,-100,-100,-100,-66,-49,-73,-100,-74,-71,-64,-100,-100,-68,-100,-100,-49,-69,-100,-100,-100,-80,-100,-70,-100,-100,-100,-100,-100,-69,-100,-100,-81,-100,-100,-100,-100,-100,-100,-80,-76,-100,-66,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-76,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-31,-100,-100,-100,-100,-100,-66,-76,-100,-79,-100,-100,-100,-100,-80,-100,-100,-80,-79,-100,-100,-82,-100,-100,-100,-31,-100,-100,-100,-100,-100,-100,-78,-31,-77,-100,-100,-100,-100,-65,-80,-100,-68,-100,-69,-76,-100,-100,-100,-100,-100,-73,-79,-100,-80
1665322289,18.2642746,31.7776489,-100,-100,-100,-76,-72,-100,-100,-76,-100,-75,-71,-100,-100,-76,-100,-100,-75,-70,-73,-100,-100,-37,-100,-74,-73,-76,-100,-100,-100,-100,-75,-57,-76,-100,-75,-100,-78,-100,-100,-100,-77,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-81,-100,-100,-77,-70,-70,-100,-100,-100,-100,-79,-100,-75,-100,-100,-78,-100,-100,-100,-100,-100,-75,-57,-100,-78,-37,-56,-76,-78,-100,-65,-69,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-79,-58,-79,-100,-68,-69,-68,-100,-100,-100,-100,-50,-100,-78,-76,-100,-79,-100,-70,-100,-100,-100,-100,-100,-100,-100,-55,-77,-100,-71,-100,-100,-100,-100,-100,-68,-37,-71,-78,-100,-100,-66,-100,-75,-100,-100,-100,-100,-100,-50,-79,-58,-100,-79,-37,-51,-64,-100,-56
1665322290,18.3822556,31.6948395,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-74,-68,-100,-75,-100,-68,-100,-100,-100,-74,-100,-69,-71,-100,-74,-100,-61,-100,-61,-100,-75,-100,-100,-100,-100,-47,-100,-100,-100,-100,-100,-100,-68,-80,-100,-60,-100,-65,-100,-62,-100,-100,-100,-67,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-78,-100,-74,-58,-100,-77,-68,-59,-100,-100,-100,-50,-100,-67,-100,-100,-61,-100,-100,-100,-67,-67,-100,-100,-100,-100,-100,-74,-50,-49,-100,-59,-100,-100,-47,-78,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-78,-59,-100,-81,-74,-100,-100,-100,-100,-100,-50,-68,-73,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-47,-61,-100,-100,-100,-67,-47,-66,-100,-58
1665322291,18.6515923,31.4476433,-76,-68,-100,-79,-47,-100,-100,-100,-100,-48,-47,-100,-100,-75,-100,-62,-79,-100,-47,-100,-72,-77,-100,-100,-76,-70,-70,-100,-100,-100,-73,-100,-100,-100,-82,-100,-71,-62,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-56,-100,-100,-76,-100,-63,-100,-71,-100,-100,-100,-100,-72,-100,-100,-100,-71,-100,-68,-100,-78,-100,-100,-75,-68,-75,-75,-100,-100,-71,-82,-100,-100,-70,-100,-100,-100,-100,-100,-70,-70,-62,-76,-73,-100,-100,-100,-78,-100,-100,-68,-100,-100,-73,-100,-100,-100,-100,-100,-64,-100,-100,-82,-100,-73,-100,-63,-100,-100,-100,-100,-100,-76,-78,-62,-63,-100,-100,-100,-100,-74,-100,-100,-63,-100,-100,-80,-100,-100,-77,-100,-79,-81,-100,-100,-100
1665322292,18.8031425,31.2951355,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-78,-65,-100,-80,-100,-67,-100,-100,-100,-79,-100,-80,-72,-100,-76,-100,-64,-100,-63,-81,-79,-100,-79,-100,-100,-51,-100,-100,-100,-100,-100,-100,-66,-100,-100,-61,-100,-67,-100,-61,-100,-76,-100,-64,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-78,-79,-100,-79,-60,-100,-100,-65,-60,-100,-100,-100,-50,-100,-68,-100,-100,-63,-100,-100,-100,-66,-68,-100,-77,-100,-100,-100,-75,-50,-51,-100,-62,-78,-100,-51,-81,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-82,-59,-100,-79,-74,-100,-100,-100,-100,-100,-50,-64,-73,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-60,-100,-100,-100,-64,-52,-65,-100,-60
