timestamp,x,z,30:87:D9:B1:7E:**,30:87:D9:F1:7E:**,30:87:D9:F1:76:**,30:87:D9:F2:38:**,30:87:D9:B1:82:**,30:87:D9:31:97:**,30:87:D9:32:06:**,30:87:D9:71:7C:**,30:87:D9:71:81:**,30:87:D9:31:7C:**,30:87:D9:B1:FC:**,30:87:D9:B1:7F:**,30:87:D9:B2:38:**,30:87:D9:F1:81:**,30:87:D9:B1:89:**,30:87:D9:72:38:**,30:87:D9:71:61:**,30:87:D9:71:5C:**,30:87:D9:B2:06:**,30:87:D9:71:99:**,00:24:6C:26:87:**,30:87:D9:72:06:**,30:87:D9:31:81:**,30:87:D9:F1:F0:**,30:87:D9:F2:06:**,30:87:D9:31:F0:**,30:87:D9:B1:7D:**,30:87:D9:31:95:**,30:87:D9:71:7D:**,30:87:D9:F1:89:**,30:87:D9:31:7F:**,30:87:D9:71:F0:**,30:87:D9:B1:81:**,30:87:D9:B1:76:**,00:24:6C:26:8B:**,30:87:D9:F1:7F:**,34:97:F6:6B:EB:**,30:87:D9:F1:7D:**,30:87:D9:B1:97:**,30:87:D9:71:95:**,30:87:D9:B1:F0:**,00:24:6C:2D:1A:**,30:87:D9:71:FC:**,30:87:D9:31:7E:**,30:87:D9:B1:95:**,30:87:D9:71:7E:**,30:87:D9:71:58:**,30:87:D9:F1:95:**,30:87:D9:71:72:**,78:32:1B:CC:37:**,30:87:D9:71:7F:**,30:87:D9:31:89:**,E4:F0:42:E0:FB:**,30:87:D9:71:89:**,30:87:D9:71:97:**,30:87:D9:F1:97:**,30:87:D9:31:76:**,30:87:D9:71:9A:**,30:87:D9:F1:82:**,B0:6E:BF:3B:A8:**,30:87:D9:71:76:**,30:87:D9:31:7D:**,30:87:D9:31:82:**,30:87:D9:31:FC:**,30:87:D9:32:38:**,30:87:D9:F1:FC:**,30:87:D9:71:82:**
1662467304,1.1309605,20.3322315,-100,-100,-71,-67,-70,-60,-65,-100,-71,-100,-100,-100,-66,-72,-71,-66,-100,-100,-65,-45,-100,-64,-78,-100,-65,-100,-100,-100,-100,-72,-100,-100,-79,-71,-71,-100,-100,-100,-67,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-66,-68,-69,-72,-100,-73,-74,-73,-100,-75,-100,-67,-100,-71
1662467305,1.1328278,20.3329792,-100,-100,-59,-100,-100,-72,-79,-100,-80,-100,-74,-72,-100,-77,-79,-100,-100,-100,-72,-45,-100,-78,-79,-100,-72,-100,-100,-76,-100,-100,-78,-100,-76,-59,-74,-80,-100,-100,-71,-76,-79,-70,-77,-100,-77,-100,-100,-77,-100,-100,-81,-80,-100,-79,-75,-72,-61,-100,-100,-76,-59,-100,-100,-77,-100,-77,-100
1662467306,1.1326962,20.3303471,-100,-80,-57,-100,-100,-65,-79,-100,-78,-100,-75,-79,-100,-77,-100,-100,-100,-100,-100,-45,-100,-78,-78,-79,-100,-100,-100,-77,-100,-100,-79,-100,-76,-57,-74,-78,-100,-100,-71,-77,-78,-76,-77,-100,-77,-100,-100,-77,-100,-100,-79,-80,-100,-79,-66,-72,-57,-100,-100,-77,-58,-100,-100,-74,-100,-74,-100
1662467307,1.139431,20.3333683,-80,-78,-53,-100,-100,-78,-75,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-75,-40,-100,-70,-100,-100,-76,-100,-61,-100,-60,-77,-100,-100,-100,-53,-72,-100,-100,-60,-78,-100,-100,-77,-100,-79,-100,-79,-100,-100,-100,-100,-100,-78,-100,-80,-78,-78,-53,-100,-100,-100,-53,-59,-100,-100,-100,-100,-100
1662467308,1.1306458,20.328968,-100,-100,-61,-67,-70,-64,-59,-100,-71,-100,-100,-100,-66,-72,-71,-75,-100,-100,-61,-45,-100,-60,-78,-100,-59,-100,-100,-100,-100,-72,-100,-100,-79,-61,-65,-100,-100,-100,-62,-100,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-68,-63,-74,-59,-100,-73,-74,-61,-100,-75,-100,-67,-100,-71
1662467309,1.1302319,20.3356018,-100,-83,-45,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-40,-100,-100,-100,-100,-100,-100,-61,-100,-61,-80,-100,-100,-100,-46,-81,-100,-100,-61,-100,-100,-100,-100,-100,-79,-100,-82,-100,-100,-100,-100,-100,-64,-100,-64,-100,-100,-46,-100,-100,-100,-45,-61,-100,-100,-100,-100,-100
1662467310,1.1356983,20.3317833,-100,-100,-48,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-40,-100,-100,-100,-100,-100,-100,-61,-100,-61,-77,-100,-100,-100,-46,-81,-100,-100,-60,-79,-100,-100,-78,-100,-81,-100,-100,-100,-100,-100,-100,-100,-78,-100,-75,-79,-100,-47,-100,-100,-100,-47,-61,-100,-100,-100,-100,-100
1662467311,1.1352043,20.3330669,-100,-100,-63,-72,-100,-71,-68,-100,-79,-100,-100,-100,-75,-78,-76,-68,-100,-100,-70,-45,-100,-70,-80,-76,-71,-76,-100,-100,-100,-76,-100,-76,-79,-66,-73,-100,-100,-100,-68,-100,-72,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-73,-70,-71,-64,-100,-100,-81,-65,-100,-100,-100,-68,-100,-100
1662467312,1.1364594,20.331892,-80,-79,-53,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-40,-100,-100,-100,-100,-100,-100,-73,-100,-59,-100,-100,-100,-100,-52,-72,-100,-100,-72,-79,-100,-100,-78,-100,-80,-100,-79,-100,-100,-100,-100,-100,-100,-100,-79,-78,-76,-54,-100,-100,-100,-53,-72,-100,-100,-100,-100,-100
1662467313,1.1355305,20.3307381,-100,-80,-61,-100,-100,-80,-89,-47,-77,-45,-72,-78,-100,-77,-100,-100,-59,-80,-100,-40,-100,-90,-77,-79,-100,-81,-73,-77,-75,-100,-79,-77,-78,-61,-74,-77,-100,-72,-79,-77,-79,-79,-74,-100,-77,-100,-80,-76,-49,-87,-71,-100,-85,-100,-79,-69,-57,-75,-100,-80,-57,-73,-100,-73,-78,-72,-100
1662467314,1.1325741,20.3307457,-100,-100,-52,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-40,-100,-100,-100,-100,-100,-100,-61,-100,-61,-77,-100,-100,-100,-51,-79,-100,-100,-63,-79,-100,-100,-78,-100,-81,-100,-100,-100,-100,-100,-100,-100,-76,-100,-77,-79,-100,-51,-100,-100,-100,-52,-62,-100,-100,-100,-100,-100
1662467315,1.1331367,20.3324814,-100,-80,-59,-100,-100,-82,-89,-47,-81,-45,-72,-78,-100,-77,-100,-100,-59,-80,-100,-40,-100,-83,-77,-79,-77,-81,-66,-77,-72,-78,-79,-77,-78,-59,-74,-77,-100,-66,-82,-77,-79,-79,-74,-100,-77,-100,-80,-76,-49,-87,-71,-100,-85,-100,-81,-76,-58,-75,-100,-80,-59,-65,-100,-73,-78,-72,-100
1662467316,1.1276855,20.3319492,-100,-100,-54,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-74,-40,-100,-74,-100,-100,-75,-100,-65,-100,-66,-79,-100,-100,-100,-54,-78,-100,-100,-66,-100,-100,-100,-76,-80,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-79,-100,-100,-55,-100,-100,-100,-54,-68,-100,-100,-100,-100,-100
1662467317,1.1327171,20.3311501,-79,-78,-54,-100,-100,-78,-75,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-75,-40,-100,-70,-100,-100,-76,-100,-71,-100,-72,-77,-100,-100,-100,-54,-71,-100,-100,-71,-75,-100,-100,-77,-100,-79,-100,-79,-100,-100,-100,-100,-100,-78,-100,-79,-78,-77,-54,-100,-100,-100,-55,-72,-100,-100,-100,-100,-100
1662467318,1.1285591,20.3306541,-100,-100,-44,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-40,-100,-100,-100,-100,-100,-100,-60,-100,-61,-67,-100,-100,-100,-44,-78,-100,-100,-61,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-68,-76,-100,-45,-100,-100,-100,-44,-61,-100,-100,-100,-100,-100
1662467319,1.1309948,20.3320122,-100,-100,-72,-74,-74,-67,-68,-100,-100,-100,-100,-100,-76,-100,-74,-76,-100,-100,-68,-45,-100,-68,-79,-100,-66,-100,-100,-100,-100,-74,-100,-100,-100,-73,-79,-100,-78,-100,-66,-100,-100,-58,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-71,-76,-66,-72,-100,-75,-77,-74,-100,-75,-100,-77,-100,-74
1662467320,1.124609,20.3332996,-100,-100,-55,-100,-100,-66,-74,-100,-81,-100,-72,-100,-100,-100,-79,-100,-100,-100,-74,-40,-100,-72,-100,-100,-75,-81,-70,-77,-64,-77,-100,-77,-100,-54,-76,-100,-100,-64,-66,-77,-79,-76,-74,-100,-77,-100,-100,-76,-100,-100,-100,-73,-100,-78,-75,-76,-55,-100,-100,-80,-55,-71,-100,-73,-78,-72,-100
1662467321,1.1297436,20.3326836,-100,-100,-67,-80,-100,-65,-72,-100,-100,-100,-100,-77,-100,-100,-79,-100,-100,-100,-71,-45,-78,-71,-100,-100,-72,-100,-100,-100,-100,-81,-75,-100,-100,-67,-70,-77,-100,-100,-72,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-74,-73,-65,-100,-100,-78,-67,-100,-100,-100,-81,-100,-100
1662467322,1.1329861,20.3284569,-80,-79,-52,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-40,-100,-100,-100,-100,-100,-100,-72,-100,-71,-80,-100,-100,-100,-52,-75,-100,-100,-70,-75,-100,-100,-78,-100,-80,-100,-79,-100,-100,-100,-100,-100,-100,-100,-79,-78,-76,-51,-100,-100,-100,-51,-70,-100,-100,-100,-100,-100
1662467323,1.1237278,20.3337002,-100,-100,-63,-80,-100,-65,-70,-100,-77,-100,-100,-76,-79,-77,-77,-74,-100,-100,-67,-45,-76,-72,-80,-74,-71,-75,-100,-78,-100,-75,-77,-78,-76,-62,-70,-77,-100,-100,-67,-100,-75,-67,-100,-100,-80,-100,-100,-100,-100,-100,-75,-78,-100,-74,-66,-66,-62,-100,-100,-79,-63,-100,-100,-78,-78,-78,-100
1662467324,1.1410122,20.3261509,-100,-80,-51,-100,-100,-77,-89,-47,-81,-45,-72,-78,-100,-77,-100,-100,-59,-80,-74,-40,-100,-83,-77,-79,-73,-81,-68,-77,-73,-78,-79,-77,-78,-51,-73,-77,-100,-69,-77,-77,-79,-79,-74,-100,-77,-100,-80,-76,-49,-87,-71,-100,-85,-100,-81,-76,-53,-75,-100,-80,-54,-68,-100,-73,-78,-72,-100
1662467325,1.2442055,20.3363323,-100,-100,-62,-62,-70,-61,-67,-100,-71,-100,-100,-100,-62,-72,-71,-63,-100,-100,-67,-45,-100,-66,-78,-100,-67,-100,-100,-100,-100,-72,-100,-100,-79,-65,-65,-100,-100,-100,-61,-100,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-68,-63,-61,-63,-100,-73,-74,-63,-100,-75,-100,-63,-100,-71
1662467326,1.4038792,20.3805428,-100,-100,-53,-100,-100,-72,-79,-100,-76,-100,-75,-72,-100,-77,-79,-100,-100,-100,-72,-45,-100,-78,-77,-100,-72,-100,-100,-75,-100,-100,-78,-100,-76,-53,-73,-80,-100,-100,-71,-76,-79,-70,-77,-100,-77,-100,-100,-77,-100,-100,-81,-80,-100,-79,-72,-70,-53,-100,-100,-76,-54,-100,-100,-77,-100,-73,-100
1662467327,1.6208115,20.375967,-100,-100,-64,-77,-100,-72,-71,-100,-77,-100,-100,-100,-76,-77,-77,-74,-100,-100,-70,-45,-76,-70,-80,-74,-68,-75,-100,-78,-100,-75,-100,-78,-76,-63,-72,-100,-100,-100,-65,-100,-75,-71,-100,-100,-80,-100,-100,-100,-100,-100,-100,-78,-100,-74,-64,-72,-64,-100,-100,-80,-65,-100,-100,-78,-78,-78,-100
1662467328,1.8415394,20.4001694,-100,-80,-53,-100,-100,-80,-89,-47,-77,-45,-72,-78,-100,-77,-100,-100,-59,-80,-100,-40,-100,-90,-77,-79,-100,-81,-73,-77,-75,-100,-79,-77,-78,-54,-74,-77,-100,-72,-79,-77,-79,-79,-74,-100,-77,-100,-80,-76,-49,-87,-71,-100,-85,-100,-79,-69,-56,-75,-100,-80,-57,-73,-100,-73,-78,-72,-100
1662467329,2.0603123,20.4022694,-100,-100,-62,-80,-100,-65,-71,-100,-77,-100,-100,-77,-79,-77,-100,-100,-100,-100,-70,-45,-76,-71,-100,-74,-70,-100,-100,-78,-100,-100,-71,-100,-76,-62,-75,-77,-100,-100,-65,-100,-100,-78,-100,-100,-80,-100,-100,-100,-100,-100,-76,-100,-100,-100,-64,-64,-61,-100,-100,-79,-61,-100,-100,-78,-80,-78,-100
1662467330,2.290884,20.4019165,-100,-83,-51,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-40,-100,-100,-100,-100,-100,-100,-58,-100,-58,-64,-100,-100,-100,-50,-81,-100,-100,-59,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-64,-100,-64,-100,-100,-52,-100,-100,-100,-52,-58,-100,-100,-100,-100,-100
1662467331,2.5146809,20.4022274,-100,-100,-64,-76,-100,-70,-71,-100,-77,-100,-100,-100,-75,-78,-75,-74,-100,-100,-69,-45,-100,-69,-77,-76,-70,-76,-100,-100,-100,-77,-100,-76,-79,-66,-69,-100,-100,-100,-70,-100,-72,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-73,-70,-72,-64,-100,-100,-81,-64,-100,-100,-100,-74,-100,-100
1662467332,2.6811218,20.4186611,-100,-100,-66,-80,-100,-65,-73,-100,-100,-100,-100,-76,-100,-100,-79,-100,-100,-100,-72,-45,-78,-72,-100,-100,-72,-100,-100,-100,-100,-81,-76,-100,-100,-67,-71,-76,-100,-100,-72,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-72,-72,-67,-100,-100,-79,-65,-100,-100,-100,-81,-100,-100
1662467333,2.8775444,20.4250755,-100,-100,-59,-100,-100,-65,-73,-100,-100,-100,-68,-72,-100,-100,-79,-100,-100,-100,-72,-45,-100,-71,-81,-100,-72,-100,-100,-100,-100,-81,-73,-100,-100,-59,-71,-76,-100,-100,-72,-100,-79,-71,-69,-100,-100,-100,-100,-100,-100,-100,-76,-80,-100,-79,-72,-71,-58,-100,-100,-79,-58,-100,-100,-69,-100,-100,-100
1662467334,3.0740528,20.425209,-100,-100,-65,-77,-100,-63,-67,-100,-79,-100,-100,-100,-74,-78,-76,-74,-100,-100,-66,-45,-100,-64,-80,-78,-69,-78,-100,-100,-100,-77,-100,-78,-79,-64,-72,-100,-100,-100,-65,-100,-78,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-75,-62,-62,-64,-100,-100,-77,-65,-100,-100,-100,-77,-100,-100
1662467335,3.1900997,20.4220581,-100,-100,-59,-75,-70,-60,-65,-100,-71,-100,-100,-100,-67,-72,-71,-67,-100,-100,-65,-45,-100,-63,-78,-100,-63,-100,-100,-100,-100,-72,-100,-100,-79,-58,-71,-100,-100,-100,-62,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-66,-63,-61,-60,-100,-73,-69,-59,-100,-75,-100,-69,-100,-71
1662467336,3.1964455,20.419529,-100,-100,-62,-77,-100,-66,-70,-100,-77,-100,-100,-100,-76,-77,-77,-74,-100,-100,-74,-45,-76,-69,-80,-74,-74,-75,-100,-78,-100,-75,-100,-78,-76,-62,-72,-100,-100,-100,-71,-100,-75,-70,-100,-100,-80,-100,-100,-100,-100,-100,-100,-78,-100,-74,-66,-70,-63,-100,-100,-80,-62,-100,-100,-78,-78,-78,-100
1662467337,3.2002449,20.4193859,-100,-100,-75,-73,-78,-69,-63,-100,-71,-100,-100,-100,-73,-72,-71,-73,-100,-100,-65,-45,-79,-64,-77,-100,-65,-100,-100,-100,-100,-72,-100,-100,-100,-76,-76,-100,-100,-100,-70,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-78,-71,-72,-76,-100,-75,-77,-76,-100,-75,-100,-73,-100,-77
1662467338,3.1977234,20.4220352,-100,-100,-60,-80,-100,-66,-72,-100,-100,-100,-100,-76,-100,-100,-79,-100,-100,-100,-71,-45,-78,-70,-100,-100,-70,-100,-100,-100,-100,-81,-76,-100,-100,-60,-70,-76,-100,-100,-66,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-67,-66,-60,-100,-100,-79,-59,-100,-100,-100,-81,-100,-100
1662467339,3.2061996,20.4225502,-100,-100,-66,-71,-70,-63,-67,-100,-71,-100,-100,-100,-70,-72,-71,-71,-100,-100,-63,-45,-100,-68,-78,-100,-63,-100,-100,-100,-100,-72,-100,-100,-79,-67,-66,-100,-100,-100,-63,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-68,-63,-62,-66,-100,-73,-74,-67,-100,-75,-100,-70,-100,-71
1662467340,3.2024498,20.4201813,-100,-100,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-40,-100,-100,-100,-100,-100,-100,-65,-100,-67,-77,-100,-100,-100,-48,-78,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-67,-100,-100,-48,-100,-100,-100,-49,-66,-100,-100,-100,-100,-100
1662467341,3.2009583,20.4203548,-80,-79,-50,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-40,-100,-100,-100,-100,-100,-100,-61,-100,-61,-80,-100,-100,-100,-51,-76,-100,-100,-61,-78,-100,-100,-78,-100,-80,-100,-79,-100,-100,-100,-100,-100,-100,-100,-79,-78,-76,-51,-100,-100,-100,-51,-61,-100,-100,-100,-100,-100
1662467342,3.2033653,20.4210777,-100,-100,-61,-80,-100,-66,-71,-100,-77,-100,-100,-76,-79,-77,-100,-74,-100,-100,-70,-45,-76,-72,-80,-74,-70,-75,-100,-78,-100,-100,-76,-100,-76,-62,-70,-77,-100,-100,-66,-100,-75,-74,-100,-100,-80,-100,-100,-100,-100,-100,-75,-100,-100,-74,-65,-67,-61,-100,-100,-78,-62,-100,-100,-78,-78,-78,-100
1662467343,3.2033672,20.4211826,-100,-100,-58,-80,-100,-64,-71,-100,-77,-100,-100,-76,-79,-77,-100,-100,-100,-100,-72,-45,-100,-71,-100,-100,-73,-100,-100,-100,-100,-100,-71,-100,-76,-61,-69,-77,-100,-100,-65,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-65,-64,-59,-100,-100,-79,-60,-100,-100,-78,-80,-78,-100
1662467344,3.2006283,20.421814,-100,-100,-74,-76,-78,-74,-65,-100,-100,-100,-100,-100,-76,-100,-78,-77,-100,-100,-65,-45,-79,-65,-77,-100,-63,-100,-100,-100,-100,-80,-100,-100,-100,-76,-79,-100,-100,-100,-73,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-78,-74,-66,-76,-100,-75,-77,-76,-100,-75,-100,-77,-100,-77
1662467345,3.2006626,20.4212399,-100,-100,-65,-66,-70,-63,-67,-100,-74,-100,-100,-100,-68,-73,-79,-67,-100,-100,-65,-45,-100,-66,-72,-100,-65,-100,-100,-100,-100,-79,-100,-100,-73,-64,-66,-100,-100,-100,-62,-100,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-68,-62,-63,-67,-100,-73,-74,-65,-100,-75,-100,-73,-100,-71
1662467346,3.203249,20.4238243,-100,-83,-47,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-40,-100,-100,-100,-100,-100,-100,-62,-100,-62,-78,-100,-100,-100,-47,-81,-100,-100,-62,-100,-100,-100,-100,-100,-79,-100,-82,-100,-100,-100,-100,-100,-65,-100,-76,-100,-100,-46,-100,-100,-100,-46,-63,-100,-100,-100,-100,-100
1662467347,3.2034245,20.4230232,-100,-100,-64,-76,-100,-70,-67,-100,-74,-100,-100,-100,-77,-79,-75,-74,-100,-100,-65,-45,-100,-67,-78,-76,-67,-79,-100,-100,-100,-77,-100,-78,-73,-65,-72,-100,-100,-100,-68,-100,-77,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-73,-63,-67,-65,-100,-100,-76,-64,-100,-100,-100,-76,-100,-100
1662467348,3.2011299,20.4226284,-100,-100,-49,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-40,-100,-100,-100,-100,-100,-100,-52,-100,-52,-67,-100,-100,-100,-50,-78,-100,-100,-53,-79,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-67,-79,-100,-49,-100,-100,-100,-49,-53,-100,-100,-100,-100,-100
1662467349,3.2020683,20.4226398,-100,-100,-77,-74,-77,-67,-60,-100,-100,-100,-100,-100,-72,-100,-67,-64,-100,-100,-60,-45,-100,-59,-79,-100,-60,-100,-100,-100,-100,-78,-100,-100,-100,-76,-79,-100,-78,-100,-66,-100,-100,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-79,-76,-66,-77,-100,-75,-77,-75,-100,-75,-100,-67,-100,-78
1662467350,3.2001801,20.4213676,-100,-100,-56,-100,-100,-66,-78,-100,-81,-100,-100,-100,-100,-100,-79,-100,-100,-100,-73,-40,-100,-74,-100,-100,-76,-100,-65,-100,-65,-78,-100,-100,-100,-54,-76,-100,-100,-65,-66,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-79,-75,-76,-55,-100,-100,-80,-56,-64,-100,-100,-100,-100,-100
1662467351,3.2001266,20.421526,-100,-100,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-40,-100,-100,-100,-100,-100,-100,-66,-100,-65,-77,-100,-100,-100,-48,-78,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-67,-100,-100,-49,-100,-100,-100,-49,-68,-100,-100,-100,-100,-100
1662467352,3.2034245,20.4238033,-100,-100,-66,-73,-100,-62,-65,-100,-79,-100,-100,-100,-74,-78,-76,-74,-100,-100,-64,-45,-100,-63,-80,-78,-65,-78,-100,-100,-100,-78,-100,-78,-79,-64,-72,-100,-100,-100,-63,-100,-78,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-76,-62,-62,-65,-100,-100,-77,-64,-100,-100,-100,-76,-100,-100
1662467353,3.1992645,20.420908,-100,-100,-63,-75,-70,-72,-59,-100,-71,-100,-100,-100,-67,-72,-71,-67,-100,-100,-61,-45,-100,-60,-78,-100,-61,-100,-100,-100,-100,-72,-100,-100,-79,-61,-71,-100,-100,-100,-73,-100,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-66,-75,-75,-61,-100,-73,-69,-63,-100,-75,-100,-69,-100,-71
1662467354,3.2004204,20.4200592,-100,-100,-60,-80,-100,-64,-71,-100,-100,-100,-100,-76,-79,-100,-100,-100,-100,-100,-72,-45,-100,-71,-100,-100,-71,-100,-100,-100,-100,-100,-71,-100,-100,-60,-70,-77,-100,-100,-66,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-65,-65,-59,-100,-100,-79,-60,-100,-100,-100,-80,-100,-100
1662467355,3.2008495,20.4199295,-100,-100,-53,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-75,-40,-100,-76,-100,-100,-74,-100,-70,-100,-68,-80,-100,-100,-100,-54,-78,-100,-100,-69,-100,-100,-100,-76,-80,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-78,-100,-100,-53,-100,-100,-100,-53,-69,-100,-100,-100,-100,-100
1662467356,3.2008305,20.4213543,-100,-100,-56,-100,-100,-67,-75,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-75,-40,-100,-70,-100,-100,-76,-100,-69,-100,-70,-80,-100,-100,-100,-56,-72,-100,-100,-69,-100,-100,-100,-76,-80,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-77,-100,-100,-55,-100,-100,-100,-56,-70,-100,-100,-100,-100,-100
1662467357,3.2025948,20.4214401,-100,-83,-50,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-40,-100,-100,-100,-100,-100,-100,-58,-100,-58,-64,-100,-100,-100,-49,-81,-100,-100,-59,-100,-100,-100,-100,-100,-79,-100,-82,-100,-100,-100,-100,-100,-64,-100,-65,-100,-100,-49,-100,-100,-100,-50,-57,-100,-100,-100,-100,-100
1662467358,3.2021713,20.4189949,-100,-100,-59,-77,-100,-66,-70,-100,-77,-100,-100,-100,-76,-77,-77,-74,-100,-100,-74,-45,-76,-69,-80,-74,-74,-75,-100,-78,-100,-75,-100,-78,-76,-59,-72,-100,-100,-100,-67,-100,-75,-70,-100,-100,-80,-100,-100,-100,-100,-100,-100,-78,-100,-74,-66,-67,-59,-100,-100,-80,-59,-100,-100,-78,-78,-78,-100
1662467359,3.2040234,20.4223385,-80,-100,-49,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-40,-100,-100,-100,-100,-100,-100,-66,-100,-66,-68,-100,-100,-100,-48,-78,-100,-100,-65,-75,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-68,-76,-76,-49,-100,-100,-100,-49,-61,-100,-100,-100,-100,-100
1662467360,3.1992855,20.4213715,-100,-80,-57,-100,-100,-80,-89,-47,-77,-45,-72,-78,-100,-77,-100,-100,-59,-80,-100,-40,-100,-90,-77,-79,-100,-81,-66,-77,-72,-100,-79,-77,-78,-57,-74,-77,-100,-66,-79,-76,-77,-78,-73,-100,-77,-100,-80,-76,-49,-87,-71,-100,-85,-100,-79,-69,-57,-75,-100,-80,-58,-68,-100,-72,-78,-72,-100
1662467361,3.201149,20.4231682,-100,-100,-43,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-40,-100,-100,-100,-100,-100,-100,-62,-100,-61,-68,-100,-100,-100,-45,-79,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-68,-76,-100,-44,-100,-100,-100,-44,-62,-100,-100,-100,-100,-100
1662467362,3.2030563,20.4234829,-80,-79,-56,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-40,-100,-100,-100,-100,-100,-100,-69,-100,-70,-100,-100,-100,-100,-56,-72,-100,-100,-69,-79,-100,-100,-78,-100,-80,-100,-79,-100,-100,-100,-100,-100,-100,-100,-79,-78,-76,-56,-100,-100,-100,-57,-71,-100,-100,-100,-100,-100
