timestamp,30:87:D9:71:54:**,30:87:D9:F1:76:**,30:87:D9:B1:82:**,78:D2:94:7F:EB:**,30:87:D9:71:F0:**,30:87:D9:71:61:**,00:24:6C:26:87:**,30:87:D9:F1:F0:**,30:87:D9:B1:55:**,30:87:D9:B1:81:**,30:87:D9:B1:77:**,30:87:D9:F1:7F:**,30:87:D9:31:7E:**,30:87:D9:F1:55:**,30:87:D9:71:7E:**,30:87:D9:F1:7E:**,30:87:D9:71:59:**,30:87:D9:31:82:**,30:87:D9:71:82:**,30:87:D9:31:55:**,30:87:D9:B1:5C:**,30:87:D9:B1:54:**,30:87:D9:71:5C:**,30:87:D9:F2:06:**,08:36:C9:8E:F4:**,30:87:D9:B1:7C:**,30:87:D9:F1:59:**,30:87:D9:B1:97:**,30:87:D9:F1:95:**,30:87:D9:F1:99:**,30:87:D9:F1:97:**,30:87:D9:B1:7E:**,30:87:D9:71:58:**,30:87:D9:71:77:**,30:87:D9:F1:82:**,30:87:D9:31:54:**,00:24:6C:2D:17:**,30:87:D9:F1:77:**,30:87:D9:71:55:**,30:87:D9:F2:38:**,30:87:D9:31:97:**,30:87:D9:71:81:**,30:87:D9:B1:7F:**,30:87:D9:B2:38:**,30:87:D9:B1:89:**,30:87:D9:B2:06:**,30:87:D9:31:81:**,00:24:6C:2D:1A:**,30:87:D9:71:72:**,30:87:D9:F1:54:**,30:87:D9:31:89:**,30:87:D9:71:89:**,30:87:D9:71:97:**,30:87:D9:F1:7C:**,30:87:D9:71:9A:**,30:87:D9:71:76:**,30:87:D9:32:06:**,30:87:D9:71:7C:**,30:87:D9:71:95:**,30:87:D9:F1:81:**,30:87:D9:72:38:**,30:87:D9:71:99:**,30:87:D9:72:06:**,30:87:D9:31:F0:**,30:87:D9:31:95:**,30:87:D9:F1:89:**,30:87:D9:31:7F:**,30:87:D9:B1:99:**,30:87:D9:B1:76:**,34:97:F6:6B:EB:**,30:87:D9:B1:F0:**,30:87:D9:31:7C:**,30:87:D9:B1:95:**,30:87:D9:B1:59:**,30:87:D9:71:7F:**,30:87:D9:31:76:**,30:87:D9:32:38:**
1662468609.175164,-74,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-75,-100,-100,-77,-78,-100,-100,-100,-77,-100,-100,-100,-100,-76,-100,-100,-100,-69,-100,-100,-100,-100,-75,-76,-78,-74,-100,-100,-54,-100,-100,-100,-100,-100,-35,-100,-100,-100,-77,-100,-100,-53,-100,-100,-100,-100,-100,-100,-51,-100
1662468610.175195,-74,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-73,-100,-100,-100,-100,-76,-100,-100,-100,-74,-100,-100,-100,-100,-100,-55,-74,-100,-100,-100,-100,-35,-77,-100,-100,-100,-100,-100,-56,-100,-100,-100,-100,-100,-100,-56,-100
1662468611.175097,-75,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-77,-100,-100,-77,-100,-100,-100,-100,-76,-100,-100,-100,-100,-72,-100,-77,-100,-75,-73,-100,-100,-100,-74,-76,-78,-71,-100,-100,-56,-78,-100,-100,-100,-100,-35,-74,-100,-77,-100,-76,-100,-56,-100,-100,-100,-100,-100,-100,-56,-100
1662468612.175066,-72,-54,-100,-100,-75,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-74,-77,-100,-77,-100,-100,-100,-100,-71,-100,-100,-100,-100,-72,-100,-77,-100,-75,-73,-100,-100,-100,-73,-76,-78,-71,-100,-100,-53,-78,-100,-76,-100,-100,-35,-76,-78,-77,-100,-76,-100,-53,-100,-77,-100,-100,-80,-100,-53,-100
1662468613.175301,-100,-64,-70,-100,-77,-100,-100,-74,-100,-77,-100,-100,-77,-100,-80,-100,-100,-66,-69,-100,-100,-100,-100,-67,-100,-100,-100,-75,-80,-100,-76,-79,-100,-100,-70,-100,-100,-100,-100,-76,-58,-75,-100,-78,-70,-69,-78,-71,-100,-100,-77,-72,-74,-100,-100,-61,-69,-100,-78,-76,-73,-100,-68,-74,-79,-75,-100,-100,-62,-78,-77,-100,-79,-100,-48,-63,-69
1662468614.174808,-100,-73,-78,-100,-80,-100,-100,-100,-100,-79,-100,-100,-79,-100,-79,-78,-100,-77,-77,-100,-100,-100,-100,-64,-100,-100,-100,-77,-100,-100,-76,-100,-100,-100,-73,-100,-100,-100,-100,-65,-74,-79,-100,-67,-76,-67,-81,-75,-100,-100,-76,-75,-78,-100,-100,-72,-64,-100,-100,-100,-67,-100,-66,-81,-100,-74,-100,-100,-74,-78,-78,-100,-100,-100,-48,-73,-69
1662468615.174861,-62,-64,-100,-100,-78,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-68,-100,-100,-100,-59,-79,-100,-58,-100,-100,-100,-100,-63,-100,-100,-100,-67,-72,-76,-100,-66,-77,-69,-78,-76,-100,-64,-100,-100,-71,-100,-100,-64,-68,-100,-100,-80,-69,-100,-69,-74,-78,-100,-100,-100,-62,-100,-75,-100,-78,-100,-48,-63,-68
1662468616.175242,-74,-52,-100,-100,-76,-100,-79,-77,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-76,-100,-75,-100,-100,-100,-68,-75,-100,-66,-73,-100,-100,-100,-74,-80,-100,-100,-100,-67,-100,-100,-76,-100,-77,-100,-74,-100,-74,-100,-100,-66,-100,-100,-52,-75,-100,-76,-76,-77,-41,-78,-78,-76,-100,-100,-100,-53,-100,-78,-100,-77,-100,-100,-51,-78
1662468617.175308,-100,-63,-70,-100,-77,-100,-100,-74,-100,-77,-100,-100,-77,-100,-80,-100,-100,-66,-69,-100,-100,-100,-100,-64,-100,-100,-100,-59,-80,-100,-59,-100,-100,-100,-70,-100,-100,-100,-100,-68,-57,-77,-100,-76,-70,-65,-78,-76,-100,-100,-77,-72,-58,-100,-100,-64,-65,-100,-78,-76,-68,-100,-65,-78,-78,-75,-100,-100,-65,-78,-77,-100,-79,-100,-48,-64,-76
1662468618.176003,-100,-72,-74,-100,-80,-100,-100,-100,-100,-79,-100,-100,-79,-100,-79,-78,-100,-73,-74,-100,-100,-100,-100,-56,-100,-100,-100,-77,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-69,-74,-76,-100,-70,-74,-56,-78,-76,-100,-100,-76,-76,-75,-100,-100,-70,-56,-100,-100,-100,-70,-100,-57,-81,-100,-75,-100,-100,-71,-78,-100,-100,-100,-100,-48,-73,-71
1662468619.175257,-73,-58,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-77,-100,-100,-77,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-74,-100,-100,-100,-100,-100,-57,-100,-100,-100,-100,-100,-35,-78,-100,-100,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-57,-100
1662468620.175825,-100,-72,-74,-100,-80,-100,-100,-100,-100,-79,-100,-100,-79,-100,-79,-78,-100,-73,-74,-100,-100,-100,-100,-62,-100,-100,-100,-77,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-69,-74,-76,-100,-70,-74,-56,-78,-71,-100,-100,-76,-76,-75,-100,-100,-70,-56,-100,-100,-100,-70,-100,-57,-81,-100,-75,-100,-100,-71,-78,-100,-100,-100,-100,-48,-73,-71
1662468621.175825,-78,-45,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-79,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-77,-100,-100,-100,-100,-79,-100,-100,-100,-79,-100,-100,-100,-100,-74,-75,-77,-78,-100,-100,-46,-100,-100,-100,-100,-100,-35,-100,-100,-100,-74,-100,-100,-46,-100,-100,-100,-100,-100,-100,-46,-100
1662468622.175595,-72,-60,-77,-75,-77,-64,-100,-77,-76,-75,-100,-76,-78,-79,-78,-100,-81,-75,-77,-100,-68,-70,-66,-69,-87,-49,-100,-75,-100,-100,-75,-76,-72,-82,-78,-75,-100,-100,-80,-78,-75,-77,-77,-76,-100,-69,-78,-72,-60,-70,-100,-100,-64,-100,-71,-65,-70,-48,-100,-78,-78,-41,-69,-77,-100,-100,-77,-100,-61,-100,-100,-48,-100,-100,-69,-61,-75
1662468623.175682,-77,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-77,-100,-100,-77,-100,-100,-100,-100,-78,-100,-100,-100,-100,-78,-100,-100,-100,-68,-100,-100,-100,-100,-79,-77,-75,-78,-100,-100,-46,-100,-100,-100,-100,-100,-35,-100,-100,-100,-68,-100,-100,-46,-100,-100,-100,-100,-100,-100,-47,-100
1662468624.175372,-73,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-77,-100,-100,-76,-100,-100,-100,-100,-73,-100,-100,-100,-100,-80,-100,-100,-100,-77,-100,-100,-100,-100,-75,-76,-75,-78,-100,-100,-48,-100,-100,-100,-100,-100,-35,-100,-100,-100,-75,-100,-100,-49,-100,-100,-100,-100,-100,-100,-49,-100
1662468625.175356,-71,-53,-100,-100,-77,-100,-100,-79,-100,-100,-100,-77,-78,-100,-75,-77,-100,-100,-100,-100,-100,-72,-100,-75,-100,-100,-100,-65,-100,-100,-75,-73,-100,-100,-100,-71,-80,-100,-100,-100,-77,-100,-78,-76,-100,-77,-100,-71,-100,-73,-100,-100,-76,-100,-100,-53,-75,-100,-100,-100,-77,-41,-78,-78,-79,-100,-100,-100,-53,-100,-77,-100,-100,-100,-75,-53,-78
1662468626.175167,-100,-62,-70,-100,-100,-100,-76,-100,-100,-78,-100,-100,-100,-100,-80,-100,-100,-66,-69,-100,-100,-100,-100,-58,-100,-100,-100,-73,-100,-100,-72,-79,-100,-100,-70,-100,-100,-100,-100,-69,-72,-78,-100,-70,-70,-58,-81,-69,-100,-100,-71,-72,-74,-100,-100,-63,-58,-100,-100,-80,-70,-100,-58,-100,-100,-73,-100,-100,-63,-78,-100,-100,-100,-100,-48,-65,-66
1662468627.175271,-100,-67,-70,-100,-100,-100,-76,-100,-100,-79,-100,-100,-100,-100,-80,-100,-100,-70,-69,-100,-100,-100,-100,-62,-100,-100,-100,-73,-100,-100,-73,-79,-100,-100,-69,-100,-100,-100,-100,-68,-72,-80,-100,-67,-74,-63,-81,-66,-100,-100,-76,-76,-74,-100,-100,-68,-62,-100,-100,-73,-69,-100,-61,-100,-100,-76,-100,-100,-67,-78,-100,-100,-100,-100,-48,-67,-66
1662468628.175041,-100,-74,-83,-100,-80,-80,-78,-100,-100,-79,-76,-100,-79,-100,-79,-100,-100,-81,-77,-85,-100,-69,-100,-60,-100,-52,-74,-76,-100,-76,-76,-100,-82,-100,-73,-73,-100,-79,-86,-73,-74,-79,-100,-74,-74,-61,-81,-65,-67,-100,-76,-77,-78,-53,-64,-71,-69,-56,-100,-100,-74,-67,-69,-81,-100,-74,-100,-76,-70,-100,-78,-55,-100,-74,-48,-72,-73
1662468629.175301,-73,-58,-77,-75,-77,-64,-100,-77,-76,-78,-100,-74,-75,-79,-78,-100,-81,-75,-77,-100,-68,-67,-66,-69,-87,-49,-100,-66,-100,-100,-66,-76,-72,-82,-78,-74,-100,-100,-80,-68,-73,-77,-76,-76,-100,-68,-72,-71,-60,-66,-100,-100,-67,-100,-71,-64,-68,-48,-100,-77,-75,-41,-69,-77,-100,-100,-100,-100,-59,-100,-100,-48,-100,-100,-62,-57,-75
1662468630.174817,-75,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-75,-100,-100,-100,-67,-100,-100,-67,-78,-100,-100,-100,-68,-100,-100,-100,-100,-67,-100,-100,-100,-69,-76,-100,-100,-100,-75,-68,-67,-68,-100,-100,-54,-76,-100,-100,-100,-100,-35,-77,-100,-100,-67,-100,-100,-54,-100,-100,-100,-100,-100,-100,-54,-100
1662468631.175343,-75,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-75,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-73,-100,-100,-100,-100,-76,-100,-100,-100,-74,-100,-100,-100,-100,-100,-55,-76,-100,-100,-100,-100,-35,-77,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-100,-55,-100
1662468632.174990,-67,-63,-100,-100,-76,-100,-100,-77,-100,-78,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-65,-100,-67,-100,-100,-100,-64,-100,-100,-65,-100,-100,-100,-100,-66,-100,-100,-100,-68,-64,-77,-100,-76,-100,-67,-72,-74,-100,-65,-100,-100,-64,-100,-100,-62,-67,-100,-100,-77,-75,-100,-66,-77,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-48,-63,-75
1662468633.175195,-64,-65,-100,-100,-76,-100,-100,-77,-100,-76,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-65,-100,-68,-100,-100,-100,-59,-100,-100,-59,-100,-100,-100,-100,-64,-100,-100,-100,-68,-59,-77,-100,-66,-100,-71,-72,-77,-100,-65,-100,-100,-60,-100,-100,-67,-75,-100,-100,-77,-67,-100,-76,-77,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-48,-65,-67
1662468634.175064,-100,-72,-74,-100,-80,-100,-100,-100,-100,-79,-100,-100,-79,-100,-79,-78,-100,-75,-77,-100,-100,-100,-100,-67,-100,-100,-100,-74,-100,-100,-75,-100,-100,-100,-75,-100,-100,-100,-100,-68,-73,-76,-100,-70,-74,-65,-78,-71,-100,-100,-76,-76,-73,-100,-100,-70,-67,-100,-100,-100,-72,-100,-65,-81,-100,-75,-100,-100,-71,-78,-100,-100,-100,-100,-48,-75,-69
1662468635.175039,-63,-65,-100,-100,-78,-100,-100,-74,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-61,-100,-100,-100,-59,-79,-100,-59,-100,-100,-100,-100,-65,-100,-100,-100,-66,-58,-76,-100,-66,-77,-69,-78,-75,-100,-66,-100,-100,-57,-100,-100,-65,-63,-100,-100,-80,-69,-100,-65,-74,-78,-100,-100,-100,-65,-100,-75,-100,-78,-100,-48,-65,-68
1662468636.174951,-74,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-68,-100,-75,-100,-100,-100,-69,-100,-100,-68,-78,-100,-100,-100,-77,-100,-100,-100,-100,-76,-100,-100,-100,-69,-100,-100,-100,-100,-75,-76,-78,-68,-100,-100,-51,-76,-100,-100,-100,-100,-35,-100,-100,-100,-77,-100,-100,-51,-100,-100,-100,-100,-100,-100,-51,-100
1662468637.175314,-69,-52,-100,-100,-75,-100,-79,-77,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-67,-77,-100,-67,-100,-100,-100,-100,-73,-80,-100,-100,-100,-74,-100,-77,-100,-100,-100,-100,-100,-100,-73,-100,-100,-67,-100,-100,-51,-78,-100,-76,-76,-100,-41,-76,-78,-77,-100,-100,-100,-52,-100,-77,-100,-77,-80,-100,-51,-100
1662468638.175085,-74,-52,-100,-100,-78,-100,-79,-77,-100,-100,-100,-77,-78,-100,-75,-77,-100,-100,-100,-100,-100,-73,-100,-75,-100,-100,-100,-67,-75,-100,-66,-73,-100,-100,-100,-72,-80,-100,-100,-100,-67,-100,-78,-76,-100,-77,-100,-74,-100,-73,-100,-100,-67,-100,-100,-53,-75,-100,-100,-100,-77,-41,-78,-78,-80,-100,-100,-100,-53,-100,-78,-100,-100,-100,-100,-54,-78
1662468639.175197,-77,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-79,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-75,-100,-100,-69,-100,-100,-100,-100,-75,-100,-100,-100,-100,-76,-100,-100,-100,-78,-100,-100,-100,-100,-68,-77,-76,-74,-100,-100,-57,-100,-100,-100,-100,-100,-35,-100,-100,-100,-75,-100,-100,-57,-100,-100,-100,-100,-100,-100,-57,-100
1662468640.175574,-77,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-77,-100,-100,-77,-100,-100,-100,-100,-78,-100,-100,-100,-100,-78,-100,-100,-100,-76,-100,-100,-100,-100,-79,-77,-75,-78,-100,-100,-47,-100,-100,-100,-100,-100,-35,-100,-100,-100,-75,-100,-100,-46,-100,-100,-100,-100,-100,-100,-45,-100
1662468641.174983,-78,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-77,-100,-100,-76,-100,-100,-100,-100,-78,-100,-100,-100,-100,-78,-100,-100,-100,-77,-100,-100,-100,-100,-68,-70,-76,-79,-100,-100,-47,-100,-100,-100,-100,-100,-35,-100,-100,-100,-70,-100,-100,-47,-100,-100,-100,-100,-100,-100,-47,-100
1662468642.175295,-75,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-79,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-75,-100,-100,-69,-100,-100,-100,-100,-78,-100,-100,-100,-100,-76,-100,-100,-100,-66,-100,-100,-100,-100,-67,-66,-68,-74,-100,-100,-51,-100,-100,-100,-100,-100,-35,-100,-100,-100,-69,-100,-100,-51,-100,-100,-100,-100,-100,-100,-51,-100
1662468643.175503,-72,-58,-100,-100,-75,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-77,-77,-100,-77,-100,-100,-100,-100,-71,-100,-100,-100,-100,-72,-100,-77,-100,-75,-73,-100,-100,-100,-73,-76,-78,-71,-100,-100,-58,-78,-100,-100,-100,-100,-35,-76,-78,-77,-100,-76,-100,-58,-100,-77,-100,-100,-80,-100,-58,-100
1662468644.175774,-73,-53,-100,-100,-78,-100,-79,-77,-100,-100,-100,-77,-78,-100,-75,-77,-100,-100,-100,-100,-100,-73,-100,-75,-100,-100,-100,-66,-100,-100,-67,-73,-100,-100,-100,-73,-80,-100,-100,-100,-66,-100,-78,-76,-100,-77,-100,-71,-100,-73,-100,-100,-67,-100,-100,-53,-75,-100,-100,-100,-77,-41,-78,-78,-80,-100,-100,-100,-54,-100,-78,-100,-100,-100,-75,-52,-78
1662468645.175543,-100,-65,-70,-100,-77,-100,-100,-74,-100,-77,-100,-100,-77,-100,-100,-100,-100,-66,-69,-100,-100,-100,-100,-63,-100,-100,-100,-58,-79,-100,-60,-100,-100,-100,-70,-100,-100,-100,-100,-73,-59,-77,-100,-73,-70,-66,-78,-75,-100,-100,-77,-72,-60,-100,-100,-65,-64,-100,-78,-76,-73,-100,-65,-77,-78,-75,-100,-100,-66,-100,-75,-100,-79,-100,-48,-68,-72
1662468646.175994,-77,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-77,-100,-100,-77,-100,-100,-100,-100,-78,-100,-100,-100,-100,-78,-100,-100,-100,-68,-100,-100,-100,-100,-79,-77,-75,-78,-100,-100,-49,-100,-100,-100,-100,-100,-35,-100,-100,-100,-68,-100,-100,-49,-100,-100,-100,-100,-100,-100,-49,-100
1662468647.175535,-73,-59,-77,-75,-77,-64,-100,-77,-76,-78,-100,-74,-75,-79,-78,-100,-81,-75,-77,-100,-68,-66,-66,-69,-87,-49,-100,-66,-100,-100,-66,-76,-72,-82,-78,-75,-100,-100,-80,-68,-73,-77,-76,-76,-100,-69,-72,-71,-60,-66,-100,-100,-67,-100,-71,-64,-73,-48,-100,-77,-75,-41,-69,-77,-100,-100,-100,-100,-59,-100,-100,-48,-100,-100,-62,-58,-75
1662468648.174935,-75,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-79,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-76,-100,-100,-100,-100,-79,-100,-100,-100,-75,-100,-100,-100,-100,-74,-78,-79,-78,-100,-100,-47,-100,-100,-100,-100,-100,-35,-100,-100,-100,-68,-100,-100,-48,-100,-100,-100,-100,-100,-100,-49,-100
1662468649.175305,-77,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-79,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-75,-100,-100,-69,-100,-100,-100,-100,-75,-100,-100,-100,-100,-76,-100,-100,-100,-78,-100,-100,-100,-100,-68,-79,-78,-74,-100,-100,-51,-100,-100,-100,-100,-100,-35,-100,-100,-100,-78,-100,-100,-53,-100,-100,-100,-100,-100,-100,-54,-100
1662468650.175076,-100,-68,-74,-100,-80,-100,-100,-100,-100,-79,-100,-100,-79,-100,-79,-78,-100,-77,-77,-100,-100,-100,-100,-58,-100,-100,-100,-72,-100,-100,-68,-100,-100,-100,-73,-100,-100,-100,-100,-73,-71,-74,-100,-66,-74,-59,-81,-75,-100,-100,-76,-76,-68,-100,-100,-66,-60,-100,-100,-100,-66,-100,-60,-81,-100,-75,-100,-100,-67,-78,-78,-100,-100,-100,-48,-68,-78
1662468651.175267,-67,-54,-100,-100,-75,-100,-79,-77,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-73,-77,-100,-74,-100,-100,-100,-100,-68,-80,-100,-100,-100,-72,-100,-77,-100,-75,-100,-100,-100,-100,-66,-76,-78,-71,-100,-100,-54,-78,-100,-76,-76,-100,-41,-76,-78,-77,-100,-76,-100,-54,-100,-77,-100,-77,-80,-100,-54,-100
1662468652.175207,-74,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-74,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-35,-77,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-100,-55,-100
1662468653.175149,-77,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-77,-100,-100,-77,-100,-100,-100,-100,-78,-100,-100,-100,-100,-78,-100,-100,-100,-76,-100,-100,-100,-100,-79,-77,-75,-78,-100,-100,-50,-100,-100,-100,-100,-100,-35,-100,-100,-100,-75,-100,-100,-51,-100,-100,-100,-100,-100,-100,-51,-100
1662468654.175137,-78,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-79,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-77,-100,-100,-100,-100,-79,-100,-100,-100,-78,-100,-100,-100,-100,-74,-77,-77,-78,-100,-100,-47,-100,-100,-100,-100,-100,-35,-100,-100,-100,-77,-100,-100,-48,-100,-100,-100,-100,-100,-100,-47,-100
1662468655.175127,-75,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-75,-100,-100,-100,-78,-100,-100,-69,-100,-100,-100,-100,-76,-100,-100,-100,-100,-73,-100,-100,-100,-100,-76,-100,-100,-100,-74,-100,-100,-100,-100,-100,-55,-76,-100,-100,-100,-100,-35,-77,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-100,-56,-100
1662468656.175077,-74,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-75,-100,-75,-100,-100,-100,-78,-100,-100,-66,-78,-100,-100,-100,-77,-100,-100,-100,-100,-76,-100,-100,-100,-69,-100,-100,-100,-100,-75,-68,-76,-69,-100,-100,-54,-76,-100,-100,-100,-100,-35,-100,-100,-100,-78,-100,-100,-54,-100,-100,-100,-100,-100,-100,-52,-100
1662468657.174737,-73,-59,-77,-75,-77,-64,-100,-100,-76,-75,-100,-76,-80,-79,-76,-77,-100,-75,-77,-100,-68,-70,-66,-71,-87,-49,-100,-66,-100,-100,-66,-77,-72,-82,-78,-73,-100,-100,-80,-78,-65,-77,-77,-78,-100,-72,-77,-72,-60,-68,-100,-100,-64,-100,-71,-64,-71,-48,-100,-78,-76,-41,-72,-100,-100,-100,-76,-100,-58,-100,-100,-48,-100,-100,-69,-59,-78
1662468658.175065,-73,-62,-100,-100,-100,-100,-100,-100,-100,-75,-100,-77,-78,-100,-77,-76,-100,-100,-100,-100,-100,-73,-100,-70,-87,-100,-100,-66,-100,-100,-65,-78,-100,-100,-100,-72,-100,-100,-100,-78,-71,-77,-78,-78,-100,-69,-77,-74,-100,-74,-100,-100,-73,-100,-100,-63,-72,-100,-100,-78,-76,-41,-72,-100,-100,-100,-76,-100,-62,-100,-100,-100,-100,-100,-77,-64,-78
1662468659.174987,-72,-54,-100,-100,-75,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-77,-77,-100,-77,-100,-100,-100,-100,-71,-100,-100,-100,-100,-72,-100,-77,-100,-75,-73,-100,-100,-100,-73,-76,-78,-71,-100,-100,-54,-78,-100,-100,-100,-100,-35,-76,-78,-77,-100,-76,-100,-53,-100,-77,-100,-100,-80,-100,-53,-100
1662468660.175250,-77,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-79,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-75,-100,-100,-69,-100,-100,-100,-100,-75,-100,-100,-100,-100,-76,-100,-100,-100,-78,-100,-100,-100,-100,-68,-79,-78,-74,-100,-100,-52,-100,-100,-100,-100,-100,-35,-100,-100,-100,-78,-100,-100,-52,-100,-100,-100,-100,-100,-100,-53,-100
1662468661.174901,-75,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-77,-100,-100,-77,-100,-100,-100,-100,-75,-100,-100,-100,-100,-72,-100,-77,-100,-75,-73,-100,-100,-100,-73,-76,-78,-71,-100,-100,-54,-78,-100,-100,-100,-100,-35,-76,-100,-77,-100,-76,-100,-52,-100,-100,-100,-100,-100,-100,-53,-100
1662468662.174890,-77,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-77,-100,-100,-77,-100,-100,-100,-100,-78,-100,-100,-100,-100,-78,-100,-100,-100,-76,-100,-100,-100,-100,-79,-77,-75,-78,-100,-100,-49,-100,-100,-100,-100,-100,-35,-100,-100,-100,-77,-100,-100,-49,-100,-100,-100,-100,-100,-100,-49,-100
