timestamp,30:87:D9:71:54:**,30:87:D9:F1:76:**,30:87:D9:B1:82:**,78:D2:94:7F:EB:**,30:87:D9:71:F0:**,30:87:D9:71:61:**,00:24:6C:26:87:**,30:87:D9:F1:F0:**,30:87:D9:B1:55:**,30:87:D9:B1:81:**,30:87:D9:B1:77:**,30:87:D9:F1:7F:**,30:87:D9:31:7E:**,30:87:D9:F1:55:**,30:87:D9:71:7E:**,30:87:D9:F1:7E:**,30:87:D9:71:59:**,30:87:D9:31:82:**,30:87:D9:71:82:**,30:87:D9:31:55:**,30:87:D9:B1:5C:**,30:87:D9:B1:54:**,30:87:D9:71:5C:**,30:87:D9:F2:06:**,08:36:C9:8E:F4:**,30:87:D9:B1:7C:**,30:87:D9:F1:59:**,30:87:D9:B1:97:**,30:87:D9:F1:95:**,30:87:D9:F1:99:**,30:87:D9:F1:97:**,30:87:D9:B1:7E:**,30:87:D9:71:58:**,30:87:D9:71:77:**,30:87:D9:F1:82:**,30:87:D9:31:54:**,00:24:6C:2D:17:**,30:87:D9:F1:77:**,30:87:D9:71:55:**,30:87:D9:F2:38:**,30:87:D9:31:97:**,30:87:D9:71:81:**,30:87:D9:B1:7F:**,30:87:D9:B2:38:**,30:87:D9:B1:89:**,30:87:D9:B2:06:**,30:87:D9:31:81:**,00:24:6C:2D:1A:**,30:87:D9:71:72:**,30:87:D9:F1:54:**,30:87:D9:31:89:**,30:87:D9:71:89:**,30:87:D9:71:97:**,30:87:D9:F1:7C:**,30:87:D9:71:9A:**,30:87:D9:71:76:**,30:87:D9:32:06:**,30:87:D9:71:7C:**,30:87:D9:71:95:**,30:87:D9:F1:81:**,30:87:D9:72:38:**,30:87:D9:71:99:**,30:87:D9:72:06:**,30:87:D9:31:F0:**,30:87:D9:31:95:**,30:87:D9:F1:89:**,30:87:D9:31:7F:**,30:87:D9:B1:99:**,30:87:D9:B1:76:**,34:97:F6:6B:EB:**,30:87:D9:B1:F0:**,30:87:D9:31:7C:**,30:87:D9:B1:95:**,30:87:D9:B1:59:**,30:87:D9:71:7F:**,30:87:D9:31:76:**,30:87:D9:32:38:**
1662468663.175442,-68,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-75,-100,-100,-100,-67,-100,-100,-66,-78,-100,-100,-100,-67,-100,-100,-100,-100,-67,-100,-100,-100,-76,-76,-100,-100,-100,-67,-76,-78,-67,-100,-100,-57,-76,-100,-100,-100,-100,-35,-77,-100,-100,-76,-100,-100,-57,-100,-100,-100,-100,-100,-100,-56,-100
1662468664.175407,-100,-77,-74,-100,-80,-100,-76,-100,-100,-76,-100,-100,-79,-100,-79,-78,-100,-77,-77,-100,-100,-100,-100,-64,-100,-100,-100,-73,-100,-100,-72,-100,-100,-100,-75,-100,-100,-100,-100,-68,-68,-78,-100,-70,-74,-66,-78,-64,-100,-100,-76,-76,-69,-100,-100,-70,-64,-100,-100,-77,-71,-100,-67,-81,-100,-75,-100,-100,-71,-78,-100,-100,-100,-100,-48,-75,-73
1662468665.174886,-74,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-77,-100,-100,-77,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-74,-100,-100,-100,-100,-100,-57,-100,-100,-100,-100,-100,-35,-77,-100,-100,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-57,-100
1662468666.174707,-100,-64,-70,-100,-76,-100,-100,-74,-100,-77,-100,-100,-77,-100,-100,-100,-100,-66,-69,-100,-100,-100,-100,-68,-100,-100,-100,-58,-79,-100,-60,-100,-100,-100,-70,-100,-100,-100,-100,-76,-59,-77,-100,-76,-77,-69,-78,-75,-100,-100,-77,-72,-60,-100,-100,-65,-69,-100,-78,-76,-77,-100,-68,-77,-78,-75,-100,-100,-65,-100,-75,-100,-78,-100,-48,-64,-72
1662468667.175060,-63,-65,-100,-100,-78,-100,-100,-74,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-68,-100,-100,-100,-72,-79,-100,-71,-100,-100,-100,-100,-65,-100,-100,-100,-67,-75,-76,-100,-66,-77,-69,-78,-75,-100,-66,-100,-100,-72,-100,-100,-64,-63,-100,-100,-80,-69,-100,-70,-74,-78,-100,-100,-100,-63,-100,-75,-100,-78,-100,-48,-64,-68
1662468668.174958,-62,-64,-100,-100,-78,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-68,-100,-100,-100,-59,-79,-100,-57,-100,-100,-100,-100,-63,-100,-100,-100,-67,-59,-76,-100,-66,-77,-66,-78,-76,-100,-64,-100,-100,-59,-100,-100,-63,-63,-100,-100,-80,-66,-100,-64,-74,-78,-100,-100,-100,-62,-100,-75,-100,-78,-100,-48,-65,-66
1662468669.175004,-69,-53,-100,-100,-76,-100,-79,-77,-100,-100,-100,-100,-78,-100,-75,-100,-100,-100,-100,-100,-100,-69,-100,-75,-100,-100,-100,-69,-75,-100,-66,-73,-100,-100,-100,-67,-80,-100,-100,-100,-65,-100,-78,-76,-100,-77,-100,-74,-100,-70,-100,-100,-67,-100,-100,-52,-75,-100,-75,-76,-77,-41,-78,-78,-80,-100,-100,-100,-52,-100,-78,-100,-77,-100,-100,-52,-78
1662468670.174592,-75,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-75,-100,-100,-100,-78,-100,-100,-69,-100,-100,-100,-100,-76,-100,-100,-100,-100,-78,-100,-100,-100,-76,-76,-100,-100,-100,-74,-76,-78,-100,-100,-100,-51,-76,-100,-100,-100,-100,-35,-77,-100,-100,-76,-100,-100,-51,-100,-100,-100,-100,-100,-100,-52,-100
1662468673.176279,-72,-58,-77,-75,-77,-64,-100,-77,-76,-75,-100,-77,-78,-79,-78,-100,-81,-75,-77,-100,-68,-67,-66,-69,-87,-49,-100,-65,-100,-100,-66,-76,-72,-82,-78,-75,-100,-100,-80,-78,-64,-75,-76,-76,-100,-69,-77,-72,-60,-65,-100,-100,-64,-100,-71,-64,-71,-48,-100,-77,-78,-41,-70,-77,-100,-100,-100,-100,-58,-100,-100,-48,-100,-100,-69,-59,-75
1662468674.176212,-68,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-77,-100,-100,-76,-100,-100,-100,-100,-67,-100,-100,-100,-100,-78,-100,-100,-100,-77,-100,-100,-100,-100,-68,-75,-76,-79,-100,-100,-47,-100,-100,-100,-100,-100,-35,-100,-100,-100,-76,-100,-100,-47,-100,-100,-100,-100,-100,-100,-46,-100
1662468675.175160,-69,-58,-100,-100,-75,-100,-79,-77,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-67,-77,-100,-67,-100,-100,-100,-100,-73,-80,-100,-100,-100,-74,-100,-77,-100,-100,-100,-100,-100,-100,-73,-100,-100,-67,-100,-100,-58,-78,-100,-76,-76,-100,-41,-76,-78,-77,-100,-100,-100,-58,-100,-77,-100,-77,-80,-100,-57,-100
1662468676.175169,-74,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-68,-100,-75,-100,-100,-100,-76,-100,-100,-75,-78,-100,-100,-100,-77,-100,-100,-100,-100,-76,-100,-100,-100,-69,-100,-100,-100,-100,-75,-76,-78,-76,-100,-100,-55,-76,-100,-100,-100,-100,-35,-100,-100,-100,-77,-100,-100,-55,-100,-100,-100,-100,-100,-100,-53,-100
1662468677.175360,-100,-67,-70,-100,-100,-100,-76,-100,-100,-74,-100,-100,-77,-100,-80,-100,-100,-66,-69,-100,-100,-100,-100,-65,-100,-100,-100,-67,-100,-100,-68,-79,-100,-100,-70,-100,-100,-100,-100,-68,-75,-75,-100,-69,-70,-65,-81,-68,-100,-100,-77,-72,-68,-100,-100,-67,-65,-100,-100,-79,-69,-100,-64,-100,-100,-75,-100,-100,-67,-78,-100,-100,-100,-100,-48,-64,-69
1662468678.175183,-75,-62,-77,-75,-77,-64,-100,-77,-76,-78,-100,-74,-75,-79,-78,-100,-81,-75,-77,-100,-68,-70,-66,-70,-87,-49,-100,-65,-100,-100,-65,-76,-72,-82,-78,-75,-100,-100,-80,-68,-64,-77,-76,-76,-100,-62,-72,-71,-60,-70,-100,-100,-65,-100,-71,-65,-70,-48,-100,-77,-75,-41,-71,-77,-100,-100,-100,-100,-62,-100,-100,-48,-100,-100,-62,-62,-75
1662468679.175183,-73,-62,-77,-75,-77,-64,-100,-100,-76,-75,-100,-75,-80,-79,-76,-76,-100,-75,-77,-100,-68,-72,-66,-71,-87,-49,-100,-72,-100,-100,-74,-77,-72,-82,-78,-73,-100,-100,-80,-78,-70,-77,-76,-78,-100,-72,-77,-74,-60,-71,-100,-100,-74,-100,-71,-65,-70,-48,-100,-78,-76,-41,-71,-100,-100,-100,-76,-100,-61,-100,-100,-48,-100,-100,-69,-62,-78
1662468680.175274,-75,-60,-77,-75,-77,-64,-100,-77,-76,-75,-100,-76,-80,-79,-78,-100,-81,-75,-77,-100,-68,-71,-66,-73,-87,-49,-100,-64,-100,-100,-64,-76,-72,-82,-78,-75,-100,-100,-80,-80,-66,-77,-77,-77,-100,-69,-77,-71,-60,-71,-100,-100,-65,-100,-71,-65,-74,-48,-100,-78,-75,-41,-72,-77,-100,-100,-77,-100,-61,-100,-100,-48,-100,-100,-70,-60,-78
1662468681.175234,-74,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-74,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-35,-77,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-100,-53,-100
1662468682.175399,-72,-54,-100,-100,-75,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-74,-77,-100,-76,-100,-100,-100,-100,-71,-100,-100,-100,-100,-72,-100,-77,-100,-75,-76,-100,-100,-100,-73,-76,-78,-71,-100,-100,-54,-78,-100,-76,-76,-100,-35,-76,-78,-77,-100,-76,-100,-54,-100,-77,-100,-77,-80,-100,-53,-100
1662468683.176168,-75,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-79,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-75,-100,-100,-69,-100,-100,-100,-100,-78,-100,-100,-100,-100,-76,-100,-100,-100,-66,-100,-100,-100,-100,-76,-66,-68,-74,-100,-100,-53,-100,-100,-100,-100,-100,-35,-100,-100,-100,-69,-100,-100,-53,-100,-100,-100,-100,-100,-100,-53,-100
1662468684.175155,-67,-52,-100,-100,-76,-100,-79,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-75,-100,-100,-100,-66,-75,-100,-65,-100,-100,-100,-100,-66,-80,-100,-100,-100,-67,-100,-100,-76,-100,-77,-100,-100,-100,-73,-100,-100,-67,-100,-100,-53,-78,-100,-76,-76,-77,-41,-76,-78,-76,-100,-100,-100,-53,-100,-78,-100,-77,-80,-100,-54,-78
1662468685.175236,-74,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-77,-100,-100,-77,-100,-100,-100,-100,-76,-100,-100,-100,-100,-72,-100,-100,-100,-75,-73,-100,-100,-100,-75,-76,-78,-71,-100,-100,-53,-100,-100,-100,-100,-100,-35,-78,-100,-100,-100,-76,-100,-53,-100,-100,-100,-100,-100,-100,-54,-100
1662468686.175239,-100,-65,-70,-100,-77,-100,-76,-100,-100,-77,-100,-100,-77,-100,-80,-100,-100,-66,-69,-100,-100,-100,-100,-66,-100,-100,-100,-58,-80,-100,-58,-79,-100,-100,-70,-100,-100,-100,-100,-76,-58,-75,-100,-78,-70,-67,-78,-72,-100,-100,-77,-72,-58,-100,-100,-64,-67,-100,-78,-76,-73,-100,-66,-77,-79,-75,-100,-100,-65,-78,-77,-100,-79,-100,-48,-65,-73
1662468687.175255,-71,-60,-100,-100,-100,-100,-100,-100,-100,-75,-100,-77,-77,-100,-77,-76,-100,-100,-100,-100,-100,-71,-100,-71,-100,-100,-100,-66,-100,-100,-65,-76,-100,-100,-100,-69,-100,-100,-100,-78,-66,-77,-75,-78,-100,-69,-77,-74,-100,-72,-100,-100,-66,-100,-100,-59,-73,-100,-100,-78,-76,-41,-72,-100,-100,-100,-76,-100,-59,-100,-100,-100,-100,-100,-75,-60,-78
1662468688.175464,-78,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-79,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-77,-100,-100,-100,-100,-79,-100,-100,-100,-75,-100,-100,-100,-100,-74,-76,-76,-77,-100,-100,-48,-100,-100,-100,-100,-100,-35,-100,-100,-100,-77,-100,-100,-47,-100,-100,-100,-100,-100,-100,-48,-100
1662468689.175461,-73,-58,-100,-100,-78,-100,-100,-77,-100,-100,-100,-77,-78,-100,-75,-77,-100,-100,-100,-100,-100,-73,-100,-75,-100,-100,-100,-65,-100,-100,-75,-73,-100,-100,-100,-73,-80,-100,-100,-100,-77,-100,-78,-76,-100,-77,-100,-71,-100,-73,-100,-100,-76,-100,-100,-57,-75,-100,-100,-100,-77,-41,-78,-78,-79,-100,-100,-100,-57,-100,-78,-100,-100,-100,-75,-57,-78
1662468690.175024,-74,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-68,-100,-75,-100,-100,-100,-75,-100,-100,-77,-78,-100,-100,-100,-77,-100,-100,-100,-100,-76,-100,-100,-100,-69,-100,-100,-100,-100,-75,-76,-78,-74,-100,-100,-51,-76,-100,-100,-100,-100,-35,-100,-100,-100,-77,-100,-100,-51,-100,-100,-100,-100,-100,-100,-51,-100
1662468691.174972,-100,-72,-79,-100,-100,-100,-76,-100,-100,-76,-100,-100,-100,-100,-100,-78,-100,-77,-77,-100,-100,-100,-100,-65,-100,-100,-100,-71,-100,-100,-72,-79,-100,-100,-79,-100,-100,-100,-100,-73,-73,-78,-100,-73,-74,-65,-82,-63,-100,-100,-76,-76,-74,-100,-100,-72,-66,-100,-100,-77,-72,-100,-65,-100,-100,-76,-100,-100,-72,-80,-100,-100,-100,-100,-48,-71,-68
1662468692.175392,-77,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-77,-100,-100,-77,-100,-100,-100,-100,-78,-100,-100,-100,-100,-78,-100,-100,-100,-68,-100,-100,-100,-100,-79,-77,-75,-78,-100,-100,-45,-100,-100,-100,-100,-100,-35,-100,-100,-100,-68,-100,-100,-45,-100,-100,-100,-100,-100,-100,-45,-100
1662468693.174954,-100,-63,-70,-100,-77,-100,-76,-100,-100,-77,-100,-100,-77,-100,-80,-100,-100,-66,-69,-100,-100,-100,-100,-64,-100,-100,-100,-58,-80,-100,-59,-79,-100,-100,-70,-100,-100,-100,-100,-76,-58,-75,-100,-78,-70,-66,-78,-72,-100,-100,-77,-72,-58,-100,-100,-63,-66,-100,-78,-76,-73,-100,-64,-77,-79,-75,-100,-100,-64,-78,-77,-100,-79,-100,-48,-65,-69
1662468694.175377,-75,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-77,-100,-100,-77,-100,-100,-100,-100,-73,-100,-100,-100,-100,-72,-100,-77,-100,-75,-73,-100,-100,-100,-74,-76,-78,-71,-100,-100,-53,-78,-100,-100,-100,-100,-35,-76,-100,-77,-100,-76,-100,-53,-100,-100,-100,-100,-100,-100,-53,-100
1662468695.175280,-75,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-75,-100,-100,-100,-78,-100,-100,-69,-100,-100,-100,-100,-76,-100,-100,-100,-100,-78,-100,-100,-100,-78,-76,-100,-100,-100,-75,-100,-100,-100,-100,-100,-54,-76,-100,-100,-100,-100,-35,-77,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-100,-54,-100
1662468696.175252,-75,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-79,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-75,-100,-100,-69,-100,-100,-100,-100,-78,-100,-100,-100,-100,-76,-100,-100,-100,-77,-100,-100,-100,-100,-76,-77,-76,-74,-100,-100,-49,-100,-100,-100,-100,-100,-35,-100,-100,-100,-77,-100,-100,-49,-100,-100,-100,-100,-100,-100,-50,-100
1662468697.175404,-100,-72,-74,-100,-80,-100,-100,-100,-100,-79,-100,-100,-79,-100,-79,-78,-100,-73,-74,-100,-100,-100,-100,-59,-100,-100,-100,-75,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-70,-74,-76,-100,-70,-74,-59,-75,-78,-100,-100,-76,-76,-75,-100,-100,-70,-60,-100,-100,-100,-67,-100,-59,-81,-100,-75,-100,-100,-71,-78,-100,-100,-100,-100,-48,-73,-66
1662468698.175784,-72,-57,-100,-100,-75,-100,-79,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-74,-77,-100,-76,-100,-100,-100,-100,-68,-80,-100,-100,-100,-72,-100,-77,-100,-75,-100,-100,-100,-100,-71,-76,-78,-71,-100,-100,-56,-78,-100,-76,-76,-100,-41,-76,-78,-77,-100,-76,-100,-57,-100,-77,-100,-77,-80,-100,-58,-100
1662468699.175761,-70,-52,-100,-100,-78,-100,-100,-79,-100,-100,-100,-77,-78,-100,-75,-77,-100,-100,-100,-100,-100,-71,-100,-75,-100,-100,-100,-67,-100,-100,-66,-73,-100,-100,-100,-69,-80,-100,-100,-78,-69,-100,-78,-76,-100,-74,-100,-71,-100,-70,-100,-100,-66,-100,-100,-53,-75,-100,-100,-100,-77,-41,-75,-74,-100,-100,-76,-100,-53,-100,-78,-100,-100,-100,-75,-52,-78
1662468700.175469,-100,-65,-70,-100,-100,-100,-76,-100,-100,-77,-100,-100,-77,-100,-80,-100,-100,-66,-69,-100,-100,-100,-100,-66,-100,-100,-100,-58,-80,-100,-58,-79,-100,-100,-70,-100,-100,-100,-100,-74,-58,-75,-100,-69,-70,-66,-76,-68,-100,-100,-77,-72,-58,-100,-100,-63,-68,-100,-78,-79,-73,-100,-66,-100,-79,-75,-100,-100,-64,-78,-100,-100,-79,-100,-48,-63,-73
1662468701.175115,-78,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-77,-100,-100,-76,-100,-100,-100,-100,-78,-100,-100,-100,-100,-78,-100,-100,-100,-77,-100,-100,-100,-100,-69,-75,-76,-79,-100,-100,-50,-100,-100,-100,-100,-100,-35,-100,-100,-100,-78,-100,-100,-50,-100,-100,-100,-100,-100,-100,-50,-100
1662468702.174874,-68,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-75,-100,-100,-100,-67,-100,-100,-66,-78,-100,-100,-100,-67,-100,-100,-100,-100,-67,-100,-100,-100,-76,-76,-100,-100,-100,-67,-76,-78,-67,-100,-100,-52,-76,-100,-100,-100,-100,-35,-77,-100,-100,-76,-100,-100,-51,-100,-100,-100,-100,-100,-100,-52,-100
1662468703.174995,-69,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-77,-100,-100,-76,-100,-100,-100,-100,-68,-100,-100,-100,-100,-78,-100,-100,-100,-76,-100,-100,-100,-100,-67,-70,-68,-78,-100,-100,-46,-100,-100,-100,-100,-100,-35,-100,-100,-100,-76,-100,-100,-47,-100,-100,-100,-100,-100,-100,-46,-100
1662468704.175055,-69,-66,-100,-100,-76,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-70,-100,-68,-100,-100,-100,-70,-100,-100,-70,-100,-100,-100,-100,-70,-100,-100,-100,-68,-72,-77,-100,-66,-77,-68,-76,-77,-100,-69,-100,-100,-70,-100,-100,-67,-67,-100,-100,-77,-67,-100,-64,-80,-100,-100,-100,-100,-68,-100,-100,-100,-78,-100,-48,-67,-67
1662468705.175134,-75,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-79,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-75,-100,-100,-69,-100,-100,-100,-100,-78,-100,-100,-100,-100,-76,-100,-100,-100,-66,-100,-100,-100,-100,-76,-66,-68,-74,-100,-100,-55,-100,-100,-100,-100,-100,-35,-100,-100,-100,-69,-100,-100,-55,-100,-100,-100,-100,-100,-100,-53,-100
1662468706.174879,-100,-73,-78,-100,-80,-100,-100,-100,-100,-79,-100,-100,-79,-100,-79,-78,-100,-77,-77,-100,-100,-100,-100,-56,-100,-100,-100,-77,-100,-100,-76,-100,-100,-100,-73,-100,-100,-100,-100,-65,-74,-79,-100,-75,-76,-57,-81,-75,-100,-100,-76,-75,-78,-100,-100,-72,-57,-100,-100,-100,-66,-100,-57,-81,-100,-74,-100,-100,-74,-78,-78,-100,-100,-100,-48,-73,-62
1662468707.175740,-69,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-75,-100,-100,-77,-78,-100,-100,-100,-67,-100,-100,-100,-100,-76,-100,-100,-100,-69,-100,-100,-100,-100,-75,-76,-78,-74,-100,-100,-53,-100,-100,-100,-100,-100,-35,-100,-100,-100,-77,-100,-100,-52,-100,-100,-100,-100,-100,-100,-54,-100
1662468708.174823,-66,-66,-100,-100,-76,-100,-100,-77,-100,-76,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-69,-100,-68,-100,-100,-100,-73,-100,-100,-72,-100,-100,-100,-100,-66,-100,-100,-100,-68,-61,-77,-100,-66,-100,-71,-72,-77,-100,-68,-100,-100,-62,-100,-100,-66,-75,-100,-100,-77,-67,-100,-76,-77,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-48,-65,-67
1662468709.175041,-74,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-77,-100,-100,-77,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-74,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-35,-77,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-53,-100
1662468710.175005,-100,-73,-78,-100,-80,-100,-100,-100,-100,-79,-100,-100,-79,-100,-79,-78,-100,-77,-77,-100,-100,-100,-100,-59,-100,-100,-100,-67,-100,-100,-76,-100,-100,-100,-73,-100,-100,-100,-100,-65,-69,-79,-100,-76,-76,-59,-81,-75,-100,-100,-76,-75,-78,-100,-100,-75,-59,-100,-100,-100,-75,-100,-59,-81,-100,-74,-100,-100,-74,-78,-78,-100,-100,-100,-48,-76,-76
1662468711.174781,-75,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-75,-100,-100,-100,-67,-100,-100,-67,-78,-100,-100,-100,-68,-100,-100,-100,-100,-67,-100,-100,-100,-69,-76,-100,-100,-100,-75,-68,-67,-68,-100,-100,-53,-76,-100,-100,-100,-100,-35,-77,-100,-100,-67,-100,-100,-52,-100,-100,-100,-100,-100,-100,-52,-100
1662468712.174797,-64,-65,-100,-100,-76,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-64,-100,-100,-100,-58,-79,-100,-59,-100,-100,-100,-100,-64,-100,-100,-100,-67,-59,-77,-100,-66,-77,-64,-78,-77,-100,-64,-100,-100,-58,-100,-100,-63,-65,-100,-100,-78,-66,-100,-64,-77,-100,-100,-100,-100,-64,-100,-75,-100,-78,-100,-48,-64,-66
1662468713.175008,-67,-65,-100,-100,-76,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-63,-100,-100,-100,-75,-79,-100,-59,-100,-100,-100,-100,-65,-100,-100,-100,-66,-58,-77,-100,-67,-77,-65,-78,-77,-100,-66,-100,-100,-74,-100,-100,-65,-65,-100,-100,-78,-65,-100,-64,-77,-100,-100,-100,-100,-64,-100,-75,-100,-78,-100,-48,-66,-66
1662468714.175049,-77,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-77,-100,-100,-77,-100,-100,-100,-100,-78,-100,-100,-100,-100,-78,-100,-100,-100,-68,-100,-100,-100,-100,-79,-77,-75,-78,-100,-100,-47,-100,-100,-100,-100,-100,-35,-100,-100,-100,-68,-100,-100,-48,-100,-100,-100,-100,-100,-100,-48,-100
1662468715.175069,-100,-71,-79,-100,-100,-100,-76,-100,-100,-79,-100,-100,-100,-100,-80,-78,-100,-77,-77,-100,-100,-100,-100,-68,-100,-100,-100,-66,-100,-100,-67,-79,-100,-100,-76,-100,-100,-100,-100,-68,-66,-80,-100,-68,-74,-68,-81,-63,-100,-100,-76,-76,-67,-100,-100,-72,-69,-100,-100,-78,-67,-100,-68,-100,-100,-76,-100,-100,-71,-78,-100,-100,-100,-100,-48,-70,-66
1662468716.174587,-66,-52,-100,-100,-75,-100,-79,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-67,-77,-100,-66,-100,-100,-100,-100,-69,-80,-100,-100,-100,-65,-100,-100,-100,-100,-77,-100,-100,-100,-68,-100,-100,-67,-100,-100,-52,-75,-100,-76,-76,-100,-41,-76,-78,-76,-100,-100,-100,-52,-100,-77,-100,-77,-80,-100,-52,-100
1662468717.174855,-74,-58,-100,-100,-78,-100,-79,-77,-100,-100,-100,-77,-78,-100,-75,-77,-100,-100,-100,-100,-100,-73,-100,-75,-100,-100,-100,-74,-75,-100,-75,-73,-100,-100,-100,-72,-80,-100,-100,-100,-66,-100,-78,-76,-100,-77,-100,-71,-100,-73,-100,-100,-75,-100,-100,-57,-75,-100,-100,-100,-77,-41,-78,-78,-80,-100,-100,-100,-58,-100,-78,-100,-100,-100,-100,-58,-78
1662468718.175149,-73,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-79,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-77,-100,-100,-76,-100,-100,-100,-100,-73,-100,-100,-100,-100,-75,-100,-100,-100,-70,-100,-100,-100,-100,-72,-75,-75,-78,-100,-100,-49,-100,-100,-100,-100,-100,-35,-100,-100,-100,-74,-100,-100,-48,-100,-100,-100,-100,-100,-100,-48,-100
