00:24:6C:26:87:**,00:24:6C:26:89:**,00:24:6C:26:8B:**,00:24:6C:2D:17:**,00:24:6C:2D:1A:**,04:92:26:53:B7:**,08:36:C9:8E:F4:**,30:87:D9:31:54:**,30:87:D9:31:55:**,30:87:D9:31:59:**,30:87:D9:31:5B:**,30:87:D9:31:5C:**,30:87:D9:31:61:**,30:87:D9:31:72:**,30:87:D9:31:76:**,30:87:D9:31:77:**,30:87:D9:31:7C:**,30:87:D9:31:7D:**,30:87:D9:31:7E:**,30:87:D9:31:7F:**,30:87:D9:31:81:**,30:87:D9:31:82:**,30:87:D9:31:89:**,30:87:D9:31:95:**,30:87:D9:31:97:**,30:87:D9:31:99:**,30:87:D9:31:9A:**,30:87:D9:31:F0:**,30:87:D9:31:FC:**,30:87:D9:32:06:**,30:87:D9:32:38:**,30:87:D9:71:54:**,30:87:D9:71:55:**,30:87:D9:71:58:**,30:87:D9:71:59:**,30:87:D9:71:5B:**,30:87:D9:71:5C:**,30:87:D9:71:61:**,30:87:D9:71:72:**,30:87:D9:71:76:**,30:87:D9:71:77:**,30:87:D9:71:7C:**,30:87:D9:71:7D:**,30:87:D9:71:7E:**,30:87:D9:71:7F:**,30:87:D9:71:81:**,30:87:D9:71:82:**,30:87:D9:71:89:**,30:87:D9:71:95:**,30:87:D9:71:97:**,30:87:D9:71:99:**,30:87:D9:71:9A:**,30:87:D9:71:F0:**,30:87:D9:71:FC:**,30:87:D9:72:06:**,30:87:D9:72:38:**,30:87:D9:B1:54:**,30:87:D9:B1:55:**,30:87:D9:B1:59:**,30:87:D9:B1:5B:**,30:87:D9:B1:5C:**,30:87:D9:B1:76:**,30:87:D9:B1:77:**,30:87:D9:B1:7C:**,30:87:D9:B1:7D:**,30:87:D9:B1:7E:**,30:87:D9:B1:7F:**,30:87:D9:B1:81:**,30:87:D9:B1:82:**,30:87:D9:B1:89:**,30:87:D9:B1:95:**,30:87:D9:B1:97:**,30:87:D9:B1:99:**,30:87:D9:B1:9A:**,30:87:D9:B1:F0:**,30:87:D9:B1:FC:**,30:87:D9:B2:06:**,30:87:D9:B2:38:**,30:87:D9:F1:54:**,30:87:D9:F1:55:**,30:87:D9:F1:59:**,30:87:D9:F1:5B:**,30:87:D9:F1:76:**,30:87:D9:F1:77:**,30:87:D9:F1:7C:**,30:87:D9:F1:7D:**,30:87:D9:F1:7E:**,30:87:D9:F1:7F:**,30:87:D9:F1:81:**,30:87:D9:F1:82:**,30:87:D9:F1:89:**,30:87:D9:F1:95:**,30:87:D9:F1:97:**,30:87:D9:F1:99:**,30:87:D9:F1:9A:**,30:87:D9:F1:F0:**,30:87:D9:F1:FC:**,30:87:D9:F2:06:**,30:87:D9:F2:38:**,34:97:F6:6B:EB:**,78:32:1B:CC:37:**,78:D2:94:7F:EB:**,A8:5E:45:1B:B8:**,B0:6E:BF:3B:A8:**,E4:F0:42:E0:FB:**,timestamp,x,z
-100,-100.0,-74.0,-100.0,-78,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-58,-100.0,-45,-100.0,-100.0,-79,-77,-100,-100,-75,-77.0,-100.0,-100.0,-80.0,-73.0,-84,-100.0,-100.0,-100.0,-80,-100.0,-100.0,-80,-59,-49,-59,-100.0,-47,-78.0,-100.0,-71,-78,-100,-100,-77,-77.0,-40,-75,-80,-76.0,-84,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-54,-100.0,-100.0,-100.0,-100.0,-78,-77,-100,-100,-76,-77.0,-100.0,-100.0,-78,-74.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-54,-100.0,-100.0,-100.0,-80.0,-77,-75,-100,-100,-77,-65.0,-100.0,-100.0,-79,-74.0,-100,-100.0,-100,-87.0,-100.0,-100.0,-78.0,-85.0,1662467424,5.2029457,20.4846859
-79,-100.0,-74.0,-100.0,-65,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76,-100.0,-100,-100.0,-100.0,-100,-79,-76,-77,-100,-76.0,-100.0,-100.0,-100.0,-100.0,-65,-68.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-75,-100.0,-100,-100.0,-100.0,-100,-100,-77,-77,-100,-72.0,-45,-100,-100,-79.0,-66,-66.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77,-100.0,-100.0,-100.0,-100.0,-100,-100,-77,-78,-100,-76.0,-100.0,-100.0,-100,-77.0,-65,-66.0,-100.0,-100.0,-100.0,-100.0,-76,-100.0,-100.0,-100.0,-100.0,-100,-100,-79,-76,-100,-76.0,-100.0,-100.0,-81,-100.0,-66,-71.0,-78,-100.0,-100.0,-100.0,-75.0,-100.0,1662467425,5.190115,20.478344
-100,-100.0,-78.0,-100.0,-79,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-44,-100.0,-100,-63.0,-100.0,-100,-100,-100,-69,-100,-80.0,-100.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-45,-100.0,-100,-62.0,-100.0,-100,-100,-100,-70,-100,-76.0,-40,-100,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-44,-100.0,-100.0,-62.0,-80.0,-100,-100,-100,-68,-100,-75.0,-100.0,-100.0,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-45,-100.0,-100.0,-62.0,-100.0,-100,-100,-100,-68,-100,-76.0,-100.0,-100.0,-100,-100.0,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,1662467426,5.1918125,20.480381
-100,-100.0,-78.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-45,-100.0,-100,-61.0,-100.0,-100,-100,-100,-67,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-46,-100.0,-100,-61.0,-100.0,-100,-100,-100,-67,-100,-100.0,-40,-100,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-46,-100.0,-100.0,-62.0,-100.0,-100,-100,-100,-68,-100,-100.0,-100.0,-100.0,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-45,-100.0,-100.0,-61.0,-100.0,-100,-100,-100,-67,-100,-100.0,-100.0,-100.0,-100,-100.0,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,1662467427,5.1954556,20.4807358
-100,-100.0,-71.0,-100.0,-77,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-53,-100.0,-100,-58.0,-79.0,-100,-100,-100,-78,-100,-78.0,-100.0,-100.0,-100.0,-100.0,-75,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-53,-100.0,-100,-59.0,-79.0,-100,-100,-100,-79,-100,-78.0,-40,-100,-100,-100.0,-70,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-53,-100.0,-100.0,-60.0,-79.0,-100,-100,-100,-79,-100,-75.0,-100.0,-100.0,-100,-100.0,-75,-100.0,-100.0,-100.0,-100.0,-100.0,-52,-100.0,-100.0,-57.0,-78.0,-100,-100,-100,-77,-100,-77.0,-100.0,-100.0,-100,-100.0,-76,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,1662467430,5.1942749,20.4817333
-100,-100.0,-75.0,-100.0,-76,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-58,-100.0,-100,-100.0,-100.0,-79,-78,-100,-80,-77,-74.0,-100.0,-100.0,-100.0,-74.0,-79,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-57,-100.0,-100,-100.0,-100.0,-78,-78,-100,-79,-76,-72.0,-45,-100,-100,-77.0,-78,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-57,-100.0,-100.0,-100.0,-100.0,-100,-76,-100,-100,-77,-73.0,-100.0,-100.0,-79,-75.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-58,-100.0,-100.0,-100.0,-100.0,-80,-77,-100,-100,-75,-72.0,-100.0,-100.0,-100,-74.0,-100,-100.0,-100,-100.0,-100.0,-100.0,-77.0,-100.0,1662467430,5.1942749,20.4817333
-100,-100.0,-78.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-49,-100.0,-100,-65.0,-100.0,-100,-100,-100,-81,-100,-80.0,-100.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-49,-100.0,-100,-65.0,-100.0,-100,-100,-100,-69,-100,-76.0,-40,-100,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-48,-100.0,-100.0,-65.0,-100.0,-100,-100,-100,-68,-100,-75.0,-100.0,-100.0,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-49,-100.0,-100.0,-65.0,-100.0,-100,-100,-100,-67,-100,-100.0,-100.0,-100.0,-100,-100.0,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,1662467431,5.1977177,20.4831429
-100,-100.0,-71.0,-100.0,-77,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-53,-100.0,-100,-60.0,-79.0,-100,-100,-100,-78,-100,-75.0,-100.0,-100.0,-100.0,-100.0,-75,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-53,-100.0,-100,-60.0,-79.0,-100,-100,-100,-79,-100,-78.0,-40,-100,-100,-100.0,-70,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-53,-100.0,-100.0,-59.0,-79.0,-100,-100,-100,-79,-100,-75.0,-100.0,-100.0,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-52,-100.0,-100.0,-59.0,-78.0,-100,-100,-100,-77,-100,-77.0,-100.0,-100.0,-100,-100.0,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,1662467432,5.1967373,20.4817753
-100,-100.0,-72.0,-100.0,-78,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-53,-100.0,-100,-61.0,-80.0,-100,-100,-100,-100,-100,-76.0,-100.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-52,-100.0,-100,-59.0,-79.0,-100,-100,-100,-79,-100,-78.0,-40,-100,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-52,-100.0,-100.0,-60.0,-80.0,-100,-100,-100,-100,-100,-79.0,-100.0,-100.0,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-52,-100.0,-100.0,-59.0,-79.0,-100,-100,-100,-100,-100,-76.0,-100.0,-100.0,-100,-100.0,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,1662467433,5.1985474,20.4845028
-100,-100.0,-78.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-50,-100.0,-100,-60.0,-100.0,-100,-100,-100,-66,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-51,-100.0,-100,-61.0,-100.0,-100,-100,-100,-66,-100,-100.0,-40,-100,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-50,-100.0,-100.0,-61.0,-100.0,-100,-100,-100,-67,-100,-100.0,-100.0,-100.0,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-49,-100.0,-100.0,-61.0,-100.0,-100,-100,-100,-67,-100,-100.0,-100.0,-100.0,-100,-100.0,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,1662467434,5.1981659,20.4832344
-100,-100.0,-71.0,-100.0,-78,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-52,-100.0,-100,-58.0,-80.0,-100,-100,-100,-100,-100,-77.0,-100.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-52,-100.0,-100,-59.0,-79.0,-100,-100,-100,-79,-100,-78.0,-40,-100,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-53,-100.0,-100.0,-60.0,-80.0,-100,-100,-100,-100,-100,-79.0,-100.0,-100.0,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-52,-100.0,-100.0,-57.0,-79.0,-100,-100,-100,-100,-100,-76.0,-100.0,-100.0,-100,-100.0,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,1662467435,5.2003136,20.4835567
-100,-100.0,-70.0,-100.0,-60,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-61,-100.0,-100,-100.0,-100.0,-100,-72,-100,-78,-100,-69.0,-100.0,-100.0,-100.0,-100.0,-68,-74.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-61,-100.0,-100,-100.0,-100.0,-100,-74,-71,-78,-100,-60.0,-45,-100,-100,-100.0,-68,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63,-100.0,-100.0,-100.0,-100.0,-100,-73,-70,-75,-100,-61.0,-100.0,-100.0,-100,-100.0,-67,-69.0,-100.0,-100.0,-100.0,-100.0,-61,-100.0,-100.0,-100.0,-100.0,-100,-73,-73,-77,-100,-61.0,-100.0,-100.0,-100,-100.0,-69,-66.0,-100,-100.0,-100.0,-100.0,-74.0,-100.0,1662467436,5.1927166,20.4796467
-100,-100.0,-78.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-49,-100.0,-100,-65.0,-100.0,-100,-100,-100,-78,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-49,-100.0,-100,-65.0,-100.0,-100,-100,-100,-67,-100,-100.0,-40,-100,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-48,-100.0,-100.0,-65.0,-100.0,-100,-100,-100,-77,-100,-100.0,-100.0,-100.0,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-48,-100.0,-100.0,-66.0,-100.0,-100,-100,-100,-76,-100,-100.0,-100.0,-100.0,-100,-100.0,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,1662467437,5.2671127,20.4304733
-100,-100.0,-73.0,-100.0,-56,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68,-100.0,-100,-100.0,-100.0,-100,-72,-100,-78,-100,-63.0,-100.0,-100.0,-100.0,-100.0,-67,-76.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-66,-100.0,-100,-100.0,-100.0,-100,-74,-71,-78,-100,-63.0,-45,-100,-100,-100.0,-65,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67,-100.0,-100.0,-100.0,-100.0,-100,-73,-70,-75,-100,-61.0,-100.0,-100.0,-100,-100.0,-68,-74.0,-100.0,-100.0,-100.0,-100.0,-66,-100.0,-100.0,-100.0,-100.0,-100,-73,-73,-77,-100,-62.0,-100.0,-100.0,-100,-100.0,-65,-66.0,-100,-100.0,-100.0,-100.0,-74.0,-100.0,1662467438,5.4850311,20.4191151
-100,-100.0,-78.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-44,-100.0,-100,-62.0,-100.0,-100,-100,-100,-66,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-45,-100.0,-100,-61.0,-100.0,-100,-100,-100,-66,-100,-100.0,-40,-100,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-44,-100.0,-100.0,-61.0,-100.0,-100,-100,-100,-66,-100,-100.0,-100.0,-100.0,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-44,-100.0,-100.0,-62.0,-100.0,-100,-100,-100,-67,-100,-100.0,-100.0,-100.0,-100,-100.0,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,1662467439,5.680027,20.4201775
-100,-100.0,-75.0,-100.0,-78,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-45,-100.0,-100,-64.0,-80.0,-100,-100,-100,-78,-100,-80.0,-100.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-45,-100.0,-100,-63.0,-79.0,-100,-100,-100,-78,-100,-76.0,-40,-100,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-45,-100.0,-100.0,-62.0,-80.0,-100,-100,-100,-77,-100,-75.0,-100.0,-100.0,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-45,-100.0,-100.0,-62.0,-79.0,-100,-100,-100,-78,-100,-76.0,-100.0,-100.0,-100,-100.0,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,1662467440,5.9414635,20.3831768
-100,-100.0,-72.0,-100.0,-77,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-54,-100.0,-100,-68.0,-79.0,-100,-100,-100,-78,-100,-76.0,-100.0,-100.0,-100.0,-100.0,-75,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-54,-100.0,-100,-69.0,-79.0,-100,-100,-100,-79,-100,-78.0,-40,-100,-100,-100.0,-70,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-53,-100.0,-100.0,-69.0,-79.0,-100,-100,-100,-79,-100,-78.0,-100.0,-100.0,-100,-100.0,-75,-100.0,-100.0,-100.0,-100.0,-100.0,-54,-100.0,-100.0,-71.0,-78.0,-100,-100,-100,-77,-100,-78.0,-100.0,-100.0,-100,-100.0,-76,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,1662467441,6.2005987,20.3657475
-100,-100.0,-70.0,-100.0,-78,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69,-100.0,-100,-100.0,-100.0,-71,-100,-100,-100,-78,-65.0,-100.0,-100.0,-100.0,-78.0,-71,-80.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-68,-100.0,-100,-100.0,-100.0,-76,-77,-100,-100,-100,-64.0,-45,-100,-100,-100.0,-69,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66,-100.0,-100.0,-100.0,-100.0,-77,-76,-100,-100,-80,-71.0,-100.0,-100.0,-100,-100.0,-70,-79.0,-100.0,-100.0,-100.0,-100.0,-67,-100.0,-100.0,-100.0,-100.0,-77,-77,-100,-100,-100,-72.0,-100.0,-100.0,-100,-78.0,-70,-80.0,-100,-100.0,-100.0,-100.0,-79.0,-100.0,1662467442,6.4806433,20.3670692
-100,-100.0,-74.0,-100.0,-77,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-53,-100.0,-100,-64.0,-100.0,-100,-100,-100,-78,-100,-66.0,-100.0,-100.0,-100.0,-100.0,-78,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-54,-100.0,-100,-69.0,-100.0,-100,-100,-100,-79,-100,-100.0,-40,-100,-100,-80.0,-74,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-53,-100.0,-100.0,-65.0,-100.0,-100,-100,-100,-79,-100,-66.0,-100.0,-100.0,-100,-100.0,-73,-100.0,-100.0,-100.0,-100.0,-100.0,-53,-100.0,-100.0,-68.0,-100.0,-100,-100,-100,-78,-100,-100.0,-100.0,-100.0,-100,-100.0,-76,-100.0,-100,-100.0,-100.0,-100.0,-80.0,-100.0,1662467443,6.784255,20.3641796
-100,-100.0,-75.0,-100.0,-62,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65,-100.0,-100,-100.0,-100.0,-100,-80,-100,-78,-100,-62.0,-100.0,-100.0,-75.0,-100.0,-66,-74.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-64,-100.0,-100,-100.0,-100.0,-100,-78,-100,-74,-100,-62.0,-45,-100,-78,-100.0,-64,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63,-100.0,-100.0,-100.0,-100.0,-100,-77,-100,-77,-100,-61.0,-100.0,-100.0,-75,-100.0,-65,-73.0,-100.0,-100.0,-100.0,-100.0,-64,-100.0,-100.0,-100.0,-100.0,-100,-78,-100,-75,-100,-62.0,-100.0,-100.0,-75,-100.0,-65,-73.0,-100,-100.0,-100.0,-100.0,-80.0,-100.0,1662467444,6.9962635,20.3639889
-79,-100.0,-79.0,-100.0,-61,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76,-100.0,-100,-100.0,-100.0,-100,-77,-75,-80,-100,-74.0,-100.0,-100.0,-100.0,-100.0,-65,-77.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-74,-100.0,-100,-100.0,-100.0,-100,-100,-77,-78,-100,-73.0,-45,-100,-100,-79.0,-65,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77,-100.0,-100.0,-100.0,-100.0,-100,-100,-76,-78,-100,-73.0,-100.0,-100.0,-100,-77.0,-66,-76.0,-100.0,-100.0,-100.0,-100.0,-75,-100.0,-100.0,-100.0,-100.0,-100,-100,-77,-80,-100,-72.0,-100.0,-100.0,-81,-100.0,-65,-77.0,-100,-100.0,-100.0,-100.0,-77.0,-100.0,1662467445,7.1628838,20.3656616
-100,-100.0,-79.0,-100.0,-78,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-51,-100.0,-100,-57.0,-81.0,-100,-100,-100,-63,-100,-80.0,-100.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-52,-100.0,-100,-58.0,-100.0,-100,-100,-100,-65,-100,-79.0,-40,-100,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-52,-100.0,-100.0,-59.0,-100.0,-100,-100,-100,-61,-100,-79.0,-100.0,-100.0,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-52,-100.0,-100.0,-58.0,-100.0,-100,-100,-100,-78,-100,-100.0,-100.0,-100.0,-100,-100.0,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,1662467446,7.2762814,20.3689995
-100,-100.0,-72.0,-100.0,-77,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-53,-100.0,-100,-59.0,-79.0,-100,-100,-100,-78,-100,-76.0,-100.0,-100.0,-100.0,-100.0,-75,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-53,-100.0,-100,-59.0,-79.0,-100,-100,-100,-79,-100,-78.0,-40,-100,-100,-100.0,-70,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-53,-100.0,-100.0,-59.0,-79.0,-100,-100,-100,-79,-100,-78.0,-100.0,-100.0,-100,-100.0,-75,-100.0,-100.0,-100.0,-100.0,-100.0,-50,-100.0,-100.0,-60.0,-78.0,-100,-100,-100,-77,-100,-78.0,-100.0,-100.0,-100,-100.0,-76,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,1662467447,7.3003502,20.3695774
-100,-100.0,-70.0,-100.0,-62,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66,-100.0,-100,-100.0,-100.0,-100,-72,-100,-78,-100,-62.0,-100.0,-100.0,-100.0,-100.0,-66,-74.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-65,-100.0,-100,-100.0,-100.0,-100,-74,-71,-78,-100,-62.0,-45,-100,-100,-100.0,-64,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66,-100.0,-100.0,-100.0,-100.0,-100,-73,-70,-75,-100,-62.0,-100.0,-100.0,-100,-100.0,-66,-69.0,-100.0,-100.0,-100.0,-100.0,-66,-100.0,-100.0,-100.0,-100.0,-100,-73,-73,-77,-100,-63.0,-100.0,-100.0,-100,-100.0,-64,-66.0,-100,-100.0,-100.0,-100.0,-74.0,-100.0,1662467448,7.2968035,20.3671589
-100,-100.0,-81.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-51,-100.0,-100,-57.0,-79.0,-100,-100,-100,-65,-100,-80.0,-100.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-51,-100.0,-100,-58.0,-82.0,-100,-100,-100,-64,-100,-100.0,-40,-100,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-52,-100.0,-100.0,-58.0,-100.0,-100,-100,-100,-64,-100,-100.0,-100.0,-100.0,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-51,-100.0,-100.0,-57.0,-83.0,-100,-100,-100,-66,-100,-100.0,-100.0,-100.0,-100,-100.0,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,1662467449,7.294198,20.3734112
-100,-100.0,-74.0,-100.0,-74,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-54,-100.0,-100,-66.0,-100.0,-100,-100,-100,-74,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-75,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-54,-100.0,-100,-66.0,-100.0,-100,-100,-100,-78,-100,-100.0,-40,-100,-100,-80.0,-70,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-54,-100.0,-100.0,-67.0,-100.0,-100,-100,-100,-77,-100,-100.0,-100.0,-100.0,-100,-100.0,-75,-100.0,-100.0,-100.0,-100.0,-100.0,-54,-100.0,-100.0,-68.0,-100.0,-100,-100,-100,-78,-100,-100.0,-100.0,-100.0,-100,-100.0,-76,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,1662467450,7.2996225,20.3765831
-100,-100.0,-73.0,-100.0,-79,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-56,-100.0,-45,-68.0,-100.0,-79,-77,-100,-100,-77,-77.0,-100.0,-100.0,-81.0,-73.0,-89,-78.0,-100.0,-100.0,-80,-100.0,-100.0,-80,-59,-49,-57,-100.0,-47,-73.0,-100.0,-71,-81,-100,-100,-77,-81.0,-40,-75,-77,-74.0,-83,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-56,-100.0,-100.0,-68.0,-100.0,-78,-78,-100,-100,-77,-77.0,-100.0,-100.0,-79,-72.0,-74,-100.0,-100.0,-100.0,-100.0,-100.0,-56,-100.0,-100.0,-69.0,-80.0,-77,-77,-100,-78,-76,-76.0,-100.0,-100.0,-79,-72.0,-73,-100.0,-100,-87.0,-100.0,-100.0,-80.0,-85.0,1662467451,7.2925396,20.3725967
