00:24:6C:26:87:**,00:24:6C:26:89:**,00:24:6C:26:8B:**,00:24:6C:2D:17:**,00:24:6C:2D:1A:**,04:92:26:53:B7:**,08:36:C9:8E:F4:**,30:87:D9:31:54:**,30:87:D9:31:55:**,30:87:D9:31:59:**,30:87:D9:31:5B:**,30:87:D9:31:5C:**,30:87:D9:31:61:**,30:87:D9:31:72:**,30:87:D9:31:76:**,30:87:D9:31:77:**,30:87:D9:31:7C:**,30:87:D9:31:7D:**,30:87:D9:31:7E:**,30:87:D9:31:7F:**,30:87:D9:31:81:**,30:87:D9:31:82:**,30:87:D9:31:89:**,30:87:D9:31:95:**,30:87:D9:31:97:**,30:87:D9:31:99:**,30:87:D9:31:9A:**,30:87:D9:31:F0:**,30:87:D9:31:FC:**,30:87:D9:32:06:**,30:87:D9:32:38:**,30:87:D9:71:54:**,30:87:D9:71:55:**,30:87:D9:71:58:**,30:87:D9:71:59:**,30:87:D9:71:5B:**,30:87:D9:71:5C:**,30:87:D9:71:61:**,30:87:D9:71:72:**,30:87:D9:71:76:**,30:87:D9:71:77:**,30:87:D9:71:7C:**,30:87:D9:71:7D:**,30:87:D9:71:7E:**,30:87:D9:71:7F:**,30:87:D9:71:81:**,30:87:D9:71:82:**,30:87:D9:71:89:**,30:87:D9:71:95:**,30:87:D9:71:97:**,30:87:D9:71:99:**,30:87:D9:71:9A:**,30:87:D9:71:F0:**,30:87:D9:71:FC:**,30:87:D9:72:06:**,30:87:D9:72:38:**,30:87:D9:B1:54:**,30:87:D9:B1:55:**,30:87:D9:B1:59:**,30:87:D9:B1:5B:**,30:87:D9:B1:5C:**,30:87:D9:B1:76:**,30:87:D9:B1:77:**,30:87:D9:B1:7C:**,30:87:D9:B1:7D:**,30:87:D9:B1:7E:**,30:87:D9:B1:7F:**,30:87:D9:B1:81:**,30:87:D9:B1:82:**,30:87:D9:B1:89:**,30:87:D9:B1:95:**,30:87:D9:B1:97:**,30:87:D9:B1:99:**,30:87:D9:B1:9A:**,30:87:D9:B1:F0:**,30:87:D9:B1:FC:**,30:87:D9:B2:06:**,30:87:D9:B2:38:**,30:87:D9:F1:54:**,30:87:D9:F1:55:**,30:87:D9:F1:59:**,30:87:D9:F1:5B:**,30:87:D9:F1:76:**,30:87:D9:F1:77:**,30:87:D9:F1:7C:**,30:87:D9:F1:7D:**,30:87:D9:F1:7E:**,30:87:D9:F1:7F:**,30:87:D9:F1:81:**,30:87:D9:F1:82:**,30:87:D9:F1:89:**,30:87:D9:F1:95:**,30:87:D9:F1:97:**,30:87:D9:F1:99:**,30:87:D9:F1:9A:**,30:87:D9:F1:F0:**,30:87:D9:F1:FC:**,30:87:D9:F2:06:**,30:87:D9:F2:38:**,34:97:F6:6B:EB:**,78:32:1B:CC:37:**,78:D2:94:7F:EB:**,A8:5E:45:1B:B8:**,B0:6E:BF:3B:A8:**,E4:F0:42:E0:FB:**,timestamp,x,z
-100,-100.0,-100.0,-100.0,-74,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-61,-100.0,-100,-100.0,-100.0,-81,-100,-100,-76,-82,-100.0,-52.0,-78.0,-100.0,-76.0,-78,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-62,-100.0,-100,-100.0,-100.0,-100,-80,-100,-77,-100,-100.0,-48,-78,-100,-76.0,-79,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-61,-100.0,-100.0,-100.0,-100.0,-80,-100,-100,-76,-100,-100.0,-51.0,-80.0,-100,-75.0,-79,-100.0,-100.0,-100.0,-100.0,-100.0,-62,-100.0,-100.0,-100.0,-100.0,-100,-100,-100,-78,-100,-100.0,-52.0,-78.0,-100,-76.0,-79,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,1662476970,5.2468395,20.4776497
-100,-100.0,-100.0,-100.0,-72,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-55,-100.0,-100,-100.0,-100.0,-73,-81,-100,-100,-100,-100.0,-45.0,-75.0,-100.0,-74.0,-76,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-54,-100.0,-100,-100.0,-100.0,-62,-78,-100,-100,-100,-100.0,-45,-73,-100,-73.0,-76,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-54,-100.0,-100.0,-100.0,-100.0,-71,-79,-100,-100,-100,-100.0,-44.0,-76.0,-100,-76.0,-78,-100.0,-100.0,-100.0,-100.0,-100.0,-55,-100.0,-100.0,-100.0,-100.0,-71,-81,-100,-100,-100,-100.0,-44.0,-75.0,-100,-75.0,-77,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,1662476971,5.2527542,20.4811058
-100,-100.0,-100.0,-100.0,-58,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62,-100.0,-100,-100.0,-100.0,-100,-76,-71,-78,-100,-100.0,-43.0,-71.0,-100.0,-100.0,-67,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-63,-100.0,-100,-100.0,-100.0,-53,-77,-78,-74,-100,-100.0,-44,-72,-100,-100.0,-67,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62,-100.0,-100.0,-100.0,-100.0,-100,-73,-100,-76,-100,-100.0,-44.0,-71.0,-100,-100.0,-67,-100.0,-100.0,-100.0,-100.0,-100.0,-63,-100.0,-100.0,-100.0,-100.0,-100,-77,-100,-78,-100,-100.0,-44.0,-69.0,-100,-100.0,-66,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,1662476972,5.2518921,20.4826965
-100,-100.0,-100.0,-100.0,-59,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-61,-100.0,-100,-100.0,-100.0,-100,-80,-78,-80,-100,-100.0,-58.0,-48.0,-100.0,-100.0,-55,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-60,-100.0,-100,-100.0,-100.0,-53,-80,-80,-71,-100,-100.0,-58,-49,-100,-100.0,-55,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-61,-100.0,-100.0,-100.0,-100.0,-100,-82,-71,-70,-100,-100.0,-58.0,-49.0,-100,-100.0,-54,-100.0,-100.0,-100.0,-100.0,-100.0,-61,-100.0,-100.0,-100.0,-100.0,-100,-100,-71,-68,-100,-100.0,-58.0,-49.0,-100,-100.0,-55,-100.0,-76,-100.0,-100.0,-100.0,-100.0,-100.0,1662476973,5.2491245,20.4807167
-100,-100.0,-100.0,-100.0,-72,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-51,-100.0,-100,-100.0,-100.0,-80,-100,-100,-76,-100,-100.0,-26.0,-79.0,-100.0,-77.0,-76,-100.0,-100.0,-100.0,-100,-81.0,-100.0,-100,-100,-100,-51,-100.0,-100,-100.0,-100.0,-80,-100,-100,-79,-100,-100.0,-36,-77,-100,-79.0,-76,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-51,-100.0,-100.0,-100.0,-100.0,-79,-100,-100,-77,-100,-100.0,-27.0,-79.0,-100,-78.0,-74,-100.0,-100.0,-100.0,-100.0,-100.0,-50,-100.0,-100.0,-100.0,-100.0,-81,-100,-100,-79,-100,-100.0,-27.0,-78.0,-100,-80.0,-79,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,1662476974,5.2450275,20.479641
-78,-100.0,-100.0,-100.0,-55,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74,-100.0,-100,-100.0,-100.0,-100,-79,-78,-70,-100,-100.0,-48.0,-62.0,-100.0,-100.0,-68,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-74,-100.0,-100,-100.0,-100.0,-53,-76,-80,-75,-100,-100.0,-48,-62,-100,-100.0,-68,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62,-100.0,-100.0,-100.0,-100.0,-100,-81,-71,-76,-100,-100.0,-48.0,-62.0,-100,-100.0,-68,-100.0,-100.0,-100.0,-100.0,-100.0,-63,-100.0,-100.0,-100.0,-100.0,-100,-74,-71,-75,-100,-100.0,-48.0,-63.0,-100,-100.0,-67,-100.0,-78,-100.0,-100.0,-100.0,-100.0,-100.0,1662476975,5.2453747,20.4807053
-100,-100.0,-100.0,-100.0,-72,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-54,-100.0,-100,-100.0,-100.0,-81,-100,-100,-77,-77,-100.0,-29.0,-76.0,-100.0,-68.0,-78,-100.0,-100.0,-100.0,-100,-100.0,-81.0,-100,-100,-100,-54,-100.0,-100,-100.0,-100.0,-78,-100,-100,-78,-77,-100.0,-37,-78,-100,-69.0,-77,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-54,-100.0,-100.0,-100.0,-100.0,-77,-100,-100,-80,-78,-100.0,-28.0,-76.0,-100,-69.0,-78,-100.0,-100.0,-100.0,-100.0,-100.0,-53,-100.0,-100.0,-100.0,-100.0,-78,-100,-100,-79,-79,-100.0,-29.0,-77.0,-100,-67.0,-77,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,1662476976,5.2475319,20.4807339
-100,-100.0,-100.0,-100.0,-57,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-61,-100.0,-100,-100.0,-100.0,-100,-74,-71,-75,-100,-100.0,-43.0,-63.0,-100.0,-100.0,-68,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-61,-100.0,-100,-100.0,-100.0,-53,-75,-78,-72,-100,-100.0,-43,-65,-100,-100.0,-69,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-61,-100.0,-100.0,-100.0,-100.0,-100,-76,-100,-73,-100,-100.0,-43.0,-63.0,-100,-100.0,-68,-100.0,-100.0,-100.0,-100.0,-100.0,-60,-100.0,-100.0,-100.0,-100.0,-100,-72,-100,-71,-100,-100.0,-42.0,-63.0,-100,-100.0,-68,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,1662476977,5.2596474,20.486433
-100,-80.0,-100.0,-100.0,-70,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-51,-100.0,-100,-100.0,-100.0,-100,-78,-100,-74,-100,-100.0,-48.0,-61.0,-100.0,-100.0,-69,-100.0,-100.0,-100.0,-100,-81.0,-100.0,-100,-100,-100,-53,-100.0,-100,-100.0,-100.0,-53,-79,-100,-77,-100,-100.0,-47,-61,-100,-100.0,-67,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-54,-100.0,-100.0,-100.0,-100.0,-100,-80,-100,-74,-100,-100.0,-47.0,-59.0,-100,-100.0,-68,-100.0,-100.0,-100.0,-100.0,-100.0,-53,-100.0,-100.0,-100.0,-100.0,-100,-78,-100,-75,-100,-100.0,-47.0,-59.0,-100,-100.0,-68,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,1662476978,5.2594891,20.4860859
-77,-100.0,-100.0,-100.0,-77,-100.0,-88.0,-100.0,-89.0,-100.0,-80.0,-84.0,-100.0,-59.0,-62,-83.0,-43,-74.0,-100.0,-79,-81,-100,-78,-74,-100.0,-41.0,-70.0,-100.0,-69.0,-79,-100.0,-80.0,-88.0,-75,-100.0,-81.0,-84,-60,-60,-59,-84.0,-48,-73.0,-100.0,-76,-79,-100,-78,-76,-100.0,-50,-73,-77,-69.0,-77,-100.0,-80.0,-89.0,-100.0,-83.0,-84.0,-61,-84.0,-100.0,-73.0,-100.0,-78,-77,-100,-81,-73,-100.0,-37.0,-70.0,-78,-70.0,-78,-100.0,-100.0,-100.0,-79.0,-100.0,-53,-100.0,-100.0,-73.0,-100.0,-76,-78,-100,-79,-76,-100.0,-28.0,-78.0,-77,-69.0,-78,-100.0,-100,-100.0,-89.0,-76.0,-100.0,-100.0,1662476979,5.2437305,20.4795685
-77,-100.0,-100.0,-100.0,-77,-100.0,-88.0,-100.0,-89.0,-100.0,-80.0,-84.0,-100.0,-59.0,-60,-83.0,-43,-74.0,-100.0,-79,-81,-100,-78,-75,-100.0,-39.0,-70.0,-100.0,-70.0,-79,-100.0,-80.0,-88.0,-75,-100.0,-81.0,-84,-60,-60,-58,-84.0,-48,-73.0,-100.0,-76,-79,-100,-78,-77,-100.0,-52,-73,-77,-70.0,-77,-100.0,-80.0,-89.0,-100.0,-83.0,-84.0,-60,-84.0,-100.0,-73.0,-100.0,-78,-77,-100,-81,-75,-100.0,-39.0,-70.0,-78,-70.0,-78,-100.0,-100.0,-100.0,-79.0,-100.0,-53,-100.0,-100.0,-73.0,-100.0,-76,-78,-100,-79,-76,-100.0,-34.0,-78.0,-77,-69.0,-78,-100.0,-100,-100.0,-89.0,-76.0,-100.0,-100.0,1662476980,5.2515602,20.4844208
-100,-100.0,-100.0,-100.0,-83,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72,-100.0,-100,-100.0,-100.0,-100,-100,-100,-76,-100,-100.0,-52.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-72,-100.0,-100,-100.0,-100.0,-100,-100,-100,-74,-100,-100.0,-49,-100,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73,-100.0,-100.0,-100.0,-100.0,-100,-100,-100,-75,-100,-100.0,-52.0,-100.0,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-64,-100.0,-100.0,-100.0,-100.0,-100,-100,-100,-73,-100,-100.0,-52.0,-100.0,-100,-100.0,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,1662476981,5.2460709,20.4815502
-78,-100.0,-100.0,-100.0,-53,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64,-100.0,-100,-100.0,-100.0,-100,-79,-78,-70,-100,-100.0,-46.0,-59.0,-100.0,-100.0,-58,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-74,-100.0,-100,-100.0,-100.0,-53,-76,-80,-75,-100,-100.0,-46,-58,-100,-100.0,-59,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73,-100.0,-100.0,-100.0,-100.0,-100,-81,-71,-76,-100,-100.0,-48.0,-58.0,-100,-100.0,-58,-100.0,-100.0,-100.0,-100.0,-100.0,-73,-100.0,-100.0,-100.0,-100.0,-100,-74,-71,-75,-100,-100.0,-47.0,-59.0,-100,-100.0,-59,-100.0,-78,-100.0,-100.0,-100.0,-100.0,-100.0,1662476982,5.2508507,20.4844856
-100,-100.0,-100.0,-100.0,-72,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-53,-100.0,-100,-100.0,-100.0,-81,-100,-100,-77,-78,-100.0,-33.0,-77.0,-100.0,-69.0,-76,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-54,-100.0,-100,-100.0,-100.0,-76,-100,-100,-78,-76,-100.0,-40,-78,-100,-69.0,-79,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-53,-100.0,-100.0,-100.0,-100.0,-77,-100,-100,-80,-79,-100.0,-34.0,-77.0,-100,-67.0,-80,-100.0,-100.0,-100.0,-100.0,-100.0,-54,-100.0,-100.0,-100.0,-100.0,-77,-100,-100,-79,-79,-100.0,-33.0,-78.0,-100,-67.0,-79,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,1662476983,5.2509956,20.4820347
-83,-100.0,-100.0,-100.0,-82,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66,-100.0,-100,-100.0,-100.0,-100,-100,-100,-71,-100,-100.0,-49.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-64,-100.0,-100,-100.0,-100.0,-100,-100,-100,-70,-100,-100.0,-46,-100,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65,-100.0,-100.0,-100.0,-100.0,-100,-100,-100,-69,-100,-100.0,-48.0,-100.0,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-64,-100.0,-100.0,-100.0,-100.0,-100,-100,-100,-71,-100,-100.0,-48.0,-100.0,-100,-100.0,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,1662476984,5.2434483,20.4795418
-100,-100.0,-100.0,-100.0,-70,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-63,-100.0,-100,-100.0,-100.0,-72,-81,-100,-75,-100,-100.0,-43.0,-73.0,-100.0,-74.0,-69,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-64,-100.0,-100,-100.0,-100.0,-62,-78,-100,-76,-100,-100.0,-43,-74,-100,-73.0,-75,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64,-100.0,-100.0,-100.0,-100.0,-73,-79,-100,-75,-100,-100.0,-44.0,-73.0,-100,-76.0,-76,-100.0,-100.0,-100.0,-82.0,-81.0,-64,-100.0,-100.0,-100.0,-100.0,-69,-81,-100,-100,-100,-100.0,-42.0,-75.0,-100,-75.0,-76,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,1662476985,5.2477779,20.4807262
-78,-100.0,-100.0,-100.0,-48,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71,-100.0,-100,-100.0,-100.0,-100,-78,-71,-70,-100,-100.0,-58.0,-60.0,-100.0,-100.0,-61,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-70,-100.0,-100,-100.0,-100.0,-53,-78,-72,-72,-100,-100.0,-58,-59,-100,-100.0,-61,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71,-100.0,-100.0,-100.0,-100.0,-100,-81,-100,-73,-100,-100.0,-61.0,-59.0,-100,-100.0,-61,-100.0,-100.0,-100.0,-100.0,-100.0,-57,-100.0,-100.0,-100.0,-100.0,-100,-79,-100,-72,-100,-100.0,-59.0,-59.0,-100,-100.0,-60,-100.0,-78,-100.0,-100.0,-100.0,-100.0,-100.0,1662476986,5.2491302,20.4815254
-100,-100.0,-100.0,-100.0,-70,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-55,-100.0,-100,-100.0,-100.0,-73,-81,-100,-75,-100,-100.0,-44.0,-77.0,-100.0,-74.0,-69,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-55,-100.0,-100,-100.0,-100.0,-63,-80,-100,-76,-100,-100.0,-45,-77,-100,-73.0,-75,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-56,-100.0,-100.0,-100.0,-100.0,-73,-79,-100,-75,-100,-100.0,-45.0,-73.0,-100,-76.0,-76,-100.0,-100.0,-100.0,-82.0,-81.0,-55,-100.0,-100.0,-100.0,-100.0,-72,-78,-100,-100,-100,-100.0,-46.0,-75.0,-100,-75.0,-77,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,1662476987,5.2526245,20.4833336
-100,-100.0,-100.0,-100.0,-81,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63,-100.0,-100,-100.0,-100.0,-100,-100,-100,-82,-100,-100.0,-46.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-63,-100.0,-100,-100.0,-100.0,-100,-100,-100,-80,-100,-100.0,-45,-100,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64,-100.0,-100.0,-100.0,-100.0,-100,-100,-100,-80,-100,-100.0,-46.0,-100.0,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-64,-100.0,-100.0,-100.0,-100.0,-100,-100,-100,-80,-100,-100.0,-47.0,-100.0,-100,-100.0,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,1662476988,5.2567139,20.4857178
-100,-100.0,-100.0,-100.0,-75,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62,-100.0,-100,-100.0,-100.0,-70,-100,-100,-100,-100,-100.0,-44.0,-72.0,-100.0,-100.0,-81,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-63,-100.0,-100,-100.0,-100.0,-69,-78,-100,-100,-100,-100.0,-43,-70,-100,-100.0,-77,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62,-100.0,-100.0,-100.0,-100.0,-73,-79,-100,-100,-100,-100.0,-43.0,-70.0,-100,-100.0,-77,-100.0,-100.0,-100.0,-100.0,-100.0,-63,-100.0,-100.0,-100.0,-100.0,-72,-81,-100,-100,-100,-100.0,-43.0,-72.0,-100,-100.0,-77,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,1662476989,5.2628193,20.4858246
-78,-100.0,-100.0,-100.0,-65,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-53,-100.0,-100,-100.0,-100.0,-100,-79,-100,-76,-100,-100.0,-44.0,-60.0,-100.0,-100.0,-69,-100.0,-100.0,-100.0,-100,-82.0,-100.0,-100,-100,-100,-53,-100.0,-100,-100.0,-100.0,-53,-80,-100,-77,-100,-100.0,-44,-59,-100,-100.0,-69,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-52,-100.0,-100.0,-100.0,-100.0,-100,-78,-100,-76,-100,-100.0,-44.0,-59.0,-100,-100.0,-70,-100.0,-100.0,-100.0,-100.0,-100.0,-53,-100.0,-100.0,-100.0,-100.0,-100,-77,-100,-75,-100,-100.0,-44.0,-59.0,-100,-100.0,-69,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,1662476990,5.2584209,20.4870491
-79,-100.0,-100.0,-100.0,-74,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-48,-100.0,-100,-100.0,-100.0,-72,-100,-100,-79,-74,-100.0,-31.0,-77.0,-100.0,-70.0,-78,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-48,-100.0,-100,-100.0,-100.0,-71,-100,-100,-79,-100,-100.0,-38,-78,-100,-77.0,-77,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-48,-100.0,-100.0,-100.0,-100.0,-73,-100,-100,-80,-75,-100.0,-31.0,-77.0,-100,-75.0,-79,-100.0,-100.0,-100.0,-100.0,-100.0,-48,-100.0,-100.0,-100.0,-100.0,-73,-81,-100,-77,-76,-100.0,-30.0,-76.0,-100,-75.0,-78,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,1662476991,5.248682,20.4829388
-100,-100.0,-100.0,-100.0,-73,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-54,-100.0,-100,-100.0,-100.0,-100,-100,-100,-79,-78,-100.0,-38.0,-77.0,-100.0,-76.0,-100,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-55,-100.0,-100,-100.0,-100.0,-100,-100,-100,-77,-82,-100.0,-42,-75,-100,-74.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-55,-100.0,-100.0,-100.0,-100.0,-100,-100,-100,-75,-81,-100.0,-39.0,-75.0,-100,-77.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-54,-100.0,-100.0,-100.0,-100.0,-100,-100,-100,-77,-80,-100.0,-39.0,-79.0,-100,-77.0,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,1662476992,5.2552986,20.4858055
-100,-100.0,-100.0,-100.0,-53,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70,-100.0,-100,-100.0,-100.0,-100,-73,-78,-80,-100,-100.0,-50.0,-60.0,-100.0,-100.0,-59,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-70,-100.0,-100,-100.0,-100.0,-53,-74,-80,-71,-100,-100.0,-50,-61,-100,-100.0,-60,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70,-100.0,-100.0,-100.0,-100.0,-100,-82,-71,-70,-100,-100.0,-51.0,-60.0,-100,-100.0,-58,-100.0,-100.0,-100.0,-100.0,-100.0,-70,-100.0,-100.0,-100.0,-100.0,-100,-100,-71,-68,-100,-100.0,-51.0,-60.0,-100,-100.0,-61,-100.0,-76,-100.0,-100.0,-100.0,-100.0,-100.0,1662476993,5.251482,20.4845219
-78,-100.0,-100.0,-100.0,-68,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-63,-100.0,-100,-100.0,-100.0,-100,-79,-100,-76,-100,-100.0,-43.0,-70.0,-100.0,-100.0,-65,-100.0,-100.0,-100.0,-100,-82.0,-100.0,-100,-100,-100,-53,-100.0,-100,-100.0,-100.0,-53,-79,-100,-77,-100,-100.0,-43,-70,-100,-100.0,-65,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-52,-100.0,-100.0,-100.0,-100.0,-100,-78,-100,-76,-100,-100.0,-43.0,-69.0,-100,-100.0,-67,-100.0,-100.0,-100.0,-100.0,-100.0,-64,-100.0,-100.0,-100.0,-100.0,-100,-77,-100,-75,-100,-100.0,-43.0,-69.0,-100,-100.0,-66,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,1662476994,5.2512646,20.4849548
-100,-100.0,-100.0,-100.0,-83,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63,-100.0,-100,-100.0,-100.0,-100,-100,-100,-68,-100,-100.0,-49.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-64,-100.0,-100,-100.0,-100.0,-100,-100,-100,-68,-100,-100.0,-47,-100,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64,-100.0,-100.0,-100.0,-100.0,-100,-100,-100,-69,-100,-100.0,-49.0,-100.0,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-63,-100.0,-100.0,-100.0,-100.0,-100,-100,-100,-70,-100,-100.0,-48.0,-100.0,-100,-100.0,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,1662476995,5.2634544,20.4911575
-77,-100.0,-100.0,-100.0,-77,-100.0,-88.0,-100.0,-89.0,-100.0,-100.0,-84.0,-100.0,-59.0,-60,-83.0,-43,-74.0,-100.0,-75,-81,-100,-100,-77,-100.0,-39.0,-76.0,-100.0,-70.0,-81,-100.0,-80.0,-88.0,-75,-100.0,-100.0,-84,-60,-60,-58,-84.0,-48,-73.0,-100.0,-76,-79,-100,-100,-79,-100.0,-53,-73,-77,-70.0,-77,-100.0,-80.0,-89.0,-100.0,-100.0,-84.0,-59,-84.0,-100.0,-73.0,-100.0,-78,-77,-100,-100,-76,-100.0,-39.0,-76.0,-78,-70.0,-78,-100.0,-100.0,-100.0,-79.0,-100.0,-53,-100.0,-100.0,-73.0,-100.0,-79,-78,-100,-100,-77,-100.0,-34.0,-74.0,-77,-69.0,-79,-100.0,-100,-100.0,-89.0,-76.0,-100.0,-100.0,1662476996,5.2982407,20.4907112
