timestamp,x,y,3087D97197A8,3087D9316B48,3087D9315A88,3087D9B189C8,3087D9B17F28,3087D9315E88,3087D9B15C08,3087D9318248,3087D9720648,3087D97195E8,3087D9319A68,3087D9B17C4C,3087D97189CC,3087D972388C,3087D9717DC8,3087D9715E88,3087D9B19A68,3087D931D728,784476F094A8,3087D9317D08,3087D9715C0C,3087D9317768,3087D93153CC,3087D9B16B48,E8377AA53A64,3087D93197A8,001132535E07,3087D9717CEC,3087D9715A88,3087D97176AC,3087D93195E8,3087D971724C,3087D9317C4C,3087D97158AC,3087D9B159A8,3087D931724C,3087D9717F6C,3087D9B176A8,3087D93189C8,3087D97159C8,D66A6A4744A7,3087D972064C,3087D9B195E8,3087D971D728,3087D9B15128,3087D9B1D728,3087D97182AC,3087D9B155C8,3087D93159C8,3087D9319C0C,3087D9B197A8,3087D97153CC,3087D9B1614C,001132844802,3087D93155C8,3087D9715588,3087D9315588,3087D9717C4C,3087D971992C,3087D9317DC8,3087D9317FC8,3087D97155C8,3087D9316148,3087D9320648,C0A0BBCF658C,3087D97159A8,3087D931614C,3087D9719C0C,3087D931824C,3087D93159A8,3087D9719A68,3087D971614C,38D5471E6C00,3087D9B15A88,3087D9B17768,3497F66BEBA0,00246C2D1701,3087D9717D08,3087D9B17FC8,3087D9B16148,3087D9B17DC8,3087D9B15588,1C3A6002B2FC,3087D93176AC,3087D9B15E88,3087D9B1724C,3087D9717768,3087D9721E68,3087D9716B48,3087D93152CC,3087D9319908,3087D9719908,3087D9717D0C,3087D971548C,3087D9717E6C,3087D97152CC,3087D9B19908,3087D9323888,3087D9317F28
1660221640,0.174334,0.2548077,0,-70,0,0,0,0,0,0,0,0,0,0,-82,0,0,0,0,-76,0,0,0,-75,-78,-70,-80,0,0,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-47,-77,0,-77,-55,-70,0,0,0,-78,0,-67,-72,0,0,0,-68,0,0,0,0,0,0,0,0,0,0,0,0,0,-78,0,-80,0,0,0,0,0,0,0,-87,0,0,0,0,0,-70,-67,0,0,0,0,0,-67,0,0,0
1660221642,0.1895508,0.2790376,0,0,-76,0,0,0,0,0,0,0,-61,0,0,0,0,0,-59,0,0,0,0,0,0,0,0,0,0,0,-76,0,0,0,0,0,-75,0,0,0,0,0,0,0,0,0,0,0,0,-75,0,0,0,0,0,0,-77,0,0,0,0,0,0,-77,0,0,0,-75,0,0,0,-76,0,0,0,-77,-78,-69,0,0,0,0,0,0,0,0,0,0,-78,0,0,0,-45,-46,0,0,0,0,-45,0,0
1660221646,0.23602559999999997,0.3412898,0,-65,0,0,0,0,0,0,0,0,0,0,-82,0,0,-77,0,-74,0,0,0,-77,-78,-65,-69,0,0,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-44,-74,0,-73,-55,-66,0,0,0,-78,0,-63,-76,0,0,0,-68,0,0,0,0,0,0,0,0,0,0,0,0,0,-78,0,-80,0,0,0,0,0,0,0,-87,0,0,0,0,0,-65,-67,0,0,0,0,0,-67,0,0,0
1660221648,0.2533779,0.3625778,0,-82,0,0,0,0,0,0,0,-47,0,0,0,0,0,0,0,0,0,0,0,-60,0,0,-80,0,0,0,0,0,-47,0,0,0,0,0,0,0,0,0,0,0,-46,0,0,0,0,-45,0,0,0,0,0,0,-41,0,0,0,-38,0,0,-44,0,0,0,0,0,0,0,0,0,0,0,0,-58,0,0,0,0,0,0,0,0,0,0,0,-60,0,-83,0,0,0,0,0,0,0,0,0,0
1660221650,0.27725259999999996,0.3937888,0,-76,0,0,0,0,0,0,0,-42,0,0,0,0,0,0,0,0,0,0,0,-56,0,-79,0,0,0,0,0,0,-40,0,0,0,0,0,0,0,0,-78,0,0,-43,0,0,0,0,0,-78,0,0,0,0,-82,-44,0,0,0,0,0,0,-44,0,0,0,0,0,0,0,0,0,0,0,0,-57,0,0,0,0,0,0,-78,0,0,0,0,-56,0,0,0,-82,0,0,0,0,0,0,0,0
1660221652,0.303372,0.42232559999999997,0,-62,0,0,0,0,0,0,0,0,0,0,-82,0,0,0,0,-75,0,0,0,-68,-78,-64,-81,0,0,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-31,0,0,-69,-55,-63,0,0,0,-78,0,-78,-63,0,0,0,-68,0,0,0,0,0,0,0,0,0,0,0,0,0,-82,0,-70,0,0,0,0,0,0,0,-87,0,0,0,0,0,-64,-67,0,0,0,0,0,-67,0,0,0
1660221653,0.3205555,0.4426465,0,-64,0,0,0,0,0,0,0,0,-83,0,0,0,0,-77,-80,-66,0,0,0,-81,-78,-67,-65,0,0,0,0,0,-55,0,0,0,0,0,0,0,0,0,-68,0,-53,-66,0,-59,0,-70,0,0,0,-78,0,-63,-76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-78,0,-78,0,-80,0,0,0,0,0,0,0,-87,0,-75,0,-77,0,-64,0,0,0,0,0,0,0,0,0,0
1660221654,0.3349698,0.4554172,0,-80,0,0,0,0,0,0,0,-53,0,0,0,0,0,0,0,0,0,0,0,-56,0,0,-80,0,0,0,0,0,-53,0,0,0,0,0,0,0,0,0,0,0,-52,0,0,0,0,-56,0,0,0,0,0,0,-55,0,0,0,-38,0,0,-57,0,0,0,0,0,0,0,0,0,0,0,0,-65,0,0,0,0,0,0,0,0,0,0,0,-65,0,-81,0,0,0,0,0,0,0,0,0,0
1660221655,0.3522887,0.4764818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71,-60,0,0,0,0,0,0,0,-55,-80,-72,0,-89,0,0,0,0,0,0,0,0,-81,0,0,0,0,-61,0,0,0,0,0,0,-60,0,0,-73,0,0,0,0,-55,0,0,0,0,0,0,0,0,0,0,0,-60,0,0,0,0,-54,0,0,0,-55,0,0,0,0,0,0,-63,0,-78,0,-80,0,-63,0,0
1660221656,0.36008520000000005,0.48884040000000006,0,0,-77,0,0,0,0,0,0,-53,-80,0,0,0,0,0,-74,0,0,0,0,-57,0,0,0,0,0,0,0,0,-53,0,0,0,0,0,0,0,0,-78,0,0,-53,0,0,0,0,0,-78,0,0,0,0,0,-53,0,0,0,0,0,0,-54,0,0,0,0,0,0,0,0,-79,0,0,0,-57,0,0,0,0,0,0,-75,0,0,0,0,-57,0,0,0,-77,0,0,0,0,0,-79,0,0
1660221657,0.3652198,0.49608779999999997,0,-60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-77,0,0,0,-77,0,-66,0,0,-77,0,0,0,0,0,0,0,0,0,0,0,0,0,-78,0,-45,-78,0,-77,0,0,0,0,0,0,0,-66,-70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-67,0,-76,0,0,0,0,0,0,-78,-84,0,0,0,0,0,-67,-63,-82,0,0,0,0,-63,0,0,0
1660221658,0.37734070000000003,0.5083061,0,-67,0,0,0,0,0,0,0,0,0,0,-51,0,-80,0,-60,-74,0,0,0,0,0,-63,-59,0,0,-79,0,0,-66,0,0,0,0,0,-82,0,0,0,-70,0,-67,-74,0,-75,-54,-70,0,0,0,0,0,0,-64,0,0,0,0,-80,0,0,0,0,-73,0,0,0,0,0,0,0,-81,0,-77,0,0,0,0,0,-81,0,0,0,0,0,0,0,-66,0,-81,-81,0,0,0,-68,-79,0,0
1660221659,0.3928509,0.5284698,0,-81,-79,0,0,-79,0,0,0,0,-51,0,0,0,0,-78,-51,0,0,0,0,-77,0,0,0,0,0,0,-64,0,0,0,0,0,-66,0,0,0,0,0,0,0,0,0,0,0,0,-79,0,0,0,0,0,0,-79,0,0,0,0,0,0,-81,0,0,0,-66,0,0,0,-66,0,0,0,-76,-76,-74,0,0,0,0,0,0,0,0,-75,0,-75,0,-79,0,-67,-66,0,0,0,0,-68,0,0
1660221660,0.39791740000000003,0.535991,0,-55,0,0,0,-65,0,0,0,0,-60,0,0,0,0,-68,-61,-59,0,0,0,-79,0,-54,-62,0,0,0,0,0,-56,0,0,0,0,0,0,0,0,0,-67,0,-56,-60,0,-59,0,-78,0,0,0,0,0,-57,-76,0,0,0,0,0,0,-69,0,0,0,0,0,0,0,0,-61,0,-79,0,-78,0,0,0,0,0,0,0,0,0,-73,0,-80,0,-55,0,0,0,0,0,0,0,0,0,0
1660221661,0.4010958,0.553585,-69,0,0,0,-79,0,-73,0,-71,0,-71,0,0,0,0,0,-72,0,0,-76,0,-76,0,0,0,-71,0,0,0,0,0,-57,0,-75,-79,-57,0,-61,0,0,0,0,0,0,0,0,0,0,-80,0,-69,0,-65,0,0,0,0,-49,0,0,0,0,0,-71,0,-78,-65,0,0,0,0,-64,0,0,-72,0,0,-77,0,0,0,0,0,0,0,-57,0,-78,0,0,-50,0,0,-76,0,0,-49,0,-76
1660221662,0.4062115,0.5651590999999999,0,0,-72,0,0,0,0,0,0,-76,-80,0,0,0,0,-78,0,0,0,0,0,-44,0,0,0,0,0,0,-78,0,-75,0,0,0,0,0,0,0,0,0,0,0,-75,0,-81,0,0,-42,0,0,0,0,0,0,-41,0,0,0,0,0,0,-42,0,0,0,0,0,0,0,0,-80,0,0,-79,-41,0,0,0,0,0,0,0,0,0,-79,0,-41,0,0,0,-80,0,0,0,0,0,-80,0,0
1660221663,0.4145864,0.5783196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71,-76,0,0,0,0,0,0,0,-55,-79,-72,0,-89,0,0,0,0,0,0,0,0,-80,0,0,0,0,-72,0,0,0,0,0,0,-72,0,0,-73,0,0,0,0,-55,0,0,0,0,0,0,0,0,0,0,0,-71,0,0,0,0,-54,0,0,0,-55,0,0,0,0,0,0,-61,0,-78,0,-80,0,-61,0,0
1660221664,0.4306549,0.6031339,0,0,-77,0,0,0,0,0,0,-69,-80,0,0,0,0,0,-80,0,0,0,0,-45,0,0,0,0,0,0,-77,0,-66,0,0,0,0,0,0,0,0,-80,0,0,-70,0,0,0,0,0,-79,0,0,0,0,0,-35,0,0,0,0,0,0,-34,0,0,0,0,0,0,0,0,-79,0,0,-77,-45,0,0,0,-78,0,0,-71,0,0,0,0,-44,0,0,0,-77,0,0,0,0,0,-79,0,0
1660221669,0.43545550000000005,0.6121802,0,-71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-76,0,0,0,-75,-84,-72,0,0,0,-46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-34,-74,0,-75,-53,-64,0,0,0,-82,0,0,-65,0,0,0,-75,0,0,0,0,0,0,0,0,0,0,0,0,0,-79,0,-73,0,0,0,0,0,0,0,0,0,0,0,0,0,-71,-64,0,0,0,0,0,-64,0,0,0
1660221670,0.44084049999999997,0.6208425,0,-72,-74,0,0,-56,0,0,0,-75,-47,0,-51,0,-70,-57,-47,-74,0,0,0,-75,0,-73,-65,0,0,0,-71,0,-67,0,0,0,0,0,0,0,0,0,-65,0,-76,-74,0,-75,0,-68,0,0,0,0,0,0,-70,0,0,0,0,-80,0,-68,0,0,-69,0,0,0,0,0,-47,0,0,-72,-76,0,0,0,0,0,-75,0,0,0,-56,0,-76,0,-74,0,-81,-81,0,0,0,0,-79,0,0
1660221672,0.45418109999999995,0.6484278,0,0,-81,0,0,0,0,0,0,-55,-79,0,0,0,0,0,-77,0,0,0,0,-52,0,0,0,0,0,0,-82,0,-55,0,0,0,0,0,0,0,0,-81,0,0,-55,0,-78,0,0,-38,-67,0,0,0,0,0,-38,0,0,0,0,0,-79,-38,0,0,0,0,0,0,0,0,-77,0,0,-81,-52,0,0,0,-79,0,0,0,0,0,0,0,-52,0,0,0,-79,0,0,0,0,0,-80,0,0
1660221673,0.4659875,0.6622089,0,0,0,0,0,0,0,0,0,-75,0,-68,0,0,0,0,0,0,0,0,0,-63,0,0,0,0,0,0,0,-60,-77,-82,-68,0,0,0,0,0,0,0,0,0,-76,0,0,0,0,0,0,0,0,0,-51,0,-67,0,0,-77,0,0,0,0,0,0,0,0,-51,0,-90,0,0,-56,0,0,-60,0,0,0,0,0,0,-75,0,-59,0,0,0,-71,0,0,0,0,-77,0,-79,0,0,0,0
1660221674,0.4694451,0.6702183,0,0,-79,0,0,0,0,0,0,-55,-79,0,0,0,0,0,0,0,0,0,0,-50,0,0,0,0,0,0,-79,0,-56,0,0,0,0,0,0,0,0,0,0,0,-56,0,0,0,0,-42,0,0,0,0,0,0,-41,0,0,0,0,0,0,-41,0,0,0,0,0,0,0,0,-75,0,0,-83,-49,0,0,0,0,0,0,0,0,0,0,0,-50,0,0,0,-80,0,0,0,0,0,-81,0,0
1660221679,0.47737120000000005,0.7290361999999999,0,-78,0,0,0,0,0,0,0,-52,-79,0,0,0,0,0,-77,0,0,0,0,-54,0,-78,0,0,0,0,0,0,-53,0,0,0,0,0,0,0,0,0,0,0,-53,0,0,0,0,-45,-67,0,0,0,0,0,-42,0,0,0,-51,0,0,-44,0,0,0,0,0,0,0,0,-77,0,0,0,-51,0,0,0,0,0,0,0,0,0,0,0,-52,0,-79,0,-79,0,0,0,0,0,0,0,0
1660221680,0.4555913,0.7481760999999999,0,-55,0,0,0,-75,0,0,0,0,-70,0,0,0,0,-76,-68,-63,0,0,0,-81,0,-56,-60,0,0,0,0,0,-51,0,0,0,0,0,0,0,0,0,-69,0,-51,-65,0,-61,0,-70,0,0,0,0,0,-66,-76,0,0,0,0,0,0,-67,0,0,0,0,0,0,0,0,-71,0,-78,0,-80,0,0,0,0,0,0,0,0,0,-75,0,-77,0,-55,0,0,0,0,0,0,0,0,0,0
1660221692,0.5131843,0.8063344,0,0,0,0,0,0,0,0,0,-79,-73,0,0,0,0,0,-74,0,0,0,0,-73,0,0,0,0,0,0,0,0,-78,0,0,0,0,0,0,0,0,0,0,0,-79,0,0,0,0,0,0,0,0,0,0,0,-76,0,0,-43,0,0,0,-75,0,0,0,0,0,0,0,0,-74,0,0,0,-74,0,0,0,0,0,0,-79,0,0,0,0,-74,0,0,0,-49,-51,0,0,0,0,-50,0,0
1660221694,0.5629947,0.8160967,0,0,-83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50,0,0,0,0,0,0,-83,-70,0,-84,0,0,0,0,0,0,0,0,0,0,-79,0,0,0,0,-61,0,0,0,0,0,0,-60,0,0,0,0,0,0,0,-57,0,0,0,0,0,0,0,0,0,0,-84,-50,0,0,0,0,-57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1660221695,0.5916688,0.8163458,0,0,-72,0,0,0,0,0,0,-75,-78,0,0,0,0,-78,0,0,0,0,0,-35,0,0,0,0,0,0,-78,0,-72,0,0,0,0,0,0,0,0,0,0,0,-73,0,0,0,0,-49,0,0,0,0,0,0,-49,0,0,0,0,0,0,-49,0,0,0,0,0,0,0,0,-80,0,0,-80,-37,0,0,0,0,0,-80,0,0,0,-79,0,-36,0,0,0,-82,0,0,0,0,0,-80,0,0
1660221700,0.7878708999999999,0.8466001,0,0,0,0,0,0,0,0,0,-76,0,0,0,0,0,0,0,0,0,-60,-70,-64,0,0,0,0,0,0,0,0,-83,-75,0,0,0,0,0,0,0,0,0,0,-78,0,0,0,0,-65,0,0,0,0,-48,0,-66,0,0,-69,0,0,0,0,0,0,0,0,-48,0,0,0,0,-59,0,0,-63,0,0,0,0,0,0,0,0,0,0,0,-63,-72,0,0,0,0,-78,0,0,0,0,0,0
1660221701,0.7988682,0.8463929,0,-59,0,0,0,-75,0,0,0,0,-64,0,0,0,0,-76,-64,-68,0,0,0,-77,0,-57,-59,0,0,0,0,0,-54,0,0,0,0,0,0,0,0,0,-62,0,-48,-68,0,-67,0,-74,0,0,0,0,0,-65,-73,0,0,0,0,0,0,-77,0,0,0,0,0,0,0,0,-64,0,-67,0,-76,0,0,0,0,0,0,0,0,0,-74,0,-78,0,-59,0,0,0,0,0,0,0,0,0,0
1660221703,0.8839855,0.8513951999999999,0,0,0,0,-73,0,0,0,0,-82,-75,0,0,0,0,0,-77,0,0,0,0,0,0,0,0,0,0,0,0,0,-82,0,0,0,0,0,0,0,0,0,0,0,-81,0,0,0,0,-81,0,0,0,0,0,0,-79,-77,0,-44,0,0,0,0,0,0,0,0,0,0,0,0,-76,0,0,0,-76,0,0,0,0,0,0,0,0,0,0,0,-79,0,0,0,-50,-50,0,0,0,0,-50,0,-80
1660221704,0.9484372,0.8539333,0,0,0,-63,0,-80,0,-77,0,-79,-55,0,-71,0,0,-80,-53,0,0,0,0,-70,0,0,-80,0,0,0,-76,0,-81,-80,0,0,-65,-80,-48,0,0,0,0,0,-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-68,0,0,0,-79,0,-63,0,-64,0,0,0,-65,0,0,0,-79,-72,-76,0,0,0,0,-82,-78,0,0,-78,-80,-72,0,0,0,-56,0,0,0,0,0,-56,-56,0
1660221705,1.0191975,0.8563814000000001,0,0,-72,0,0,0,0,0,0,-68,-80,0,0,0,0,0,-78,0,0,0,0,-36,0,0,0,0,0,0,-78,0,-80,0,0,0,0,0,0,0,0,0,0,0,-67,0,0,0,0,-48,0,0,0,0,0,0,-48,0,0,0,0,0,0,-49,0,0,0,0,0,0,0,0,-80,0,0,-80,-37,0,0,0,0,0,-80,0,0,0,0,0,-36,0,0,0,-81,0,0,0,0,0,-82,0,0
1660221706,1.0995069,0.8584371,0,0,-77,0,0,0,0,0,0,0,-80,0,0,0,0,0,-77,0,0,0,0,-50,0,0,0,0,0,0,-75,-77,0,0,0,0,0,0,0,0,0,0,0,0,-68,0,0,0,0,0,0,0,0,0,0,0,-54,0,0,0,0,0,0,0,-55,0,0,0,0,0,0,0,0,0,0,-75,-50,0,0,0,0,-55,0,-65,0,-72,0,0,0,0,0,0,0,0,-85,0,-79,0,0,0,-79
1660221707,1.172977,0.8601853000000002,0,-70,-66,-33,0,-65,0,0,0,0,0,0,0,-79,0,0,0,-77,0,0,0,-67,0,-72,-59,0,0,-83,0,0,0,0,0,0,0,0,0,0,-33,0,-62,0,-74,-79,0,0,-68,-72,0,0,0,0,0,0,-73,0,0,0,0,0,0,0,0,0,-74,0,0,0,0,0,0,0,0,-73,-75,0,0,0,0,0,0,0,0,0,0,0,-79,0,-69,-80,0,0,0,0,0,-79,0,0,0
1660221710,1.4166222,0.8606950999999999,0,0,-80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71,-54,0,0,0,0,0,0,-82,-70,0,-84,0,-89,0,0,0,0,0,0,0,0,-78,0,0,0,0,-59,0,0,0,0,0,0,-59,0,0,-73,0,0,0,0,-57,0,0,0,0,0,0,0,0,0,0,-80,-55,0,0,0,0,-57,0,0,0,-55,0,0,0,0,0,0,0,0,-78,0,0,0,0,0,0
1660221712,1.5928483,0.8619804,0,-63,0,0,0,-76,0,0,0,0,-83,0,0,0,0,-75,-80,-71,0,0,0,-81,0,-66,-67,0,0,0,0,0,-54,0,0,0,0,0,0,0,0,0,-69,0,-54,-71,0,-71,0,-70,0,0,0,0,0,-66,-76,0,0,0,0,0,0,-67,0,0,0,0,0,0,0,0,-78,0,-78,0,-80,0,0,0,0,0,0,0,0,0,-75,0,-77,0,-63,0,0,0,0,0,0,0,0,0,0
1660221714,1.7235174,0.8611045,0,0,-72,0,0,0,0,0,0,-69,-77,0,0,0,0,-78,0,0,0,0,0,-36,0,0,0,0,0,0,-78,0,-67,0,0,0,0,0,0,0,0,0,0,0,-66,0,-81,0,0,-47,0,0,0,0,0,0,-47,0,0,0,0,0,0,-48,0,0,0,0,0,0,0,0,-80,0,0,-80,-38,0,0,0,0,0,-80,0,0,0,-79,0,-38,0,0,0,-82,0,0,0,0,0,-80,0,0
1660221716,1.8624768,0.8606343000000001,0,-78,-72,0,0,-64,0,0,0,-78,-45,0,-51,0,-77,-63,-45,0,0,0,0,-69,0,-77,-68,0,0,0,-66,0,-77,0,0,0,0,0,0,0,0,0,-77,0,-77,0,0,0,0,-76,0,0,0,0,0,0,-81,0,0,0,0,0,0,-77,0,0,-77,0,0,0,0,0,-44,0,0,-72,-75,0,0,0,0,0,-80,0,0,0,-63,0,-67,0,-76,0,-79,-79,0,0,0,0,-75,0,0
1660221717,1.9372811,0.8610873,0,0,-73,-56,0,0,0,0,0,0,0,0,0,-57,0,0,-47,0,0,0,0,-78,0,0,-80,0,0,0,0,0,0,-75,0,0,-70,0,-59,0,-56,0,0,-82,-82,0,0,0,-82,-75,0,0,0,0,-89,0,-77,0,0,-76,0,-80,0,0,0,0,-81,-68,-89,0,0,-70,0,-88,0,-73,-79,-67,0,0,0,0,0,0,0,0,0,0,-77,0,0,-84,0,0,0,0,0,-84,0,0,0
1660221723,2.4703879,0.8700199000000001,0,-59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-76,0,0,0,-77,0,-60,0,0,-77,0,0,0,0,0,0,0,0,0,0,0,0,0,-78,0,-47,-75,0,-75,0,0,0,0,0,0,0,-66,-70,0,0,0,-79,0,0,0,0,0,0,0,0,0,0,0,0,0,-67,0,-76,0,0,0,0,0,0,-78,-84,0,-78,0,0,0,-60,-63,0,0,0,0,0,-63,0,0,0
1660221726,2.6553097,0.8750036,0,-78,0,-63,0,-78,0,-77,0,-78,-39,0,-71,0,0,-78,-39,0,0,0,0,-68,0,0,-80,0,0,0,-75,0,-78,-80,0,0,-69,-80,-48,0,0,0,0,0,-78,0,0,0,0,0,0,0,0,0,0,0,0,-76,0,-68,0,-80,0,0,0,-63,-79,-66,0,0,0,-72,0,0,0,-74,-68,-78,0,0,0,0,-82,-77,0,0,-78,-80,-68,0,-79,0,-67,0,0,0,0,0,-67,-56,0
1660221730,2.9697132,0.8773318000000001,0,0,-67,0,0,-72,0,0,0,0,-39,0,0,0,-82,-67,-38,0,0,0,0,0,0,-79,-76,0,0,0,-69,0,0,0,0,0,0,0,0,0,0,0,-78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81,-77,0,0,0,0,0,0,0,-76,0,0,0,0,0,0,0,0,-67,0,0,0,0,0,0,0,-79,0,0,-70,0,0,0,0,0,0,0,0,0,0,0,-68,0,0
1660221734,3.2179146,0.8799004,0,0,-77,0,0,0,0,0,0,-63,-80,0,0,0,0,0,-74,0,0,0,0,-48,0,0,0,0,0,0,-77,0,-63,0,0,0,0,0,0,0,0,-80,0,0,-63,0,0,0,0,0,-80,0,0,0,0,0,-27,0,0,0,0,0,0,-27,0,0,0,0,0,0,0,0,-79,0,0,-77,-48,0,0,0,-78,0,0,-69,0,0,0,0,-49,0,0,0,-77,0,0,0,0,0,-79,0,0
1660221735,3.2617569,0.8770051999999999,0,-62,0,0,0,0,0,0,0,0,0,0,-51,0,-68,0,-62,-72,0,0,0,0,0,-61,-61,0,0,-79,0,0,-72,0,0,0,0,0,-82,0,0,0,-62,0,-73,-68,0,-71,-54,-65,0,0,0,0,0,-57,-72,0,0,0,0,-64,0,0,0,0,-65,0,0,0,0,0,0,0,-81,0,-77,0,0,0,0,0,-70,0,0,0,0,0,0,0,-64,0,0,0,0,0,0,-68,0,0,0
1660221742,3.8147583,0.8743064,0,-65,0,0,0,-64,0,0,0,0,0,0,-55,0,0,0,-68,-75,-82,0,0,0,0,-65,-68,0,0,0,0,0,-65,0,0,0,0,0,-74,0,0,0,-73,0,-64,-74,0,-72,-55,-67,0,0,0,0,0,0,-68,0,0,-80,0,0,0,0,0,0,-77,0,0,0,-52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65,-62,0,0,0,0,0,-62,0,0,0
1660221745,3.9993176,0.8716549000000001,0,0,0,0,0,0,0,0,0,0,-83,0,0,0,0,0,-77,0,0,0,-81,-52,0,0,0,0,0,-81,0,-73,0,0,0,0,0,-91,0,0,0,0,0,0,-75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-79,-60,0,0,-52,0,0,0,0,0,0,0,0,-73,0,0,0,0,0,0,-69,0,0,0,-79,0,-73,0,0
1660221751,4.3331661,0.8424716999999998,0,0,-82,0,0,0,0,0,0,-81,-70,0,0,0,0,0,-72,0,0,-71,0,-77,0,0,0,0,0,0,-77,-55,-81,-59,0,-73,-72,0,0,0,0,0,0,-83,-81,0,0,0,0,0,0,-90,-67,0,0,0,0,0,0,-44,0,0,-81,0,0,0,0,-73,0,-91,0,-72,0,-67,0,0,-73,-79,0,-70,0,0,0,-78,0,0,0,0,0,0,0,0,-32,0,0,-81,0,0,-37,0,0
1660221768,4.5384116,0.6786861,0,-67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65,0,0,0,-75,0,-73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-32,-68,0,-67,0,0,0,0,0,0,0,-67,-59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-75,0,0,0,0,0,0,-78,-84,0,0,0,0,0,-64,-63,-82,0,0,0,0,-63,0,0,0
1660221769,4.5360017,0.672751,0,0,0,-63,0,-80,0,-77,0,-79,-58,0,-71,0,0,-80,-60,0,0,0,0,-70,0,0,-80,0,0,0,-81,0,-81,-80,0,0,-66,-80,-48,0,0,0,0,0,-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-68,0,0,0,-79,0,-63,0,-66,0,0,0,-65,0,0,0,-80,-72,-68,0,0,0,0,-82,-78,0,0,-78,-80,-72,0,0,0,-57,0,0,0,0,0,-57,-56,0
1660221774,4.508171599999999,0.6129274,0,0,0,0,0,0,0,0,0,-78,0,0,0,0,0,0,0,0,0,-60,-70,-59,0,0,0,0,0,0,0,0,-79,-75,0,0,0,0,0,0,0,0,0,0,-79,0,0,0,0,-60,0,0,0,0,-48,0,-59,0,0,-69,0,0,0,0,0,0,0,0,-48,0,0,0,0,-59,0,0,-58,0,0,0,0,0,0,0,0,0,0,0,-58,-72,0,0,0,0,-78,0,0,0,0,0,0
1660221776,4.5176134,0.5857517,0,-54,0,0,0,-59,0,0,0,0,-64,0,0,0,0,-58,-64,-64,-72,0,0,-81,0,-55,-63,0,0,0,0,0,-66,0,0,0,0,0,0,0,0,0,-65,0,-57,-69,0,-62,0,-66,0,0,0,0,0,-72,-69,0,0,0,0,0,0,-67,0,0,0,0,0,0,0,0,-64,0,0,0,0,0,0,0,0,0,0,0,0,0,-58,0,-77,0,-53,0,0,0,0,0,0,0,0,0,0
1660221777,4.5207752999999995,0.579393,0,0,0,0,0,0,0,0,0,-76,-71,0,0,0,0,0,-72,0,0,0,0,-69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80,0,0,0,0,-73,0,0,0,0,0,0,-79,0,0,-49,0,0,0,-74,0,0,0,0,0,0,0,0,-71,0,0,0,-68,0,0,0,0,0,0,0,0,0,0,0,-68,0,0,0,-49,-50,0,0,0,0,-49,0,-76
1660221778,4.5208125,0.5670518,0,0,-76,0,0,0,0,0,0,0,0,-68,0,0,0,0,-77,0,0,0,0,-52,0,0,0,0,0,0,-76,-77,0,-82,-68,0,0,0,0,0,0,0,0,0,-75,0,0,0,0,0,0,0,0,0,0,0,-65,0,0,-77,0,0,0,0,0,0,0,0,0,0,-90,0,0,0,0,-76,-52,0,0,0,0,0,0,-71,0,-72,0,0,0,-71,0,0,0,0,-85,0,-79,0,0,0,-79
1660221784,4.509849099999999,0.49826509999999996,0,-78,-62,0,0,-72,0,0,0,-78,-40,0,-51,0,-78,-73,-40,0,0,0,0,-72,0,-78,-68,0,0,0,-62,0,-77,0,0,0,0,0,0,0,0,0,-79,0,-77,0,0,0,0,-73,0,0,0,0,0,0,-75,0,0,0,0,-80,0,-77,0,0,-81,0,0,0,0,0,-41,0,0,-62,-65,0,0,0,0,0,-80,0,0,0,-71,0,-65,0,-76,0,-75,-75,0,0,0,0,-77,0,0
