timestamp,30:87:D9:B1:7E:**,30:87:D9:F1:7E:**,30:87:D9:F1:76:**,30:87:D9:F2:38:**,30:87:D9:B1:82:**,30:87:D9:31:97:**,30:87:D9:32:06:**,30:87:D9:71:7C:**,30:87:D9:71:81:**,30:87:D9:31:7C:**,30:87:D9:B1:FC:**,30:87:D9:B1:7F:**,30:87:D9:B2:38:**,30:87:D9:F1:81:**,30:87:D9:B1:89:**,30:87:D9:72:38:**,30:87:D9:71:61:**,30:87:D9:71:5C:**,30:87:D9:B2:06:**,30:87:D9:71:99:**,00:24:6C:26:87:**,30:87:D9:72:06:**,30:87:D9:31:81:**,30:87:D9:F1:F0:**,30:87:D9:F2:06:**,30:87:D9:31:F0:**,30:87:D9:B1:7D:**,30:87:D9:31:95:**,30:87:D9:71:7D:**,30:87:D9:F1:89:**,30:87:D9:31:7F:**,30:87:D9:71:F0:**,30:87:D9:B1:81:**,30:87:D9:B1:76:**,00:24:6C:26:8B:**,30:87:D9:F1:7F:**,34:97:F6:6B:EB:**,30:87:D9:F1:7D:**,30:87:D9:B1:97:**,30:87:D9:71:95:**,30:87:D9:B1:F0:**,00:24:6C:2D:1A:**,30:87:D9:71:FC:**,30:87:D9:31:7E:**,30:87:D9:B1:95:**,30:87:D9:71:7E:**,30:87:D9:71:58:**,30:87:D9:F1:95:**,30:87:D9:71:72:**,78:32:1B:CC:37:**,30:87:D9:71:7F:**,30:87:D9:31:89:**,E4:F0:42:E0:FB:**,30:87:D9:71:89:**,30:87:D9:71:97:**,30:87:D9:F1:97:**,30:87:D9:31:76:**,30:87:D9:71:9A:**,30:87:D9:F1:82:**,B0:6E:BF:3B:A8:**,30:87:D9:71:76:**,30:87:D9:31:7D:**,30:87:D9:31:82:**,30:87:D9:31:FC:**,30:87:D9:32:38:**,30:87:D9:F1:FC:**,30:87:D9:71:82:**
1662467271.165114,-100,-100,-57,-73,-100,-66,-70,-100,-77,-100,-100,-100,-76,-77,-77,-74,-100,-100,-69,-45,-76,-69,-80,-74,-70,-75,-100,-78,-100,-75,-100,-78,-76,-57,-69,-100,-100,-100,-72,-100,-75,-70,-100,-100,-80,-100,-100,-100,-100,-100,-100,-78,-100,-74,-66,-71,-56,-100,-100,-80,-57,-100,-100,-78,-78,-78,-100
1662467272.165182,-80,-78,-54,-100,-100,-78,-75,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-75,-40,-100,-70,-100,-100,-76,-100,-69,-100,-69,-77,-100,-100,-100,-54,-72,-100,-100,-70,-78,-100,-100,-77,-100,-79,-100,-79,-100,-100,-100,-100,-100,-78,-100,-80,-78,-78,-55,-100,-100,-100,-55,-63,-100,-100,-100,-100,-100
1662467273.165121,-100,-100,-59,-80,-100,-65,-71,-100,-100,-100,-100,-76,-100,-100,-79,-100,-100,-100,-73,-45,-78,-73,-100,-100,-71,-100,-100,-100,-100,-81,-71,-100,-100,-59,-69,-77,-100,-100,-66,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-65,-66,-59,-100,-100,-78,-58,-100,-100,-100,-81,-100,-100
1662467274.165253,-100,-100,-65,-80,-100,-67,-66,-100,-77,-100,-100,-76,-79,-77,-77,-74,-100,-100,-72,-45,-76,-71,-80,-74,-72,-75,-100,-78,-100,-75,-78,-78,-76,-66,-70,-77,-100,-100,-72,-100,-75,-70,-100,-100,-80,-100,-100,-100,-100,-100,-78,-78,-100,-74,-65,-74,-66,-100,-100,-80,-64,-100,-100,-78,-78,-78,-100
1662467275.165153,-100,-100,-46,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-40,-100,-100,-100,-100,-100,-100,-60,-100,-60,-74,-100,-100,-100,-46,-79,-100,-100,-60,-79,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-65,-79,-100,-45,-100,-100,-100,-46,-60,-100,-100,-100,-100,-100
1662467276.165241,-100,-100,-58,-100,-100,-72,-79,-100,-76,-100,-75,-72,-100,-77,-79,-100,-100,-100,-72,-45,-100,-78,-77,-100,-72,-100,-100,-75,-100,-100,-78,-100,-76,-59,-73,-80,-100,-100,-71,-76,-79,-70,-77,-100,-77,-100,-100,-77,-100,-100,-81,-80,-100,-79,-72,-70,-58,-100,-100,-76,-59,-100,-100,-77,-100,-73,-100
1662467277.165974,-80,-78,-56,-100,-100,-74,-75,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-75,-40,-100,-70,-100,-100,-76,-100,-73,-100,-70,-77,-100,-100,-100,-54,-72,-100,-100,-73,-69,-100,-100,-77,-80,-76,-100,-80,-100,-100,-100,-100,-100,-78,-100,-80,-77,-76,-55,-100,-100,-100,-56,-71,-100,-100,-100,-100,-100
1662467278.165521,-100,-100,-75,-71,-77,-76,-69,-100,-100,-100,-77,-100,-69,-100,-74,-72,-100,-100,-67,-45,-79,-67,-79,-81,-62,-100,-100,-100,-100,-75,-100,-100,-100,-76,-75,-100,-78,-100,-76,-100,-100,-61,-79,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-77,-72,-76,-73,-100,-79,-75,-75,-100,-76,-100,-72,-100,-77
1662467279.165017,-100,-83,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-40,-100,-100,-100,-100,-100,-100,-62,-100,-62,-74,-100,-100,-100,-49,-100,-100,-100,-62,-100,-100,-100,-100,-100,-80,-100,-82,-100,-100,-100,-100,-100,-64,-100,-64,-100,-100,-49,-100,-100,-100,-49,-62,-100,-100,-100,-100,-100
1662467280.165401,-100,-100,-48,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-40,-100,-100,-100,-100,-100,-100,-57,-100,-56,-77,-100,-100,-100,-48,-78,-100,-100,-56,-79,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-76,-79,-100,-47,-100,-100,-100,-47,-57,-100,-100,-100,-100,-100
1662467281.165219,-100,-100,-47,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-40,-100,-100,-100,-100,-100,-100,-61,-100,-61,-78,-100,-100,-100,-46,-79,-100,-100,-61,-79,-100,-100,-78,-100,-81,-100,-100,-100,-100,-100,-100,-100,-79,-100,-78,-79,-100,-47,-100,-100,-100,-46,-61,-100,-100,-100,-100,-100
1662467282.165357,-100,-100,-75,-77,-76,-67,-63,-100,-100,-100,-77,-100,-76,-100,-78,-77,-100,-100,-65,-45,-79,-66,-77,-81,-63,-100,-100,-100,-100,-80,-100,-100,-100,-77,-79,-100,-100,-100,-68,-100,-100,-64,-79,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-78,-63,-66,-76,-100,-77,-77,-74,-100,-75,-100,-77,-100,-77
1662467283.165619,-100,-100,-64,-75,-100,-63,-65,-100,-79,-100,-100,-100,-76,-78,-76,-76,-100,-100,-64,-45,-100,-64,-80,-78,-65,-76,-100,-100,-100,-76,-100,-78,-79,-66,-72,-100,-100,-100,-63,-100,-78,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-73,-63,-63,-65,-100,-100,-81,-67,-100,-100,-100,-68,-100,-100
1662467284.165570,-100,-100,-75,-75,-78,-63,-60,-100,-100,-100,-77,-100,-75,-100,-74,-75,-100,-100,-59,-45,-100,-61,-79,-81,-60,-100,-100,-100,-100,-74,-100,-100,-100,-74,-79,-100,-78,-100,-61,-100,-100,-58,-79,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-71,-64,-64,-69,-100,-80,-77,-76,-100,-76,-100,-77,-100,-77
1662467285.165840,-100,-100,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-40,-100,-100,-100,-100,-100,-100,-61,-100,-61,-68,-100,-100,-100,-46,-79,-100,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-68,-100,-100,-45,-100,-100,-100,-46,-62,-100,-100,-100,-100,-100
1662467286.165410,-100,-100,-48,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-40,-100,-100,-100,-100,-100,-100,-62,-100,-62,-74,-100,-100,-100,-48,-77,-100,-100,-62,-79,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-75,-79,-100,-48,-100,-100,-100,-47,-63,-100,-100,-100,-100,-100
1662467287.165782,-100,-100,-60,-100,-100,-74,-73,-100,-100,-100,-74,-72,-100,-100,-79,-100,-100,-100,-72,-45,-100,-71,-81,-100,-72,-100,-100,-81,-100,-81,-73,-100,-74,-59,-68,-76,-100,-100,-73,-100,-79,-70,-69,-100,-100,-100,-100,-100,-100,-100,-76,-80,-100,-79,-73,-73,-59,-100,-100,-75,-60,-100,-100,-69,-100,-74,-100
1662467288.165120,-80,-78,-54,-100,-100,-78,-75,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-75,-40,-100,-70,-100,-100,-76,-100,-61,-100,-68,-77,-100,-100,-100,-55,-72,-100,-100,-60,-78,-100,-100,-77,-100,-79,-100,-79,-100,-100,-100,-100,-100,-78,-100,-79,-78,-78,-54,-100,-100,-100,-54,-59,-100,-100,-100,-100,-100
1662467289.165712,-80,-78,-52,-100,-100,-78,-75,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-75,-40,-100,-70,-100,-100,-76,-100,-60,-100,-60,-77,-100,-100,-100,-52,-72,-100,-100,-58,-78,-100,-100,-77,-100,-79,-100,-79,-100,-100,-100,-100,-100,-78,-100,-79,-78,-78,-54,-100,-100,-100,-54,-58,-100,-100,-100,-100,-100
1662467290.165219,-80,-79,-53,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-40,-100,-100,-100,-100,-100,-100,-63,-100,-62,-80,-100,-100,-100,-54,-75,-100,-100,-62,-75,-100,-100,-78,-100,-80,-100,-79,-100,-100,-100,-100,-100,-100,-100,-79,-78,-76,-54,-100,-100,-100,-54,-62,-100,-100,-100,-100,-100
1662467291.165684,-100,-100,-55,-100,-100,-66,-74,-100,-81,-100,-72,-78,-100,-77,-79,-100,-100,-100,-74,-40,-100,-75,-77,-100,-74,-81,-69,-77,-62,-77,-100,-77,-78,-54,-76,-100,-100,-64,-66,-77,-79,-76,-74,-100,-77,-100,-100,-76,-100,-100,-100,-73,-100,-78,-75,-76,-55,-100,-100,-80,-55,-71,-100,-73,-78,-72,-100
1662467292.165484,-100,-100,-57,-100,-100,-73,-79,-100,-80,-100,-73,-72,-100,-100,-79,-100,-100,-100,-72,-45,-100,-78,-81,-100,-72,-100,-100,-76,-100,-100,-73,-100,-74,-58,-74,-78,-100,-100,-72,-76,-79,-70,-74,-100,-76,-100,-100,-79,-100,-100,-79,-80,-100,-79,-72,-73,-57,-100,-100,-75,-57,-100,-100,-77,-100,-74,-100
1662467293.165200,-100,-100,-55,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-75,-40,-100,-70,-100,-100,-76,-100,-70,-100,-69,-78,-100,-100,-100,-54,-74,-100,-100,-70,-100,-100,-100,-74,-80,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-78,-100,-100,-54,-100,-100,-100,-54,-70,-100,-100,-100,-100,-100
1662467294.165593,-100,-100,-54,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-75,-40,-100,-74,-100,-100,-76,-100,-63,-100,-64,-78,-100,-100,-100,-54,-77,-100,-100,-63,-100,-100,-100,-76,-80,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-79,-100,-100,-54,-100,-100,-100,-54,-70,-100,-100,-100,-100,-100
1662467295.165246,-80,-100,-44,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-40,-100,-100,-100,-100,-100,-100,-61,-100,-61,-67,-100,-100,-100,-45,-78,-100,-100,-61,-75,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-67,-76,-76,-44,-100,-100,-100,-44,-61,-100,-100,-100,-100,-100
1662467296.164993,-100,-100,-63,-73,-70,-62,-69,-100,-74,-100,-100,-100,-75,-79,-75,-74,-100,-100,-68,-45,-100,-61,-72,-78,-67,-79,-100,-100,-100,-77,-100,-78,-73,-64,-74,-100,-100,-100,-70,-100,-77,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-73,-70,-70,-63,-100,-73,-76,-64,-100,-100,-100,-73,-100,-71
1662467297.165368,-100,-100,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-40,-100,-100,-100,-100,-100,-100,-61,-100,-60,-66,-100,-100,-100,-47,-78,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-67,-100,-100,-48,-100,-100,-100,-48,-61,-100,-100,-100,-100,-100
1662467298.165027,-100,-100,-62,-80,-100,-66,-71,-100,-77,-100,-100,-76,-79,-77,-100,-74,-100,-100,-71,-45,-76,-69,-100,-74,-70,-75,-100,-78,-100,-100,-76,-100,-76,-62,-70,-77,-100,-100,-67,-100,-75,-75,-100,-100,-80,-100,-100,-100,-100,-100,-75,-100,-100,-100,-65,-64,-61,-100,-100,-80,-61,-100,-100,-78,-80,-78,-100
1662467299.165099,-80,-79,-55,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-40,-100,-100,-100,-100,-100,-100,-69,-100,-68,-100,-100,-100,-100,-54,-71,-100,-100,-68,-79,-100,-100,-78,-100,-80,-100,-79,-100,-100,-100,-100,-100,-100,-100,-79,-78,-76,-56,-100,-100,-100,-56,-68,-100,-100,-100,-100,-100
1662467300.165373,-81,-80,-53,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-40,-100,-70,-100,-100,-100,-100,-60,-100,-60,-77,-100,-100,-100,-52,-72,-100,-100,-59,-75,-100,-100,-79,-100,-79,-100,-79,-100,-100,-100,-100,-100,-78,-100,-79,-78,-76,-53,-100,-100,-100,-53,-59,-100,-100,-100,-100,-100
1662467301.165663,-100,-100,-67,-80,-100,-74,-72,-100,-100,-100,-100,-76,-100,-100,-79,-100,-100,-100,-71,-45,-78,-70,-100,-100,-70,-100,-100,-100,-100,-81,-76,-100,-100,-67,-70,-76,-100,-100,-73,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-72,-73,-66,-100,-100,-79,-67,-100,-100,-100,-81,-100,-100
1662467302.165656,-100,-100,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-40,-100,-100,-100,-100,-100,-100,-60,-100,-61,-77,-100,-100,-100,-46,-78,-100,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-67,-100,-100,-46,-100,-100,-100,-46,-62,-100,-100,-100,-100,-100
1662467303.165637,-80,-100,-50,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-40,-100,-100,-100,-100,-100,-100,-63,-100,-64,-68,-100,-100,-100,-50,-78,-100,-100,-64,-75,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-78,-76,-76,-49,-100,-100,-100,-49,-65,-100,-100,-100,-100,-100
1662467304.165459,-100,-100,-71,-67,-70,-60,-65,-100,-71,-100,-100,-100,-66,-72,-71,-66,-100,-100,-65,-45,-100,-64,-78,-100,-65,-100,-100,-100,-100,-72,-100,-100,-79,-71,-71,-100,-100,-100,-67,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-66,-68,-69,-72,-100,-73,-74,-73,-100,-75,-100,-67,-100,-71
1662467305.165029,-100,-100,-59,-100,-100,-72,-79,-100,-80,-100,-74,-72,-100,-77,-79,-100,-100,-100,-72,-45,-100,-78,-79,-100,-72,-100,-100,-76,-100,-100,-78,-100,-76,-59,-74,-80,-100,-100,-71,-76,-79,-70,-77,-100,-77,-100,-100,-77,-100,-100,-81,-80,-100,-79,-75,-72,-61,-100,-100,-76,-59,-100,-100,-77,-100,-77,-100
1662467306.165762,-100,-80,-57,-100,-100,-65,-79,-100,-78,-100,-75,-79,-100,-77,-100,-100,-100,-100,-100,-45,-100,-78,-78,-79,-100,-100,-100,-77,-100,-100,-79,-100,-76,-57,-74,-78,-100,-100,-71,-77,-78,-76,-77,-100,-77,-100,-100,-77,-100,-100,-79,-80,-100,-79,-66,-72,-57,-100,-100,-77,-58,-100,-100,-74,-100,-74,-100
1662467307.165334,-80,-78,-53,-100,-100,-78,-75,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-75,-40,-100,-70,-100,-100,-76,-100,-61,-100,-60,-77,-100,-100,-100,-53,-72,-100,-100,-60,-78,-100,-100,-77,-100,-79,-100,-79,-100,-100,-100,-100,-100,-78,-100,-80,-78,-78,-53,-100,-100,-100,-53,-59,-100,-100,-100,-100,-100
1662467308.165511,-100,-100,-61,-67,-70,-64,-59,-100,-71,-100,-100,-100,-66,-72,-71,-75,-100,-100,-61,-45,-100,-60,-78,-100,-59,-100,-100,-100,-100,-72,-100,-100,-79,-61,-65,-100,-100,-100,-62,-100,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-68,-63,-74,-59,-100,-73,-74,-61,-100,-75,-100,-67,-100,-71
1662467309.165075,-100,-83,-45,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-40,-100,-100,-100,-100,-100,-100,-61,-100,-61,-80,-100,-100,-100,-46,-81,-100,-100,-61,-100,-100,-100,-100,-100,-79,-100,-82,-100,-100,-100,-100,-100,-64,-100,-64,-100,-100,-46,-100,-100,-100,-45,-61,-100,-100,-100,-100,-100
1662467310.165284,-100,-100,-48,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-40,-100,-100,-100,-100,-100,-100,-61,-100,-61,-77,-100,-100,-100,-46,-81,-100,-100,-60,-79,-100,-100,-78,-100,-81,-100,-100,-100,-100,-100,-100,-100,-78,-100,-75,-79,-100,-47,-100,-100,-100,-47,-61,-100,-100,-100,-100,-100
1662467311.165477,-100,-100,-63,-72,-100,-71,-68,-100,-79,-100,-100,-100,-75,-78,-76,-68,-100,-100,-70,-45,-100,-70,-80,-76,-71,-76,-100,-100,-100,-76,-100,-76,-79,-66,-73,-100,-100,-100,-68,-100,-72,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-73,-70,-71,-64,-100,-100,-81,-65,-100,-100,-100,-68,-100,-100
1662467312.165295,-80,-79,-53,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-40,-100,-100,-100,-100,-100,-100,-73,-100,-59,-100,-100,-100,-100,-52,-72,-100,-100,-72,-79,-100,-100,-78,-100,-80,-100,-79,-100,-100,-100,-100,-100,-100,-100,-79,-78,-76,-54,-100,-100,-100,-53,-72,-100,-100,-100,-100,-100
1662467313.165005,-100,-80,-61,-100,-100,-80,-89,-47,-77,-45,-72,-78,-100,-77,-100,-100,-59,-80,-100,-40,-100,-90,-77,-79,-100,-81,-73,-77,-75,-100,-79,-77,-78,-61,-74,-77,-100,-72,-79,-77,-79,-79,-74,-100,-77,-100,-80,-76,-49,-87,-71,-100,-85,-100,-79,-69,-57,-75,-100,-80,-57,-73,-100,-73,-78,-72,-100
1662467314.165263,-100,-100,-52,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-40,-100,-100,-100,-100,-100,-100,-61,-100,-61,-77,-100,-100,-100,-51,-79,-100,-100,-63,-79,-100,-100,-78,-100,-81,-100,-100,-100,-100,-100,-100,-100,-76,-100,-77,-79,-100,-51,-100,-100,-100,-52,-62,-100,-100,-100,-100,-100
1662467315.165603,-100,-80,-59,-100,-100,-82,-89,-47,-81,-45,-72,-78,-100,-77,-100,-100,-59,-80,-100,-40,-100,-83,-77,-79,-77,-81,-66,-77,-72,-78,-79,-77,-78,-59,-74,-77,-100,-66,-82,-77,-79,-79,-74,-100,-77,-100,-80,-76,-49,-87,-71,-100,-85,-100,-81,-76,-58,-75,-100,-80,-59,-65,-100,-73,-78,-72,-100
1662467316.165526,-100,-100,-54,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-74,-40,-100,-74,-100,-100,-75,-100,-65,-100,-66,-79,-100,-100,-100,-54,-78,-100,-100,-66,-100,-100,-100,-76,-80,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-79,-100,-100,-55,-100,-100,-100,-54,-68,-100,-100,-100,-100,-100
1662467317.165066,-79,-78,-54,-100,-100,-78,-75,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-75,-40,-100,-70,-100,-100,-76,-100,-71,-100,-72,-77,-100,-100,-100,-54,-71,-100,-100,-71,-75,-100,-100,-77,-100,-79,-100,-79,-100,-100,-100,-100,-100,-78,-100,-79,-78,-77,-54,-100,-100,-100,-55,-72,-100,-100,-100,-100,-100
1662467318.165201,-100,-100,-44,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-40,-100,-100,-100,-100,-100,-100,-60,-100,-61,-67,-100,-100,-100,-44,-78,-100,-100,-61,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-68,-76,-100,-45,-100,-100,-100,-44,-61,-100,-100,-100,-100,-100
1662467319.165414,-100,-100,-72,-74,-74,-67,-68,-100,-100,-100,-100,-100,-76,-100,-74,-76,-100,-100,-68,-45,-100,-68,-79,-100,-66,-100,-100,-100,-100,-74,-100,-100,-100,-73,-79,-100,-78,-100,-66,-100,-100,-58,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-71,-76,-66,-72,-100,-75,-77,-74,-100,-75,-100,-77,-100,-74
1662467320.165488,-100,-100,-55,-100,-100,-66,-74,-100,-81,-100,-72,-100,-100,-100,-79,-100,-100,-100,-74,-40,-100,-72,-100,-100,-75,-81,-70,-77,-64,-77,-100,-77,-100,-54,-76,-100,-100,-64,-66,-77,-79,-76,-74,-100,-77,-100,-100,-76,-100,-100,-100,-73,-100,-78,-75,-76,-55,-100,-100,-80,-55,-71,-100,-73,-78,-72,-100
1662467321.165032,-100,-100,-67,-80,-100,-65,-72,-100,-100,-100,-100,-77,-100,-100,-79,-100,-100,-100,-71,-45,-78,-71,-100,-100,-72,-100,-100,-100,-100,-81,-75,-100,-100,-67,-70,-77,-100,-100,-72,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-74,-73,-65,-100,-100,-78,-67,-100,-100,-100,-81,-100,-100
1662467322.165143,-80,-79,-52,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-40,-100,-100,-100,-100,-100,-100,-72,-100,-71,-80,-100,-100,-100,-52,-75,-100,-100,-70,-75,-100,-100,-78,-100,-80,-100,-79,-100,-100,-100,-100,-100,-100,-100,-79,-78,-76,-51,-100,-100,-100,-51,-70,-100,-100,-100,-100,-100
1662467323.165121,-100,-100,-63,-80,-100,-65,-70,-100,-77,-100,-100,-76,-79,-77,-77,-74,-100,-100,-67,-45,-76,-72,-80,-74,-71,-75,-100,-78,-100,-75,-77,-78,-76,-62,-70,-77,-100,-100,-67,-100,-75,-67,-100,-100,-80,-100,-100,-100,-100,-100,-75,-78,-100,-74,-66,-66,-62,-100,-100,-79,-63,-100,-100,-78,-78,-78,-100
1662467324.165405,-100,-80,-51,-100,-100,-77,-89,-47,-81,-45,-72,-78,-100,-77,-100,-100,-59,-80,-74,-40,-100,-83,-77,-79,-73,-81,-68,-77,-73,-78,-79,-77,-78,-51,-73,-77,-100,-69,-77,-77,-79,-79,-74,-100,-77,-100,-80,-76,-49,-87,-71,-100,-85,-100,-81,-76,-53,-75,-100,-80,-54,-68,-100,-73,-78,-72,-100
1662467325.165269,-100,-100,-62,-62,-70,-61,-67,-100,-71,-100,-100,-100,-62,-72,-71,-63,-100,-100,-67,-45,-100,-66,-78,-100,-67,-100,-100,-100,-100,-72,-100,-100,-79,-65,-65,-100,-100,-100,-61,-100,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-68,-63,-61,-63,-100,-73,-74,-63,-100,-75,-100,-63,-100,-71
1662467326.165162,-100,-100,-53,-100,-100,-72,-79,-100,-76,-100,-75,-72,-100,-77,-79,-100,-100,-100,-72,-45,-100,-78,-77,-100,-72,-100,-100,-75,-100,-100,-78,-100,-76,-53,-73,-80,-100,-100,-71,-76,-79,-70,-77,-100,-77,-100,-100,-77,-100,-100,-81,-80,-100,-79,-72,-70,-53,-100,-100,-76,-54,-100,-100,-77,-100,-73,-100
1662467327.165200,-100,-100,-64,-77,-100,-72,-71,-100,-77,-100,-100,-100,-76,-77,-77,-74,-100,-100,-70,-45,-76,-70,-80,-74,-68,-75,-100,-78,-100,-75,-100,-78,-76,-63,-72,-100,-100,-100,-65,-100,-75,-71,-100,-100,-80,-100,-100,-100,-100,-100,-100,-78,-100,-74,-64,-72,-64,-100,-100,-80,-65,-100,-100,-78,-78,-78,-100
1662467328.165318,-100,-80,-53,-100,-100,-80,-89,-47,-77,-45,-72,-78,-100,-77,-100,-100,-59,-80,-100,-40,-100,-90,-77,-79,-100,-81,-73,-77,-75,-100,-79,-77,-78,-54,-74,-77,-100,-72,-79,-77,-79,-79,-74,-100,-77,-100,-80,-76,-49,-87,-71,-100,-85,-100,-79,-69,-56,-75,-100,-80,-57,-73,-100,-73,-78,-72,-100
1662467329.165443,-100,-100,-62,-80,-100,-65,-71,-100,-77,-100,-100,-77,-79,-77,-100,-100,-100,-100,-70,-45,-76,-71,-100,-74,-70,-100,-100,-78,-100,-100,-71,-100,-76,-62,-75,-77,-100,-100,-65,-100,-100,-78,-100,-100,-80,-100,-100,-100,-100,-100,-76,-100,-100,-100,-64,-64,-61,-100,-100,-79,-61,-100,-100,-78,-80,-78,-100
1662467330.165115,-100,-83,-51,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-40,-100,-100,-100,-100,-100,-100,-58,-100,-58,-64,-100,-100,-100,-50,-81,-100,-100,-59,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-64,-100,-64,-100,-100,-52,-100,-100,-100,-52,-58,-100,-100,-100,-100,-100
1662467331.165224,-100,-100,-64,-76,-100,-70,-71,-100,-77,-100,-100,-100,-75,-78,-75,-74,-100,-100,-69,-45,-100,-69,-77,-76,-70,-76,-100,-100,-100,-77,-100,-76,-79,-66,-69,-100,-100,-100,-70,-100,-72,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-73,-70,-72,-64,-100,-100,-81,-64,-100,-100,-100,-74,-100,-100
1662467332.164893,-100,-100,-66,-80,-100,-65,-73,-100,-100,-100,-100,-76,-100,-100,-79,-100,-100,-100,-72,-45,-78,-72,-100,-100,-72,-100,-100,-100,-100,-81,-76,-100,-100,-67,-71,-76,-100,-100,-72,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-72,-72,-67,-100,-100,-79,-65,-100,-100,-100,-81,-100,-100
